join_ordinal	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	section	language	hand	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
207	GDT800-O2756	3289	G407-E2099	f76r	f76r	f76r.28	13	13	ytal	yta	l	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S250	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
208	GDT800-O2757	3048	G407-E1865	f76r	f76r	f76r.3	9	13	shol	sho	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S198	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
209	GDT800-O2758	3050	G407-E1867	f76r	f76r	f76r.3	11	13	ol	o	l	T	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S198	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
210	GDT800-O2759	3325	G407-E2134	f76r	f76r	f76r.32	9	14	cheol	cheo	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S255	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
211	GDT800-O2760	3333	G407-E2142	f76r	f76r	f76r.33	3	16	kal	ka	l	T	B	2	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S257	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
212	GDT800-O2761	3342	G407-E2151	f76r	f76r	f76r.33	12	16	lol	lo	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S259	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
213	GDT800-O2762	3344	G407-E2153	f76r	f76r	f76r.33	14	16	ol	o	l	T	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S259	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
214	GDT800-O2763	3362	G407-E2171	f76r	f76r	f76r.35	4	12	qokal	qoka	l	T	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
215	GDT800-O2764	3365	G407-E2174	f76r	f76r	f76r.35	7	12	cheol	cheo	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
216	GDT800-O2765	3371	G407-E2180	f76r	f76r	f76r.36	1	15	qokal	qoka	l	T	B	2	14	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S263	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
217	GDT800-O2766	3373	G407-E2182	f76r	f76r	f76r.36	3	15	sheol	sheo	l	T	B	2	12	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
218	GDT800-O2767	3374	G407-E2183	f76r	f76r	f76r.36	4	15	cheol	cheo	l	T	B	2	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
219	GDT800-O2768	3376	G407-E2185	f76r	f76r	f76r.36	6	15	chol	cho	l	T	B	2	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
220	GDT800-O2769	3379	G407-E2188	f76r	f76r	f76r.36	9	15	ol	o	l	T	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
221	GDT800-O2770	3381	G407-E2190	f76r	f76r	f76r.36	11	15	chol	cho	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S264	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
222	GDT800-O2771	3391	G407-E2199	f76r	f76r	f76r.38	5	6	qokal	qoka	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S265	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
223	GDT800-O2772	3392	G407-E2200	f76r	f76r	f76r.38	6	6	chal	cha	l	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S265	1	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
224	GDT800-O2773	3402	G407-E2210	f76r	f76r	f76r.39	10	10	ytal	yta	l	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S271	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
225	GDT800-O2774	3423	G407-E2231	f76r	f76r	f76r.41	8	13	qokal	qoka	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S275	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
226	GDT800-O2775	3436	G407-E2244	f76r	f76r	f76r.42	8	12	qotal	qota	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S277	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
227	GDT800-O2776	3440	G407-E2248	f76r	f76r	f76r.42	12	12	otalam	otala	m	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
228	GDT800-O2777	3446	G407-E2254	f76r	f76r	f76r.43	6	10	chol	cho	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
229	GDT800-O2778	3449	G407-E2257	f76r	f76r	f76r.43	9	10	lol	lo	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S278	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
230	GDT800-O2779	3455	G407-E2263	f76r	f76r	f76r.44	5	12	alol	alo	l	T	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S279	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
231	GDT800-O2780	3457	G407-E2265	f76r	f76r	f76r.44	7	12	ol	o	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S279	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
232	GDT800-O2781	3506	G407-E2314	f76r	f76r	f76r.48	10	10	qokal	qoka	l	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
233	GDT800-O2782	3510	G407-E2318	f76r	f76r	f76r.49	4	12	shol	sho	l	T	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
234	GDT800-O2783	3517	G407-E2325	f76r	f76r	f76r.49	11	12	al	a	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S290	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
235	GDT800-O2784	3065	G407-E1881	f76r	f76r	f76r.5	12	13	qokal	qoka	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S203	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
236	GDT800-O2785	3066	G407-E1882	f76r	f76r	f76r.5	13	13	chdam	chda	m	T	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S203	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
237	GDT800-O2786	3520	G407-E2328	f76r	f76r	f76r.50	2	8	sal	sa	l	T	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S291	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
238	GDT800-O2787	3521	G407-E2329	f76r	f76r	f76r.50	3	8	dol	do	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S291	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
239	GDT800-O2788	3525	G407-E2333	f76r	f76r	f76r.50	7	8	otal	ota	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S292	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
240	GDT800-O2789	3531	G407-E2339	f76r	f76r	f76r.51	5	11	sal	sa	l	T	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S295	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
241	GDT800-O2790	3550	G407-E2358	f76r	f76r	f76r.53	4	11	ol	o	l	T	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S302	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
242	GDT800-O2791	3552	G407-E2360	f76r	f76r	f76r.53	6	11	chal	cha	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S302	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
243	GDT800-O2792	3556	G407-E2364	f76r	f76r	f76r.53	10	11	okal	oka	l	T	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
244	GDT800-O2793	3558	G407-E2366	f76r	f76r	f76r.54	1	11	dal	da	l	T	B	2	10	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
245	GDT800-O2794	3562	G407-E2370	f76r	f76r	f76r.54	5	11	okedal	okeda	l	T	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S305	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
246	GDT800-O2795	3573	G407-E2381	f76r	f76r	f76r.55	5	10	al	a	l	T	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S307	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
247	GDT800-O2796	3580	G407-E2388	f76r	f76r	f76r.56	2	6	ol	o	l	T	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S309	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
248	GDT800-O2797	3071	G407-E1887	f76r	f76r	f76r.6	5	13	rol	ro	l	T	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S204	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
249	GDT800-O2798	3076	G407-E1892	f76r	f76r	f76r.6	10	13	al	a	l	T	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S206	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
250	GDT800-O2799	3077	G407-E1893	f76r	f76r	f76r.6	11	13	al	a	l	T	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S206	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
251	GDT800-O2800	3083	G407-E1898	f76r	f76r	f76r.8	3	13	okeedal	okeeda	l	T	B	2	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S207	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
252	GDT800-O2801	3095	G407-E1910	f76r	f76r	f76r.9	2	15	al	a	l	T	B	2	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S210	0	NONE	0	NONE	0	TEXT_BLOCK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
253	GDT800-O2829	3607	G407-E2407	f77r	f77r	f77r.10	6	10	qokol	qoko	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S313	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
254	GDT800-O2830	3611	G407-E2411	f77r	f77r	f77r.10	10	10	sal	sa	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S313	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
255	GDT800-O2831	3615	G407-E2415	f77r	f77r	f77r.11	4	9	chol	cho	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S315	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
256	GDT800-O2832	3620	G407-E2420	f77r	f77r	f77r.11	9	9	cham	cha	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S318	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
257	GDT800-O2833	3632	G407-E2432	f77r	f77r	f77r.13	4	10	shol	sho	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S323	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
258	GDT800-O2834	3649	G407-E2449	f77r	f77r	f77r.15	3	10	qotol	qoto	l	B	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S331	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
259	GDT800-O2835	3656	G407-E2456	f77r	f77r	f77r.15	10	10	lol	lo	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S333	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
260	GDT800-O2836	3664	G407-E2464	f77r	f77r	f77r.16	8	8	lol	lo	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S337	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
261	GDT800-O2837	3673	G407-E2473	f77r	f77r	f77r.17	9	9	lol	lo	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S341	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
262	GDT800-O2838	3695	G407-E2495	f77r	f77r	f77r.20	2	8	sheal	shea	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S345	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
263	GDT800-O2839	3711	G407-E2511	f77r	f77r	f77r.22	2	10	al	a	l	B	B	2	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S352	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
264	GDT800-O2840	3727	G407-E2527	f77r	f77r	f77r.23	8	8	qokal	qoka	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S357	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
265	GDT800-O2841	3729	G407-E2529	f77r	f77r	f77r.24	2	7	dol	do	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S357	0	F77_P1	0	F77_TOP_ARCH	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
266	GDT800-O2842	3738	G407-E2538	f77r	f77r	f77r.25	4	8	qokal	qoka	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S359	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
267	GDT800-O2843	3740	G407-E2540	f77r	f77r	f77r.25	6	8	dal	da	l	B	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S359	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
268	GDT800-O2844	3760	G407-E2560	f77r	f77r	f77r.28	6	6	lom	lo	m	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S366	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
269	GDT800-O2845	3765	G407-E2565	f77r	f77r	f77r.29	5	5	qotal	qota	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S368	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
270	GDT800-O2846	3772	G407-E2572	f77r	f77r	f77r.30	7	7	lol	lo	l	B	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S368	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
271	GDT800-O2847	3781	G407-E2581	f77r	f77r	f77r.32	3	8	cheol	cheo	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S370	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
272	GDT800-O2848	3782	G407-E2582	f77r	f77r	f77r.32	4	8	ol	o	l	B	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S370	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
273	GDT800-O2849	3818	G407-E2618	f77r	f77r	f77r.36	7	8	qokol	qoko	l	B	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S378	0	F77_P2	0	F77_MIDDLE_BODY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
274	GDT800-O2850	3844	G407-E2644	f77r	f77r	f77r.40	2	8	ol	o	l	B	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S383	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
275	GDT800-O2851	3855	G407-E2655	f77r	f77r	f77r.41	5	10	qotal	qota	l	B	B	2	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S386	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
