projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
557	1	GDT800-O3453	4683	G407-E3465	f83r	f83r	f83r.2	4	11	shol	sho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S559	0	F83_P1	0	F83_UPPER_SPRAY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
558	1	GDT800-O3459	4692	G407-E3474	f83r	f83r	f83r.3	2	10	qotal	qota	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S561	0	F83_P1	0	F83_UPPER_SPRAY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
559	1	GDT800-O3460	4699	G407-E3481	f83r	f83r	f83r.3	9	10	qotal	qota	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S563	0	F83_P1	0	F83_UPPER_SPRAY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
560	1	GDT800-O3483	4722	G407-E3504	f83r	f83r	f83r.6	3	9	qokal	qoka	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S569	0	F83_P1	0	F83_UPPER_SPRAY	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
561	1	GDT800-O3439	4761	G407-E3543	f83r	f83r	f83r.10	8	13	cthal	ctha	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S579	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
562	1	GDT800-O3440	4765	G407-E3547	f83r	f83r	f83r.10	12	13	lal	la	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S579	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
563	1	GDT800-O3441	4766	G407-E3548	f83r	f83r	f83r.10	13	13	sam	sa	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S579	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
564	1	GDT800-O3442	4777	G407-E3559	f83r	f83r	f83r.12	1	9	qockhol	qockho	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S583	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
565	1	GDT800-O3443	4779	G407-E3561	f83r	f83r	f83r.12	3	9	otal	ota	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S583	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
566	1	GDT800-O3444	4782	G407-E3564	f83r	f83r	f83r.12	6	9	al	a	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S583	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
567	1	GDT800-O3445	4785	G407-E3567	f83r	f83r	f83r.12	9	9	qokal	qoka	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S585	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
568	1	GDT800-O3446	4800	G407-E3582	f83r	f83r	f83r.14	5	10	dal	da	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S592	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
569	1	GDT800-O3447	4804	G407-E3586	f83r	f83r	f83r.14	9	10	dal	da	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S593	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
570	1	GDT800-O3448	4807	G407-E3589	f83r	f83r	f83r.15	2	9	shedal	sheda	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S593	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
571	1	GDT800-O3449	4810	G407-E3592	f83r	f83r	f83r.15	5	9	tal	ta	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S593	0	F83_P2	0	F83_MIDDLE_LOOP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
572	1	GDT800-O3450	4844	G407-E3626	f83r	f83r	f83r.19	7	11	qetal	qeta	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S600	0	F83_P3	0	F83_LOWER_DRIP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
573	1	GDT800-O3451	4845	G407-E3627	f83r	f83r	f83r.19	8	11	dal	da	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S600	0	F83_P3	0	F83_LOWER_DRIP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
574	1	GDT800-O3454	4853	G407-E3635	f83r	f83r	f83r.20	5	9	sol	so	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S604	0	F83_P3	0	F83_LOWER_DRIP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
575	1	GDT800-O3455	4861	G407-E3643	f83r	f83r	f83r.21	4	10	sol	so	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S607	0	F83_P3	0	F83_LOWER_DRIP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
576	1	GDT800-O3456	4879	G407-E3661	f83r	f83r	f83r.23	3	9	qokal	qoka	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S614	0	F83_P3	0	F83_LOWER_DRIP	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
577	1	GDT800-O3457	4897	G407-E3679	f83r	f83r	f83r.25	6	6	otal	ota	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S619	0	F83_P4	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
578	1	GDT800-O3458	4901	G407-E3683	f83r	f83r	f83r.26	4	6	tol	to	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S619	0	F83_P4	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
579	1	GDT800-O3461	4929	G407-E3711	f83r	f83r	f83r.32	1	4	cheol	cheo	l	3	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S634	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
580	1	GDT800-O3462	4945	G407-E3727	f83r	f83r	f83r.35	3	5	okeeol	okeeo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S636	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
581	1	GDT800-O3463	4954	G407-E3736	f83r	f83r	f83r.37	1	5	sol	so	l	4	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S637	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
582	1	GDT800-O3464	4957	G407-E3739	f83r	f83r	f83r.37	4	5	qokol	qoko	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S639	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
583	1	GDT800-O3465	4966	G407-E3748	f83r	f83r	f83r.39	4	4	chckhal	chckha	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S641	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
584	1	GDT800-O3466	4973	G407-E3755	f83r	f83r	f83r.41	4	4	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S643	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
585	1	GDT800-O3467	4974	G407-E3756	f83r	f83r	f83r.42	1	6	sol	so	l	5	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S643	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
586	1	GDT800-O3468	4975	G407-E3757	f83r	f83r	f83r.42	2	6	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S643	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
587	1	GDT800-O3469	4981	G407-E3763	f83r	f83r	f83r.43	2	5	sheol	sheo	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S643	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
588	1	GDT800-O3470	4983	G407-E3765	f83r	f83r	f83r.43	4	5	qotal	qota	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S643	0	F83_P5	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
589	1	GDT800-O3471	4991	G407-E3771	f83r	f83r	f83r.47	3	3	shedal	sheda	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
590	1	GDT800-O3472	4992	G407-E3772	f83r	f83r	f83r.48	1	5	dal	da	l	4	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
591	1	GDT800-O3473	4993	G407-E3773	f83r	f83r	f83r.48	2	5	cheol	cheo	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
592	1	GDT800-O3474	4994	G407-E3774	f83r	f83r	f83r.48	3	5	lol	lo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
593	1	GDT800-O3475	4995	G407-E3775	f83r	f83r	f83r.48	4	5	chdal	chda	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
594	1	GDT800-O3476	4997	G407-E3777	f83r	f83r	f83r.49	1	3	sol	so	l	2	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S646	0	F83_Q1	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
595	1	GDT800-O3477	5005	G407-E3783	f83r	f83r	f83r.52	4	4	ol	o	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S647	0	F83_Q2	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
596	1	GDT800-O3478	5007	G407-E3785	f83r	f83r	f83r.53	2	4	cheol	cheo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S647	0	F83_Q2	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
597	1	GDT800-O3479	5009	G407-E3787	f83r	f83r	f83r.53	4	4	ol	o	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S647	0	F83_Q2	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
598	1	GDT800-O3480	5011	G407-E3789	f83r	f83r	f83r.54	2	5	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S647	0	F83_Q2	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
599	1	GDT800-O3481	5015	G407-E3793	f83r	f83r	f83r.55	1	3	sol	so	l	2	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S647	0	F83_Q2	0	F83_LOWER_COUPLED	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
600	1	GDT800-O3482	5017	G407-E3795	f83r	f83r	f83r.55	3	3	cthal	ctha	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S647	1	F83_Q2	1	F83_LOWER_COUPLED	1	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
601	1	GDT800-O3798	5030	G407-E3802	f88r	f88r	f88r.7	7	8	dal	da	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
602	1	GDT800-O3799	5032	G407-E3804	f88r	f88r	f88r.8	1	12	ral	ra	l	11	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
603	1	GDT800-O3800	5033	G407-E3805	f88r	f88r	f88r.8	2	12	sheom	sheo	m	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
604	1	GDT800-O3801	5034	G407-E3806	f88r	f88r	f88r.8	3	12	keol	keo	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
605	1	GDT800-O3802	5043	G407-E3815	f88r	f88r	f88r.8	12	12	sam	sa	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
606	1	GDT800-O3803	5046	G407-E3818	f88r	f88r	f88r.9	3	11	om	o	m	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
607	1	GDT800-O3804	5047	G407-E3819	f88r	f88r	f88r.9	4	11	otam	ota	m	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
608	1	GDT800-O3805	5048	G407-E3820	f88r	f88r	f88r.9	5	11	okeom	okeo	m	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
609	1	GDT800-O3806	5053	G407-E3825	f88r	f88r	f88r.9	10	11	om	o	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
610	1	GDT800-O3762	5055	G407-E3827	f88r	f88r	f88r.10	1	9	qokeol	qokeo	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
611	1	GDT800-O3763	5056	G407-E3828	f88r	f88r	f88r.10	2	9	cheol	cheo	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
612	1	GDT800-O3764	5059	G407-E3831	f88r	f88r	f88r.10	5	9	cheol	cheo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
613	1	GDT800-O3765	5062	G407-E3834	f88r	f88r	f88r.10	8	9	cheom	cheo	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
614	1	GDT800-O3766	5065	G407-E3837	f88r	f88r	f88r.11	2	7	cheom	cheo	m	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S648	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
615	1	GDT800-O3767	5070	G407-E3842	f88r	f88r	f88r.11	7	7	sam	sa	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S648	1	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
616	1	GDT800-O3768	5072	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2416	f88r	f88r	f88r.13	1	1	oram	ora	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
617	1	GDT800-O3769	5074	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2418	f88r	f88r	f88r.15	1	1	okol	oko	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
618	1	GDT800-O3770	5078	G407-E3844	f88r	f88r	f88r.18	2	7	cphol	cpho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S649	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
619	1	GDT800-O3771	5081	G407-E3847	f88r	f88r	f88r.18	5	7	otchol	otcho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S649	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
620	1	GDT800-O3772	5089	G407-E3855	f88r	f88r	f88r.19	6	8	qockhol	qockho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
621	1	GDT800-O3773	5090	G407-E3856	f88r	f88r	f88r.19	7	8	okol	oko	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
622	1	GDT800-O3774	5091	G407-E3857	f88r	f88r	f88r.19	8	8	cheol	cheo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
623	1	GDT800-O3775	5105	G407-E3871	f88r	f88r	f88r.21	4	8	qokeol	qokeo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
624	1	GDT800-O3776	5107	G407-E3873	f88r	f88r	f88r.21	6	8	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
625	1	GDT800-O3777	5112	G407-E3878	f88r	f88r	f88r.22	3	6	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S650	0	NONE	0	NONE	0	MATERIAL_REGISTER	PHARMA	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
