statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S011	P1005-F17R-S002	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.1	1	NO	4	daram ydar chog opydy	DA+R+A_ADDR+AM_ADDR | Y+D_ADDR+AR | HO+LOCAL_CHAR_G | O+P+Y+DY	ZWEIT · MERKEN · ORT · INNEN ; POSTEN · TEIL · QUELLE ; TEILSTOFF · EINMAL ; AUSFÜHREN · EINSETZEN · POSTEN · SCHLUSS	Bei der abgebildeten Pflanze: als zweiten Gang merken am bezeichneten Ort im Inneren; diesen Posten vom bezeichneten Teil aus der Quelle; einen Teilstoff einmal; ausführen einsetzen diesen Posten. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0002|P1003-E0003|P1003-E0004|P1003-E0005
P1006-S012	P1005-F17R-S003	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.1	1	NO	4	ypod chop otchy dody	Y+P+O+D_ADDR | CH+O+P | OT+CH+Y | D_ADDR+O+DY	POSTEN · EINSETZEN · AUSFÜHREN · TEIL ; NEHMEN · AUSFÜHREN · EINSETZEN ; DANACH · NEHMEN · POSTEN ; TEIL · AUSFÜHREN · SCHLUSS	Bei der abgebildeten Pflanze: diesen Posten einsetzen ausführen vom bezeichneten Teil; entnehmen ausführen einsetzen; danach entnehmen diesen Posten; vom bezeichneten Teil ausführen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0006|P1003-E0007|P1003-E0008|P1003-E0009
P1006-S013	P1005-F17R-S004	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.1|f17r.2	2	YES	6	oldckhy ydair choky okshy qodar ckhody	OL+D_ADDR+CKH+Y | Y+D_ADDR+AIR | OK+Y | OK+Y | O+D_ADDR+AR | CKH+O+DY	FORTSETZEN · TEIL · DURCHLASS · POSTEN ; POSTEN · TEIL · LAUF ; SETZEN · POSTEN ; SETZEN · POSTEN ; AUSFÜHREN · TEIL · QUELLE ; DURCHLASS · AUSFÜHREN · SCHLUSS	Bei der abgebildeten Pflanze: damit fortfahren vom bezeichneten Teil durch den Durchlass diesen Posten; diesen Posten vom bezeichneten Teil durch den Lauf; ansetzen diesen Posten; ansetzen diesen Posten; ausführen vom bezeichneten Teil aus der Quelle; durch den Durchlass ausführen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0010|P1003-E0011|P1003-E0012|P1003-E0013|P1003-E0014|P1003-E0015
P1006-S014	P1005-F17R-S005	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.2|f17r.3|f17r.4|f17r.5	4	YES	26	dor otchol qodcthy ods chol or chy qodam okor chor okchom tcho shol qokol qor olaiin opydg som ypchy ypaim ychekchy cthy chor shor cphor cphaldy	D_ADDR+OR | OT+CH+OL | O+D_ADDR+CTH+Y | O+D_ADDR+S | OL | OR | Y | O+D_ADDR+AM_ADDR | OK+OR | CH+OR | OK+CH+O+AM_ADDR | T+CH+O | SH+OL | OK+OL | OR | OL+AIIN | O+P+Y+D_ADDR+LOCAL_CHAR_G | S+O+M_LOCAL | Y+P+CH+Y | Y+P+AIR | Y+CHK+Y | CTH+Y | CH+OR | SH+OR | CPH+OR | CPH+AL+DY	TEIL · ANSATZ ; DANACH · NEHMEN · FORTSETZEN ; AUSFÜHREN · TEIL · BEREIT · POSTEN ; AUSFÜHREN · TEIL · AUSWÄHLEN ; FORTSETZEN ; ANSATZ ; POSTEN ; AUSFÜHREN · TEIL · INNEN ; SETZEN · ANSATZ ; NEHMEN · ANSATZ ; SETZEN · NEHMEN · AUSFÜHREN · INNEN ; STELLEN · NEHMEN · AUSFÜHREN ; HALTEN · FORTSETZEN ; SETZEN · FORTSETZEN ; ANSATZ ; FORTSETZEN · MASS ; AUSFÜHREN · EINSETZEN · POSTEN · TEIL · EINMAL ; AUSWÄHLEN · AUSFÜHREN · MITTE ; POSTEN · EINSETZEN · NEHMEN · POSTEN ; POSTEN · EINSETZEN · LAUF ; POSTEN · BEHANDELN · POSTEN ; BEREIT · POSTEN ; NEHMEN · ANSATZ ; HALTEN · ANSATZ ; UMLEITEN · ANSATZ ; UMLEITEN · ZIEL · SCHLUSS	Bei der abgebildeten Pflanze: vom bezeichneten Teil den Ansatz; danach entnehmen damit fortfahren; ausführen vom bezeichneten Teil bis bereit diesen Posten; ausführen vom bezeichneten Teil auswählen; mit demselben Ansatz fortfahren; den Ansatz; diesen Posten weiterführen; ausführen vom bezeichneten Teil im Inneren; ansetzen den Ansatz; entnehmen den Ansatz; ansetzen entnehmen ausführen im Inneren; einstellen entnehmen ausführen; halten damit fortfahren; ansetzen damit fortfahren; den Ansatz; damit fortfahren nach Maß; ausführen einsetzen diesen Posten vom bezeichneten Teil einmal; auswählen ausführen in der Mitte; diesen Posten einsetzen entnehmen diesen Posten; diesen Posten einsetzen durch den Lauf; diesen Posten behandeln diesen Posten; bis bereit diesen Posten; entnehmen den Ansatz; halten den Ansatz; umleiten den Ansatz; umleiten zur Zielstelle. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0016|P1003-E0017|P1003-E0018|P1003-E0019|P1003-E0020|P1003-E0021|P1003-E0022|P1003-E0023|P1003-E0024|P1003-E0025|P1003-E0026|P1003-E0027|P1003-E0028|P1003-E0029|P1003-E0030|P1003-E0031|P1003-E0032|P1003-E0033|P1003-E0034|P1003-E0035|P1003-E0036|P1003-E0037|P1003-E0038|P1003-E0039|P1003-E0040|P1003-E0041
P1006-S015	P1005-F17R-S006	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.5	1	NO	3	dair cthey qody	D_ADDR+AIR | CTH+E+Y | CARRIER_Q+O+DY	TEIL · LAUF ; BEREIT · KURZ · POSTEN ; BEGINN · AUSFÜHREN · SCHLUSS	Bei der abgebildeten Pflanze: vom bezeichneten Teil durch den Lauf; bis bereit kurz diesen Posten; einen neuen Gang beginnen ausführen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0042|P1003-E0043|P1003-E0044
P1006-S016	P1005-F17R-S007	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.6|f17r.7	2	YES	11	tsho qof cho qokcheor cheteg ksheo qokchy choldshy zepchy d opchordy	T+SH+O | O+LOCAL_CHAR_F | HO | OK+CHEO+R | CH+E+T+E+LOCAL_CHAR_G | K+SH+E+O | OK+Y | CH+OL+D_ADDR+SH+Y | S+E+P+CH+Y | D_ADDR | O+P+CH+OR+DY	STELLEN · HALTEN · AUSFÜHREN ; AUSFÜHREN · NEBENWEG ; TEILSTOFF ; SETZEN · AUSZUG · MERKEN ; NEHMEN · KURZ · STELLEN · KURZ · EINMAL ; GEBEN · HALTEN · KURZ · AUSFÜHREN ; SETZEN · POSTEN ; NEHMEN · FORTSETZEN · TEIL · HALTEN · POSTEN ; AUSWÄHLEN · KURZ · EINSETZEN · NEHMEN · POSTEN ; TEIL ; AUSFÜHREN · EINSETZEN · NEHMEN · ANSATZ · SCHLUSS	Bei der abgebildeten Pflanze: einstellen halten ausführen; ausführen über den Nebenweg; einen Teilstoff; ansetzen den Auszug merken; entnehmen kurz einstellen kurz einmal; zugeben halten kurz ausführen; ansetzen diesen Posten; entnehmen damit fortfahren vom bezeichneten Teil halten diesen Posten; auswählen kurz einsetzen entnehmen diesen Posten; vom bezeichneten Teil; ausführen einsetzen entnehmen den Ansatz. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0045|P1003-E0046|P1003-E0047|P1003-E0048|P1003-E0049|P1003-E0050|P1003-E0051|P1003-E0052|P1003-E0053|P1003-E0054|P1003-E0055
P1006-S017	P1005-F17R-S008	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	f17r.8|f17r.9|f17r.10|f17r.11|f17r.12	5	YES	23	dchchy dychear schar ykchy soy chckho o das chypcham dar chear dcheor sain y mol otchol cthar okaiin chol daiiin ychod y chotom	D_ADDR+CH+Y | D_ADDR+Y+CH+E+AR | S+AR | Y+K+Y | S+O+Y | CKH+O | O | DA+S | CH+Y+P+CH+AM_ADDR | D_ADDR+AR | CH+E+AR | D_ADDR+CHEO+R | S+AIN | Y | M_LOCAL+OL | OT+CH+OL | CTH+AR | OK+AIIN | OL | DA+IIN | Y+CH+O+D_ADDR | Y | CH+OT+O+M_LOCAL	TEIL · NEHMEN · POSTEN ; TEIL · POSTEN · NEHMEN · KURZ · QUELLE ; AUSWÄHLEN · QUELLE ; POSTEN · GEBEN · POSTEN ; AUSWÄHLEN · AUSFÜHREN · POSTEN ; DURCHLASS · AUSFÜHREN ; AUSFÜHREN ; ZWEIT · AUSWÄHLEN ; NEHMEN · POSTEN · EINSETZEN · NEHMEN · INNEN ; TEIL · QUELLE ; NEHMEN · KURZ · QUELLE ; TEIL · AUSZUG · MERKEN ; AUSWÄHLEN · PORTION ; POSTEN ; MITTE · FORTSETZEN ; DANACH · NEHMEN · FORTSETZEN ; BEREIT · QUELLE ; SETZEN · MASS ; FORTSETZEN ; ZWEIT · STUFE ; POSTEN · NEHMEN · AUSFÜHREN · TEIL ; POSTEN ; NEHMEN · DANACH · AUSFÜHREN · MITTE	Bei der abgebildeten Pflanze: vom bezeichneten Teil entnehmen diesen Posten; vom bezeichneten Teil diesen Posten entnehmen kurz aus der Quelle; auswählen aus der Quelle; diesen Posten zugeben diesen Posten; auswählen ausführen diesen Posten; durch den Durchlass ausführen; ausführen; als zweiten Gang auswählen; entnehmen diesen Posten einsetzen entnehmen im Inneren; vom bezeichneten Teil aus der Quelle; entnehmen kurz aus der Quelle; vom bezeichneten Teil den Auszug merken; auswählen eine Portion; diesen Posten weiterführen; in der Mitte damit fortfahren; danach entnehmen damit fortfahren; bis bereit aus der Quelle; den Posten nach Maß ansetzen; mit demselben Ansatz fortfahren; als zweiten Gang auf die Stufe; diesen Posten entnehmen ausführen vom bezeichneten Teil; diesen Posten weiterführen; entnehmen danach ausführen in der Mitte. Der Pflanzenartikel endet nach einer Fortsetzungsform ohne Schlusskarte; kein Folgesatz wird erfunden.	TRUE_OPEN_ARTICLE_END	Der Pflanzenartikel endet nach einer Fortsetzungsform ohne Schlusskarte; kein Folgesatz wird erfunden.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0056|P1003-E0057|P1003-E0058|P1003-E0059|P1003-E0060|P1003-E0061|P1003-E0062|P1003-E0063|P1003-E0064|P1003-E0065|P1003-E0066|P1003-E0067|P1003-E0068|P1003-E0069|P1003-E0070|P1003-E0071|P1003-E0072|P1003-E0073|P1003-E0074|P1003-E0075|P1003-E0076|P1003-E0077|P1003-E0078
P1006-S018	P915-C010	f55v	HERBAL	große aromatische Doldenpflanze	f55v.1|f55v.2	2	YES	8	kcheedchdy oedain chckhy otoldaiin dodyd oeeed yteey okeedy	K+CH+EE+D_ADDR+CHD+Y | O+E+D_ADDR+AIN | CKH+Y | OT+OL+D_ADDR+AIIN | D_ADDR+O+DY+D_LABEL | O+EEE+D_ADDR | Y+T+EE+Y | OK+EE+DY	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · POSTEN | AUSFÜHREN · KURZ · TEIL · PORTION | DURCHLASS · POSTEN | DANACH · FORTSETZEN · TEIL · MASS | TEIL · AUSFÜHREN · SCHLUSS · RAND | AUSFÜHREN · VOLL · TEIL | POSTEN · STELLEN · LÄNGER · POSTEN | SETZEN · LÄNGER · SCHLUSS	Von der großen Doldenpflanze eine Portion entnehmen, durch den bezeichneten Durchlass führen, vollständig bearbeiten und länger ansetzen; den ersten Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0229|P912-E0230|P912-E0231|P912-E0232|P912-E0233|P912-E0234|P912-E0235|P912-E0236
P1006-S019	P915-C011	f55v	HERBAL	große aromatische Doldenpflanze	f55v.2|f55v.3|f55v.4	3	YES	22	qoaiin okeody ykeesan qokeeey os ain qool al chedy sar aiin ol kar am okar chckhdy cheody keeyfar al ochedy qokain ody	CARRIER_Q+O+AIIN | OK+E+O+D_ADDR+Y | Y+K+EE+S+AN | OK+EEE+Y | OS | AIN | CARRIER_Q+O+OL | AL | CHD+Y | S+AR | AIIN | OL | K+AR | AM_ADDR | OK+AR | CH+CKH+D_ADDR+Y | CHEO+Y | K+EE+Y+LOCAL_CHAR_F+AR | AL | O+CHD+Y | OK+AIN | O+DY	BEGINN · AUSFÜHREN · MASS | SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN | POSTEN · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ | SETZEN · VOLL · POSTEN | DAZU | PORTION | BEGINN · AUSFÜHREN · FORTSETZEN | ZIEL | UMSETZEN · POSTEN | AUSWÄHLEN · QUELLE | MASS | FORTSETZEN | GEBEN · QUELLE | INNEN | SETZEN · QUELLE | NEHMEN · DURCHLASS · TEIL · POSTEN | AUSZUG · POSTEN | GEBEN · LÄNGER · POSTEN · NEBENWEG · QUELLE | ZIEL | AUSFÜHREN · UMSETZEN · POSTEN | SETZEN · PORTION | AUSFÜHREN · SCHLUSS	Nach Sollmaß einen neuen Ansatz beginnen, weitere Pflanzenteile und einen Zusatz zugeben, vollständig halten, aus dem Vorrat durch den Nebenweg zur Zielstelle führen und anschließend kühlen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0237|P912-E0238|P912-E0239|P912-E0240|P912-E0241|P912-E0242|P912-E0243|P912-E0244|P912-E0245|P912-E0246|P912-E0247|P912-E0248|P912-E0249|P912-E0250|P912-E0251|P912-E0252|P912-E0253|P912-E0254|P912-E0255|P912-E0256|P912-E0257|P912-E0258
P1006-S020	P915-C012	f55v	HERBAL	große aromatische Doldenpflanze	f55v.5	1	NO	5	qokaiin chaiin ykain ykan ody	OK+AIIN | CH+AIIN | Y+K+AIN | Y+K+AN | O+DY	SETZEN · MASS | NEHMEN · MASS | POSTEN · GEBEN · PORTION | POSTEN · GEBEN · ZUSATZ | AUSFÜHREN · SCHLUSS	Eine Sollportion aus dem bezeichneten Teil nehmen, zusammen mit dem Zusatz zugeben und anschließend kühlen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0259|P912-E0260|P912-E0261|P912-E0262|P912-E0263
P1006-S021	P915-C013	f55v	HERBAL	große aromatische Doldenpflanze	f55v.5|f55v.6|f55v.7|f55v.8|f55v.9|f55v.10|f55v.11	7	YES	56	daiin chedy talam ykaiin daiin ykair cheky daiiny okchd ykain sheokey or ain ch kchdy pchal ar aldy dary tar chedy qokaiin okar qol otar cho ar talody okar y ykaky qokchy okal chey or or aiin okaiin ykain otaky oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol ykaiin cheoar cheeky oldy	AIIN | CHD+Y | T+AL+AM_ADDR | Y+K+AIIN | AIIN | Y+K+AIR | CHK+E+Y | D_ADDR+AIIN+Y | OK+CHD | Y+K+AIN | SH+E+OK+E+Y | OR | AIN | CH | K+CHD+Y | P+CH+AL | AR | AL+D_ADDR+Y | DA+R+Y | T+AR | CHD+Y | OK+AIIN | OK+AR | OL | OT+AR | HO | AR | T+AL+O+D_ADDR+Y | OK+AR | Y | Y+K+A_ADDR+K+Y | OK+Y | OK+AL | Y | OR | OR | AIIN | OK+AIIN | Y+K+AIN | OT+A_ADDR+K+Y | O+AIIN | OL | S | AIIN | OK+AIIN | OK+Y | Y+T+AIIN | OT+AR | Y | K+AL | Y+K+AR | OL | Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	MASS | UMSETZEN · POSTEN | STELLEN · ZIEL · INNEN | POSTEN · GEBEN · MASS | MASS | POSTEN · GEBEN · LAUF | BEHANDELN · KURZ · POSTEN | TEIL · MASS · POSTEN | SETZEN · UMSETZEN | POSTEN · GEBEN · PORTION | HALTEN · KURZ · SETZEN · KURZ · POSTEN | ANSATZ | PORTION | NEHMEN | GEBEN · UMSETZEN · POSTEN | EINSETZEN · NEHMEN · ZIEL | QUELLE | ZIEL · TEIL · POSTEN | ZWEIT · MERKEN · POSTEN | STELLEN · QUELLE | UMSETZEN · POSTEN | SETZEN · MASS | SETZEN · QUELLE | FORTSETZEN | DANACH · QUELLE | TEILSTOFF | QUELLE | STELLEN · ZIEL · AUSFÜHREN · TEIL · POSTEN | SETZEN · QUELLE | POSTEN | POSTEN · GEBEN · ORT · GEBEN · POSTEN | SETZEN · POSTEN | SETZEN · ZIEL | POSTEN | ANSATZ | ANSATZ | MASS | SETZEN · MASS | POSTEN · GEBEN · PORTION | DANACH · ORT · GEBEN · POSTEN | AUSFÜHREN · MASS | FORTSETZEN | AUSWÄHLEN | MASS | SETZEN · MASS | SETZEN · POSTEN | POSTEN · STELLEN · MASS | DANACH · QUELLE | POSTEN | GEBEN · ZIEL | POSTEN · GEBEN · QUELLE | FORTSETZEN | POSTEN · GEBEN · MASS | NEHMEN · KURZ · AUSFÜHREN · QUELLE | BEHANDELN · LÄNGER · POSTEN | FORTSETZEN · SCHLUSS	Den langen Hauptansatz aus Wurzel-, Blatt- und Doldenanteilen nach Sollmaß aufbauen, einzelne Portionen an Quell- und Zielstellen umsetzen, Proben entnehmen und behandeln, den Auszug weiterverwenden und den Gang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0264|P912-E0265|P912-E0266|P912-E0267|P912-E0268|P912-E0269|P912-E0270|P912-E0271|P912-E0272|P912-E0273|P912-E0274|P912-E0275|P912-E0276|P912-E0277|P912-E0278|P912-E0279|P912-E0280|P912-E0281|P912-E0282|P912-E0283|P912-E0284|P912-E0285|P912-E0286|P912-E0287|P912-E0288|P912-E0289|P912-E0290|P912-E0291|P912-E0292|P912-E0293|P912-E0294|P912-E0295|P912-E0296|P912-E0297|P912-E0298|P912-E0299|P912-E0300|P912-E0301|P912-E0302|P912-E0303|P912-E0304|P912-E0305|P912-E0306|P912-E0307|P912-E0308|P912-E0309|P912-E0310|P912-E0311|P912-E0312|P912-E0313|P912-E0314|P912-E0315|P912-E0316|P912-E0317|P912-E0318|P912-E0319
P1006-S022	P915-C014	f55v	HERBAL	große aromatische Doldenpflanze	f55v.11|f55v.12	2	YES	15	aiin okal oltchy or y orain daiin ar cheky olkeechy sl ar aiin daiin otam	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN | AIIN | AR | CHK+E+Y | OL+K+EE+CH+Y | S+L | AR | AIIN | AIIN | OT+AM_ADDR	MASS | SETZEN · ZIEL | FORTSETZEN · STELLEN · POSTEN | ANSATZ | POSTEN | ANSATZ · PORTION | MASS | QUELLE | BEHANDELN · KURZ · POSTEN | FORTSETZEN · GEBEN · LÄNGER · NEHMEN · POSTEN | AUSWÄHLEN · LEITEN | QUELLE | MASS | MASS | DANACH · INNEN	Eine letzte Sollportion an der Zielstelle anwärmen, kurz behandeln, länger weiterführen und danach im inneren Gefäß belassen; die Fortsetzung bleibt offen.	PAGE_END_OPEN	Der Seitenlauf bleibt ohne ergänzte Schlusskarte offen.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0320|P912-E0321|P912-E0322|P912-E0323|P912-E0324|P912-E0325|P912-E0326|P912-E0327|P912-E0328|P912-E0329|P912-E0330|P912-E0331|P912-E0332|P912-E0333|P912-E0334
P1006-S023	P915-C015	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	f56r.1	1	NO	6	o chal chchs y oty esedy	O | CH+AL | CH+CH+S | Y | OT+Y | E+S+E+DY	AUSFÜHREN | NEHMEN · ZIEL | NEHMEN · NEHMEN · AUSWÄHLEN | POSTEN | DANACH · POSTEN | KURZ · AUSWÄHLEN · KURZ · SCHLUSS	Vom stachelköpfigen Kraut den bezeichneten Reifeanteil wählen, kurz behandeln und den ersten Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0335|P912-E0336|P912-E0337|P912-E0338|P912-E0339|P912-E0340
P1006-S024	P915-C016	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	f56r.1|f56r.2|f56r.3|f56r.4|f56r.5|f56r.6|f56r.7|f56r.8	8	YES	45	chy ychocphy chorchy chy chokchey chol choly korchy chykey choty shokaiin olchey chokchol chey keey qokeey chokeey choksy qot chor chor chokor chkor chy okar chdy chochor cho chodaly daiin ykcho dy dchey keey daiin y sho kchol otchor choky dal schol choy choky cheeckhody	Y | Y+CH+O+CPH+Y | CH+OR+CH+Y | Y | OK+CH+E+Y | OL | OL+Y | K+OR+CH+Y | CH+Y+K+E+Y | CH+OT+Y | SH+OK+AIIN | OL+Y | OK+OL | Y | K+EE+Y | OK+EE+Y | OK+EE+Y | OK+S+Y | OT | CH+OR | CH+OR | OK+OR | CHK+OR | Y | OK+AR | CHD+Y | HO+CH+OR | HO | HO+AL+Y | AIIN | Y+K+CH+O | Y | CH+E+Y | K+EE+Y | AIIN | Y | SH+O | K+OL | OT+CH+OR | OK+Y | AL | RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	POSTEN | POSTEN · NEHMEN · AUSFÜHREN · UMLEITEN · POSTEN | NEHMEN · ANSATZ · NEHMEN · POSTEN | POSTEN | SETZEN · NEHMEN · KURZ · POSTEN | FORTSETZEN | FORTSETZEN · POSTEN | GEBEN · ANSATZ · NEHMEN · POSTEN | NEHMEN · POSTEN · GEBEN · KURZ · POSTEN | NEHMEN · DANACH · POSTEN | HALTEN · SETZEN · MASS | FORTSETZEN · POSTEN | SETZEN · FORTSETZEN | POSTEN | GEBEN · LÄNGER · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · AUSWÄHLEN · POSTEN | DANACH | NEHMEN · ANSATZ | NEHMEN · ANSATZ | SETZEN · ANSATZ | BEHANDELN · ANSATZ | POSTEN | SETZEN · QUELLE | UMSETZEN · POSTEN | TEILSTOFF · NEHMEN · ANSATZ | TEILSTOFF | TEILSTOFF · ZIEL · POSTEN | MASS | POSTEN · GEBEN · NEHMEN · AUSFÜHREN | POSTEN | NEHMEN · KURZ · POSTEN | GEBEN · LÄNGER · POSTEN | MASS | POSTEN | HALTEN · AUSFÜHREN | GEBEN · FORTSETZEN | DANACH · NEHMEN · ANSATZ | SETZEN · POSTEN | ZIEL | WIEDER | TEILSTOFF · POSTEN | SETZEN · POSTEN | NEHMEN · LÄNGER · DURCHLASS · AUSFÜHREN · SCHLUSS	Knospen-, Blüten- und reife Kopfanteile nacheinander entnehmen, nach Sollmaß ansetzen, länger halten und weiterführen; den letzten Posten auflegen, waschen und äußerlich auftragen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	HERBAL_NATURAL_REWRITE	PASS1002	P912-E0341|P912-E0342|P912-E0343|P912-E0344|P912-E0345|P912-E0346|P912-E0347|P912-E0348|P912-E0349|P912-E0350|P912-E0351|P912-E0352|P912-E0353|P912-E0354|P912-E0355|P912-E0356|P912-E0357|P912-E0358|P912-E0359|P912-E0360|P912-E0361|P912-E0362|P912-E0363|P912-E0364|P912-E0365|P912-E0366|P912-E0367|P912-E0368|P912-E0369|P912-E0370|P912-E0371|P912-E0372|P912-E0373|P912-E0374|P912-E0375|P912-E0376|P912-E0377|P912-E0378|P912-E0379|P912-E0380|P912-E0381|P912-E0382|P912-E0383|P912-E0384|P912-E0385
