book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
2594	P1003-E0083	f77r	BIOLOGICAL	f77r.3	L	otedy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2595	P1003-E0084	f77r	BIOLOGICAL	f77r.4	L	otork	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2596	P1003-E0085	f77r	BIOLOGICAL	f77r.5	L	otol	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2597	P1003-E0086	f77r	BIOLOGICAL	f77r.6	L	dchdy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2598	P1003-E0087	f77r	BIOLOGICAL	f77r.7	L	soral	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2599	P1003-E0088	f77r	BIOLOGICAL	f77r.8	L	dotedy	LOCAL_ADDRESS	BILDADRESSE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	LOCAL_ADDRESS_OR_LABEL		PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2600	P1003-E0089	f77r	BIOLOGICAL	f77r.9	P	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	EINSETZEN · FORTSETZEN · TEIL · QUELLE · ORT · STUFE · AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: in Becken oder Anschluss einsetzen · im selben Lauf fortfahren · Teilbecken oder Arbeitsanteil · von Ausgangs-/Entnahmestelle · sichtbare Station · Stationsstufe · sichtbare Station wählen	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2601	P1003-E0090	f77r	BIOLOGICAL	f77r.9	P	ol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2602	P1003-E0091	f77r	BIOLOGICAL	f77r.9	P	qokol	OK+OL	SETZEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2603	P1003-E0092	f77r	BIOLOGICAL	f77r.9	P	chey	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2604	P1003-E0093	f77r	BIOLOGICAL	f77r.9	P	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2605	P1003-E0094	f77r	BIOLOGICAL	f77r.9	P	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2606	P1003-E0095	f77r	BIOLOGICAL	f77r.9	P	dylches	D_ADDR+Y+L+CH+E+S	TEIL · POSTEN · LEITEN · NEHMEN · KURZ · AUSWÄHLEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · dieser Stationsposten · über den sichtbaren Weg leiten · aus Becken oder Vorrat entnehmen · kurz halten · sichtbare Station wählen	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2607	P1003-E0096	f77r	BIOLOGICAL	f77r.9	P	olkedy	SOLK+E+DY	AUFFANGEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Empfangsbecken auffangen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S156	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2608	P1003-E0097	f77r	BIOLOGICAL	f77r.9	P	loly	L+OL+Y	LEITEN · FORTSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren · dieser Stationsposten	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2609	P1003-E0098	f77r	BIOLOGICAL	f77r.10	P	tolchd	T+OL+CHD	STELLEN · FORTSETZEN · UMSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · im selben Lauf fortfahren · zur nächsten Station versetzen	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2610	P1003-E0099	f77r	BIOLOGICAL	f77r.10	P	ar	AR	QUELLE	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: von Ausgangs-/Entnahmestelle	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2611	P1003-E0100	f77r	BIOLOGICAL	f77r.10	P	shey	SH+E+Y	HALTEN · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2612	P1003-E0101	f77r	BIOLOGICAL	f77r.10	P	qotaiin	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2613	P1003-E0102	f77r	BIOLOGICAL	f77r.10	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S157	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2614	P1003-E0103	f77r	BIOLOGICAL	f77r.10	P	qokol	OK+OL	SETZEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2615	P1003-E0104	f77r	BIOLOGICAL	f77r.10	P	chdy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2616	P1003-E0105	f77r	BIOLOGICAL	f77r.10	P	qokain	OK+AIN	SETZEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2617	P1003-E0106	f77r	BIOLOGICAL	f77r.10	P	chetey	CH+E+T+E+Y	NEHMEN · KURZ · STELLEN · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · kurz halten · Stufe oder Stellung setzen · kurz halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2618	P1003-E0107	f77r	BIOLOGICAL	f77r.10	P	sal	S+AL	AUSWÄHLEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2619	P1003-E0108	f77r	BIOLOGICAL	f77r.11	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S158	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2620	P1003-E0109	f77r	BIOLOGICAL	f77r.11	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S159	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2621	P1003-E0110	f77r	BIOLOGICAL	f77r.11	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S159	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2622	P1003-E0111	f77r	BIOLOGICAL	f77r.11	P	chol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S160	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2623	P1003-E0112	f77r	BIOLOGICAL	f77r.11	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S160	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2624	P1003-E0113	f77r	BIOLOGICAL	f77r.11	P	shcthey	SH+CTH+E+Y	HALTEN · BEREIT · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · anwendungsbereit · kurz halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S161	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2625	P1003-E0114	f77r	BIOLOGICAL	f77r.11	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S161	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2626	P1003-E0115	f77r	BIOLOGICAL	f77r.11	P	oteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S162	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2627	P1003-E0116	f77r	BIOLOGICAL	f77r.11	P	cham	CH+AM_ADDR	NEHMEN · INNEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · im inneren Becken	RUNNING_STATEMENT	P1006-S163	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2628	P1003-E0117	f77r	BIOLOGICAL	f77r.12	P	solteedy	OL+T+EE+DY	FORTSETZEN · STELLEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · Stufe oder Stellung setzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S163	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2629	P1003-E0118	f77r	BIOLOGICAL	f77r.12	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S164	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2630	P1003-E0119	f77r	BIOLOGICAL	f77r.12	P	qodeedy	O+D_ADDR+EE+DY	AUSFÜHREN · TEIL · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Teilbecken oder Arbeitsanteil · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S165	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2631	P1003-E0120	f77r	BIOLOGICAL	f77r.12	P	chedaiin	CHD+AIIN	UMSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2632	P1003-E0121	f77r	BIOLOGICAL	f77r.12	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2633	P1003-E0122	f77r	BIOLOGICAL	f77r.12	P	shedaiin	SHED+AIIN	ABSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2634	P1003-E0123	f77r	BIOLOGICAL	f77r.12	P	shealol	SH+E+AL+OL	HALTEN · KURZ · ZIEL · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · zur Ziel-/Aufnahmestelle · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2635	P1003-E0124	f77r	BIOLOGICAL	f77r.12	P	ched	CHD	UMSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2636	P1003-E0125	f77r	BIOLOGICAL	f77r.13	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S166	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2637	P1003-E0126	f77r	BIOLOGICAL	f77r.13	P	qol	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S167	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2638	P1003-E0127	f77r	BIOLOGICAL	f77r.13	P	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S167	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2639	P1003-E0128	f77r	BIOLOGICAL	f77r.13	P	shol	SH+OL	HALTEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S168	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2640	P1003-E0129	f77r	BIOLOGICAL	f77r.13	P	tedy	T+E+DY	STELLEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S168	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2641	P1003-E0130	f77r	BIOLOGICAL	f77r.13	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S169	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2642	P1003-E0131	f77r	BIOLOGICAL	f77r.13	P	lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Becken oder Körperstelle spülen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	RUNNING_STATEMENT	P1006-S169	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2643	P1003-E0132	f77r	BIOLOGICAL	f77r.13	P	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S169	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2644	P1003-E0133	f77r	BIOLOGICAL	f77r.13	P	qolal	OL+AL	FORTSETZEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · zur Ziel-/Aufnahmestelle	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2645	P1003-E0134	f77r	BIOLOGICAL	f77r.13	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2646	P1003-E0135	f77r	BIOLOGICAL	f77r.14	P	sokcheey	S+OK+CH+EE+Y	AUSWÄHLEN · SETZEN · NEHMEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station ansetzen · aus Becken oder Vorrat entnehmen · länger halten · dieser Stationsposten	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2647	P1003-E0136	f77r	BIOLOGICAL	f77r.14	P	sain	S+AIN	AUSWÄHLEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · eine Füllung oder Portion	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2648	P1003-E0137	f77r	BIOLOGICAL	f77r.14	P	sheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2649	P1003-E0138	f77r	BIOLOGICAL	f77r.14	P	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S170	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2650	P1003-E0139	f77r	BIOLOGICAL	f77r.14	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S171	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2651	P1003-E0140	f77r	BIOLOGICAL	f77r.14	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S171	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2652	P1003-E0141	f77r	BIOLOGICAL	f77r.14	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S172	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2653	P1003-E0142	f77r	BIOLOGICAL	f77r.14	P	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S173	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2654	P1003-E0143	f77r	BIOLOGICAL	f77r.15	P	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S174	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2655	P1003-E0144	f77r	BIOLOGICAL	f77r.15	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S175	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2656	P1003-E0145	f77r	BIOLOGICAL	f77r.15	P	qotol	OT+OL	DANACH · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S176	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2657	P1003-E0146	f77r	BIOLOGICAL	f77r.15	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S176	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2658	P1003-E0147	f77r	BIOLOGICAL	f77r.15	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S177	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2659	P1003-E0148	f77r	BIOLOGICAL	f77r.15	P	sheety	SH+EE+T+Y	HALTEN · LÄNGER · STELLEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stufe oder Stellung setzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S177	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2660	P1003-E0149	f77r	BIOLOGICAL	f77r.15	P	qokeed	OK+EE+D_ADDR	SETZEN · LÄNGER · TEIL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Teilbecken oder Arbeitsanteil	RUNNING_STATEMENT	P1006-S177	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2661	P1003-E0150	f77r	BIOLOGICAL	f77r.15	P	y	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	RUNNING_STATEMENT	P1006-S177	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2662	P1003-E0151	f77r	BIOLOGICAL	f77r.15	P	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S177	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2663	P1003-E0152	f77r	BIOLOGICAL	f77r.15	P	lol	L+OL	LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	RUNNING_STATEMENT	P1006-S178	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2664	P1003-E0153	f77r	BIOLOGICAL	f77r.16	P	sshedy	S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station halten · kurz halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S178	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2665	P1003-E0154	f77r	BIOLOGICAL	f77r.16	P	qotaiin	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S179	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2666	P1003-E0155	f77r	BIOLOGICAL	f77r.16	P	chedy	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	RUNNING_STATEMENT	P1006-S179	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2667	P1003-E0156	f77r	BIOLOGICAL	f77r.16	P	qokaiin	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	RUNNING_STATEMENT	P1006-S179	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2668	P1003-E0157	f77r	BIOLOGICAL	f77r.16	P	shedy	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	RUNNING_STATEMENT	P1006-S179	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
2669	P1003-E0158	f77r	BIOLOGICAL	f77r.16	P	qolcheedy	OL+SH+EE+DY	FORTSETZEN · HALTEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station halten · länger halten · Stationszelle schließen	RUNNING_STATEMENT	P1006-S180	PASS1005_ALLOGRAPH_TAIL_CONSOLIDATION
