group_serial	page	locus	visible_owner	namespace_id	visible_surface	coverage_class	component_or_copy_reading_de	source_order_only	orientation_claim	start_claim	cross_page_key
376	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	oteeys	PORTABLE_COMPOSITION	lokalen Folgeposten laenger halten	YES	NONE	NONE	NONE
377	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	oteol	PORTABLE_COMPOSITION	Folgeposten kurz im selben Lauf weiterfuehren	YES	NONE	NONE	NONE
378	f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	F69_LEFT_WHEEL_NS	ykeydy	LEARNED_WHOLE_SIGN	Ganzzeichen ykeydy: aktuelle Klasse fest.	YES	NONE	NONE	NONE
379	f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	F69_LEFT_WHEEL_NS	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_RADIAL_SLOT_15	YES	NONE	NONE	NONE
380	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	saral	PORTABLE_COMPOSITION	von der Quelladresse zur Zieladresse	YES	NONE	NONE	NONE
381	f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	F69_LEFT_WHEEL_NS	saiir	LOCAL_COPY_LABEL	Lokalschluessel saiir fuer A3_LEFT_RADIAL_SLOT_17	YES	NONE	NONE	NONE
382	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	okolar	PORTABLE_COMPOSITION	den Lauf von der Quelladresse aktivieren	YES	NONE	NONE	NONE
383	f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	F69_LEFT_WHEEL_NS	ykeody	LEARNED_WHOLE_SIGN	Ganzzeichen ykeody: Klassenplatz fest eingetragen.	YES	NONE	NONE	NONE
384	f69v	f69v.23	A3_LEFT_RADIAL_SLOT_20	F69_LEFT_WHEEL_NS	sarydy	LEARNED_WHOLE_SIGN	Ganzzeichen sarydy: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.	YES	NONE	NONE	NONE
385	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	F69_LEFT_WHEEL_NS	otchy	PORTABLE_COMPOSITION	diesen Folgeposten bearbeiten	YES	NONE	NONE	NONE
386	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	okeey	PORTABLE_COMPOSITION	LANGSTUFE_SETZEN	YES	NONE	NONE	NONE
387	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
388	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	okey	PORTABLE_COMPOSITION	KURZSTUFE_SETZEN	YES	NONE	NONE	NONE
389	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	d	LOCAL_COPY_LABEL	Lokalschluessel d fuer A3_LEFT_RADIAL_SLOT_23	YES	NONE	NONE	NONE
390	f69v	f69v.27	A3_LEFT_RADIAL_SLOT_24	F69_LEFT_WHEEL_NS	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_RADIAL_SLOT_24	YES	NONE	NONE	NONE
391	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	F69_LEFT_WHEEL_NS	okodchy	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren; lokaler Namensrest odchy.	YES	NONE	NONE	NONE
392	f69v	f69v.29	A3_LEFT_RADIAL_SLOT_26	F69_LEFT_WHEEL_NS	okeody	LEARNED_WHOLE_SIGN	Ganzzeichen okeody: Diagrammposten setzen oder aktivieren; lokaler Namensrest eody.	YES	NONE	NONE	NONE
393	f69v	f69v.30	A3_LEFT_RADIAL_SLOT_27	F69_LEFT_WHEEL_NS	okcheys	LOCAL_COPY_LABEL	Lokalschluessel okcheys fuer A3_LEFT_RADIAL_SLOT_27	YES	NONE	NONE	NONE
394	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	oar	PORTABLE_COMPOSITION	Quelladresse des O-Postens	YES	NONE	NONE	NONE
395	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	alys	LOCAL_COPY_LABEL	Lokalschluessel alys fuer A3_LEFT_RADIAL_SLOT_28	YES	NONE	NONE	NONE
