guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard	gdt590_y_lemma_sequence	gdt590_body_station_route	gdt590_changed	gdt590_retained_alternative_de	gdt590_guard
192	ACTION:G407-E2737@2:CHD	G407-E2737	G407-S397	f81r	CHD_BIO_TREAT	Y	D_ADDR|CHD|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
193	ACTION:G407-E2741@3:T	G407-E2741	G407-S397	f81r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
194	ACTION:G407-E2755@4:S	G407-E2755	G407-S397	f81r	S_REST_SELECT	Y	S|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
195	ACTION:G407-E2762@3:T	G407-E2762	G407-S397	f81r	T_BIO_STATION_REGULATE	Y+Y	T|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
196	ACTION:G407-E2771@3:S	G407-E2771	G407-S398	f81r	S_REST_SELECT	Y	S|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
197	ACTION:G407-E2778@1:SH	G407-E2778	G407-S401	f81r	SH_BIO_BATHE	Y+AIN+Y	SH|EE|Y|AIN|L|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
198	ACTION:G407-E2785@2:CHD	G407-E2785	G407-S404	f81r	CHD_BIO_TREAT	Y+Y	Y|CHD|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
199	ACTION:G407-E2795@1:CHD	G407-E2795	G407-S408	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
200	ACTION:G407-E2796@3:T	G407-E2796	G407-S408	f81r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
201	ACTION:G407-E2813@3:S	G407-E2813	G407-S415	f81r	S_REST_SELECT	OR+AIN+Y+Y	OR|AIN|S|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
202	ACTION:G407-E2815@2:T	G407-E2815	G407-S415	f81r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
203	ACTION:G407-E2817@1:SH	G407-E2817	G407-S416	f81r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
204	ACTION:G407-E2829@1:CHD	G407-E2829	G407-S423	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
205	ACTION:G407-E2832@4:CHD	G407-E2832	G407-S424	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
206	ACTION:G407-E2834@1:CHD	G407-E2834	G407-S424	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
207	ACTION:G407-E2843@2:SH	G407-E2843	G407-S425	f81r	SH_BIO_BATHE	Y+Y	SH|Y|Y|L|AL	AL|L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
208	ACTION:G407-E2847@1:CHD	G407-E2847	G407-S425	f81r	CHD_BIO_TREAT	Y+AIIN	CHD|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
209	ACTION:G407-E2852@1:CHD	G407-E2852	G407-S425	f81r	CHD_BIO_TREAT	Y+Y	CHD|AR|Y|Y	AR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
210	ACTION:G407-E2858@1:S	G407-E2858	G407-S425	f81r	S_BIO_DIVERT	Y+Y	S|O|IIN|Y|L|Y	IIN|L|O	Strom|Strom	Strom|Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Strom|Strom	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
211	ACTION:G407-E2868@1:S	G407-E2868	G407-S427	f81r	S_BIO_DIVERT	Y	Y|S|AR	AR	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Strom	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
212	ACTION:G407-E2874@1:CHD	G407-E2874	G407-S428	f81r	CHD_BIO_TREAT	Y+Y	CHD|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
213	ACTION:G407-E2882@5:S	G407-E2882	G407-S430	f81r	S_REST_SELECT	Y	Y|S	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
214	ACTION:G407-E2884@1:CHD	G407-E2884	G407-S430	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
215	ACTION:G407-E2888@2:CHD	G407-E2888	G407-S432	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
216	ACTION:G407-E2890@1:CHD	G407-E2890	G407-S433	f81r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
217	ACTION:G407-E2893@1:T	G407-E2893	G407-S433	f81r	T_BIO_STATION_REGULATE	AIIN+Y	T|AIIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
218	ACTION:G407-E2901@3:T	G407-E2901	G407-S434	f81r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
219	ACTION:G407-E2902@2:T	G407-E2902	G407-S434	f81r	T_BIO_STATION_REGULATE	Y	Y|T|AR	AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
220	ACTION:G407-E2912@3:SH	G407-E2912	G407-S436	f81r	SH_BIO_BATHE	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
221	ACTION:G407-E2925@1:SH	G407-E2925	G407-S441	f81v	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
222	ACTION:G407-E2953@1:CHD	G407-E2953	G407-S446	f81v	CHD_BIO_TREAT	Y	CHD|Y|AL|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
223	ACTION:G407-E2965@3:T	G407-E2965	G407-S447	f81v	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
224	ACTION:G407-E2978@1:CHD	G407-E2978	G407-S448	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
225	ACTION:G407-E3012@3:SH	G407-E3012	G407-S455	f81v	SH_BIO_BATHE	Y	SH|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
226	ACTION:G407-E3013@2:SH	G407-E3013	G407-S455	f81v	SH_BIO_BATHE	Y	A_ADDR|SH|Y	A_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
227	ACTION:G407-E3020@2:SH	G407-E3020	G407-S458	f81v	SH_BIO_BATHE	Y+Y	D_ADDR|AIR|A_ADDR|AM_ADDR|Y|SH|E|Y	AIR|A_ADDR|D_ADDR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
228	ACTION:G407-E3030@2:SH	G407-E3030	G407-S458	f81v	SH_BIO_BATHE	Y	D_ADDR|SH|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
229	ACTION:G407-E3033@1:CHD	G407-E3033	G407-S458	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
230	ACTION:G407-E3036@2:T	G407-E3036	G407-S460	f81v	T_PHYSICAL_GRADE_TEMPER	Y	Y|T|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
231	ACTION:G407-E3037@3:T	G407-E3037	G407-S461	f81v	T_PHYSICAL_GRADE_TEMPER	Y	T|E|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
232	ACTION:G407-E3039@2:T	G407-E3039	G407-S461	f81v	T_PHYSICAL_GRADE_TEMPER	Y	Y|T|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
233	ACTION:G407-E3040@4:SH	G407-E3040	G407-S462	f81v	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
234	ACTION:G407-E3042@2:T	G407-E3042	G407-S462	f81v	T_PHYSICAL_GRADE_TEMPER	Y	Y|T|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
235	ACTION:G407-E3043@2:T	G407-E3043	G407-S463	f81v	T_PHYSICAL_GRADE_TEMPER	Y	Y|T|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
236	ACTION:G407-E3056@4:CHD	G407-E3056	G407-S468	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
237	ACTION:G407-E3058@1:CHD	G407-E3058	G407-S468	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
238	ACTION:G407-E3060@1:SH	G407-E3060	G407-S468	f81v	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
239	ACTION:G407-E3061@6:T	G407-E3061	G407-S468	f81v	T_BIO_STATION_REGULATE	Y	T|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
240	ACTION:G407-E3062@4:CHD	G407-E3062	G407-S468	f81v	CHD_BIO_TREAT	Y	CARRIER_Q|O|LOCAL_CHAR_F|CHD|Y	CARRIER_Q|LOCAL_CHAR_F|O	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
241	ACTION:G407-E3064@1:CHD	G407-E3064	G407-S468	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
242	ACTION:G407-E3065@2:T	G407-E3065	G407-S468	f81v	T_BIO_STATION_REGULATE	Y+OR	L|T|AR|Y|L|OR	AR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
243	ACTION:G407-E3071@2:SH	G407-E3071	G407-S469	f81v	SH_BIO_BATHE	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
244	ACTION:G407-E3074@1:CHD	G407-E3074	G407-S470	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
245	ACTION:G407-E3075@2:CHD	G407-E3075	G407-S470	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
246	ACTION:G407-E3077@1:CHD	G407-E3077	G407-S471	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
247	ACTION:G407-E3105@4:T	G407-E3105	G407-S479	f81v	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
248	ACTION:G407-E3107@1:CHD	G407-E3107	G407-S479	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
249	ACTION:G407-E3109@4:T	G407-E3109	G407-S480	f81v	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
250	ACTION:G407-E3117@1:CHD	G407-E3117	G407-S484	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
251	ACTION:G407-E3125@1:SH	G407-E3125	G407-S484	f81v	SH_BIO_BATHE	Y	SH|EE|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
252	ACTION:G407-E3128@1:CHD	G407-E3128	G407-S485	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
253	ACTION:G407-E3129@8:T	G407-E3129	G407-S485	f81v	T_BIO_STATION_REGULATE	Y	Y|T|AR	AR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
254	ACTION:G407-E3136@2:CHD	G407-E3136	G407-S486	f81v	CHD_BIO_TREAT	Y	D_ADDR|CHD|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
255	ACTION:G407-E3138@3:T	G407-E3138	G407-S486	f81v	T_BIO_STATION_REGULATE	Y	T|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
