surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt521_rank	gdt521_top1	gdt522_rank	gdt522_top1	gdt522_top5	truth_gdt521_score	truth_analogy_bonus	truth_gdt522_score	truth_analogy_trace	top1_gdt521_score	top1_analogy_bonus	top1_gdt522_score	top1_analogy_trace	top1_alignment_trace	decision_change_class	working_policy
qokshd	1	f66r	OK+SH+D_ADDR	37	1	OK+SH+D_ADDR	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+O+D_ADDR	3.488773657	0.707237976	3.205878466	qoksh+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	3.488773657	0.707237976	3.205878466	qoksh+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qolsa	1	f66r	OL+S+A_ADDR	26	1	OL+S+A_ADDR	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+S | OL+A_ADDR | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	4.759973756	0.366666667	4.613307089	qol+sa=>S+A_ADDR@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667	4.759973756	0.366666667	4.613307089	qol+sa=>S+A_ADDR@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	100	1	CARRIER_Q+O+P+AIIN	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	3.568485664	0.441626434	3.391835090	qoaiin+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	3.568485664	0.441626434	3.391835090	qoaiin+p=>P@INNER/INNER;n=11/18;p=0.560976;r=0.846154;b=0.441626	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotchoiin	1	f4r	OT+CH+O+IIN	100	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+LOCAL_C+O+IIN | OT+CH+O+AIIN	4.347497192	0.000000000	4.347497192	NO_NEAR_OLD_BASE	4.347497192	0.000000000	4.347497192	NO_NEAR_OLD_BASE	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotedal	1	f66r	OT+E+AL	100	1	OT+E+AL	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | OT+AL | CARRIER_Q+OT+E+AL | CARRIER_Q+OT+E+D_ADDR+AL	4.211036828	-0.629060648	4.462661087	qotal+ed=>E@INNER/INNER;n=3/26;p=0.116667;r=0.600000;b=-0.629061	4.211036828	-0.629060648	4.462661087	qotal+ed=>E@INNER/INNER;n=3/26;p=0.116667;r=0.600000;b=-0.629061	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoteeod	1	f66r	OT+EE+O+D_ADDR	84	1	OT+EE+O+D_ADDR	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	2.957232895	0.000000000	2.957232895	NO_NEAR_OLD_BASE	2.957232895	0.000000000	2.957232895	NO_NEAR_OLD_BASE	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoteoly	1	f66r	OT+E+OL+Y	29	1	OT+E+OL+Y	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	3.152113921	1.021265415	2.743607755	qoteol+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	3.152113921	1.021265415	2.743607755	qoteol+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qotesy	1	f66r	OT+E+S+Y	21	1	OT+E+S+Y	1	OT+E+S+Y	OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+S+Y | OT+E+D_ADDR+Y | CARRIER_Q+OT+E+Y	3.370147314	1.021265415	2.961641148	qotes+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	3.370147314	1.021265415	2.961641148	qotes+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rals	1	f66r	R+AL+S	29	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	4.216135442	0.856700960	3.873455058	ral+s=>S@RIGHT/RIGHT;n=20/23;p=0.854167;r=0.909091;b=0.856701	4.216135442	0.856700960	3.873455058	ral+s=>S@RIGHT/RIGHT;n=20/23;p=0.854167;r=0.909091;b=0.856701	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
raral	1	f66r	R+AR+AL	64	1	R+AR+AL	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	3.636256076	0.036438955	3.621680494	ral+ar=>AR@INNER/INNER;n=7/17;p=0.348837;r=0.777778;b=0.036439	3.636256076	0.036438955	3.621680494	ral+ar=>AR@INNER/INNER;n=7/17;p=0.348837;r=0.777778;b=0.036439	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rary	1	f66r	R+AR+Y	13	1	R+AR+Y	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	3.187132045	0.036438955	3.172556463	ry+ar=>AR@INNER/INNER;n=7/17;p=0.348837;r=0.777778;b=0.036439	3.187132045	0.036438955	3.172556463	ry+ar=>AR@INNER/INNER;n=7/17;p=0.348837;r=0.777778;b=0.036439	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
rotaiin	1	f66r	R+OT+AIIN	100	1	R+OT+AIIN	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | R+O+T+AIIN	3.574248863	0.910629070	3.209997235	otaiin+r=>R@LEFT/LEFT;n=17/18;p=0.921053;r=0.894737;b=0.910629	3.574248863	0.910629070	3.209997235	otaiin+r=>R@LEFT/LEFT;n=17/18;p=0.921053;r=0.894737;b=0.910629	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
saiis	1	f31r	S+IIN+S	64	3	S+A_ADDR+IIN+S	3	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+AIIN+S | S+IIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	7.398819307	0.000000000	7.398819307	NO_SUPPORTED_TRANSFORMATION;base=saii	6.744438423	0.000000000	6.744438423	NO_SUPPORTED_TRANSFORMATION;base=saii	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
salf	1	f66r	S+AL+LOCAL_CHAR_F	10	1	S+AL+LOCAL_CHAR_F	1	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F | SH+AL+LOCAL_CHAR_F | S+A_ADDR+L+LOCAL_CHAR_F | S+L+LOCAL_CHAR_F | S+A_ADDR+AL+LOCAL_CHAR_F	3.489362858	0.366666667	3.342696192	sal+f=>LOCAL_CHAR_F@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667	3.489362858	0.366666667	3.342696192	sal+f=>LOCAL_CHAR_F@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
saly	1	f66r	S+AL+Y	8	1	S+AL+Y	1	S+AL+Y	S+AL+Y | AL+Y | SH+AL+Y | S+A_ADDR+AL+Y | S+L+Y	2.398732715	1.021265415	1.990226549	sal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	2.398732715	1.021265415	1.990226549	sal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shain	2	f20v|f4r	SH+AIN	55	1	SH+AIN	1	SH+AIN	SH+AIN | S+SH+AIN | SH+A_ADDR+AIN | SH+SH+AIN | SH+A_ADDR+IIN	2.696775661	0.000000000	2.696775661	NO_SUPPORTED_TRANSFORMATION;base=sain	2.696775661	0.000000000	2.696775661	NO_SUPPORTED_TRANSFORMATION;base=sain	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shckhar	1	f66r	SH+CH+K+AR	66	1	SH+CH+K+AR	1	SH+CH+K+AR	SH+CH+K+AR | SH+LOCAL_C+K+AR | SH+CH+K+SH+AR | S+SH+CH+K+AR | SH+CH+K+A_ADDR+R	3.660017873	0.947874996	3.280867875	ckhar+sh=>SH@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	3.660017873	0.947874996	3.280867875	ckhar+sh=>SH@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shckheody	1	f66r	SH+CH+K+E+O+DY	100	1	SH+CH+K+E+O+DY	1	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY | SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	5.361918250	0.718556005	5.074495848	shckhedy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	5.361918250	0.718556005	5.074495848	shckhedy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shd	1	f20v	SH+D_ADDR	8	1	SH+D_ADDR	1	SH+D_ADDR	SH+D_ADDR | S+SH+D_ADDR | S+D_ADDR | O+D_ADDR | SH+SH+D_ADDR	2.985700253	0.707237976	2.702805062	sh+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	2.985700253	0.707237976	2.702805062	sh+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shddy	1	f66r	SH+D_ADDR+DY	32	1	SH+D_ADDR+DY	1	SH+D_ADDR+DY	SH+D_ADDR+DY | SH+D_ADDR+Y | SH+D_ADDR+D_ADDR+Y | O+D_ADDR+Y | SH+SH+D_ADDR+Y	5.101553191	0.000000000	5.101553191	NO_SUPPORTED_TRANSFORMATION;base=shdy	5.101553191	0.000000000	5.101553191	NO_SUPPORTED_TRANSFORMATION;base=shdy	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	83	1	SH+E+D_ADDR+SH+E+Y	1	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y | SH+E+SH+E+Y | S+SH+E+D_ADDR+SH+E+Y | SH+CHD+SH+E+Y | SH+E+D_ADDR+E+Y	4.030809364	0.947874996	3.651659365	dshey+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	4.030809364	0.947874996	3.651659365	dshey+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shee	1	f31r	SH+EE	10	1	SH+EE	1	SH+EE	SH+EE | S+SH+EE | SH+E+E | SH+SH+EE | S+EE	2.467590103	0.000000000	2.467590103	NO_SUPPORTED_TRANSFORMATION;base=she	2.467590103	0.000000000	2.467590103	NO_SUPPORTED_TRANSFORMATION;base=she	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	57	1	SH+EE+O+D_ADDR+Y	1	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y | SH+EE+O+DY | SH+EE+O+Y | S+SH+EE+O+DY | S+SH+EE+O+D_ADDR+Y	4.968865985	0.000000000	4.968865985	NO_SUPPORTED_TRANSFORMATION;base=sheedy|sheody	4.968865985	0.000000000	4.968865985	NO_SUPPORTED_TRANSFORMATION;base=sheedy|sheody	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekair	1	f66r	SH+E+K+AIR	100	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+E+K+A_ADDR+AIR	4.678949335	0.947874996	4.299799337	kair+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	4.678949335	0.947874996	4.299799337	kair+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekaly	1	f66r	SH+E+K+AL+Y	92	1	SH+E+K+AL+Y	1	SH+E+K+AL+Y	SH+E+K+AL+Y | SH+K+AL+Y | S+SH+E+K+AL+Y | SH+E+AL+Y | SH+E+Y+K+AL	3.576677802	1.021265415	3.168171636	shekal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	3.576677802	1.021265415	3.168171636	shekal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	100	1	SH+E+K+EE+LOCAL_CHAR_F+Y	1	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+EE+Y | SH+E+K+E+D_ADDR+Y | S+SH+E+K+EE+LOCAL_CHAR_F+Y | S+SH+E+K+EE+Y	6.197834485	0.000000000	6.197834485	NO_SUPPORTED_TRANSFORMATION;base=sheky	6.197834485	0.000000000	6.197834485	NO_SUPPORTED_TRANSFORMATION;base=sheky	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekeey	1	f31r	SH+E+K+EE+Y	49	1	SH+E+K+EE+Y	1	SH+E+K+EE+Y	SH+E+K+EE+Y | S+SH+E+K+EE+Y | SH+K+EE+Y | SH+E+Y+K+EE | SH+SH+E+K+EE+Y	3.177895572	0.750501615	2.877694926	sheky+ee=>EE@INNER/INNER;n=44/56;p=0.729508;r=0.956522;b=0.750502	3.177895572	0.750501615	2.877694926	sheky+ee=>EE@INNER/INNER;n=44/56;p=0.729508;r=0.956522;b=0.750502	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekey	1	f66r	SH+E+K+E+Y	21	1	SH+E+K+E+Y	1	SH+E+K+E+Y	SH+E+K+E+Y | S+SH+E+K+E+Y | SH+K+E+Y | SH+CH+K+E+Y | SH+SH+E+K+E+Y	2.912185042	0.626746633	2.661486389	sheky+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747	2.912185042	0.626746633	2.661486389	sheky+e=>E@INNER/INNER;n=78/117;p=0.633065;r=0.975000;b=0.626747	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
shekol	1	f66r	SH+E+K+OL	62	1	SH+E+K+OL	1	SH+E+K+OL	SH+E+K+OL | SH+K+OL | S+SH+E+K+OL | SH+E+K+O+L | SH+SH+E+K+OL	3.117648887	0.577269388	2.886741132	sheol+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	3.117648887	0.577269388	2.886741132	sheol+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheocthy	1	f66r	SH+E+O+CH+T+Y	40	1	SH+E+O+CH+T+Y	1	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y | S+SH+E+O+CH+T+Y | SH+E+O+LOCAL_C+T+Y | SH+E+O+D_ADDR+CH+T+Y | S+E+O+CH+T+Y	3.141065035	0.718556005	2.853642633	shecthy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	3.141065035	0.718556005	2.853642633	shecthy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheod	1	f66r	SH+E+O+D_ADDR	21	1	SH+E+O+D_ADDR	1	SH+E+O+D_ADDR	SH+E+O+D_ADDR | SH+E+O | S+SH+E+O+D_ADDR | SH+E+O+D_ADDR+D_ADDR | SH+SH+E+O+D_ADDR	2.186087736	0.718556005	1.898665334	shed+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	2.186087736	0.718556005	1.898665334	shed+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	100	1	SH+E+O+D_ADDR+AIIN	1	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN | SH+E+O+AIIN | S+SH+E+O+D_ADDR+AIIN | SH+E+O+D_ADDR+IIN | SH+E+O+D_ADDR+D_ADDR+AIIN	2.977737520	0.000000000	2.977737520	NO_SUPPORTED_TRANSFORMATION;base=shedaiin	2.977737520	0.000000000	2.977737520	NO_SUPPORTED_TRANSFORMATION;base=shedaiin	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
