visible_insert	visible_position	atom_insert	atom_position	support_pair_count	visible_condition_total	visible_condition_option_count	conditional_probability	reliability	examples
p	INNER	CH+E+P	LEFT	1	18	5	0.073170732	0.333333333	chey>chepy
p	INNER	CH+P	LEFT	3	18	5	0.170731707	0.600000000	char>cphar | chy>cphy | chol>cphol
p	INNER	CH+P+E	LEFT	2	18	5	0.121951220	0.500000000	chey>cphey | chealy>cphealy
p	INNER	P	INNER	11	18	5	0.560975610	0.846153846	qochy>qopchy | dchy>dpchy | chor>cphor | chor>chpor | ochdy>opchdy | koly>kolpy | olchedy>olpchedy | shechy>shecphy
p	INNER	P+CH	INNER	1	18	5	0.073170732	0.333333333	ychy>ypchy
p	LEFT	P	LEFT	15	15	1	1.000000000	0.882352941	shol>pshol | chocthy>pchocthy | chal>pchal | chedar>pchedar | chey>pchey | shar>pshar | shedy>pshedy | ol>pol
p	RIGHT	P	RIGHT	2	2	1	1.000000000	0.500000000	qol>qolp | che>chep
par	LEFT	P+AR	LEFT	1	1	1	1.000000000	0.333333333	ar>parar
par	RIGHT	P+AR	RIGHT	1	1	1	1.000000000	0.333333333	o>opar
pch	INNER	CH+P	INNER	1	8	5	0.142857143	0.333333333	lchdy>lchpchdy
pch	INNER	CH+P+CH	LEFT	1	8	5	0.142857143	0.333333333	chy>chpchy
pch	INNER	D_ADDR+P	LEFT	1	8	5	0.142857143	0.333333333	dy>dpchy
pch	INNER	P	INNER	2	8	5	0.238095238	0.500000000	qoy>qopchy | shey>shepchy
pch	INNER	P+CH	INNER	3	8	5	0.333333333	0.600000000	sheol>shepchol | qool>qopchol | oeor>opcheor
pch	LEFT	P+CH	LEFT	2	3	2	0.625000000	0.500000000	al>pchal | or>pchor
pch	LEFT	P+CHD	LEFT	1	3	2	0.375000000	0.333333333	dy>pchdy
pch	RIGHT	P+CH	RIGHT	1	1	1	1.000000000	0.333333333	y>ypch
pe	INNER	P+E	INNER	1	1	1	1.000000000	0.333333333	ody>opedy
po	INNER	CARRIER_Q+O+P	LEFT	1	4	3	0.272727273	0.333333333	qol>qopol
po	INNER	O+P	LEFT	2	4	3	0.454545455	0.500000000	om>opom | ol>opol
po	INNER	P+O	INNER	1	4	3	0.272727273	0.333333333	om>opom
po	LEFT	P+O	LEFT	1	1	1	1.000000000	0.333333333	dar>podar
pod	INNER	P+O+D_ADDR	INNER	1	1	1	1.000000000	0.333333333	ochol>opodchol
pod	LEFT	P+O+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	ar>podar
pod	RIGHT	P+O+D_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	y>ypod
pol	LEFT	P+OL	LEFT	2	4	3	0.454545455	0.500000000	alchdy>polalchdy | ched>polched
pol	LEFT	P+OL+D_ADDR	LEFT	1	4	3	0.272727273	0.333333333	dy>poldy
pol	LEFT	P+OL+SH	LEFT	1	4	3	0.272727273	0.333333333	shy>polshy
pol	RIGHT	P+OL	RIGHT	3	3	1	1.000000000	0.600000000	o>opol | che>chepol | lkeo>lkeopol
pom	RIGHT	P+O+AM_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	o>opom
por	RIGHT	P+OR	RIGHT	1	1	1	1.000000000	0.333333333	ch>chpor
pot	LEFT	P+OT+CH	LEFT	1	1	1	1.000000000	0.333333333	chokor>potchokor
psh	LEFT	P+SH	LEFT	2	2	1	1.000000000	0.500000000	ol>pshol | ar>pshar
py	INNER	P+Y	INNER	1	1	1	1.000000000	0.333333333	ody>opydy
py	LEFT	P+Y	LEFT	1	1	1	1.000000000	0.333333333	deey>pydeey
py	RIGHT	P+Y	RIGHT	2	2	1	1.000000000	0.500000000	che>chepy | kol>kolpy
q	LEFT	NULL	NULL	75	84	5	0.872832370	0.974025974	otor>qotor | okchy>qokchy | otchol>qotchol | okchol>qokchol | otchor>qotchor | oty>qoty | opchy>qopchy | oky>qoky
q	LEFT	CARRIER_Q	LEFT	6	84	5	0.075144509	0.750000000	odor>qodor | ody>qody | oaiin>qoaiin | ockhy>qockhy | opol>qopol | opshdy>qopshdy
q	LEFT	CHD	INNER	1	84	5	0.017341040	0.333333333	otchey>qotchey
q	LEFT	E	INNER	1	84	5	0.017341040	0.333333333	opchey>qopchey
q	LEFT	SH	INNER	1	84	5	0.017341040	0.333333333	okshy>qokshy
qe	LEFT	CARRIER_Q+E	LEFT	5	7	2	0.687500000	0.714285714	ykeey>qeykeey | keey>qekeey | kaiin>qekaiin | tal>qetal | aiin>qeaiin
qe	LEFT	E	LEFT	2	7	2	0.312500000	0.500000000	y>qey | key>qekey
qee	LEFT	CARRIER_Q+EE	LEFT	1	1	1	1.000000000	0.333333333	y>qeey
qek	LEFT	CARRIER_Q+E+K	LEFT	1	3	3	0.333333333	0.333333333	aiin>qekaiin
qek	LEFT	E+K	LEFT	1	3	3	0.333333333	0.333333333	ey>qekey
qek	LEFT	K+E	INNER	1	3	3	0.333333333	0.333333333	ey>qekey
qep	LEFT	CARRIER_Q+E+P	LEFT	1	1	1	1.000000000	0.333333333	chedy>qepchedy
qet	LEFT	CARRIER_Q+E+T	LEFT	1	1	1	1.000000000	0.333333333	al>qetal
qey	LEFT	CARRIER_Q+E+Y	LEFT	1	1	1	1.000000000	0.333333333	keey>qeykeey
qk	LEFT	K	LEFT	1	1	1	1.000000000	0.333333333	or>qkor
qko	LEFT	CARRIER_Q+K+O	LEFT	1	1	1	1.000000000	0.333333333	y>qkoy
qo	INNER	O	LEFT	2	2	1	1.000000000	0.500000000	otor>oqotor | okain>oqokain
qo	LEFT	NULL	NULL	1	21	4	0.065217391	0.333333333	cphey>qocphey
qo	LEFT	CARRIER_Q+O	LEFT	12	21	4	0.543478261	0.857142857	dor>qodor | aiin>qoaiin | ol>qool | ckhy>qockhy | cthey>qocthey | pol>qopol | esedy>qoesedy | ckhol>qockhol
qo	LEFT	O	LEFT	7	21	4	0.326086957	0.777777778	dchy>qodchy | y>qoy | dar>qodar | chy>qochy | ckhey>qockhey | ar>qoar | cthy>qocthy
qo	LEFT	OT	LEFT	1	21	4	0.065217391	0.333333333	teol>qoteol
qo	RIGHT	CARRIER_Q+O	RIGHT	1	1	1	1.000000000	0.333333333	ol>olqo
qoa	LEFT	CARRIER_Q+O+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	y>qoay
qod	LEFT	CARRIER_Q+O	LEFT	2	10	3	0.217391304	0.500000000	aiin>qodaiin | ain>qodain
qod	LEFT	CARRIER_Q+O+D_ADDR	LEFT	3	10	3	0.304347826	0.600000000	or>qodor | om>qodom | ched>qodched
qod	LEFT	O+D_ADDR	LEFT	5	10	3	0.478260870	0.714285714	chy>qodchy | ar>qodar | cthy>qodcthy | am>qodam | eedy>qodeedy
qoe	LEFT	CARRIER_Q+O+E	LEFT	3	4	2	0.700000000	0.600000000	kol>qoekol | keor>qoekeor | air>qoeair
qoe	LEFT	O+E	LEFT	1	4	2	0.300000000	0.333333333	keol>qoekeol
qof	LEFT	CARRIER_Q+O+LOCAL_CHAR_F	LEFT	3	3	1	1.000000000	0.600000000	air>qofair | chedy>qofchedy | aiin>qofaiin
qok	INNER	OK	INNER	1	1	1	1.000000000	0.333333333	oain>oqokain
qok	LEFT	OK	LEFT	28	30	3	0.904761905	0.933333333	chy>qokchy | chol>qokchol | y>qoky | ol>qokol | cheor>qokcheor | chor>qokchor | ch>qokch | ain>qokain
qok	LEFT	OK+CH	INNER	1	30	3	0.047619048	0.333333333	okchy>qokokchy
qok	LEFT	OK+SH	LEFT	1	30	3	0.047619048	0.333333333	shy>qokshy
qol	LEFT	OL	LEFT	9	11	3	0.760000000	0.818181818	y>qoly | chey>qolchey | oin>qoloin | al>qolal | ain>qolain | aiin>qolaiin | kain>qolkain | sheedy>qolsheedy
qol	LEFT	OL+CH	LEFT	1	11	3	0.120000000	0.333333333	chy>qolchy
qol	LEFT	OL+D_ADDR	LEFT	1	11	3	0.120000000	0.333333333	air>qolair
qol	RIGHT	OL	RIGHT	1	1	1	1.000000000	0.333333333	okeedy>okeedyqol
qop	LEFT	CARRIER_Q+O+P	LEFT	4	6	3	0.600000000	0.666666667	chedy>qopchedy | ol>qopol | shdy>qopshdy | y>qopy
qop	LEFT	O+P	LEFT	1	6	3	0.200000000	0.333333333	chy>qopchy
qop	LEFT	O+P+E	LEFT	1	6	3	0.200000000	0.333333333	chey>qopchey
qor	LEFT	OR	LEFT	1	1	1	1.000000000	0.333333333	ain>qorain
qot	LEFT	OT	LEFT	18	20	3	0.860465116	0.900000000	or>qotor | chy>qotchy | chor>qotchor | y>qoty | ar>qotar | eedy>qoteedy | es>qotes | ey>qotey
qot	LEFT	OT+CH	LEFT	1	20	3	0.069767442	0.333333333	chol>qotchol
qot	LEFT	OT+CHD	LEFT	1	20	3	0.069767442	0.333333333	chey>qotchey
qy	LEFT	Y	LEFT	1	1	1	1.000000000	0.333333333	kaiin>qykaiin
qyk	LEFT	Y+K	LEFT	1	1	1	1.000000000	0.333333333	aiin>qykaiin
r	INNER	R	INNER	2	2	1	1.000000000	0.500000000	cthes>cthres | chealor>chealror
r	LEFT	R	LEFT	17	18	2	0.921052632	0.894736842	o>ro | or>ror | y>ry | am>ram | ol>rol | shedy>rshedy | ain>rain | ory>rory
r	LEFT	R+CH+E	LEFT	1	18	2	0.078947368	0.333333333	chey>rchey
r	RIGHT	R	RIGHT	6	6	1	1.000000000	0.750000000	ycheo>ycheor | dcheo>dcheor | cheo>cheor | ch>chr | l>lr | shey>sheyr
ra	INNER	NULL	NULL	1	10	6	0.115384615	0.333333333	otain>otarain
ra	INNER	AR	INNER	3	10	6	0.269230769	0.600000000	sal>saral | par>parar | okar>okarar
ra	INNER	AR	LEFT	1	10	6	0.115384615	0.333333333	aiin>araiin
ra	INNER	AR	RIGHT	2	10	6	0.192307692	0.500000000	par>parar | okar>okarar
ra	INNER	D_ADDR+AR	LEFT	2	10	6	0.192307692	0.500000000	daiin>daraiin | daly>daraly
ra	INNER	R+A_ADDR	INNER	1	10	6	0.115384615	0.333333333	dam>daram
ra	LEFT	R+A_ADDR+S	LEFT	1	1	1	1.000000000	0.333333333	sy>rasy
ral	LEFT	R+AL	LEFT	1	1	1	1.000000000	0.333333333	y>raly
ras	LEFT	R+A_ADDR+S	LEFT	1	1	1	1.000000000	0.333333333	y>rasy
rch	LEFT	R+CH	LEFT	3	3	1	1.000000000	0.600000000	ey>rchey | es>rches | s>rchs
res	RIGHT	R+E+S	RIGHT	1	1	1	1.000000000	0.333333333	cth>cthres
ro	INNER	OR	LEFT	1	3	2	0.375000000	0.333333333	or>oror
ro	INNER	OR	RIGHT	2	3	2	0.625000000	0.500000000	dar>daror | or>oror
ro	LEFT	OR	INNER	1	3	3	0.333333333	0.333333333	ry>rory
ro	LEFT	OR	RIGHT	1	3	3	0.333333333	0.333333333	r>ror
ro	LEFT	R+O	LEFT	1	3	3	0.333333333	0.333333333	shckhy>roshckhy
ro	RIGHT	OR	LEFT	1	1	1	1.000000000	0.333333333	o>oro
rol	LEFT	R+OL	LEFT	1	1	1	1.000000000	0.333333333	oty>roloty
rol	RIGHT	R+OL	RIGHT	1	1	1	1.000000000	0.333333333	cheo>cheorol
ror	LEFT	L+OL	LEFT	1	2	2	0.500000000	0.333333333	ol>rorol
ror	LEFT	R+OR	LEFT	1	2	2	0.500000000	0.333333333	y>rory
ror	RIGHT	R+OR	RIGHT	1	1	1	1.000000000	0.333333333	cheal>chealror
rsh	LEFT	R+SH+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	dy>rshdy
rt	LEFT	R+T	LEFT	1	1	1	1.000000000	0.333333333	ain>rtain
s	INNER	S	INNER	7	11	2	0.625000000	0.777777778	oain>osain | choky>choksy | qokchdy>qokchsdy | qoteey>qoteesy | qokedy>qokesdy | aly>alsy | olain>olsain
s	INNER	S	LEFT	4	11	2	0.375000000	0.666666667	shey>sshey | sheol>ssheol | sheckhy>ssheckhy | shedy>sshedy
s	LEFT	NULL	NULL	9	36	3	0.253333333	0.818181818	y>sy | ol>sol | olshedy>solshedy | olshey>solshey | olteedy>solteedy | olkeey>solkeey | olkaiin>solkaiin | olkey>solkey
s	LEFT	S	LEFT	25	36	3	0.680000000	0.925925926	ory>sory | oiin>soiin | air>sair | ckhey>sckhey | or>sor | octhody>socthody | char>schar | ain>sain
s	LEFT	S+CH+E	LEFT	2	36	3	0.066666667	0.500000000	chey>schey | chety>schety
s	RIGHT	S	RIGHT	20	23	2	0.854166667	0.909090909	sho>shos | ol>ols | cthol>cthols | ydal>ydals | cheo>cheos | cheol>cheols | oto>otos | okeeol>okeeols
s	RIGHT	S_ADDR	RIGHT	3	23	2	0.145833333	0.600000000	oteo>oteos | oteeo>oteeos | chee>chees
sa	INNER	A_ADDR+S	INNER	1	1	1	1.000000000	0.333333333	ytal>ytasal
sa	LEFT	S+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	lshey>salshey
sa	RIGHT	S+A_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	ar>arsa
sal	INNER	AL	INNER	1	3	3	0.333333333	0.333333333	oly>olsaly
sal	INNER	AL+S	RIGHT	1	3	3	0.333333333	0.333333333	chos>chosals
sal	INNER	S+AL	INNER	1	3	3	0.333333333	0.333333333	chos>chosals
sal	LEFT	AL+S	INNER	1	6	4	0.187500000	0.333333333	sain>salsain
sal	LEFT	S+AL	LEFT	3	6	4	0.437500000	0.600000000	sain>salsain | cheol>salcheol | chedy>salchedy
sal	LEFT	S+AL+D_ADDR	LEFT	1	6	4	0.187500000	0.333333333	daiin>saldaiin
sal	LEFT	S+A_ADDR+L	LEFT	1	6	4	0.187500000	0.333333333	shey>salshey
sar	LEFT	S+AR	LEFT	2	2	1	1.000000000	0.500000000	al>saral | ol>sarol
sar	RIGHT	S+AR	RIGHT	2	2	1	1.000000000	0.500000000	do>dosar | okeo>okeosar
sch	LEFT	S	LEFT	1	3	2	0.375000000	0.333333333	ar>schar
sch	LEFT	S+CH	LEFT	2	3	2	0.625000000	0.500000000	ey>schey | ety>schety
sdy	RIGHT	S+DY	RIGHT	1	1	1	1.000000000	0.333333333	ch>chsdy
se	INNER	E+S	LEFT	1	3	3	0.333333333	0.333333333	es>eses
se	INNER	E+S	RIGHT	1	3	3	0.333333333	0.333333333	es>eses
se	INNER	S+E	INNER	1	3	3	0.333333333	0.333333333	es>eses
see	LEFT	S+EE	LEFT	1	1	1	1.000000000	0.333333333	y>seey
sh	INNER	NULL	NULL	3	23	2	0.145833333	0.600000000	yty>ytshy | oky>okshy | chokor>chokshor
sh	INNER	SH	INNER	20	23	2	0.854166667	0.909090909	shoy>shoshy | ky>kshy | pol>pshol | koey>koshey | tol>tshol | otol>otshol | okal>okshal | dor>dshor
sh	LEFT	NULL	NULL	1	33	3	0.043478261	0.333333333	y>shy
sh	LEFT	SH	LEFT	31	33	3	0.913043478	0.939393939	ol>shol | ory>shory | ar>shar | eky>sheky | ody>shody | odain>shodain | o>sho | ckhey>shckhey
sh	LEFT	SH+D_ADDR	LEFT	1	33	3	0.043478261	0.333333333	dy>shdy
sh	RIGHT	SH	RIGHT	1	1	1	1.000000000	0.333333333	l>lsh
shd	INNER	O+D_ADDR	INNER	1	6	2	0.214285714	0.333333333	shey>sheshdy
shd	INNER	SH+D_ADDR	INNER	5	6	2	0.785714286	0.714285714	olky>olkshdy | ry>rshdy | qopy>qopshdy | oty>otshdy | tal>tshdal
shd	LEFT	SH+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	y>shdy
she	INNER	D_ADDR+SH+E	LEFT	1	15	4	0.088235294	0.333333333	dy>dshey
she	INNER	K+E	INNER	1	15	4	0.088235294	0.333333333	olol>olsheol
she	INNER	S+SH+E	LEFT	2	15	4	0.147058824	0.500000000	sy>sshey | sol>ssheol
she	INNER	SH+E	INNER	11	15	4	0.676470588	0.846153846	ly>lshey | ldy>lshedy | oldy>olshedy | ky>kshey | ydy>yshedy | daldy>dalshedy | oly>olshey | ral>rsheal
she	LEFT	E+O	INNER	1	33	3	0.043478261	0.333333333	shdy>sheshdy
she	LEFT	SH+E	LEFT	31	33	3	0.913043478	0.939393939	ky>sheky | y>shey | o>sheo | ar>shear | okey>sheokey | tey>shetey | olaiin>sheolaiin | ol>sheol
she	LEFT	SH+E+CH	LEFT	1	33	3	0.043478261	0.333333333	chy>shechy
shk	LEFT	SH+K	LEFT	2	2	1	1.000000000	0.500000000	chy>shkchy | y>shky
shl	LEFT	D_ADDR+Y+L	LEFT	1	1	1	1.000000000	0.333333333	ches>shlches
shl	RIGHT	L+SH	LEFT	1	2	2	0.500000000	0.333333333	l>lshl
shl	RIGHT	SH+L	RIGHT	1	2	2	0.500000000	0.333333333	l>lshl
sho	INNER	O+SH	INNER	2	4	3	0.454545455	0.500000000	otchor>otchoshor | koldy>kosholdy
sho	INNER	O+SH	LEFT	1	4	3	0.272727273	0.333333333	or>oshor
sho	INNER	SH+O	INNER	1	4	3	0.272727273	0.333333333	ky>kshoy
sho	LEFT	HO	LEFT	1	13	6	0.093750000	0.333333333	chy>shochy
sho	LEFT	OT+SH	INNER	1	13	6	0.093750000	0.333333333	tshey>shotshey
sho	LEFT	SH+O	LEFT	8	13	6	0.531250000	0.800000000	d>shod | s>shos | y>shoy | aiin>shoaiin | yty>shoyty | cthy>shocthy | cphedy>shocphedy | ety>shoety
sho	LEFT	SH+O+D_ADDR	LEFT	1	13	6	0.093750000	0.333333333	dain>shodain
sho	LEFT	SH+O+SH	LEFT	1	13	6	0.093750000	0.333333333	shy>shoshy
sho	LEFT	SH+OT	LEFT	1	13	6	0.093750000	0.333333333	tshey>shotshey
sho	RIGHT	SH+O	RIGHT	4	4	1	1.000000000	0.666666667	ok>oksho | t>tsho | k>ksho | l>lsho
sht	LEFT	SH+T	LEFT	1	1	1	1.000000000	0.333333333	ol>shtol
shy	LEFT	Y	LEFT	1	1	1	1.000000000	0.333333333	k>shyk
shy	RIGHT	SH+Y	RIGHT	5	8	2	0.611111111	0.714285714	sho>shoshy | k>kshy | pol>polshy | al>alshy | sor>sorshy
shy	RIGHT	Y	RIGHT	3	8	2	0.388888889	0.600000000	yt>ytshy | t>tshy | ok>okshy
sk	LEFT	K	LEFT	1	2	2	0.500000000	0.333333333	ar>skar
sk	LEFT	S+K	LEFT	1	2	2	0.500000000	0.333333333	al>skal
so	INNER	NULL	NULL	1	1	1	1.000000000	0.333333333	sor>sosor
so	LEFT	NULL	NULL	1	5	3	0.230769231	0.333333333	sor>sosor
so	LEFT	S+O	LEFT	3	5	3	0.538461538	0.600000000	iin>soiin | y>soy | sho>sosho
so	LEFT	S+OT	LEFT	1	5	3	0.230769231	0.333333333	teol>soteol
soi	LEFT	S+O+LOCAL_CHAR_I	LEFT	1	1	1	1.000000000	0.333333333	iin>soiiin
sok	LEFT	S+OK	LEFT	1	1	1	1.000000000	0.333333333	eedy>sokeedy
sol	LEFT	OL	LEFT	5	9	3	0.523809524	0.714285714	shedy>solshedy | shey>solshey | keey>solkeey | kaiin>solkaiin | key>solkey
sol	LEFT	S+OL	LEFT	3	9	3	0.333333333	0.600000000	chedy>solchedy | arol>solarol | chkal>solchkal
sol	LEFT	S+OL+D_ADDR	LEFT	1	9	3	0.142857143	0.333333333	dy>soldy
sor	LEFT	S+OR	LEFT	1	2	2	0.500000000	0.333333333	y>sory
sor	LEFT	S+OR+SH	LEFT	1	2	2	0.500000000	0.333333333	shy>sorshy
sos	LEFT	S	LEFT	1	1	1	1.000000000	0.333333333	or>sosor
sot	LEFT	S+OT	LEFT	3	3	1	1.000000000	0.600000000	chy>sotchy | aiin>sotaiin | eol>soteol
ssh	LEFT	S+SH	LEFT	2	2	1	1.000000000	0.500000000	ey>sshey | eol>ssheol
sy	RIGHT	NULL	NULL	1	4	2	0.300000000	0.333333333	shey>sheysy
sy	RIGHT	S+Y	RIGHT	3	4	2	0.700000000	0.600000000	chok>choksy | ra>rasy | al>alsy
t	INNER	CH+T	INNER	2	33	7	0.068493151	0.500000000	qodchy>qodcthy | qochy>qocthy
t	INNER	CH+T	LEFT	4	33	7	0.123287671	0.666666667	char>cthar | chy>cthy | chol>cthol | chy>chty
t	INNER	CH+T+E	INNER	1	33	7	0.041095890	0.333333333	shchey>shcthey
t	INNER	CH+T+E	LEFT	1	33	7	0.041095890	0.333333333	chey>cthey
t	INNER	T	INNER	23	33	7	0.643835616	0.920000000	chaiin>chtaiin | ches>cthes | chaiin>cthaiin | chal>cthal | chor>chtor | chor>cthor | ychy>ytchy | yody>ytody
t	INNER	T	LEFT	1	33	7	0.041095890	0.333333333	chey>chety
t	INNER	T	RIGHT	1	33	7	0.041095890	0.333333333	ch>cth
t	LEFT	NULL	NULL	2	25	5	0.090909091	0.500000000	eol>teol | shey>tshey
t	LEFT	L	LEFT	1	25	5	0.054545455	0.333333333	alor>talor
t	LEFT	T	LEFT	20	25	5	0.745454545	0.909090909	ol>tol | chy>tchy | aiin>taiin | shol>tshol | chol>tchol | shy>tshy | chor>tchor | sho>tsho
t	LEFT	T+CH	LEFT	1	25	5	0.054545455	0.333333333	char>tchar
t	LEFT	T+CH+E	LEFT	1	25	5	0.054545455	0.333333333	chey>tchey
t	RIGHT	T	RIGHT	1	1	1	1.000000000	0.333333333	y>yt
ta	INNER	A_ADDR+T	LEFT	1	1	1	1.000000000	0.333333333	aiin>ataiin
ta	LEFT	AL	INNER	1	1	1	1.000000000	0.333333333	lor>talor
tal	LEFT	L+AL	LEFT	1	3	2	0.375000000	0.333333333	or>talor
tal	LEFT	T+AL	LEFT	2	3	2	0.625000000	0.500000000	am>talam | y>taly
tal	RIGHT	T+AL	RIGHT	2	2	1	1.000000000	0.500000000	y>ytal | ch>chtal
tar	INNER	T+AR	INNER	1	1	1	1.000000000	0.333333333	ly>ltary
tar	RIGHT	T+AR	RIGHT	2	2	1	1.000000000	0.500000000	y>ytar | she>shetar
tch	INNER	CH+T	LEFT	1	3	3	0.333333333	0.333333333	chor>chtchor
tch	INNER	T	INNER	1	3	3	0.333333333	0.333333333	oly>oltchy
tch	INNER	T+CH	INNER	1	3	3	0.333333333	0.333333333	chor>chtchor
tch	LEFT	T	LEFT	3	10	3	0.304347826	0.600000000	y>tchy | ol>tchol | oky>tchoky
tch	LEFT	T+CH	LEFT	6	10	3	0.565217391	0.750000000	ey>tchey | ody>tchody | or>tchor | o>tcho | odar>tchodar | ar>tchar
tch	LEFT	T+CHD	LEFT	1	10	3	0.130434783	0.333333333	daiin>tchdaiin
td	LEFT	T	LEFT	1	1	1	1.000000000	0.333333333	ain>tdain
te	INNER	CH+T+EE	LEFT	1	13	3	0.103448276	0.333333333	chey>chteey
te	INNER	E+T	INNER	2	13	3	0.172413793	0.500000000	cheg>cheteg | shey>shetey
te	INNER	T+E	INNER	10	13	3	0.724137931	0.833333333	cheg>cheteg | yody>yteody | sheoly>sheoltey | shey>shetey | chos>chteos | ldy>ltedy | oldy>oltedy | ydy>ytedy
te	LEFT	NULL	NULL	1	6	3	0.200000000	0.333333333	aly>tealy
te	LEFT	E	LEFT	1	6	3	0.200000000	0.333333333	ol>teol
te	LEFT	T+E	LEFT	4	6	3	0.600000000	0.666666667	ody>teody | y>tey | o>teo | chedy>techedy
ted	INNER	T+E+D_ADDR	INNER	1	1	1	1.000000000	0.333333333	aly>altedy
tee	INNER	CH+T+EE	LEFT	1	3	2	0.375000000	0.333333333	chy>chteey
tee	INNER	T+EE	INNER	2	3	2	0.625000000	0.500000000	ay>ateey | oldy>olteedy
tee	LEFT	T+EE	LEFT	3	3	1	1.000000000	0.600000000	y>teey | ody>teeody | olain>teeolain
teg	RIGHT	T+E+LOCAL_CHAR_G	RIGHT	1	1	1	1.000000000	0.333333333	che>cheteg
teo	INNER	OT+E	LEFT	5	8	3	0.578947368	0.714285714	ol>oteol | odar>oteodar | qor>qoteor | or>oteor | qol>qoteol
teo	INNER	S+OT+E	LEFT	1	8	3	0.157894737	0.333333333	sol>soteol
teo	INNER	T+E+O	INNER	2	8	3	0.263157895	0.500000000	ydy>yteody | chs>chteos
teo	RIGHT	OT+E	LEFT	2	2	1	1.000000000	0.500000000	o>oteo | qo>qoteo
tey	RIGHT	T+E	LEFT	1	5	2	0.250000000	0.333333333	y>ytey
tey	RIGHT	T+E+Y	RIGHT	4	5	2	0.750000000	0.666666667	sheol>sheoltey | she>shetey | che>chetey | cheo>cheotey
to	INNER	CH+OT	LEFT	1	9	3	0.142857143	0.333333333	chol>chotol
to	INNER	OT	LEFT	6	9	3	0.619047619	0.750000000	ol>otol | qor>qotor | or>otor | oldaiin>otoldaiin | ody>otody | qol>qotol
to	INNER	T+O	INNER	2	9	3	0.238095238	0.500000000	ydy>ytody | chs>chtos
to	LEFT	T+O	LEFT	2	3	2	0.625000000	0.500000000	daiin>todaiin | s>tos
to	LEFT	T+O+CH	LEFT	1	3	2	0.375000000	0.333333333	chol>tochol
to	RIGHT	OT	LEFT	1	2	2	0.500000000	0.333333333	o>oto
to	RIGHT	T+O	RIGHT	1	2	2	0.500000000	0.333333333	y>yto
tod	LEFT	T+O	LEFT	1	1	1	1.000000000	0.333333333	aiin>todaiin
tol	RIGHT	T+OL	RIGHT	2	2	1	1.000000000	0.500000000	y>ytol | sh>shtol
tor	LEFT	T+OR	LEFT	2	2	1	1.000000000	0.500000000	shor>torshor | chy>torchy
tor	RIGHT	T+OR	RIGHT	2	2	1	1.000000000	0.500000000	ch>chtor | y>ytor
tos	RIGHT	T+O+S	RIGHT	1	1	1	1.000000000	0.333333333	ch>chtos
tsh	LEFT	SH	LEFT	1	7	4	0.166666667	0.333333333	ey>tshey
tsh	LEFT	T	LEFT	1	7	4	0.166666667	0.333333333	y>tshy
tsh	LEFT	T+SH	LEFT	4	7	4	0.500000000	0.666666667	ol>tshol | o>tsho | or>tshor | es>tshes
tsh	LEFT	T+SH+D_ADDR	LEFT	1	7	4	0.166666667	0.333333333	dal>tshdal
ty	INNER	Y+T	INNER	1	1	1	1.000000000	0.333333333	otchol>otytchol
ty	RIGHT	T+Y	RIGHT	4	7	3	0.529411765	0.666666667	ch>chty | y>yty | shoy>shoyty | chdy>chdyty
ty	RIGHT	Y+T	INNER	2	7	3	0.294117647	0.500000000	shoy>shoyty | chdy>chdyty
ty	RIGHT	Y+T	LEFT	1	7	3	0.176470588	0.333333333	y>yty
y	INNER	CH+Y	RIGHT	1	8	3	0.157894737	0.333333333	ykchy>ykychy
y	INNER	Y	INNER	6	8	3	0.684210526	0.750000000	odar>oydar | dpchy>dypchy | qekeey>qeykeey | shecthy>sheycthy | dkain>dykain | shek>sheyk
y	INNER	Y+CH	INNER	1	8	3	0.157894737	0.333333333	ykchy>ykychy
y	LEFT	NULL	NULL	1	59	5	0.024390244	0.333333333	tey>ytey
y	LEFT	DY	RIGHT	1	59	5	0.024390244	0.333333333	dy>ydy
y	LEFT	Y	LEFT	54	59	5	0.886178862	0.964285714	kal>ykal | kaiin>ykaiin | shey>yshey | dain>ydain | tain>ytain | cheey>ycheey | cheor>ycheor | tchy>ytchy
y	LEFT	Y	RIGHT	2	59	5	0.040650407	0.500000000	chy>ychy | chey>ychey
y	LEFT	Y+D_ADDR	LEFT	1	59	5	0.024390244	0.333333333	daiin>ydaiin
y	RIGHT	DY	RIGHT	3	72	2	0.047945205	0.600000000	lshed>lshedy | lched>lchedy | okchd>okchdy
y	RIGHT	Y	RIGHT	69	72	2	0.952054795	0.971830986	shor>shory | sor>sory | shek>sheky | cpho>cphoy | okcho>okchoy | ksho>kshoy | sho>shoy | cth>cthy
ych	INNER	CH+Y	RIGHT	1	2	2	0.500000000	0.333333333	yky>ykychy
ych	INNER	Y+CH	INNER	1	2	2	0.500000000	0.333333333	yky>ykychy
ych	LEFT	Y	LEFT	2	6	3	0.333333333	0.500000000	y>ychy | ol>ychol
