universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
690	ASTRO	A3	f69v	309	f69v.2	f69v.2:14	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::14::12999	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:14	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	aiin	[LOKALER EXEMPLARTEXT 14/38; KEINE KARTENGLOSSE] Eingriff	Hauptbecken einmal	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	f2bf72ed8fe77aae96c6	b08a98102251cc693b73	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
691	ASTRO	A3	f69v	310	f69v.2	f69v.2:15	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::15::13000	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:15	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	y	[LOKALER EXEMPLARTEXT 15/38; KEINE KARTENGLOSSE] verschoben.	mit klarem Wasser	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	defd03f8b1e817b7d5c8	02226f11df54b6cdb160	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
692	ASTRO	A3	f69v	311	f69v.2	f69v.2:16	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::16::13001	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:16	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	daiial	[LOKALER EXEMPLARTEXT 16/38; KEINE KARTENGLOSSE] Bei	vor. Regel	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	ba12041730e938c40ac9	66bdf4af6daeb13d6ffb	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
693	ASTRO	A3	f69v	312	f69v.2	f69v.2:17	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::17::13002	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:17	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	cheody	[LOKALER EXEMPLARTEXT 17/38; KEINE KARTENGLOSSE] unsicherem	12: wiederhole	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	f9f987631d382a93247f	5bf04532445fb1684a3c	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
694	ASTRO	A3	f69v	313	f69v.2	f69v.2:18	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::18::13003	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:18	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	cheal	[LOKALER EXEMPLARTEXT 18/38; KEINE KARTENGLOSSE] Anfang	die Beckenwaschung genau	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	01417b7462fec2463d03	a30e2250889232fc33ee	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
695	ASTRO	A3	f69v	314	f69v.2	f69v.2:19	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::19::13004	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:19	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	yetey	[LOKALER EXEMPLARTEXT 19/38; KEINE KARTENGLOSSE] des	einmal und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	e4593e2c2ac0f9e42622	a190c5de6ef03708c046	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
696	ASTRO	A3	f69v	315	f69v.2	f69v.2:20	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::20::13005	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:20	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chear	[LOKALER EXEMPLARTEXT 20/38; KEINE KARTENGLOSSE] Kreises	nicht öfter. Regel	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	8fc5c43c0fcc3879f9c4	c3ef6819afe951be0ec2	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
697	ASTRO	A3	f69v	316	f69v.2	f69v.2:21	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::21::13006	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:21	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	y	[LOKALER EXEMPLARTEXT 21/38; KEINE KARTENGLOSSE] benutze	13: lasse	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	02d598235930273e45eb	f7795e1c9f5b07f879a6	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
698	ASTRO	A3	f69v	317	f69v.2	f69v.2:22	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::22::13007	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:22	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dy	[LOKALER EXEMPLARTEXT 22/38; KEINE KARTENGLOSSE] die	trübe Flüssigkeit	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	668af93a8e91c1ea2a47	4ae1fb1aa366137eb6b5	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
699	ASTRO	A3	f69v	318	f69v.2	f69v.2:23	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::23::13008	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:23	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykey	[LOKALER EXEMPLARTEXT 23/38; KEINE KARTENGLOSSE] lokal	stehen und ziehe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	acd75c58976bd8c87ba7	8a431f02241c3f33117c	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
700	ASTRO	A3	f69v	319	f69v.2	f69v.2:24	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::24::13009	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:24	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ch	[LOKALER EXEMPLARTEXT 24/38; KEINE KARTENGLOSSE] gelernte	nur den	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	cca0800aee447b111826	e2021bd7345e744a78fe	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
701	ASTRO	A3	f69v	320	f69v.2	f69v.2:25	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::25::13010	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:25	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	y	[LOKALER EXEMPLARTEXT 25/38; KEINE KARTENGLOSSE] Reihenfolge	klaren Teil ab.	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	e5f727a03badff9a88b0	620a830cfa6fc9d4ee65	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
702	ASTRO	A3	f69v	321	f69v.2	f69v.2:26	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::26::13011	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:26	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dy	[LOKALER EXEMPLARTEXT 26/38; KEINE KARTENGLOSSE] des	Regel 14:	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	890433b9a8c0e34d90eb	cd2196bd80177758842d	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
703	ASTRO	A3	f69v	322	f69v.2	f69v.2:27	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::27::13012	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:27	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chol	[LOKALER EXEMPLARTEXT 27/38; KEINE KARTENGLOSSE] Exemplars	halte den	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	0852f06c325c7e3ea6ee	07a47af47cc589c1d7ff	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
704	ASTRO	A3	f69v	323	f69v.2	f69v.2:28	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::28::13013	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:28	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykar	[LOKALER EXEMPLARTEXT 28/38; KEINE KARTENGLOSSE] und	warmen Posten bedeckt	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	9a267c5a3f545302096a	f8c204354c4909931dbf	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
705	ASTRO	A3	f69v	324	f69v.2	f69v.2:29	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::29::13014	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:29	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ol	[LOKALER EXEMPLARTEXT 29/38; KEINE KARTENGLOSSE] übertrage	bis zur	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	1a0096505b2ae47332ef	fcb1bed8aa72f2ce4a3f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
706	ASTRO	A3	f69v	325	f69v.2	f69v.2:30	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::30::13015	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:30	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	y	[LOKALER EXEMPLARTEXT 30/38; KEINE KARTENGLOSSE] niemals	nächsten Übergabe. Regel	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	b4c3e20a34d39fdb1009	206035cbaa5d51b52aad	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
707	ASTRO	A3	f69v	326	f69v.2	f69v.2:31	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::31::13016	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:31	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykeeody	[LOKALER EXEMPLARTEXT 31/38; KEINE KARTENGLOSSE] bloß	15: verwende	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	4abb7e6fe7c96b8edab1	a8b3ba2a2e1ec01be760	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
708	ASTRO	A3	f69v	327	f69v.2	f69v.2:32	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::32::13017	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:32	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chey	[LOKALER EXEMPLARTEXT 32/38; KEINE KARTENGLOSSE] dieselbe	kaltes Wasser	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	56e880fd7fd78e6c7a1c	83c9a550458ba0cc3c53	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
709	ASTRO	A3	f69v	328	f69v.2	f69v.2:33	RUBRIC2	ASTRO_LOCAL_ADDRESS::f69v::f69v.2::33::13018	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f69v	LOOK_UP_LOCAL_ADDRESS=f69v.2:33	PAGE_NAMESPACE=f69v; LOCAL_ITEM=RUBRIC2	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dal	[LOKALER EXEMPLARTEXT 33/38; KEINE KARTENGLOSSE] moderne	für den letzten	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	eefb378a9e21e45e6ac1	12e761467969b1b22dfb	7e3335d3f692c46d937a	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
