combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
560	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G02	A1:L074	A:A1:G179	qokeeody	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 02 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/13; KEINE KARTENGLOSSE] weder Krankheit noch	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
561	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G03	A1:L074	A:A1:G180	cheos	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 03 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 3/13; KEINE KARTENGLOSSE] Arznei des einzelnen	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
562	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G04	A1:L074	A:A1:G181	oeeos	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 04 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 4/13; KEINE KARTENGLOSSE] Kranken. Der Arzt	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
563	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G05	A1:L074	A:A1:G182	qockhy	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 05 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 5/13; KEINE KARTENGLOSSE] bringt Diagnose, Rezept,	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
564	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G06	A1:L074	A:A1:G183	chos	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 06 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 6/13; KEINE KARTENGLOSSE] Dosis und	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
565	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G07	A1:L074	A:A1:G184	aiin	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 07 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 7/13; KEINE KARTENGLOSSE] Eingriff aus	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
566	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G08	A1:L074	A:A1:G185	okeeody	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 08 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 8/13; KEINE KARTENGLOSSE] seinem Fall	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
567	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G09	A1:L074	A:A1:G186	qokoaiin	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 09 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 9/13; KEINE KARTENGLOSSE] oder Buch	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
568	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G10	A1:L074	A:A1:G187	odain	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 10 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 10/13; KEINE KARTENGLOSSE] mit und	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
569	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G11	A1:L074	A:A1:G188	ar	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 11 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 11/13; KEINE KARTENGLOSSE] benutzt das	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
570	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G12	A1:L074	A:A1:G189	air	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 12 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 12/13; KEINE KARTENGLOSSE] Diagramm nur	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
571	A1	ASTRO_SCHEDULE	f67r2	f67r2.74	A1:I35:G13	A1:L074	A:A1:G190	ay	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	LOOKUP_INSTRUCTION_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Lookup-Anweisungsblock I35 lesen; Fragment 13 als opaken Merker bewahren	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 13/13; KEINE KARTENGLOSSE] als Wahlfilter.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
572	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G01	A2:L001	A:A2:G001	shokchy	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Tafel der achtundzwanzig	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
573	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G02	A2:L001	A:A2:G002	chteey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.02 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] Häuser des Mondes:	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
574	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G03	A2:L001	A:A2:G003	choteey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.03 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] Der Kreis	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
575	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G04	A2:L001	A:A2:G004	cphol	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.04 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] ist hier	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
576	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G05	A2:L001	A:A2:G005	cheor	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.05 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] ein räumlicher	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
577	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G06	A2:L001	A:A2:G006	opcheeol	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.06 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] Namenskatalog und	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
578	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G07	A2:L001	A:A2:G007	otor	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.07 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] noch kein	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
579	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G08	A2:L001	A:A2:G008	choctheeey	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.08 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] bewiesener Lauf	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
580	A2	ASTRO_SCHEDULE	f68r1	f68r1.1	A2:HEADER:L01:G09	A2:L001	A:A2:G009	okchoal	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 01.09 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] oder Kalender.	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>LOCUS_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
581	A2	ASTRO_SCHEDULE	f68r1	f68r1.2	A2:HEADER:L02:G01	A2:L002	A:A2:G010	tochso	NONE;ASTRO_LOCAL_ONLY	NONE;NO_PROSE_PROMPT	CATALOGUE_HEADER_FRAGMENT	NOT_PROSE_CLOSE	GENERIC_WORKPLAN_LOOKUP	Katalogkopf-Fragment 02.01 lesen; keine Stationsnummer ableiten	PAGE_LOCAL_ADDRESS+GENERIC_WORKPLAN_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Jede gezeichnete Sternstelle	PAGE_LOCAL_ADDRESS+EXTERNAL_IATROMATHEMATICAL_EXEMPLAR	GENERIC_WORKPLAN;HISTORICAL=MEDICAL_ELECTION_TABLE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	ASTRO_LOCAL_FORMAL_EXEMPLAR	NOT_A_PROSE_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
