global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
251	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F081]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
252	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
253	BATHHOUSE_WATERWORK	f83r	B3	f83r.8	0bdc8b6db811b4e67a63	chary	LOCAL_EXEMPLAR[Restcharge im Auffanggefäß sammeln;keine Kartenbedeutung]	und lasse es abkühlen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
254	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	7a4bb8136330ee4e6e56	sor	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F082]	Die bereitete Arbeitsflüssigkeit	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
255	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
256	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F083:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
257	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	9da1b6ac2c929daea697	chkain	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	ein abgemessener Anteil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
258	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	6b89d6dd70635bc60fe0	shcthey	LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung]	unter derselben Einstellung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
259	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
260	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	7d2404c835b10a2c06af	okair	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	öffne danach den oberen Lauf	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
261	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	03626ca94cb17800d767	sheedy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	wasche einmal und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
262	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
263	BATHHOUSE_WATERWORK	f83r	B3	f83r.11	2b7fa918d1b2f5c656e3	lo	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	schließe den unteren Ablauf	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
264	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	07913ef9b1fb773cd325	qokchedy	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	lasse es abkühlen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
265	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
266	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
267	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	db167f8e9b53eefb58f8	qokshedy	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	koche sanft und beende diesen Arbeitsschritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
268	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	dd0ecaf5e27d81befffc	dal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
269	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
270	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F092:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
271	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	e0b630cb1b5df5e7105b	shcthy	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	Sobald die Zubereitung gebrauchsfertig ist	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
272	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	dd0ecaf5e27d81befffc	dal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
273	BATHHOUSE_WATERWORK	f83r	B3	f83r.14	b921a237be883a820352	sy	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
274	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	2f1c5e56e8f0ff459065	saiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B3:F093:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
275	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	abb23e5e6936b4147f76	shedal	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	für einen Zeitabschnitt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
276	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	cb57b696b815fdef9cb7	shecthy	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	warmes Wasser	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
277	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Ablauf wieder schließen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
278	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	dd0ecaf5e27d81befffc	tal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
279	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	e0b630cb1b5df5e7105b	shcthy	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	Sobald die Zubereitung gebrauchsfertig ist	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
280	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	2bc2ed2630dbdaaa6b59	dalchdy	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	behalte den Rückstand und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
281	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	4de12cf322dfb76ded1e	qotchedy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
282	BATHHOUSE_WATERWORK	f83r	B3	f83r.15	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
283	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	259b2b3b0bf859882e2c	tchedy	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
284	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	87411f84689b4f93a303	qokchdy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	erwärme es einmal und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
285	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	342c3f0777337648f4b3	cheedar	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	setze die Person an das Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
286	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	d72f71baff01cd0a0406	chldaiin	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	nach dem Absetzen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
287	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
288	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	1645e612504fcef59ced	qokain	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
289	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	e0b630cb1b5df5e7105b	checthy	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	Sobald die Zubereitung gebrauchsfertig ist	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
290	BATHHOUSE_WATERWORK	f83r	B3	f83r.16	d788d8d72d41b25a3c71	chealror	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	bis der Strom klar wird	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
291	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	3b70942557b3a40e8030	solkeedy	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
292	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	ff178343c18e287ce3b7	qoteedy	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	binde es auf die Stelle und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
293	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
294	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
295	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	dcda95c81a5460feb191	sol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F102]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
296	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	9247e38d29c79a0d2fa5	cheeety	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	nach der ersten Spülung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
297	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
298	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F103]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
299	BATHHOUSE_WATERWORK	f83r	B3	f83r.20	2f1c5e56e8f0ff459065	saiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B3:F103:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
300	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	b154ff779abe5f196c80	schedair	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	ziehe die klare Flüssigkeit ab	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
301	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	4de12cf322dfb76ded1e	otchedy	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
302	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
303	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	d784b2abcaf1a3703de2	chedain	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	beginne die Spülung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
304	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
305	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	1779decef17481ec2853	qotedaiin	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	das breite Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
306	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	54d0e228ca346110af05	otaiin	LOCAL_EXEMPLAR[Filtrat im Zielbecken auffangen;keine Kartenbedeutung]	für dieselbe Dauer wie zuvor	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
307	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	c45ebac60774620561e2	otedy	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	lasse es bis zur Klarheit ziehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
308	BATHHOUSE_WATERWORK	f83r	B3	f83r.22	04a3877f0fc81b7597c9	ldy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	ziehe es ab und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
309	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	2c82523794dcb7d2b343	soiiin	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	bis es klar ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
310	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	e0b630cb1b5df5e7105b	checthy	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	Sobald die Zubereitung gebrauchsfertig ist	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
311	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	80ebbbbf238eee9f0aef	chety	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	Gleichmäßig bearbeiten	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
312	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	54d0e228ca346110af05	otaiin	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	für dieselbe Dauer wie zuvor	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
313	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	7811a7daff25d476e28d	olsaly	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	das untere Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
314	BATHHOUSE_WATERWORK	f83r	B3	f83r.24	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
315	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
316	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	e2eb77ca9d9e1a8ba29a	qolchey	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	fülle danach das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
317	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
318	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
319	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
320	BATHHOUSE_WATERWORK	f83r	B4	f83r.25	90bcf0a9ec0ef56399e6	otal	LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung]	zum unteren Ablauf hin	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
321	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	faf321940aed922846a9	otchey	ANTEIL?=bezeichnete Teilcharge wählen ; LOCAL_ARGUMENT[Teilcharge aus B4:F112]	Nimm den bezeichneten Anteil	SELECT_PART	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
322	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	0275fbf14e07935b0a45	qokeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
323	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F112]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
324	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	dcda95c81a5460feb191	tol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F112]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
325	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
326	BATHHOUSE_WATERWORK	f83r	B4	f83r.26	eb2e4bc143f623ee03ac	qokylddy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	binde es auf die Stelle und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
327	BATHHOUSE_WATERWORK	f83r	B4	f83r.27	53cd0637c6820ba5e91f	dain	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	durch ein Tuch	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
