event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	master_card_id	surface_display	master_head_form	component_reading	previous_short_meaning_de	unique_short_meaning_de	gloss_revision	step_closure_role
346	E346	B4	f83r	f83r.37	F123	B4-S013	232195d6ff2f326322f7	MC024	qokol	qokol	OK_SET+OL_CONTINUE	Fortsetzung einsetzen	Fortsetzung ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
347	E347	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	MC128	shedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
348	E348	B4	f83r	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	MC080	or	chor	OR_BATCH	Ansatz	Ansatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
349	E349	B4	f83r	f83r.38	F124	B4-S014	b921a237be883a820352	MC123	chey	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
350	E350	B4	f83r	f83r.38	F124	B4-S014	ecce30bc8dcc400bf2c8	MC165	qockhey	qockhey	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	kurzen Durchlauf ansetzen	kurzen Durchlauf ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
351	E351	B4	f83r	f83r.38	F124	B4-S014	8aedd154964a78e555d6	MC091	dairydy	dairydy	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Wasserlauf schliessen; Schluss	Wasserlauf schliessen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
352	E352	B4	f83r	f83r.39	F125	B4-S015	1645e612504fcef59ced	MC017	qokain	okain	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
353	E353	B4	f83r	f83r.39	F125	B4-S015	b5df9126607030b95175	MC119	shey	cheey	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	klarer Auszug	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
354	E354	B4	f83r	f83r.39	F125	B4-S015	9da1b6ac2c929daea697	MC105	kain	chkain	AIN_PORTION	eine Portion	eine Portion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
355	E355	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	MC022	chckhal	chckhal	CKH_THROUGH+AL_TO	zur Zielstelle durchleiten	zur Zielstelle durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
356	E356	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	MC050	solkey	solkey	SOLK_COLLECT+E_SHORT+Y_ITEM	kurz sammeln	kurz sammeln	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
357	E357	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	MC155	lchedy	lchedy	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
358	E358	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	MC097	qolkain	olkain	OL_CONTINUE+AIN_PORTION	weitere Portion	weitere Portion	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
359	E359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	MC154	dal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
360	E360	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	MC089	skar	skar	SK_POUR+AR_FROM	von dort ausgiessen	von dort ausgiessen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
361	E361	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	MC128	shedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
362	E362	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	MC067	otchdy	otchdy	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	Folgeumsetzung; Schluss	Folgegang vollziehen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
363	E363	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	MC088	qokchdy	qokchdy	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	Umsetzung ansetzen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
364	E364	B5	f83r	f83r.47	F131	B5-S003	abb23e5e6936b4147f76	MC113	shedal	shedal	SHED_SETTLE+AL_TO	dort absetzen	dort absetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
365	E365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	MC154	dal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
366	E366	B5	f83r	f83r.48	F132	B5-S003	dcda95c81a5460feb191	MC153	cheol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
367	E367	B5	f83r	f83r.48	F132	B5-S003	8c97dfde96fbc78e3355	MC092	lol	lol	L_OUT+OL_CONTINUE	von dort weiterfuehren	von dort weiterfuehren	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
368	E368	B5	f83r	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	MC001	chdal	chdal	CHD_TRANSFER+AL_TO	dort umsetzen	dort umsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
369	E369	B5	f83r	f83r.48	F132	B5-S003	2f1c5e56e8f0ff459065	MC039	aiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
370	E370	B5	f83r	f83r.49	F133	B5-S003	dcda95c81a5460feb191	MC153	sol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
371	E371	B5	f83r	f83r.49	F133	B5-S003	fcc1deda9e24ec268eb0	MC172	daiiin	daiiin	DA+IIN_PORT_GRADE	Öffnungsstufe	Öffnungsstufe	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
372	E372	B5	f83r	f83r.49	F133	B5-S003	6f7ff8287eddf4da9fdb	MC074	chedy	chdy	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	laufenden Posten umsetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
373	E373	B6	f83r	f83r.52	F134	B6-S001	1bfd786e6b8b63734a59	MC020	solkeey	solkeey	SOLK_COLLECT+EE_LONG+Y_ITEM	länger sammeln	länger sammeln	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
374	E374	B6	f83r	f83r.52	F134	B6-S001	43eb9aa12959b4d5cdc9	MC052	qekey	qekey	MEMORIZED_WHOLE_CARD	roh	roh	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
375	E375	B6	f83r	f83r.52	F134	B6-S001	3e9c7f217843b588489d	MC046	raly	raly	AL_TO+Y_CURRENT	diesen Posten dorthin	diesen Posten dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
376	E376	B6	f83r	f83r.52	F134	B6-S001	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
377	E377	B6	f83r	f83r.54	F135	B6-S001	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
378	E378	B6	f83r	f83r.54	F135	B6-S001	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
379	E379	B6	f83r	f83r.54	F135	B6-S001	53cd0637c6820ba5e91f	MC059	dain	dain	DAIN_CLOTH_WHOLE	Tuch	Tuch	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
380	E380	B6	f83r	f83r.54	F135	B6-S001	b921a237be883a820352	MC123	chey	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
381	E381	B6	f83r	f83r.54	F135	B6-S001	97ddca78c9ebcc956d04	MC101	ldalor	ldalor	LD_END+AL_TO	Endziel	Endziel	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
