event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	trigger_origin	template_payload	required_registers	symbolic_register_effect	event_parse_status	opaque_roundtrip_atom	formal_semantic_noninheritance	binding_contract	source_lineage
292	f83r	f83r.20	B3	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E292@ff178343c18e287ce3b7	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
293	f83r	f83r.20	B3	F101	B3-S028	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:TEMPERIEREN?	ACTIVE_ITEM/PREPARATION	TEMPER(ACTIVE_ITEM/PREPARATION)	UNIQUE_EXACT	E293@0275fbf14e07935b0a45	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
294	f83r	f83r.20	B3	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:SPÜLEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	UNIQUE_EXACT	E294@7db18b2f0fb7ed0fcfd3	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
295	f83r	f83r.20	B3	F102	B3-S029	dcda95c81a5460feb191	sol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E295@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
296	f83r	f83r.20	B3	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E296@9247e38d29c79a0d2fa5	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
297	f83r	f83r.20	B3	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:SPÜLEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	UNIQUE_EXACT	E297@7db18b2f0fb7ed0fcfd3	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
298	f83r	f83r.20	B3	F103	B3-S030	276a7c2d74d1143446f4	qoky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANWENDEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION)	UNIQUE_EXACT	E298@276a7c2d74d1143446f4	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
299	f83r	f83r.20	B3	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:MASS?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_EXACT	E299@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
300	f83r	f83r.22	B3	F104	B3-S030	b154ff779abe5f196c80	schedair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E300@b154ff779abe5f196c80	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
301	f83r	f83r.22	B3	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E301@4de12cf322dfb76ded1e	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
302	f83r	f83r.22	B3	F105	B3-S031	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E302@7d25241b0e56c836372a	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
303	f83r	f83r.22	B3	F106	B3-S032	d784b2abcaf1a3703de2	chedain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E303@d784b2abcaf1a3703de2	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
304	f83r	f83r.22	B3	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E304@6f7ff8287eddf4da9fdb	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
305	f83r	f83r.22	B3	F106	B3-S032	1779decef17481ec2853	qotedaiin	FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E305@1779decef17481ec2853	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
306	f83r	f83r.22	B3	F106	B3-S032	54d0e228ca346110af05	otaiin	MARK(<ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E306@54d0e228ca346110af05	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
307	f83r	f83r.22	B3	F106	B3-S032	c45ebac60774620561e2	otedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E307@c45ebac60774620561e2	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
308	f83r	f83r.22	B3	F107	B3-S033	04a3877f0fc81b7597c9	ldy	CLOSE(LINK)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E308@04a3877f0fc81b7597c9	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
309	f83r	f83r.24	B3	F108	B3-S034	2c82523794dcb7d2b343	soiiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E309@2c82523794dcb7d2b343	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
310	f83r	f83r.24	B3	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:BEREIT?	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	UNIQUE_EXACT	E310@e0b630cb1b5df5e7105b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
311	f83r	f83r.24	B3	F108	B3-S034	80ebbbbf238eee9f0aef	chety	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E311@80ebbbbf238eee9f0aef	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
312	f83r	f83r.24	B3	F108	B3-S034	54d0e228ca346110af05	otaiin	MARK(<ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E312@54d0e228ca346110af05	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
313	f83r	f83r.24	B3	F108	B3-S034	7811a7daff25d476e28d	olsaly	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E313@7811a7daff25d476e28d	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
314	f83r	f83r.24	B3	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E314@bc4f1f5c006c74a4d26d	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
315	f83r	f83r.25	B4	F109	B4-S001	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E315@7d25241b0e56c836372a	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
316	f83r	f83r.25	B4	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E316@e2eb77ca9d9e1a8ba29a	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
317	f83r	f83r.25	B4	F110	B4-S002	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:TEMPERIEREN?	ACTIVE_ITEM/PREPARATION	TEMPER(ACTIVE_ITEM/PREPARATION)	UNIQUE_EXACT	E317@0275fbf14e07935b0a45	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
318	f83r	f83r.25	B4	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:SPÜLEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	UNIQUE_EXACT	E318@7db18b2f0fb7ed0fcfd3	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
319	f83r	f83r.25	B4	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E319@6f7ff8287eddf4da9fdb	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
320	f83r	f83r.25	B4	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	MARK(<ARG_AL>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E320@90bcf0a9ec0ef56399e6	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
321	f83r	f83r.26	B4	F112	B4-S003	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	ANTEIL?	SELECT_PART	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANTEIL?	OWNER|ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	PREVIOUS_ITEM:=ACTIVE_ITEM/PREPARATION;ACTIVE_ITEM/PREPARATION:=EXACT_SELECTED_PART	UNIQUE_EXACT	E321@faf321940aed922846a9	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
322	f83r	f83r.26	B4	F112	B4-S003	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:TEMPERIEREN?	ACTIVE_ITEM/PREPARATION	TEMPER(ACTIVE_ITEM/PREPARATION)	UNIQUE_EXACT	E322@0275fbf14e07935b0a45	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
323	f83r	f83r.26	B4	F112	B4-S003	276a7c2d74d1143446f4	qoky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANWENDEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION)	UNIQUE_EXACT	E323@276a7c2d74d1143446f4	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
324	f83r	f83r.26	B4	F112	B4-S003	dcda95c81a5460feb191	tol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E324@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
325	f83r	f83r.26	B4	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E325@bc4f1f5c006c74a4d26d	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
