context_id	source_recipe	incoming_action	incoming_argument	scope_incoming_action	next_recipe	occurrence_count	event_ids	statement_ids	physical_pages	owners_de	actual_source_factor_gate_statuses	recomputed_source_factor_gate_status	source_context_gate_matches_actual
G448-C3483	SH+CH+K+Y	S	AIIN	S	L+K+EE+D_ADDR+Y	1	G407-E2306	P1009-S278	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3484	SH+CH+K+Y	S	AIN	S	OK+EE+DY	1	G407-E1639	P1009-S109	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3485	SH+CH+K+Y	SH	AIN	NONE	R	1	G407-E1911	P1009-S200	f76r	unbebilderter Textabschnitt A2	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3486	SH+CH+K+Y	SH	Y	NONE	OK+E+Y	1	G407-E1815	P1009-S175	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3487	SH+CH+K+Y	T	Y	T	OK+E+Y	1	G407-E2212	P1009-S261	f76r	unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3488	SH+CH+T+AIIN	CH	Y	CH	OK+IIN+R	1	G407-E0146	G404-S005	f1r	F1R_TEXT_BLOCK_C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3489	SH+CH+T+E+Y	K	AIN	K	OK+E+DY	1	G407-E3553	P1009-S522	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3490	SH+CH+T+E+Y	SH	AIIN	NONE	OK+EE+DY	1	G407-E2417	P1009-S306	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3491	SH+CH+T+Y	CH	Y	CH	CHD+Y	1	G407-E2116	P1009-S243	f76r	unbebilderter Textabschnitt A7	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3492	SH+CH+T+Y	CHD	AIIN	CHD	D_ADDR+OL+K+Y	1	G407-E4568	G404-S087	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3493	SH+CH+T+Y	OK	AIIN	OK	AL	1	G407-E3585	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3494	SH+CH+T+Y	S	Y	S	S+AIN	1	G407-E2165	P1009-S252	f76r	unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3495	SH+CH+T+Y	T	Y	T	AL+CHD+DY	1	G407-E3593	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3496	SH+DY	SH	OR	NONE	NONE	1	G407-E2363	P1009-S294	f76r	unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3497	SH+D_ADDR+Y	OK	OR	OK	NONE	1	G407-E2392	P1009-S300	f76r	unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3498	SH+D_ADDR+Y	OK	Y	OK	S+OL+D_ADDR+Y	1	G407-E3618	P1009-S541	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3499	SH+D_ADDR+Y	P	AIN	P	OK+E+D_ADDR+AR	1	G407-E2217	P1009-S261	f76r	unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3500	SH+D_ADDR+Y	S	Y	S	OL+K+E+DY	1	G407-E2330	P1009-S281	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3501	SH+D_ADDR+Y	T	Y	T	A_ADDR	1	G407-E1939	P1009-S205	f76r	unbebilderter Textabschnitt A3	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3502	SH+E	P	AIIN	P	A_ADDR+T+EE+Y	1	G407-E1062	P1009-S045	f71v	erste lokale Figuren-/Sternringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3503	SH+E	SH	Y	SH	K+O+D_ADDR+SH+E+Y	1	G407-E0138	G404-S005	f1r	F1R_TEXT_BLOCK_C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3504	SH+E+AIIN	CHD	Y	CHD	SH+E+AL+OL	1	G407-E2426	P1009-S311	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3505	SH+E+AIIN	S	Y	S	O+CH+K+E+Y	1	G407-E3621	P1009-S541	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3506	SH+E+AIIN	SH	Y	NONE	SH+E+CH+K+Y	1	G407-E3218	P1009-S444	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3507	SH+E+AIIN	T	AIIN	T	CH+CH+K+E+Y	1	G407-E3441	P1009-S498	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3508	SH+E+AIN	S	Y	S	OL+AIIN	1	G407-E4449	G404-S065	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3509	SH+E+AL	CH	OR	CH	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	1	G407-E1397	P1009-S069	f72r	Tierkreis-Ringgruppe I	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3510	SH+E+AL	CHD	Y	NONE	AL	1	G407-E3771	P1009-S588	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3511	SH+E+AL	CHD	Y	NONE	SH+E+Y	1	G407-E2073	P1009-S238	f76r	unbebilderter Textabschnitt A6	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3512	SH+E+AL	OK	AIN	OK	OK+EE+DY	1	G407-E2495	P1009-S335	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3513	SH+E+AL	S	AIIN	S	SH+E+CH+T+Y	1	G407-E3589	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3514	SH+E+AL+OL	SH	AIIN	SH	CHD	1	G407-E2427	P1009-S311	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3515	SH+E+AL+S	SH	AIN	NONE	OK+EE+Y	1	G407-E1855	P1009-S185	f76r	unbebilderter Textabschnitt A0	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3516	SH+E+AR	CH	Y	CH	OL+CH+Y	1	G407-E2533	P1009-S347	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3517	SH+E+AR	CHD	Y	CHD	OL+AIIN+Y	1	G407-E2508	P1009-S341	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3518	SH+E+AR	K	AIIN	K	O+IIN	1	G407-E1363	P1009-S067	f72r	Tierkreis-Ringgruppe H	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3519	SH+E+AR	K	AIN	K	OK+E+DY	1	G407-E2285	P1009-S273	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3520	SH+E+AR	S	OR	S	AR	1	G407-E3905	P1009-S594	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3521	SH+E+AR	T	AIN	T	K+AIIN	1	G407-E0175	G404-S006	f1r	F1R_TEXT_BLOCK_D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3522	SH+E+CH+K+AL	OK	OR	NONE	AIIN	1	G407-E2988	P1009-S391	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3523	SH+E+CH+K+D_ADDR+Y	OK	Y	OK	AL	1	G407-E3563	P1009-S525	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3524	SH+E+CH+K+E+DY	K	Y	NONE	NONE	1	G407-E2783	G404-S020	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3525	SH+E+CH+K+E+DY	SH	OR	SH	NONE	1	G407-E2481	P1009-S331	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3526	SH+E+CH+K+E+Y	OK	AIIN	OK	OK+EE+DY	1	G407-E1955	P1009-S208	f76r	unbebilderter Textabschnitt A3	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3527	SH+E+CH+K+E+Y	SH	Y	SH	L+SH+EE+Y	1	G407-E2638	P1009-S372	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3528	SH+E+CH+K+Y	K	Y	K	OT+AL	1	G407-E3560	P1009-S525	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3529	SH+E+CH+K+Y	OK	AIN	OK	S+O+IIN	1	G407-E2857	G404-S043	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3530	SH+E+CH+K+Y	OK	Y	OK	OK+Y	1	G407-E3205	P1009-S441	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3531	SH+E+CH+K+Y	SH	AIIN	SH	OK+AL	1	G407-E3219	P1009-S444	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3532	SH+E+CH+P+Y	P	Y	NONE	CH+E+O+L	1	G407-E2863	G404-S044	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3533	SH+E+CH+T+CHD+Y	CHD	Y	NONE	OK+Y	1	G407-E3523	P1009-S518	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3534	SH+E+CH+T+E+D_ADDR+Y	OK	Y	NONE	SH+E+CH+T+Y	1	G407-E3664	P1009-S558	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3535	SH+E+CH+T+Y	CHD	Y	CHD	OK+E+Y	1	G407-E2056	P1009-S236	f76r	unbebilderter Textabschnitt A6	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3536	SH+E+CH+T+Y	OK	Y	OK	OL	1	G407-E1670	P1009-S116	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3537	SH+E+CH+T+Y	SH	AIIN	SH	Y	1	G407-E3590	P1009-S535	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3538	SH+E+CH+T+Y	SH	Y	NONE	OT+AL+AM_ADDR	1	G407-E2247	P1009-S268	f76r	unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3539	SH+E+CH+T+Y	T	Y	T	OT+OR	1	G407-E3665	P1009-S558	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3540	SH+E+CH+Y	T	AIIN	T	S+CH+E+T+Y	1	G407-E3609	P1009-S539	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3541	SH+E+DY	CH	AIN	CH	NONE	1	G407-E2043	P1009-S233	f76r	unbebilderter Textabschnitt A6	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3542	SH+E+DY	CH	Y	CH	NONE	2	G407-E3426|G407-E3497	P1009-S494|P1009-S508	f82r|f83r	Variantenatlas lokaler Becken und Anwendungen|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3543	SH+E+DY	CHD	AIIN	CHD	NONE	2	G407-E2503|G407-E3224	P1009-S338|P1009-S444	f77r|f82r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3544	SH+E+DY	CHD	AIN	CHD	NONE	2	G407-E3314|G407-E3625	P1009-S466|P1009-S541	f82r|f83r	Variantenatlas lokaler Becken und Anwendungen|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3545	SH+E+DY	CHD	AIN	NONE	NONE	2	G407-E2028|G407-E2245	P1009-S228|P1009-S267	f76r	unbebilderter Textabschnitt A5|unbebilderter Textabschnitt B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3546	SH+E+DY	CHD	OR	CHD	NONE	1	G407-E1560	P1009-S100	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3547	SH+E+DY	CHD	Y	CHD	NONE	6	G407-E1431|G407-E2612|G407-E3034|G407-E3079|G407-E3460|G407-E4501	G404-S073|P1009-S072|P1009-S365|P1009-S400|P1009-S413|P1009-S500	f75r|f77r|f81v|f83r|f95v	F95V_WHOLE_PLANT|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3548	SH+E+DY	CHD	Y	NONE	NONE	4	G407-E1973|G407-E2010|G407-E2917|G407-E4507	G404-S056|G404-S076|P1009-S212|P1009-S223	f76r|f81r|f95v	F81R_LOWER_POOL|F95V_WHOLE_PLANT|unbebilderter Textabschnitt A4|unbebilderter Textabschnitt A5	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3549	SH+E+DY	K	AIIN	K	NONE	3	G407-E2266|G407-E2906|G407-E3336	G404-S052|P1009-S269|P1009-S471	f76r|f81r|f82r	F81R_LOWER_POOL|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3550	SH+E+DY	K	AIN	K	NONE	3	G407-E1993|G407-E3134|G407-E4026	P1009-S214|P1009-S427|P1009-S604	f76r|f81v|f88v	gemeinsames zweireihiges Badfeld|unbebilderter Textabschnitt A4|zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3551	SH+E+DY	K	OR	K	NONE	2	G407-E2336|G407-E2997	P1009-S283|P1009-S392	f76r|f81v	gemeinsames zweireihiges Badfeld|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3552	SH+E+DY	K	Y	K	NONE	6	G407-E1579|G407-E1699|G407-E2143|G407-E3090|G407-E3097|G407-E3768	P1009-S105|P1009-S120|P1009-S247|P1009-S416|P1009-S419|P1009-S585	f75r|f76r|f81v|f83r	Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3553	SH+E+DY	K	Y	NONE	NONE	2	G407-E1776|G407-E1789	P1009-S155|P1009-S163	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3554	SH+E+DY	OK	AIIN	NONE	NONE	1	G407-E2448	P1009-S320	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3555	SH+E+DY	OK	AIIN	OK	NONE	7	G407-E2389|G407-E2414|G407-E2444|G407-E2461|G407-E2552|G407-E2597|G407-E3227	P1009-S299|P1009-S304|P1009-S316|P1009-S324|P1009-S352|P1009-S362|P1009-S445	f76r|f77r|f82r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3556	SH+E+DY	OK	AIN	NONE	NONE	1	G407-E1829	P1009-S181	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3557	SH+E+DY	OK	AIN	OK	NONE	2	G407-E1746|G407-E1778	P1009-S135|P1009-S156	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3558	SH+E+DY	OK	OR	OK	NONE	2	G407-E1852|G407-E2313	P1009-S184|P1009-S279	f76r	unbebilderter Textabschnitt A0|unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3559	SH+E+DY	OK	Y	NONE	NONE	2	G407-E3580|G407-E3695	P1009-S532|P1009-S567	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3560	SH+E+DY	OK	Y	OK	NONE	18	G407-E1520|G407-E1563|G407-E1702|G407-E1706|G407-E1723|G407-E1901|G407-E2005|G407-E2101|G407-E2104|G407-E2181|G407-E2353|G407-E2537|G407-E2736|G407-E2792|G407-E3049|G407-E3404|G407-E3662|G407-E3740	G404-S014|G404-S024|P1009-S090|P1009-S102|P1009-S121|P1009-S122|P1009-S130|P1009-S197|P1009-S218|P1009-S240|P1009-S242|P1009-S253|P1009-S290|P1009-S348|P1009-S407|P1009-S488|P1009-S556|P1009-S581	f75r|f76r|f77r|f81r|f81v|f82r|f83r	F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld|großes Bad-/Stationsblatt mit dreieckiger Insel|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt A2|unbebilderter Textabschnitt A5|unbebilderter Textabschnitt A7|unbebilderter Textabschnitt A8|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3561	SH+E+DY	P	OR	NONE	NONE	1	G407-E3614	P1009-S540	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3562	SH+E+DY	P	Y	NONE	NONE	1	G407-E2272	P1009-S271	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3563	SH+E+DY	P	Y	P	NONE	2	G407-E2628|G407-E3332	P1009-S370|P1009-S470	f77r|f82r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3564	SH+E+DY	R	Y	OK	NONE	1	G407-E1888	P1009-S194	f76r	unbebilderter Textabschnitt A1	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3565	SH+E+DY	R	Y	R	NONE	2	G407-E2839|G407-E3304	G404-S042|P1009-S463	f81r|f82r	F81R_LOWER_POOL|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3566	SH+E+DY	S	AIIN	S	NONE	2	G407-E1947|G407-E2357	P1009-S205|P1009-S291	f76r	unbebilderter Textabschnitt A3|unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3567	SH+E+DY	S	AIN	NONE	NONE	1	G407-E1717	P1009-S127	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3568	SH+E+DY	S	AIN	S	NONE	3	G407-E2032|G407-E2169|G407-E4409	G404-S062|P1009-S229|P1009-S252	f76r|f95v	F95V_WHOLE_PLANT|unbebilderter Textabschnitt A5|unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3569	SH+E+DY	S	OR	S	NONE	1	G407-E3550	P1009-S521	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3570	SH+E+DY	S	Y	S	NONE	3	G407-E1845|G407-E2869|G407-E3216	G404-S045|P1009-S183|P1009-S443	f76r|f81r|f82r	F81R_LOWER_POOL|mehrere getrennte Bad- und Leitungsstationen|unbebilderter Textabschnitt A0	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3571	SH+E+DY	SH	AIIN	NONE	NONE	2	G407-E2416|G407-E2450	P1009-S305|P1009-S321	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3572	SH+E+DY	SH	AIIN	SH	NONE	1	G407-E4553	G404-S084	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3573	SH+E+DY	SH	AIN	NONE	NONE	2	G407-E1719|G407-E3315	P1009-S128|P1009-S467	f75r|f82r	großes Bad-/Stationsblatt mit dreieckiger Insel|mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3574	SH+E+DY	SH	OR	SH	NONE	1	G407-E2881	G404-S047	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3575	SH+E+DY	SH	Y	NONE	NONE	6	G407-E1584|G407-E2006|G407-E2102|G407-E2160|G407-E2822|G407-E2824	G404-S036|G404-S037|P1009-S107|P1009-S219|P1009-S241|P1009-S250	f75r|f76r|f81r	F81R_LOWER_POOL|großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt A5|unbebilderter Textabschnitt A7|unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3576	SH+E+DY	SH	Y	SH	NONE	5	G407-E1658|G407-E1713|G407-E2159|G407-E2162|G407-E2914	G404-S054|P1009-S112|P1009-S125|P1009-S249|P1009-S251	f75r|f76r|f81r	F81R_LOWER_POOL|großes Bad-/Stationsblatt mit dreieckiger Insel|unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3577	SH+E+DY	T	AIIN	T	NONE	2	G407-E2634|G407-E3489	P1009-S371|P1009-S507	f77r|f83r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen|Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3578	SH+E+DY	T	AIN	T	NONE	1	G407-E3628	P1009-S542	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3579	SH+E+DY	T	OR	T	NONE	1	G407-E3067	P1009-S410	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3580	SH+E+DY	T	Y	T	NONE	3	G407-E3570|G407-E3673|G407-E3684	P1009-S527|P1009-S558|P1009-S561	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C3581	SH+E+D_ADDR	CH	OR	CH	NONE	1	G407-E2361	P1009-S292	f76r	unbebilderter Textabschnitt D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
