paragraph	locus	index	raw	status	N	C	T	CT	row_status
f86v5|f86v5.18-f86v5.25	f86v5.18	10	ytedy	UNREAD	[ungelesen: ytedy]	[ungelesen: ytedy]	[ungelesen: ytedy]	[ungelesen: ytedy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	11	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	1	ycheeytydaiin	UNREAD	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	2	ykeeo	UNREAD	[ungelesen: ykeeo]	[ungelesen: ykeeo]	[ungelesen: ykeeo]	[ungelesen: ykeeo]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	3	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	4	shckhy	UNREAD	[ungelesen: shckhy]	[ungelesen: shckhy]	[ungelesen: shckhy]	[ungelesen: shckhy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	5	shoky	UNREAD	[ungelesen: shoky]	[ungelesen: shoky]	[ungelesen: shoky]	[ungelesen: shoky]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	6	oty	ASSUMED	kühl	kühl	kühle	kühle	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	7	oty	ASSUMED	kühl	kühl	kühle	kühle	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	8	otain	UNREAD	[ungelesen: otain]	[ungelesen: otain]	[ungelesen: otain]	[ungelesen: otain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	9	olkchdy	UNREAD	[ungelesen: olkchdy]	[ungelesen: olkchdy]	[ungelesen: olkchdy]	[ungelesen: olkchdy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	2	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	3	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	4	ytaly	UNREAD	[ungelesen: ytaly]	[ungelesen: ytaly]	[ungelesen: ytaly]	[ungelesen: ytaly]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	5	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	6	ykaiin	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	7	otal	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	8	ytar	ASSUMED	weiterer Teil	weiterer Teil	weiterer Teil	weiterer Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	9	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	10	ytaiiil	UNREAD	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	1	oar	ASSUMED	Anteil davon	Anteil davon	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	2	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	3	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	4	okaiin	ASSUMED	Dosis des Grundansatzes	Dosis des Grundansatzes	Dosis des Grundansatzes	Dosis des Grundansatzes	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	5	yteey	ASSUMED	kühle erneut	kühle erneut	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	6	ytaiin	ASSUMED	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	7	qokees	UNREAD	[ungelesen: qokees]	[ungelesen: qokees]	[ungelesen: qokees]	[ungelesen: qokees]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	8	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	9	yteey	ASSUMED	kühle erneut	kühle erneut	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	10	qotey	UNREAD	[ungelesen: qotey]	[ungelesen: qotey]	[ungelesen: qotey]	[ungelesen: qotey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	11	lkey	UNREAD	[ungelesen: lkey]	[ungelesen: lkey]	[ungelesen: lkey]	[ungelesen: lkey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	1	ykaiin	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	2	ykeey	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	3	ykal	UNREAD	[ungelesen: ykal]	[ungelesen: ykal]	[ungelesen: ykal]	[ungelesen: ykal]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	4	chod	UNREAD	[ungelesen: chod]	[ungelesen: chod]	[ungelesen: chod]	[ungelesen: chod]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	5	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	6	oeey	UNREAD	[ungelesen: oeey]	[ungelesen: oeey]	[ungelesen: oeey]	[ungelesen: oeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	7	teodkaiin	UNREAD	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	8	otodaiin	UNREAD	[ungelesen: otodaiin]	[ungelesen: otodaiin]	[ungelesen: otodaiin]	[ungelesen: otodaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	9	okain	UNREAD	[ungelesen: okain]	[ungelesen: okain]	[ungelesen: okain]	[ungelesen: okain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	1	ykaiin	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	2	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	3	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	4	okol	ASSUMED	Grundansatz	Grundansatz	Grundansatz	Grundansatz	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	5	chokar	UNREAD	[ungelesen: chokar]	[ungelesen: chokar]	[ungelesen: chokar]	[ungelesen: chokar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	6	sheol	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	7	qokar	ASSUMED	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	8	cheey	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	9	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	10	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	11	ody	ASSUMED	Endprodukt	Endprodukt	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	1	oar	ASSUMED	Anteil davon	Anteil davon	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	2	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	3	ykain	UNREAD	[ungelesen: ykain]	[ungelesen: ykain]	[ungelesen: ykain]	[ungelesen: ykain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	4	okal	ASSUMED	Ausgangsmaterial	Ausgangsmaterial	Ausgangsmaterial	Ausgangsmaterial	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	5	kchody	UNREAD	[ungelesen: kchody]	[ungelesen: kchody]	[ungelesen: kchody]	[ungelesen: kchody]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	6	chckhy	UNREAD	[ungelesen: chckhy]	[ungelesen: chckhy]	[ungelesen: chckhy]	[ungelesen: chckhy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	7	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	8	olkar	UNREAD	[ungelesen: olkar]	[ungelesen: olkar]	[ungelesen: olkar]	[ungelesen: olkar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	9	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	1	sair	UNREAD	[ungelesen: sair]	[ungelesen: sair]	[ungelesen: sair]	[ungelesen: sair]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	2	kain	UNREAD	[ungelesen: kain]	[ungelesen: kain]	[ungelesen: kain]	[ungelesen: kain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	3	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	4	alosheey	UNREAD	[ungelesen: alosheey]	[ungelesen: alosheey]	[ungelesen: alosheey]	[ungelesen: alosheey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	5	qoeey	UNREAD	[ungelesen: qoeey]	[ungelesen: qoeey]	[ungelesen: qoeey]	[ungelesen: qoeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	6	lkesy	UNREAD	[ungelesen: lkesy]	[ungelesen: lkesy]	[ungelesen: lkesy]	[ungelesen: lkesy]	recorded
f93r|f93r.1-f93r.32	f93r.1	1	kodshol	UNREAD	[ungelesen: kodshol]	[ungelesen: kodshol]	[ungelesen: kodshol]	[ungelesen: kodshol]	recorded
f93r|f93r.1-f93r.32	f93r.1	2	otolsheeos	UNREAD	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	recorded
f93r|f93r.1-f93r.32	f93r.1	3	octhodaly	UNREAD	[ungelesen: octhodaly]	[ungelesen: octhodaly]	[ungelesen: octhodaly]	[ungelesen: octhodaly]	recorded
f93r|f93r.1-f93r.32	f93r.1	4	opalepam	UNREAD	[ungelesen: opalepam]	[ungelesen: opalepam]	[ungelesen: opalepam]	[ungelesen: opalepam]	recorded
f93r|f93r.1-f93r.32	f93r.1	5	oepchksheey	UNREAD	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	recorded
f93r|f93r.1-f93r.32	f93r.1	6	qotodain	UNREAD	[ungelesen: qotodain]	[ungelesen: qotodain]	[ungelesen: qotodain]	[ungelesen: qotodain]	recorded
f93r|f93r.1-f93r.32	f93r.1	7	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.1	8	oar	ASSUMED	Anteil davon	Anteil davon	Anteil davon	Anteil davon	recorded
f93r|f93r.1-f93r.32	f93r.2	1	ycham	UNREAD	[ungelesen: ycham]	[ungelesen: ycham]	[ungelesen: ycham]	[ungelesen: ycham]	recorded
f93r|f93r.1-f93r.32	f93r.2	2	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	3	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f93r|f93r.1-f93r.32	f93r.2	4	chotom	UNREAD	[ungelesen: chotom]	[ungelesen: chotom]	[ungelesen: chotom]	[ungelesen: chotom]	recorded
f93r|f93r.1-f93r.32	f93r.2	5	cthodar	UNREAD	[ungelesen: cthodar]	[ungelesen: cthodar]	[ungelesen: cthodar]	[ungelesen: cthodar]	recorded
f93r|f93r.1-f93r.32	f93r.2	6	sheo	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.2	7	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	8	oteodal	UNREAD	[ungelesen: oteodal]	[ungelesen: oteodal]	[ungelesen: oteodal]	[ungelesen: oteodal]	recorded
f93r|f93r.1-f93r.32	f93r.2	9	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	10	ofchoshy	UNREAD	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	recorded
f93r|f93r.1-f93r.32	f93r.2	11	cthoshol	UNREAD	[ungelesen: cthoshol]	[ungelesen: cthoshol]	[ungelesen: cthoshol]	[ungelesen: cthoshol]	recorded
f93r|f93r.1-f93r.32	f93r.3	1	dsho	UNREAD	[ungelesen: dsho]	[ungelesen: dsho]	[ungelesen: dsho]	[ungelesen: dsho]	recorded
f93r|f93r.1-f93r.32	f93r.3	2	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	3	dalody	UNREAD	[ungelesen: dalody]	[ungelesen: dalody]	[ungelesen: dalody]	[ungelesen: dalody]	recorded
f93r|f93r.1-f93r.32	f93r.3	4	ytchchy	UNREAD	[ungelesen: ytchchy]	[ungelesen: ytchchy]	[ungelesen: ytchchy]	[ungelesen: ytchchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	5	dam	ASSUMED	Restmenge	Restmenge	Restmenge	Restmenge	recorded
f93r|f93r.1-f93r.32	f93r.3	6	chody	ASSUMED	getrocknetes Material	getrocknetes Material	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.3	7	dal	ASSUMED	Maß	Maß	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	8	ol	ASSUMED	mit	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.3	9	schodchy	UNREAD	[ungelesen: schodchy]	[ungelesen: schodchy]	[ungelesen: schodchy]	[ungelesen: schodchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	10	qotchd	UNREAD	[ungelesen: qotchd]	[ungelesen: qotchd]	[ungelesen: qotchd]	[ungelesen: qotchd]	recorded
f93r|f93r.1-f93r.32	f93r.4	1	sol	UNREAD	[ungelesen: sol]	[ungelesen: sol]	[ungelesen: sol]	[ungelesen: sol]	recorded
f93r|f93r.1-f93r.32	f93r.4	2	shotol	UNREAD	[ungelesen: shotol]	[ungelesen: shotol]	[ungelesen: shotol]	[ungelesen: shotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	3	qokchodal	UNREAD	[ungelesen: qokchodal]	[ungelesen: qokchodal]	[ungelesen: qokchodal]	[ungelesen: qokchodal]	recorded
f93r|f93r.1-f93r.32	f93r.4	4	shody	ASSUMED	benetztes Material	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.4	5	chotol	UNREAD	[ungelesen: chotol]	[ungelesen: chotol]	[ungelesen: chotol]	[ungelesen: chotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	6	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.4	7	otol	UNREAD	[ungelesen: otol]	[ungelesen: otol]	[ungelesen: otol]	[ungelesen: otol]	recorded
f93r|f93r.1-f93r.32	f93r.4	8	ytchdg	UNREAD	[ungelesen: ytchdg]	[ungelesen: ytchdg]	[ungelesen: ytchdg]	[ungelesen: ytchdg]	recorded
f93r|f93r.1-f93r.32	f93r.5	1	ol	ASSUMED	mit	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.5	2	chody	ASSUMED	getrocknetes Material	getrocknetes Material	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.5	3	cfhol	UNREAD	[ungelesen: cfhol]	[ungelesen: cfhol]	[ungelesen: cfhol]	[ungelesen: cfhol]	recorded
f93r|f93r.1-f93r.32	f93r.5	4	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.5	5	qokol	ASSUMED	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	recorded
f93r|f93r.1-f93r.32	f93r.5	6	otodar	UNREAD	[ungelesen: otodar]	[ungelesen: otodar]	[ungelesen: otodar]	[ungelesen: otodar]	recorded
f93r|f93r.1-f93r.32	f93r.5	7	chodain	UNREAD	[ungelesen: chodain]	[ungelesen: chodain]	[ungelesen: chodain]	[ungelesen: chodain]	recorded
f93r|f93r.1-f93r.32	f93r.6	1	tar	UNREAD	[ungelesen: tar]	[ungelesen: tar]	[ungelesen: tar]	[ungelesen: tar]	recorded
f93r|f93r.1-f93r.32	f93r.6	2	otor	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.6	3	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	4	cho	ASSUMED	Inneres	Inneres	Inneres	Inneres	recorded
f93r|f93r.1-f93r.32	f93r.6	5	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	6	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f93r|f93r.1-f93r.32	f93r.6	7	sheoees	UNREAD	[ungelesen: sheoees]	[ungelesen: sheoees]	[ungelesen: sheoees]	[ungelesen: sheoees]	recorded
f93r|f93r.1-f93r.32	f93r.7	1	shor	ASSUMED	Samen	Samen	Samen	Samen	recorded
f93r|f93r.1-f93r.32	f93r.7	2	shol	ASSUMED	feucht	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.7	3	ody	ASSUMED	Endprodukt	Endprodukt	Endprodukt	Endprodukt	recorded
f93r|f93r.1-f93r.32	f93r.7	4	cheodaiin	UNREAD	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.7	5	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	1	lor	ASSUMED	mit	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.8	2	sheeody	UNREAD	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	recorded
f93r|f93r.1-f93r.32	f93r.8	3	chodaiin	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.8	4	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	5	odar	UNREAD	[ungelesen: odar]	[ungelesen: odar]	[ungelesen: odar]	[ungelesen: odar]	recorded
f93r|f93r.1-f93r.32	f93r.9	1	shodam	UNREAD	[ungelesen: shodam]	[ungelesen: shodam]	[ungelesen: shodam]	[ungelesen: shodam]	recorded
f93r|f93r.1-f93r.32	f93r.9	2	okcheody	UNREAD	[ungelesen: okcheody]	[ungelesen: okcheody]	[ungelesen: okcheody]	[ungelesen: okcheody]	recorded
f93r|f93r.1-f93r.32	f93r.9	3	cthoctho'l	UNREAD	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	recorded
f93r|f93r.1-f93r.32	f93r.10	1	ychos	ASSUMED	zerkleinere	zerkleinere	zerkleinere	zerkleinere	recorded
f93r|f93r.1-f93r.32	f93r.10	2	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f93r|f93r.1-f93r.32	f93r.10	3	keol	UNREAD	[ungelesen: keol]	[ungelesen: keol]	[ungelesen: keol]	[ungelesen: keol]	recorded
f93r|f93r.1-f93r.32	f93r.10	4	cheol	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.10	5	ckhody	UNREAD	[ungelesen: ckhody]	[ungelesen: ckhody]	[ungelesen: ckhody]	[ungelesen: ckhody]	recorded
f93r|f93r.1-f93r.32	f93r.11	1	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	2	oteol	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	3	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.11	4	odam	UNREAD	[ungelesen: odam]	[ungelesen: odam]	[ungelesen: odam]	[ungelesen: odam]	recorded
f93r|f93r.1-f93r.32	f93r.11	5	sheo	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	6	al	ASSUMED	davon	davon	davon	davon	recorded
f93r|f93r.1-f93r.32	f93r.11	7	sal	UNREAD	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	recorded
f93r|f93r.1-f93r.32	f93r.12	1	qokor	ASSUMED	erhitze	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.12	2	shey	UNREAD	[ungelesen: shey]	[ungelesen: shey]	[ungelesen: shey]	[ungelesen: shey]	recorded
f93r|f93r.1-f93r.32	f93r.12	3	okcheor	UNREAD	[ungelesen: okcheor]	[ungelesen: okcheor]	[ungelesen: okcheor]	[ungelesen: okcheor]	recorded
f93r|f93r.1-f93r.32	f93r.12	4	sheodom	UNREAD	[ungelesen: sheodom]	[ungelesen: sheodom]	[ungelesen: sheodom]	[ungelesen: sheodom]	recorded
f93r|f93r.1-f93r.32	f93r.13	1	shodaiin	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	2	qotchy	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f93r|f93r.1-f93r.32	f93r.13	3	kchol	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	4	r	ASSUMED	darauf	darauf	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.14	1	ychey	UNREAD	[ungelesen: ychey]	[ungelesen: ychey]	[ungelesen: ychey]	[ungelesen: ychey]	recorded
f93r|f93r.1-f93r.32	f93r.14	2	ckhos	UNREAD	[ungelesen: ckhos]	[ungelesen: ckhos]	[ungelesen: ckhos]	[ungelesen: ckhos]	recorded
f93r|f93r.1-f93r.32	f93r.14	3	okcheod	UNREAD	[ungelesen: okcheod]	[ungelesen: okcheod]	[ungelesen: okcheod]	[ungelesen: okcheod]	recorded
f93r|f93r.1-f93r.32	f93r.14	4	chr	ASSUMED	Blütenrest	Blütenrest	Blütenrest	Blütenrest	recorded
f93r|f93r.1-f93r.32	f93r.15	1	ochol	UNREAD	[ungelesen: ochol]	[ungelesen: ochol]	[ungelesen: ochol]	[ungelesen: ochol]	recorded
f93r|f93r.1-f93r.32	f93r.15	2	shodal	UNREAD	[ungelesen: shodal]	[ungelesen: shodal]	[ungelesen: shodal]	[ungelesen: shodal]	recorded
f93r|f93r.1-f93r.32	f93r.15	3	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.15	4	cheodam	UNREAD	[ungelesen: cheodam]	[ungelesen: cheodam]	[ungelesen: cheodam]	[ungelesen: cheodam]	recorded
