gdt466_label_id	gdt465_label_id	gdt464_label_id	gdt463_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	gdt463_hybrid_status	gdt464_hybrid_status	surface_segmentation	prefix_stem	prefix_recipe	internal_stem_trace	suffix_stem	suffix_recipe	owner_family_stem_trace	known_function_character_count	remaining_learned_character_count	surface_character_count	known_function_fraction	ordered_function_recipe_trace	revised_short_default_de	gdt464_change	strongest_rival	image_object_id	review_image_sha256	gdt465_hybrid_status	gdt465_change	gdt465_decision_evidence	gdt466_hybrid_status	gdt466_change	gdt466_decision_evidence
G466-L090	G465-L090	G464-L090	G463-L090	P1008-E1093	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	otorain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	NONE	ain	AIN	otora=DROGENFAMILIE	5	2	7	0.714286	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L091	G465-L091	G464-L091	G463-L091	P1008-E1175	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	ykocfhy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	[DROGENNAME:yko]|cfhy	NONE	NONE	NONE	cfhy	CH+LOCAL_CHAR_F+Y	NONE	4	3	7	0.571429	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	UNCHANGED	EMBEDDED_EXACT_CARD_IS_NAME_OR_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L092	G465-L092	G464-L092	G463-L092	P1008-E1176	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	saldam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:al=AL	am	AM_ADDR	NONE	4	2	6	0.666667	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L093	G465-L093	G464-L093	G463-L093	P1008-E1177	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	sydarary	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:dar=D_ADDR+AR|5:ar=AR	NONE	NONE	arar=DROGENFAMILIE|dara=DROGENFAMILIE	5	3	8	0.625000	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L094	G465-L094	G464-L094	G463-L094	P1008-E1178	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	yddy	DRUG_OR_INGREDIENT_OBJECT	WHOLE_LEARNED_LABEL	FULL_FUNCTION_FORMULA	y|d|dy	yddy	Y+D_ADDR+Y	NONE	NONE	NONE	NONE	4	0	4	1.000000	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	YDY_OVERLAPPING_TWO_ARM_PACKAGE	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L095	G465-L095	G464-L095	G463-L095	P1008-E1179	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	odory	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ory	OR+Y	NONE	3	2	5	0.600000	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L096	G465-L096	G464-L096	G463-L096	P1008-E1180	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	doly	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	oly	OL+Y	NONE	3	1	4	0.750000	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L097	G465-L097	G464-L097	G463-L097	P1008-E1181	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	opchosam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	am	AM_ADDR	NONE	2	6	8	0.250000	AM_ADDR	[DROGENNAME:opchos] · HIER	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L098	G465-L098	G464-L098	G463-L098	P1008-E1182	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:al=AL|7:sh=SH	ol	OL	NONE	6	6	12	0.500000	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L099	G465-L099	G464-L099	G463-L099	P1008-E1228	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	otold	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	otol	OT+OL	NONE	NONE	NONE	NONE	4	1	5	0.800000	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L100	G465-L100	G464-L100	G463-L100	P1008-E1233	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	oiin	O+IIN	NONE	4	6	10	0.400000	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L101	G465-L101	G464-L101	G463-L101	P1008-E1296	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	korainy	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	korain|y	korain	K+OR+AIN	NONE	y	Y	NONE	7	0	7	1.000000	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	UNCHANGED	EMBEDDED_EXACT_CARD_IS_NAME_OR_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L102	G465-L102	G464-L102	G463-L102	P1008-E1300	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	oporain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ain	AIN	NONE	3	4	7	0.428571	AIN	[DROGENNAME:opor] · ANTEIL	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L103	G465-L103	G464-L103	G463-L103	P1008-E1301	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	okshdchos	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	2:sh=SH	NONE	NONE	NONE	4	5	9	0.444444	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L104	G465-L104	G464-L104	G463-L104	P1008-E1409	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	yorain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ain	AIN	NONE	3	3	6	0.500000	AIN	[DROGENNAME:yor] · ANTEIL	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L105	G465-L105	G464-L105	G463-L105	P1008-E1410	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ofakal	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	of|[DROGENNAME:ak]|al	of	O+LOCAL_CHAR_F	NONE	al	AL	NONE	4	2	6	0.666667	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L106	G465-L106	G464-L106	G463-L106	P1008-E1412	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	ytarem	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:ar=AR	NONE	NONE	NONE	2	4	6	0.333333	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L107	G465-L107	G464-L107	G463-L107	P1008-E1413	f89r	PHARMA	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	otolarol	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	otol	OT+OL	4:ar=AR	ol	OL	NONE	8	0	8	1.000000	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
