group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
147	A1	f67r2	f67r2.65	1	A1:G147	A1_RIGHT_PHASE_STATION_02	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_02.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
148	A1	f67r2	f67r2.66	1	A1:G148	A1_RIGHT_PHASE_STATION_03	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_03.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
149	A1	f67r2	f67r2.67	1	A1:G149	A1_RIGHT_PHASE_STATION_04	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_04.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
150	A1	f67r2	f67r2.68	1	A1:G150	A1_RIGHT_PHASE_STATION_05	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_05.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
151	A1	f67r2	f67r2.69	1	A1:G151	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_06.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
152	A1	f67r2	f67r2.69	2	A1:G152	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_06.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
153	A1	f67r2	f67r2.70	1	A1:G153	A1_RIGHT_PHASE_STATION_07	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_07.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
154	A1	f67r2	f67r2.71	1	A1:G154	A1_RIGHT_PHASE_STATION_08	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_08.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
155	A1	f67r2	f67r2.72	1	A1:G155	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
156	A1	f67r2	f67r2.72	2	A1:G156	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
157	A1	f67r2	f67r2.72	3	A1:G157	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
158	A1	f67r2	f67r2.72	4	A1:G158	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
159	A1	f67r2	f67r2.72	5	A1:G159	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 5 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
160	A1	f67r2	f67r2.72	6	A1:G160	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 6 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
161	A1	f67r2	f67r2.72	7	A1:G161	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 7 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
162	A1	f67r2	f67r2.72	8	A1:G162	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 8 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
163	A1	f67r2	f67r2.72	9	A1:G163	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 9 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
164	A1	f67r2	f67r2.72	10	A1:G164	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 10 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
165	A1	f67r2	f67r2.72	11	A1:G165	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 11 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
166	A1	f67r2	f67r2.72	12	A1:G166	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 12 am Besitzer A1_LEFT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
167	A1	f67r2	f67r2.73	1	A1:G167	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
168	A1	f67r2	f67r2.73	2	A1:G168	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
169	A1	f67r2	f67r2.73	3	A1:G169	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
170	A1	f67r2	f67r2.73	4	A1:G170	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
171	A1	f67r2	f67r2.73	5	A1:G171	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 5 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
172	A1	f67r2	f67r2.73	6	A1:G172	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 6 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
173	A1	f67r2	f67r2.73	7	A1:G173	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 7 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
174	A1	f67r2	f67r2.73	8	A1:G174	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 8 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
175	A1	f67r2	f67r2.73	9	A1:G175	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 9 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
176	A1	f67r2	f67r2.73	10	A1:G176	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 10 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
177	A1	f67r2	f67r2.73	11	A1:G177	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 11 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
178	A1	f67r2	f67r2.74	1	A1:G178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
179	A1	f67r2	f67r2.74	2	A1:G179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
180	A1	f67r2	f67r2.74	3	A1:G180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
181	A1	f67r2	f67r2.74	4	A1:G181	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
182	A1	f67r2	f67r2.74	5	A1:G182	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 5 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
183	A1	f67r2	f67r2.74	6	A1:G183	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 6 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
184	A1	f67r2	f67r2.74	7	A1:G184	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 7 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
185	A1	f67r2	f67r2.74	8	A1:G185	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 8 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
186	A1	f67r2	f67r2.74	9	A1:G186	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 9 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
187	A1	f67r2	f67r2.74	10	A1:G187	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 10 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
188	A1	f67r2	f67r2.74	11	A1:G188	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 11 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
189	A1	f67r2	f67r2.74	12	A1:G189	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 12 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
190	A1	f67r2	f67r2.74	13	A1:G190	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 13 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
191	A2	f68r1	f68r1.1	1	A2:G001	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
192	A2	f68r1	f68r1.1	2	A2:G002	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 2 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
193	A2	f68r1	f68r1.1	3	A2:G003	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 3 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
194	A2	f68r1	f68r1.1	4	A2:G004	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 4 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
