unified_serial	compiler_mode	page	unit_id	local_address	visible_or_opaque_identity	registered_identity	default_meaning_de	continuous_reading_de	owner_or_namespace
636	LOCAL_ASTRO_NOMENCLATOR	f68r1	A2	f68r1.37:5	A2:G065	A2:G065	örtliches Sternort- oder Feldzeichen	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	A2_LOCAL_OWNER_UNRESOLVED
637	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:1	A3:G001	A3:G001	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
638	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:2	A3:G002	A3:G002	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
639	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:3	A3:G003	A3:G003	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
640	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:4	A3:G004	A3:G004	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
641	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:5	A3:G005	A3:G005	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
642	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:6	A3:G006	A3:G006	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
643	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:7	A3:G007	A3:G007	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
644	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:8	A3:G008	A3:G008	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
645	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:9	A3:G009	A3:G009	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
646	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:10	A3:G010	A3:G010	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
647	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:11	A3:G011	A3:G011	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
648	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:12	A3:G012	A3:G012	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
649	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:13	A3:G013	A3:G013	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
650	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:14	A3:G014	A3:G014	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
651	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:15	A3:G015	A3:G015	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
652	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:16	A3:G016	A3:G016	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
653	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:17	A3:G017	A3:G017	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
654	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:18	A3:G018	A3:G018	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
655	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:19	A3:G019	A3:G019	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
656	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:20	A3:G020	A3:G020	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
657	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:21	A3:G021	A3:G021	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
658	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:22	A3:G022	A3:G022	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
659	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:23	A3:G023	A3:G023	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
660	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:24	A3:G024	A3:G024	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
661	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:25	A3:G025	A3:G025	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
662	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:26	A3:G026	A3:G026	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
663	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:27	A3:G027	A3:G027	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
664	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:28	A3:G028	A3:G028	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
665	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:29	A3:G029	A3:G029	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
666	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:30	A3:G030	A3:G030	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
667	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:31	A3:G031	A3:G031	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
668	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:32	A3:G032	A3:G032	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
669	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:33	A3:G033	A3:G033	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
670	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:34	A3:G034	A3:G034	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
671	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:35	A3:G035	A3:G035	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
672	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:36	A3:G036	A3:G036	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
673	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:37	A3:G037	A3:G037	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
674	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:38	A3:G038	A3:G038	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
675	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:39	A3:G039	A3:G039	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
676	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.1:40	A3:G040	A3:G040	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_WHEEL_ONLY
677	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:1	A3:G041	A3:G041	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
678	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:2	A3:G042	A3:G042	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
679	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:3	A3:G043	A3:G043	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
680	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:4	A3:G044	A3:G044	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
681	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:5	A3:G045	A3:G045	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
682	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:6	A3:G046	A3:G046	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
683	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:7	A3:G047	A3:G047	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
684	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:8	A3:G048	A3:G048	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
685	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:9	A3:G049	A3:G049	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
686	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:10	A3:G050	A3:G050	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
687	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:11	A3:G051	A3:G051	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
688	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:12	A3:G052	A3:G052	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
689	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:13	A3:G053	A3:G053	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
690	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:14	A3:G054	A3:G054	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
691	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:15	A3:G055	A3:G055	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
692	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:16	A3:G056	A3:G056	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
693	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:17	A3:G057	A3:G057	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
694	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:18	A3:G058	A3:G058	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
695	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:19	A3:G059	A3:G059	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
696	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:20	A3:G060	A3:G060	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
697	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:21	A3:G061	A3:G061	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
698	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:22	A3:G062	A3:G062	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
699	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:23	A3:G063	A3:G063	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
700	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:24	A3:G064	A3:G064	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
701	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:25	A3:G065	A3:G065	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_ONLY
