edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
3849	G407-E3849	G407-S650	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	salsaly	S+AL+S+AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten und wähle ihn; zum Zielgefäß im äußeren Zweig und zum Zielgefäß im inneren Zweig.	Wähle den Drogenposten und wähle ihn; beim ersten Wählen: zum Zielgefäß im äußeren Zweig; beim zweiten Wählen: zum Zielgefäß im inneren Zweig.	Wähle den Drogenposten und wähle ihn; zum Zielgefäß im äußeren Zweig und zum Zielgefäß im inneren Zweig.	CHANGED_EVENT_KEYED_SCOPE_CARD	GDT579-P08	INTERRUPTED_SLOT_EXPLICIT	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3850	G407-E3850	G407-S650	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dchey	CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3851	G407-E3851	G407-S650	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3852	G407-E3852	G407-S650	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3853	G407-E3853	G407-S650	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekol	CARRIER_Q+O+E+K+OL	STATE_CARD	OL	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3854	G407-E3854	G407-S650	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekol	CARRIER_Q+O+E+K+OL	STATE_CARD	OL	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3855	G407-E3855	G407-S650	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qockhol	CARRIER_Q+O+CH+K+OL	STATE_CARD	OL	Weiter: nimm denselben Mengenwert und gib ihn zu; als neuen Einsatz und als Ausführung.	Weiter: nimm denselben Mengenwert und gib ihn zu; als neuen Einsatz und als Ausführung.	Weiter: nimm denselben Mengenwert und gib ihn zu; als neuen Einsatz und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3856	G407-E3856	G407-S650	8	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Mengenwert als Ansatz an.	Weiter: setze denselben Mengenwert als Ansatz an.	Weiter: setze denselben Mengenwert als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3857	G407-E3857	G407-S650	9	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3858	G407-E3858	G407-S650	10	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dsheol	SH+E+OL	STATE_CARD	OL	Weiter: halte denselben Mengenwert; auf Grad I.	Weiter: halte denselben Mengenwert; auf Grad I.	Weiter: halte denselben Mengenwert; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3859	G407-E3859	G407-S650	11	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3860	G407-E3860	G407-S650	12	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3861	G407-E3861	G407-S650	13	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3862	G407-E3862	G407-S650	14	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3863	G407-E3863	G407-S650	15	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3864	G407-E3864	G407-S650	16	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3865	G407-E3865	G407-S650	17	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oteor	OT+E+OR	STATE_CARD	OT	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3866	G407-E3866	G407-S650	18	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Mengenwert.	Im laufenden Gang nimm den Mengenwert.	Im laufenden Gang nimm den Mengenwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3867	G407-E3867	G407-S650	19	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chosals	CH+O+S+AL+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Mengenwert, wähle ihn und wähle ihn; zum Zielgefäß; als Ausführung.	Nimm denselben Mengenwert, wähle ihn und wähle ihn; zum Zielgefäß; als Ausführung.	Nimm denselben Mengenwert, wähle ihn und wähle ihn; zum Zielgefäß; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3868	G407-E3868	G407-S650	20	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	teol	E+OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3869	G407-E3869	G407-S650	21	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3870	G407-E3870	G407-S650	22	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	olsheody	O+L+SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; beim Halten: als Ausführung; über die Gefäßverbindung; auf Grad I; beim Halten: erneut als Ausführung; an der D-Stelle.	Halte den Drogenposten; beim Halten: als Ausführung; über die Gefäßverbindung; auf Grad I; beim Halten: erneut als Ausführung; an der D-Stelle.	Halte den Drogenposten; beim Halten: als Ausführung; über die Gefäßverbindung; auf Grad I; beim Halten: erneut als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3871	G407-E3871	G407-S650	23	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeol	OK+E+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3872	G407-E3872	G407-S650	24	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shoy	SH+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; als Ausführung.	Halte den Drogenposten; als Ausführung.	Halte den Drogenposten; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3873	G407-E3873	G407-S650	25	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Drogenposten.	Weiter im laufenden Gang: halte denselben Drogenposten.	Weiter im laufenden Gang: halte denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3874	G407-E3874	G407-S650	26	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheeol	SH+EE+OL	STATE_CARD	OL	Weiter: halte denselben Drogenposten; auf Grad II.	Weiter: halte denselben Drogenposten; auf Grad II.	Weiter: halte denselben Drogenposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3875	G407-E3875	G407-S650	27	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	STATE_CARD	OL	Weiter: halte denselben Drogenposten; auf Grad I; an der D-Stelle und mit der g-Variante.	Weiter: halte denselben Drogenposten; auf Grad I; an der D-Stelle und mit der g-Variante.	Weiter: halte denselben Drogenposten; auf Grad I; an der D-Stelle und mit der g-Variante.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3876	G407-E3876	G407-S650	28	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ychey	Y+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den äußeren Drogenposten und den inneren Drogenposten.	Im laufenden Gang halte den äußeren Drogenposten und den inneren Drogenposten.	Im laufenden Gang halte den äußeren Drogenposten und den inneren Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3877	G407-E3877	G407-S650	29	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3878	G407-E3878	G407-S650	30	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3879	G407-E3879	G407-S650	31	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Mengenwert und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Mengenwert und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Mengenwert und markiere ihn; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3880	G407-E3880	G407-S650	32	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: markiere denselben Mengenwert.	Weiter im laufenden Gang: markiere denselben Mengenwert.	Weiter im laufenden Gang: markiere denselben Mengenwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3881	G407-E3881	G407-S650	33	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chorcholsal	CH+OR+OL+S+AL	STATE_CARD	OL	Weiter: nimm die Ansatzeinheit und wähle sie; zum Zielgefäß.	Weiter: nimm die Ansatzeinheit und wähle sie; zum Zielgefäß.	Weiter: nimm die Ansatzeinheit und wähle sie; zum Zielgefäß.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3882	G407-E3882	G407-S651	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poeear	P+O+EE+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze dieselbe Ansatzeinheit ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	Setze dieselbe Ansatzeinheit ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	Setze dieselbe Ansatzeinheit ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3883	G407-E3883	G407-S651	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheoky	SH+E+OK+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten und setze ihn als Ansatz an; auf Grad I.	Halte den Drogenposten und setze ihn als Ansatz an; auf Grad I.	Halte den Drogenposten und setze ihn als Ansatz an; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3884	G407-E3884	G407-S651	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	olkeey	OL+K+EE+Y	STATE_CARD	OL	Weiter: gib den Drogenposten zu; auf Grad II.	Weiter: gib den Drogenposten zu; auf Grad II.	Weiter: gib den Drogenposten zu; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3885	G407-E3885	G407-S651	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cthol	CH+T+OL	STATE_CARD	OL	Weiter: nimm denselben Drogenposten und stelle ihn ein.	Weiter: nimm denselben Drogenposten und stelle ihn ein.	Weiter: nimm denselben Drogenposten und stelle ihn ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3886	G407-E3886	G407-S651	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poldy	P+OL+D_ADDR+Y	STATE_CARD	OL	Weiter: setze den Drogenposten ein; an der D-Stelle.	Weiter: setze den Drogenposten ein; an der D-Stelle.	Weiter: setze den Drogenposten ein; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3887	G407-E3887	G407-S651	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3888	G407-E3888	G407-S651	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okoldy	OK+OL+DY	STATE_CARD	OL+DY	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	Weiter: setze denselben Drogenposten als Ansatz an; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3889	G407-E3889	G407-S652	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3890	G407-E3890	G407-S652	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3891	G407-E3891	G407-S652	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3892	G407-E3892	G407-S652	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3893	G407-E3893	G407-S652	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	Weiter im laufenden Gang: setze denselben Drogenposten als Ansatz an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3894	G407-E3894	G407-S652	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; auf Grad II.	Halte den Drogenposten; auf Grad II.	Halte den Drogenposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3895	G407-E3895	G407-S652	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte die Ansatzeinheit.	Im laufenden Gang halte die Ansatzeinheit.	Im laufenden Gang halte die Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3896	G407-E3896	G407-S652	8	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	Im laufenden Gang halte den Mengenwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3897	G407-E3897	G407-S652	9	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oldal	OL+DA+L	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	Weiter im laufenden Gang: halte denselben Mengenwert; auf der zweiten Stufe; über die Gefäßverbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3898	G407-E3898	G407-S652	10	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ykar	Y+K+AR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten zu; vom Ausgangsgefäß.	Gib den Drogenposten zu; vom Ausgangsgefäß.	Gib den Drogenposten zu; vom Ausgangsgefäß.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3899	G407-E3899	G407-S652	11	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3900	G407-E3900	G407-S652	12	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	Weiter im laufenden Gang: nimm denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3901	G407-E3901	G407-S652	13	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Drogenposten.	Im laufenden Gang nimm den Drogenposten.	Im laufenden Gang nimm den Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3902	G407-E3902	G407-S652	14	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ckhey	CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und gib ihn zu; auf Grad I.	Nimm den Drogenposten und gib ihn zu; auf Grad I.	Nimm den Drogenposten und gib ihn zu; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3903	G407-E3903	G407-S652	15	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	Wähle denselben Drogenposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
3904	G407-E3904	G407-S652	16	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Ansatzeinheit.	Im laufenden Gang wähle die Ansatzeinheit.	Im laufenden Gang wähle die Ansatzeinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
