selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V03753	P+OL+D_ADDR+AR+A_ADDR+IIN+S	ATOM_DELETION	NEUTRAL_READABLE	G447-N20892	OL+D_ADDR+AR+A_ADDR+IIN+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03754	P+OL+D_ADDR+AR+A_ADDR+IIN+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N20899	CH+OL+D_ADDR+AR+A_ADDR+IIN+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03755	P+OL+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N20919	OL+P+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03756	P+OL+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N20922	OL+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03757	P+OL+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N20926	CH+OL+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03758	P+OL+EE+D_ADDR+AR+AN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N20938	OL+P+EE+D_ADDR+AR+AN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03759	P+OL+EE+D_ADDR+AR+AN	ATOM_DELETION	NEUTRAL_READABLE	G447-N20943	OL+EE+D_ADDR+AR+AN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03760	P+OL+EE+D_ADDR+AR+AN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N20949	CH+OL+EE+D_ADDR+AR+AN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03761	P+OL+SH+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N20963	OL+P+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03762	P+OL+SH+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N20966	OL+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03763	P+OL+SH+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N20970	CH+OL+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03764	P+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N20990	OR+P	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03765	P+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N20991	OR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03766	P+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N20993	CH+OR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03767	P+OT+CH+OK+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21004	OT+P+CH+OK+OR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03768	P+OT+CH+OK+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21008	OT+CH+OK+OR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03769	P+OT+CH+OK+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21013	CH+OT+CH+OK+OR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03770	P+OT+CH+OK+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21019	P+OT+CH+CHD+OR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03771	P+SH+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21041	P+AL+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03772	P+SH+AL	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21042	SH+P+AL	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03773	P+SH+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N21043	P+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03774	P+SH+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21048	K+SH+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03775	P+SH+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21046	CH+SH+AL	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03776	P+SH+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21065	P+AR+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03777	P+SH+AR	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21066	SH+P+AR	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03778	P+SH+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21067	P+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03779	P+SH+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21072	K+SH+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03780	P+SH+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21070	CH+SH+AR	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03781	P+SH+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21089	P+DY+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03782	P+SH+DY	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21090	SH+P+DY	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03783	P+SH+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N21091	P+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03784	P+SH+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21096	K+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03785	P+SH+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21094	CH+SH+DY	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03786	P+SH+E+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21110	P+E+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03787	P+SH+E+DY	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21112	SH+P+E+DY	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03788	P+SH+E+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N21113	P+E+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03789	P+SH+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21119	K+SH+E+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03790	P+SH+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21117	CH+SH+E+DY	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03791	P+SH+E+D_ADDR+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21135	P+E+SH+D_ADDR+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03792	P+SH+E+D_ADDR+AR	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21138	SH+P+E+D_ADDR+AR	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03793	P+SH+E+D_ADDR+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21139	P+E+D_ADDR+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03794	P+SH+E+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21146	K+SH+E+D_ADDR+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03795	P+SH+E+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21144	CH+SH+E+D_ADDR+AR	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03796	P+SH+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21165	P+E+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03797	P+SH+E+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21167	SH+P+E+Y	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03798	P+SH+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21168	P+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03799	P+SH+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21174	K+SH+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03800	P+SH+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21172	CH+SH+E+Y	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03801	P+SH+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21193	P+O+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03802	P+SH+O	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21194	SH+P+O	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03803	P+SH+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N21195	P+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03804	P+SH+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21200	K+SH+O	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03805	P+SH+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21198	CH+SH+O	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03806	P+SH+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21214	P+OL+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03807	P+SH+OL	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21215	SH+P+OL	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03808	P+SH+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N21216	P+OL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03809	P+SH+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21221	K+SH+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03810	P+SH+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21219	CH+SH+OL	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03811	P+SH+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21236	P+Y+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03812	P+SH+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21237	SH+P+Y	NO	STOP	PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03813	P+SH+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21238	P+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03814	P+SH+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21243	K+SH+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03815	P+SH+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N21241	CH+SH+Y	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03816	P+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21260	Y+P	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03817	P+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21261	P	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03818	P+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21263	CH+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03819	P+Y+D_ADDR+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21274	P+D_ADDR+Y+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03820	P+Y+D_ADDR+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21278	P+D_ADDR+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03821	P+Y+D_ADDR+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21283	CH+Y+D_ADDR+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03822	P+Y+K+EE+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21300	P+Y+EE+K+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03823	P+Y+K+EE+OR	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21299	P+K+Y+EE+OR	NO	STOP	PAIR:P>K	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03824	P+Y+K+EE+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21304	P+Y+EE+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03825	P+Y+K+EE+OR	ATOM_DELETION	NEUTRAL_STOP	G447-N21303	P+K+EE+OR	NO	STOP	PAIR:P>K	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03826	P+Y+K+EE+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21308	CH+Y+K+EE+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03827	R	ATOM_DELETION	NEUTRAL_STOP	G447-N21332	EMPTY_RECIPE	NO	STOP	EMPTY_RECIPE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03828	R	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21333	CH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03829	R+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21341	AIIN+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03830	R+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N21342	AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03831	R+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21344	CH+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03832	R+AIIN+LOCAL_CHAR_I	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21355	AIIN+R+LOCAL_CHAR_I	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03833	R+AIIN+LOCAL_CHAR_I	ATOM_DELETION	NEUTRAL_READABLE	G447-N21357	AIIN+LOCAL_CHAR_I	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03834	R+AIIN+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21360	CH+AIIN+LOCAL_CHAR_I	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03835	R+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21371	AIN+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03836	R+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N21372	AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03837	R+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21374	CH+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03838	R+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21385	AL+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03839	R+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N21386	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03840	R+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21388	CH+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03841	R+AL+CH+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21399	AL+R+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03842	R+AL+CH+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21403	AL+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03843	R+AL+CH+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21408	CH+AL+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03844	R+AL+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21432	AL+R+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03845	R+AL+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N21434	AL+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03846	R+AL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21437	CH+AL+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03847	R+AM_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21451	AM_ADDR+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03848	R+AM_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21452	AM_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03849	R+AM_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21454	CH+AM_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03850	R+A_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21462	A_ADDR+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03851	R+A_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N21463	A_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03852	R+A_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21465	CH+A_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03853	R+A_ADDR+G_LABEL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21473	A_ADDR+R+G_LABEL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03854	R+A_ADDR+G_LABEL	ATOM_DELETION	NEUTRAL_READABLE	G447-N21475	A_ADDR+G_LABEL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03855	R+A_ADDR+G_LABEL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N21478	CH+A_ADDR+G_LABEL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03856	R+A_ADDR+S+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N21487	R+A_ADDR+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V03857	R+A_ADDR+S+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N21486	A_ADDR+R+S+Y	NO	STOP	PAIR:R>S	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
