page	locus	kind	paragraph_start	paragraph_end	ivtff_raw	readings_json	origins_json
f83r	f83r.15	P	0	0	saiin.shedal.shecthy.chey,tal.shcthy.dalchdy.qotchedy.lchedy	"{""zl3b_clean"": ""saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy"", ""it2a_clean"": ""saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy"", ""rf1b_clean"": ""saiin shedal shecthy chey tal shcthy dalchdy qotche y lche y""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.16	P	0	0	tchedy.qokchdy.cheedar.chldaiin.chedy.qokain.checthy.chealror	"{""zl3b_clean"": ""tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror"", ""it2a_clean"": ""tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror"", ""rf1b_clean"": ""tchedy qokchdy cheedar chldaiin che y qokain checthy chealror""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.17	P	0	1	dche[o:?]kedy.lkeed.shckhey.ytaiin.shechy.schety<$>	"{""zl3b_clean"": ""dcheokedy lkeed shckhey ytaiin shechy schety"", ""it2a_clean"": ""dcheo kedy lkeed shckhey ytaiin shechy schety"", ""rf1b_clean"": ""dcheokedy lkeed shckhey ytaiin shechy schety""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.40	P	0	0	solchedy.olchedy.chedaiin	"{""zl3b_clean"": ""solchedy olchedy chedaiin"", ""it2a_clean"": ""solchedy olchedy chedaiin"", ""rf1b_clean"": ""sol chedy olche y che aiin""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f83r	f83r.52	P	1	0	<%>solkeey.qekey.raly.ol	"{""zl3b_clean"": ""solkeey qekey raly ol"", ""it2a_clean"": ""solkeey qekey raly ol"", ""rf1b_clean"": ""solkeey qekey raly ol""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.53	P	0	0	solchkal.cheol.qotar.ol	"{""zl3b_clean"": ""solchkal cheol qotar ol"", ""it2a_clean"": ""solchkal cheol qotar ol"", ""rf1b_clean"": ""solchkal cheal qotar ol""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.54	P	0	0	daiin.ol.dain.chey.ldalor	"{""zl3b_clean"": ""daiin ol dain chey ldalor"", ""it2a_clean"": ""daiin ol dain chey ldalor"", ""rf1b_clean"": ""daiin ol dain chey ldalor""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f83r	f83r.55	P	0	1	sol.rtain.cthal<$>	"{""zl3b_clean"": ""sol rtain cthal"", ""it2a_clean"": ""sol rtain cthol"", ""rf1b_clean"": ""sol r tain cth l""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv""]"
f88v	f88v.24	P	0	0	daiin.sheor.sheedy.daiin.sho{ikh}y.qokeody.do{ikh}y.dair	"{""zl3b_clean"": ""daiin sheor sheedy daiin shoy qokeody doy dair"", ""it2a_clean"": ""daiin sheor sheedy daiin shoikhy qokeody doikhy dair"", ""rf1b_clean"": ""daiin sheor sheedy daiin shoy qokeo y doy dair""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
f95v1	f95v1.10	P	0	1	sain.sheyk.chody.k.chedain.chedaiin.otain.daiin<$>	"{""zl3b_clean"": ""sain sheyk chody k chedain chedaiin otain daiin"", ""it2a_clean"": ""sain sheyk chody kchedaiin chedaiin otain daiin"", ""rf1b_clean"": ""sain eyk chody k chedain chedeiiin otain aiin""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv""]"
