event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision	pre_617_standard_command_de	noun_address_components	noun_address_revision
E247	f83r	B3	B3-S009	S_STATION_NACHTRAG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	mittlere Randfigur im runden Gefäß	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E248	f83r	B3	B3-S010	S_STATION_NACHTRAG	pchedal	PROC134	P+CHD+AL	CMD123	EINFUELLEN · UMSETZEN · ZIELSTELLE	NO	untere Randfigur im korbartigen Gefäß	danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen	HINEIN · UMSETZEN · ZIEL	P	YES	EINFUELLEN · UMSETZEN · ZIEL	AL	YES
E249	f83r	B3	B3-S010	S_STATION_NACHTRAG	otedy	PROC135	OT+E+DY	CMD116	DANACH · KURZ; SCHLUSS	NO	untere Randfigur im korbartigen Gefäß	danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen	DANACH · KURZ; SCHLUSS	NONE	NO	DANACH · KURZ; SCHLUSS	NONE	NO
E250	f83r	B3	B3-S011	S_STATION_NACHTRAG	shecthedchy	PROC136	SH+E+CTH+CHD+Y	CMD135	HALTEN · KURZ · BIS BEREIT; UMSETZEN · ARBEITSPOSTEN	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit halten und umsetzen	HALTEN · KURZ · BIS BEREIT; UMSETZEN · DIES	NONE	NO	HALTEN · KURZ · BIS BEREIT; UMSETZEN · DIES	Y	YES
E251	f83r	B3	B3-S011	S_STATION_NACHTRAG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	untere Randfigur im korbartigen Gefäß	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E252	f83r	B3	B3-S011	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	untere Randfigur im korbartigen Gefäß	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E253	f83r	B3	B3-S011	S_STATION_NACHTRAG	chary	PROC137	AR+Y	CMD009	VORRAT · ARBEITSPOSTEN	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	QUELLE · DIES	NONE	NO	QUELLE · DIES	AR|Y	YES
E254	f83r	B3	B3-S012	S_STATION_NACHTRAG	sor	PROC016	OR	CMD106	ANSATZ	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E255	f83r	B3	B3-S012	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E256	f83r	B3	B3-S013	S_STATION_NACHTRAG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E257	f83r	B3	B3-S013	S_STATION_NACHTRAG	chkain	PROC069	K+AIN	CMD041	ZUDOSIEREN · PORTION	NO	untere Randfigur im korbartigen Gefäß	eine Portion dosiert zugeben	ZUFUEHREN · PORTION	K	YES	ZUDOSIEREN · PORTION	NONE	NO
E258	f83r	B3	B3-S013	S_STATION_NACHTRAG	shcthey	PROC117	CTH+E+Y	CMD028	BEREIT · KURZ · ARBEITSPOSTEN	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen	BEREIT · KURZ · DIES	NONE	NO	BEREIT · KURZ · DIES	Y	YES
E259	f83r	B3	B3-S013	S_STATION_NACHTRAG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E260	f83r	B3	B3-S014	S_STATION_NACHTRAG	okair	PROC138	OK+AIR	CMD079	ANSETZEN · FLUESSIGKEITSLAUF	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten im Lauf einleiten	ANSETZEN · LAUF	NONE	NO	ANSETZEN · LAUF	AIR	YES
E261	f83r	B3	B3-S014	S_STATION_NACHTRAG	sheedy	PROC139	SH+EE+DY	CMD140	HALTEN · LANG; SCHLUSS	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten länger ruhen lassen und den Schritt schließen	HALTEN · LANG; SCHLUSS	NONE	NO	HALTEN · LANG; SCHLUSS	NONE	NO
E262	f83r	B3	B3-S015	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E263	f83r	B3	B3-S016	S_STATION_NACHTRAG	lo	PROC140	L+O	CMD065	WEITERLEITEN · ARBEITSGANG	NO	untere Randfigur im korbartigen Gefäß	den laufenden Posten im Arbeitsgang führen	FUEHREN · GANG	L|O	YES	WEITERLEITEN · ARBEITSGANG	NONE	NO
E264	f83r	B3	B3-S016	S_STATION_NACHTRAG	qokchedy	PROC091	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	unverbundener Zwischenbereich	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E265	f83r	B3	B3-S017	S_STATION_NACHTRAG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E266	f83r	B3	B3-S018	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E267	f83r	B3	B3-S019	S_STATION_NACHTRAG	qokshedy	PROC141	OK+SH+E+DY	CMD094	ANSETZEN · HALTEN · KURZ; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten kurz einwirken lassen und ruhen lassen und den Schritt schließen	ANSETZEN · HALTEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · HALTEN · KURZ; SCHLUSS	NONE	NO
E268	f83r	B3	B3-S020	S_STATION_NACHTRAG	dal	PROC055	AL	CMD004	ZIELSTELLE	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	ZIEL	NONE	NO	ZIEL	AL	YES
E269	f83r	B3	B3-S020	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E270	f83r	B3	B3-S021	S_STATION_NACHTRAG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E271	f83r	B3	B3-S021	S_STATION_NACHTRAG	shcthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E272	f83r	B3	B3-S021	S_STATION_NACHTRAG	dal	PROC055	AL	CMD004	ZIELSTELLE	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	ZIEL	NONE	NO	ZIEL	AL	YES
E273	f83r	B3	B3-S021	S_STATION_NACHTRAG	sy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	DIES	NONE	NO	DIES	Y	YES
E274	f83r	B3	B3-S021	S_STATION_NACHTRAG	saiin	PROC009	AIIN	CMD001	SOLLMASS	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	MASS	NONE	NO	MASS	AIIN	YES
E275	f83r	B3	B3-S021	S_STATION_NACHTRAG	shedal	PROC142	SHED+AL	CMD146	ABSETZEN · ZIELSTELLE	NO	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	ABSETZEN · ZIEL	NONE	NO	ABSETZEN · ZIEL	AL	YES
E276	f83r	B3	B3-S021	S_STATION_NACHTRAG	shecthy	PROC143	SH+E+CTH+Y	CMD136	HALTEN · KURZ · BEREIT · ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten kurz bis bereit halten	HALTEN · KURZ · BEREIT · DIES	NONE	NO	HALTEN · KURZ · BEREIT · DIES	Y	YES
E277	f83r	B3	B3-S021	S_STATION_NACHTRAG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E278	f83r	B3	B3-S021	S_STATION_NACHTRAG	tal	PROC055	AL	CMD004	ZIELSTELLE	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	ZIEL	NONE	NO	ZIEL	AL	YES
E279	f83r	B3	B3-S021	S_STATION_NACHTRAG	shcthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E280	f83r	B3	B3-S021	S_STATION_NACHTRAG	dalchdy	PROC144	AL+CHD+DY	CMD005	ZIELSTELLE · UMSETZEN; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	ZIEL · UMSETZEN; SCHLUSS	NONE	NO	ZIEL · UMSETZEN; SCHLUSS	AL	YES
E281	f83r	B3	B3-S022	S_STATION_NACHTRAG	qotchedy	PROC145	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	YES	unverbundener Zwischenbereich	danach den laufenden Posten überführen und den Schritt schließen	DANACH · UMSETZEN; SCHLUSS	NONE	NO	DANACH · UMSETZEN; SCHLUSS	NONE	NO
E282	f83r	B3	B3-S023	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	unverbundener Zwischenbereich	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E283	f83r	B3	B3-S024	S_STATION_NACHTRAG	tchedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	unverbundener Zwischenbereich	den laufenden Posten überführen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO	UMSETZEN; SCHLUSS	NONE	NO
E284	f83r	B3	B3-S025	S_STATION_NACHTRAG	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	unverbundener Zwischenbereich	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E285	f83r	B3	B3-S026	S_STATION_NACHTRAG	cheedar	PROC146	EE+AR	CMD035	LANG · VORRAT	NO	unverbundener Zwischenbereich	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	LANG · QUELLE	NONE	NO	LANG · QUELLE	AR	YES
E286	f83r	B3	B3-S026	S_STATION_NACHTRAG	chldaiin	PROC147	L+AIIN	CMD052	WEITERLEITEN · SOLLMASS	NO	unverbundener Zwischenbereich	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	FUEHREN · MASS	L	YES	WEITERLEITEN · MASS	AIIN	YES
E287	f83r	B3	B3-S026	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	unverbundener Zwischenbereich	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E288	f83r	B3	B3-S026	S_STATION_NACHTRAG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	unverbundener Zwischenbereich	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E289	f83r	B3	B3-S026	S_STATION_NACHTRAG	checthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen lassen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E290	f83r	B3	B3-S026	S_STATION_NACHTRAG	chealror	PROC148	AL+R+OR	CMD007	ZIELSTELLE · KUEHLEN · ANSATZ	NO	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen lassen	ZIEL · KUEHLEN · ANSATZ	NONE	NO	ZIEL · KUEHLEN · ANSATZ	AL	YES
E291	f83r	B3	B3-S026	S_STATION_NACHTRAG	solkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen	AUFFANGEN · LANG; SCHLUSS	NONE	NO	AUFFANGEN · LANG; SCHLUSS	NONE	NO
E292	f83r	B3	B3-S027	S_STATION_NACHTRAG	qoteedy	PROC129	OT+EE+DY	CMD117	DANACH · LANG; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach länger einwirken lassen und den Schritt schließen	DANACH · LANG; SCHLUSS	NONE	NO	DANACH · LANG; SCHLUSS	NONE	NO
E293	f83r	B3	B3-S028	S_STATION_NACHTRAG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E294	f83r	B3	B3-S028	S_STATION_NACHTRAG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E295	f83r	B3	B3-S029	S_STATION_NACHTRAG	sol	PROC013	OL	CMD097	FORTSETZEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten weiter vollständig eintragen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E296	f83r	B3	B3-S029	S_STATION_NACHTRAG	cheeety	PROC149	EEE+T+Y	CMD036	VOLL · EINTRAGEN · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten weiter vollständig eintragen	VOLL · EINTRAGEN · DIES	NONE	NO	VOLL · EINTRAGEN · DIES	Y	YES
E297	f83r	B3	B3-S029	S_STATION_NACHTRAG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E298	f83r	B3	B3-S030	S_STATION_NACHTRAG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E299	f83r	B3	B3-S030	S_STATION_NACHTRAG	saiin	PROC009	AIIN	CMD001	SOLLMASS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten	MASS	NONE	NO	MASS	AIIN	YES
E300	f83r	B3	B3-S030	S_STATION_NACHTRAG	schedair	PROC150	CHD+AIR	CMD019	UMSETZEN · FLUESSIGKEITSLAUF	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten	UMSETZEN · LAUF	NONE	NO	UMSETZEN · LAUF	AIR	YES
E301	f83r	B3	B3-S030	S_STATION_NACHTRAG	otchedy	PROC145	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten überführen und den Schritt schließen	DANACH · UMSETZEN; SCHLUSS	NONE	NO	DANACH · UMSETZEN; SCHLUSS	NONE	NO
E302	f83r	B3	B3-S031	S_STATION_NACHTRAG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E303	f83r	B3	B3-S032	S_STATION_NACHTRAG	chedain	PROC151	CHD+AIN	CMD018	UMSETZEN · PORTION	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	eine Portion abmessen und umsetzen	UMSETZEN · PORTION	NONE	NO	UMSETZEN · PORTION	NONE	NO
E304	f83r	B3	B3-S032	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E305	f83r	B3	B3-S032	S_STATION_NACHTRAG	qotedaiin	PROC152	OT+E+AIIN	CMD115	DANACH · KURZ · SOLLMASS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	DANACH · KURZ · MASS	NONE	NO	DANACH · KURZ · MASS	AIIN	YES
E306	f83r	B3	B3-S032	S_STATION_NACHTRAG	otaiin	PROC112	OT+AIIN	CMD109	DANACH · SOLLMASS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	DANACH · MASS	NONE	NO	DANACH · MASS	AIIN	YES
E307	f83r	B3	B3-S032	S_STATION_NACHTRAG	otedy	PROC135	OT+E+DY	CMD116	DANACH · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	DANACH · KURZ; SCHLUSS	NONE	NO	DANACH · KURZ; SCHLUSS	NONE	NO
E308	f83r	B3	B3-S033	S_STATION_NACHTRAG	ldy	PROC108	L+DY	CMD062	WEITERLEITEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten abführen und den Schritt schließen	FUEHREN; SCHLUSS	L	YES	WEITERLEITEN; SCHLUSS	NONE	NO
E309	f83r	B3	B3-S034	S_STATION_NACHTRAG	soiiin	PROC097	O+IIN	CMD075	ARBEITSGANG · ARBEITSSTUFE	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	GANG · STUFE	O	YES	ARBEITSGANG · STUFE	IIN	YES
E310	f83r	B3	B3-S034	S_STATION_NACHTRAG	checthy	PROC014	CTH+Y	CMD030	BEREIT · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	BEREIT · DIES	NONE	NO	BEREIT · DIES	Y	YES
E311	f83r	B3	B3-S034	S_STATION_NACHTRAG	chety	PROC004	T+Y	CMD156	EINTRAGEN · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	EINTRAGEN · DIES	NONE	NO	EINTRAGEN · DIES	Y	YES
E312	f83r	B3	B3-S034	S_STATION_NACHTRAG	otaiin	PROC112	OT+AIIN	CMD109	DANACH · SOLLMASS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	DANACH · MASS	NONE	NO	DANACH · MASS	AIIN	YES
E313	f83r	B3	B3-S034	S_STATION_NACHTRAG	olsaly	PROC153	OL+AL+Y	CMD098	FORTSETZEN · ZIELSTELLE · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	FORTSETZEN · ZIEL · DIES	NONE	NO	FORTSETZEN · ZIEL · DIES	AL|Y	YES
E314	f83r	B3	B3-S034	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E315	f83r	B4	B4-S001	S_STATION_NACHTRAG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E316	f83r	B4	B4-S002	S_STATION_NACHTRAG	qolchey	PROC154	OL+Y	CMD105	FORTSETZEN · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter länger wirken lassen	FORTSETZEN · DIES	NONE	NO	FORTSETZEN · DIES	Y	YES
E317	f83r	B4	B4-S002	S_STATION_NACHTRAG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E318	f83r	B4	B4-S002	S_STATION_NACHTRAG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E319	f83r	B4	B4-S003	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E320	f83r	B4	B4-S003	S_STATION_NACHTRAG	otal	PROC131	OT+AL	CMD110	DANACH · ZIELSTELLE	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	DANACH · ZIEL	NONE	NO	DANACH · ZIEL	AL	YES
E321	f83r	B4	B4-S003	S_STATION_NACHTRAG	otchey	PROC065	OT+Y	CMD121	DANACH · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	DANACH · DIES	NONE	NO	DANACH · DIES	Y	YES
E322	f83r	B4	B4-S003	S_STATION_NACHTRAG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E323	f83r	B4	B4-S003	S_STATION_NACHTRAG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E324	f83r	B4	B4-S003	S_STATION_NACHTRAG	tol	PROC013	OL	CMD097	FORTSETZEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E325	f83r	B4	B4-S003	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E326	f83r	B4	B4-S004	S_STATION_NACHTRAG	qokylddy	PROC155	OK+Y+LD+DY	CMD096	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten einsetzen und festbinden und den Schritt schließen	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	NONE	NO	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	Y	YES
E327	f83r	B4	B4-S005	S_STATION_NACHTRAG	dain	PROC156	AIN	CMD002	PORTION	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten als Portion abmessen und umsetzen	PORTION	NONE	NO	PORTION	NONE	NO
