surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt522_rank	gdt522_top1	gdt523_rank	gdt523_top1	gdt523_top5	truth_gdt522_score	truth_null_feature	truth_gdt523_score	truth_null_trace	top1_gdt522_score	top1_null_feature	top1_gdt523_score	top1_null_trace	top1_alignment_trace	decision_change_class	working_policy
rals	1	f66r	R+AL+S	29	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	3.873455058	0.000000000	3.873455058	NO_DOMINANT_PATH_NULL	3.873455058	0.000000000	3.873455058	NO_DOMINANT_PATH_NULL	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
raral	1	f66r	R+AR+AL	64	1	R+AR+AL	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	3.621680494	0.000000000	3.621680494	NO_DOMINANT_PATH_NULL	3.621680494	0.000000000	3.621680494	NO_DOMINANT_PATH_NULL	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
rary	1	f66r	R+AR+Y	13	1	R+AR+Y	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	3.172556463	0.000000000	3.172556463	NO_DOMINANT_PATH_NULL	3.172556463	0.000000000	3.172556463	NO_DOMINANT_PATH_NULL	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
rotaiin	1	f66r	R+OT+AIIN	100	1	R+OT+AIIN	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | R+O+T+AIIN	3.209997235	0.000000000	3.209997235	NO_DOMINANT_PATH_NULL	3.209997235	0.000000000	3.209997235	NO_DOMINANT_PATH_NULL	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
saiis	1	f31r	S+IIN+S	64	3	S+A_ADDR+IIN+S	3	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+AIIN+S | S+IIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	7.398819307	0.000000000	7.398819307	NO_DOMINANT_PATH_NULL	6.744438423	0.000000000	6.744438423	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
salf	1	f66r	S+AL+LOCAL_CHAR_F	10	1	S+AL+LOCAL_CHAR_F	1	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F | SH+AL+LOCAL_CHAR_F | S+A_ADDR+L+LOCAL_CHAR_F | S+L+LOCAL_CHAR_F | S+A_ADDR+AL+LOCAL_CHAR_F	3.342696192	0.000000000	3.342696192	NO_DOMINANT_PATH_NULL	3.342696192	0.000000000	3.342696192	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
saly	1	f66r	S+AL+Y	8	1	S+AL+Y	1	S+AL+Y	S+AL+Y | AL+Y | SH+AL+Y | S+A_ADDR+AL+Y | S+L+Y	1.990226549	0.000000000	1.990226549	NO_DOMINANT_PATH_NULL	1.990226549	0.000000000	1.990226549	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shain	2	f20v|f4r	SH+AIN	55	1	SH+AIN	1	SH+AIN	SH+AIN | S+SH+AIN | SH+A_ADDR+AIN | SH+SH+AIN | SH+A_ADDR+IIN	2.696775661	0.000000000	2.696775661	NO_DOMINANT_PATH_NULL	2.696775661	0.000000000	2.696775661	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shckhar	1	f66r	SH+CH+K+AR	66	1	SH+CH+K+AR	1	SH+CH+K+AR	SH+CH+K+AR | SH+LOCAL_C+K+AR | SH+CH+K+SH+AR | S+SH+CH+K+AR | SH+CH+K+A_ADDR+R	3.280867875	0.000000000	3.280867875	NO_DOMINANT_PATH_NULL	3.280867875	0.000000000	3.280867875	NO_DOMINANT_PATH_NULL	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shckheody	1	f66r	SH+CH+K+E+O+DY	100	1	SH+CH+K+E+O+DY	1	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY | SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	5.074495848	0.000000000	5.074495848	NO_DOMINANT_PATH_NULL	5.074495848	0.000000000	5.074495848	NO_DOMINANT_PATH_NULL	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shd	1	f20v	SH+D_ADDR	8	1	SH+D_ADDR	1	SH+D_ADDR	SH+D_ADDR | S+SH+D_ADDR | S+D_ADDR | O+D_ADDR | SH+SH+D_ADDR	2.702805062	0.000000000	2.702805062	NO_DOMINANT_PATH_NULL	2.702805062	0.000000000	2.702805062	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shddy	1	f66r	SH+D_ADDR+DY	32	1	SH+D_ADDR+DY	1	SH+D_ADDR+DY	SH+D_ADDR+DY | SH+D_ADDR+Y | SH+D_ADDR+D_ADDR+Y | O+D_ADDR+Y | SH+SH+D_ADDR+Y	5.101553191	0.000000000	5.101553191	NO_DOMINANT_PATH_NULL	5.101553191	0.000000000	5.101553191	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	83	1	SH+E+D_ADDR+SH+E+Y	1	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y | SH+E+SH+E+Y | S+SH+E+D_ADDR+SH+E+Y | SH+CHD+SH+E+Y | SH+E+D_ADDR+E+Y	3.651659365	0.000000000	3.651659365	NO_DOMINANT_PATH_NULL	3.651659365	0.000000000	3.651659365	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shee	1	f31r	SH+EE	10	1	SH+EE	1	SH+EE	SH+EE | S+SH+EE | SH+E+E | SH+SH+EE | S+EE	2.467590103	0.000000000	2.467590103	NO_DOMINANT_PATH_NULL	2.467590103	0.000000000	2.467590103	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	57	1	SH+EE+O+D_ADDR+Y	1	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y | SH+EE+O+DY | SH+EE+O+Y | S+SH+EE+O+DY | S+SH+EE+O+D_ADDR+Y	4.968865985	0.000000000	4.968865985	NO_DOMINANT_PATH_NULL	4.968865985	0.000000000	4.968865985	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekair	1	f66r	SH+E+K+AIR	100	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+E+K+A_ADDR+AIR	4.299799337	0.000000000	4.299799337	NO_DOMINANT_PATH_NULL	4.299799337	0.000000000	4.299799337	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekaly	1	f66r	SH+E+K+AL+Y	92	1	SH+E+K+AL+Y	1	SH+E+K+AL+Y	SH+E+K+AL+Y | SH+K+AL+Y | S+SH+E+K+AL+Y | SH+E+AL+Y | SH+E+Y+K+AL	3.168171636	0.000000000	3.168171636	NO_DOMINANT_PATH_NULL	3.168171636	0.000000000	3.168171636	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	100	1	SH+E+K+EE+LOCAL_CHAR_F+Y	1	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+EE+Y | SH+E+K+E+D_ADDR+Y | S+SH+E+K+EE+LOCAL_CHAR_F+Y | S+SH+E+K+EE+Y	6.197834485	0.000000000	6.197834485	NO_DOMINANT_PATH_NULL	6.197834485	0.000000000	6.197834485	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekeey	1	f31r	SH+E+K+EE+Y	49	1	SH+E+K+EE+Y	1	SH+E+K+EE+Y	SH+E+K+EE+Y | S+SH+E+K+EE+Y | SH+K+EE+Y | SH+E+Y+K+EE | SH+SH+E+K+EE+Y	2.877694926	0.000000000	2.877694926	NO_DOMINANT_PATH_NULL	2.877694926	0.000000000	2.877694926	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekey	1	f66r	SH+E+K+E+Y	21	1	SH+E+K+E+Y	1	SH+E+K+E+Y	SH+E+K+E+Y | S+SH+E+K+E+Y | SH+K+E+Y | SH+CH+K+E+Y | SH+SH+E+K+E+Y	2.661486389	0.000000000	2.661486389	NO_DOMINANT_PATH_NULL	2.661486389	0.000000000	2.661486389	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shekol	1	f66r	SH+E+K+OL	62	1	SH+E+K+OL	1	SH+E+K+OL	SH+E+K+OL | SH+K+OL | S+SH+E+K+OL | SH+E+K+O+L | SH+SH+E+K+OL	2.886741132	0.000000000	2.886741132	NO_DOMINANT_PATH_NULL	2.886741132	0.000000000	2.886741132	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sheocthy	1	f66r	SH+E+O+CH+T+Y	40	1	SH+E+O+CH+T+Y	1	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y | S+SH+E+O+CH+T+Y | SH+E+O+LOCAL_C+T+Y | SH+E+O+D_ADDR+CH+T+Y | S+E+O+CH+T+Y	2.853642633	0.000000000	2.853642633	NO_DOMINANT_PATH_NULL	2.853642633	0.000000000	2.853642633	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sheod	1	f66r	SH+E+O+D_ADDR	21	1	SH+E+O+D_ADDR	1	SH+E+O+D_ADDR	SH+E+O+D_ADDR | SH+E+O | S+SH+E+O+D_ADDR | SH+E+O+D_ADDR+D_ADDR | SH+SH+E+O+D_ADDR	1.898665334	0.000000000	1.898665334	NO_DOMINANT_PATH_NULL	1.898665334	0.000000000	1.898665334	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	100	1	SH+E+O+D_ADDR+AIIN	1	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN | SH+E+O+AIIN | S+SH+E+O+D_ADDR+AIIN | SH+E+O+D_ADDR+IIN | SH+E+O+D_ADDR+D_ADDR+AIIN	2.977737520	0.000000000	2.977737520	NO_DOMINANT_PATH_NULL	2.977737520	0.000000000	2.977737520	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sheoy	1	f20v	SH+E+O+Y	5	1	SH+E+O+Y	1	SH+E+O+Y	SH+E+O+Y | S+SH+E+O+Y | SH+E+O+D_ADDR+Y | SH+SH+E+O+Y | S+E+O+Y	1.849265928	0.000000000	1.849265928	NO_DOMINANT_PATH_NULL	1.849265928	0.000000000	1.849265928	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	12	1	SH+O+LOCAL_CHAR_F+OL	1	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL | S+O+LOCAL_CHAR_F+OL | S+SH+O+LOCAL_CHAR_F+OL | SH+O+LOCAL_CHAR_F+O+L | SH+SH+O+LOCAL_CHAR_F+OL	3.939489284	0.000000000	3.939489284	NO_DOMINANT_PATH_NULL	3.939489284	0.000000000	3.939489284	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shokaiir	1	f66r	SH+OK+IIN+R	100	1	SH+OK+IIN+R	1	SH+OK+IIN+R	SH+OK+IIN+R | SH+OK+AIIN+R | SH+OK+AIR | SH+OK+LOCAL_CHAR_I+R | SH+OK+CH+IIN+R	6.989651087	0.000000000	6.989651087	NO_DOMINANT_PATH_NULL	6.989651087	0.000000000	6.989651087	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	100	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+IIN | SH+OL+LOCAL_CHAR_F+OR+DA+IIN	6.065890151	0.000000000	6.065890151	NO_DOMINANT_PATH_NULL	6.065890151	0.000000000	6.065890151	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shso	1	f31r	SH+S+O	13	1	SH+S+O	1	SH+S+O	SH+S+O | S+S+O | S+SH+S+O | SH+S+OT | SH+S+O+LOCAL_CHAR_I	3.183931926	0.000000000	3.183931926	NO_DOMINANT_PATH_NULL	3.183931926	0.000000000	3.183931926	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shtchy	1	f4r	SH+T+CH+Y	27	1	SH+T+CH+Y	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+Y | SH+T+LOCAL_C+Y | S+T+CH+Y | S+SH+T+CH+Y	5.046624361	0.000000000	5.046624361	NO_DOMINANT_PATH_NULL	5.046624361	0.000000000	5.046624361	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shyshol	1	f4r	SH+Y+SH+OL	74	1	SH+Y+SH+OL	1	SH+Y+SH+OL	SH+Y+SH+OL | Y+SH+OL | SH+Y+OL | S+Y+SH+OL | SH+Y+SH+O+L	4.859455844	0.000000000	4.859455844	NO_DOMINANT_PATH_NULL	4.859455844	0.000000000	4.859455844	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
shytchy	1	f4r	SH+Y+T+CH+Y	60	1	SH+Y+T+CH+Y	1	SH+Y+T+CH+Y	SH+Y+T+CH+Y | SH+Y+T+Y | SH+Y+T+LOCAL_C+Y | Y+T+CH+Y | Y+T+Y	5.037153005	0.000000000	5.037153005	NO_DOMINANT_PATH_NULL	5.037153005	0.000000000	5.037153005	NO_DOMINANT_PATH_NULL	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
soaiin	1	f20v	S+O+AIIN	100	1	S+O+AIIN	1	S+O+AIIN	S+O+AIIN | SH+O+AIIN | S+O+IIN | S+OT+AIIN | S+O+A_ADDR+AIIN	3.004766083	0.000000000	3.004766083	NO_DOMINANT_PATH_NULL	3.004766083	0.000000000	3.004766083	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tcheo	1	f66r	T+CH+E+O	7	1	T+CH+E+O	1	T+CH+E+O	T+CH+E+O | T+LOCAL_C+E+O | T+E+O | T+CH+O | T+LOCAL_C+SH+E+O	2.493150197	0.000000000	2.493150197	NO_DOMINANT_PATH_NULL	2.493150197	0.000000000	2.493150197	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tocpheey	1	f66r	T+O+CH+P+EE+Y	34	1	T+O+CH+P+EE+Y	1	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y | T+CH+P+EE+Y | T+O+CH+P+SH+EE+Y | T+O+LOCAL_C+P+EE+Y | OT+CH+P+EE+Y	5.041377281	0.000000000	5.041377281	NO_DOMINANT_PATH_NULL	5.041377281	0.000000000	5.041377281	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cph=>cph~CH+P@edit0+alias0.505 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
