visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
727	G407-E3780	G407-S647	f83r	BIOLOGICAL	solkeey	OL+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
728	G407-E3784	G407-S647	f83r	BIOLOGICAL	solchkal	S+OL+CH+K+AL	S|CH|K	3	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten und nimm den Posten und gib den Posten	wähle den Posten und nimm den Posten und gib den Posten	zum Zielort	CONTINUE_CURRENT_OPERATION	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
729	G407-E3797	G407-S648	f88r	PHARMA	ctheol	CH+T+E+OL	CH|T	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
730	G407-E3801	G407-S648	f88r	PHARMA	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	SH|CH	2	OR	VISIBLE_ARGUMENT_IN_CARD	halte die Einheit und nimm die Einheit	halte die Einheit und nimm die Einheit	hier	CONTINUE_CURRENT_OPERATION	Weiter: halte die Einheit und nimm die Einheit; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
731	G407-E3803	G407-S648	f88r	PHARMA	chcthol	CH+CH+T+OL	CH|CH|T	3	OR	INHERITED_ARGUMENT_CONTEXT	nimm die Einheit zweimal und stelle die Einheit ein	nimm die Einheit und nimm die Einheit und stelle die Einheit ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm die Einheit zweimal und stelle die Einheit ein.	DIRECT_ADJACENT_REPEAT_COMPRESSED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
732	G407-E3806	G407-S648	f88r	PHARMA	keol	K+E+OL	K	1	OR	INHERITED_ARGUMENT_CONTEXT	gib die Einheit	gib die Einheit	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib die Einheit; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
733	G407-E3827	G407-S648	f88r	PHARMA	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
734	G407-E3844	G407-S649	f88r	PHARMA	cphol	CH+P+OL	CH|P	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein	nimm den Posten und setze den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und setze den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
735	G407-E3847	G407-S649	f88r	PHARMA	otchol	OT+CH+OL	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Posten; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
736	G407-E3851	G407-S650	f88r	PHARMA	chokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
737	G407-E3853	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	K	1	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert	gib den Wert	am Beginn; zur Ausführung; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert; am Beginn; zur Ausführung; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
738	G407-E3854	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	K	1	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert	gib den Wert	am Beginn; zur Ausführung; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert; am Beginn; zur Ausführung; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
739	G407-E3855	G407-S650	f88r	PHARMA	qockhol	CARRIER_Q+O+CH+K+OL	CH|K	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und gib den Wert	nimm den Wert und gib den Wert	am Beginn; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und gib den Wert; am Beginn; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
740	G407-E3856	G407-S650	f88r	PHARMA	okol	OK+OL	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
741	G407-E3858	G407-S650	f88r	PHARMA	dsheol	SH+E+OL	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
742	G407-E3871	G407-S650	f88r	PHARMA	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
743	G407-E3874	G407-S650	f88r	PHARMA	sheeol	SH+EE+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
744	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I; hier; als Variante	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I; hier; als Variante.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
745	G407-E3881	G407-S650	f88r	PHARMA	chorcholsal	CH+OR+OL+S+AL	CH|S	2	OR	VISIBLE_ARGUMENT_IN_CARD	nimm die Einheit und wähle die Einheit	nimm die Einheit und wähle die Einheit	zum Zielort	CONTINUE_CURRENT_OPERATION	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
746	G407-E3884	G407-S651	f88r	PHARMA	olkeey	OL+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
747	G407-E3885	G407-S651	f88r	PHARMA	cthol	CH+T+OL	CH|T	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
748	G407-E3886	G407-S651	f88r	PHARMA	poldy	P+OL+D_ADDR+Y	P	1	Y	VISIBLE_ARGUMENT_IN_CARD	setze den Posten ein	setze den Posten ein	hier	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten ein; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
749	G407-E3888	G407-S651	f88r	PHARMA	okoldy	OK+OL+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: setze den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
750	G407-E3889	G407-S652	f88r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
751	G407-E3891	G407-S652	f88r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
752	G407-E3892	G407-S652	f88r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
753	G407-E3910	G407-S652	f88r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
754	G407-E3913	G407-S652	f88r	PHARMA	qokol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
755	G407-E3949	G407-S653	f88v	PHARMA	olcheody	OL+CH+E+O+DY	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	auf Grad I; zur Ausführung	CONTINUE_THEN_CLOSE	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
756	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	zur Ausführung; auf Grad I; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; zur Ausführung; auf Grad I; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
757	G407-E3966	G407-S654	f88v	PHARMA	cheorol	CH+E+O+R+OL	CH|R	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und markiere den Posten	nimm den Posten und markiere den Posten	auf Grad I; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und markiere den Posten; auf Grad I; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
758	G407-E3967	G407-S654	f88v	PHARMA	chekol	CH+K+OL	CH|K	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und gib den Posten	nimm den Posten und gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
759	G407-E3969	G407-S655	f88v	PHARMA	kosholdy	K+O+SH+OL+DY	K|SH	2	NONE	NO_ACTIVE_ARGUMENT	gib und halte	gib und halte	zur Ausführung	CONTINUE_THEN_CLOSE	Weiter: gib und halte; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
760	G407-E3989	G407-S658	f88v	PHARMA	qockhol	CARRIER_Q+O+CH+K+OL	CH|K	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und gib den Posten	nimm den Posten und gib den Posten	am Beginn; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
761	G407-E3990	G407-S658	f88v	PHARMA	okol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
762	G407-E3992	G407-S658	f88v	PHARMA	qokody	OK+O+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	zur Ausführung	CLOSE_CURRENT_OPERATION	Setze den Posten; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
763	G407-E3996	G407-S659	f88v	PHARMA	cheeol	SH+EE+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
764	G407-E3999	G407-S660	f88v	PHARMA	soteol	S+OT+E+OL	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	auf Grad I	ADVANCE_THEN_CONTINUE	Danach: wähle den Posten; auf Grad I; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
765	G407-E4000	G407-S660	f88v	PHARMA	chotam	CH+OT+AM_ADDR	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	hier	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
766	G407-E4017	G407-S661	f88v	PHARMA	cpheody	CH+P+E+O+DY	CH|P	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein	nimm den Posten und setze den Posten ein	auf Grad I; zur Ausführung	CLOSE_CURRENT_OPERATION	Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
767	G407-E4026	G407-S662	f88v	PHARMA	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
768	G407-E4032	G407-S663	f88v	PHARMA	tol	T+OL	T	1	AIN	INHERITED_ARGUMENT_CONTEXT	stelle den Anteil ein	stelle den Anteil ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Anteil ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
769	G407-E4035	G407-S663	f88v	PHARMA	sheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
770	G407-E4043	G407-S663	f88v	PHARMA	sheedy	SH+EE+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad II	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
771	G407-E4056	G407-S664	f88v	PHARMA	saldy	S+AL+DY	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	zum Zielort	CLOSE_CURRENT_OPERATION	Wähle den Posten; zum Zielort; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
772	G407-E4063	G407-S666	f89r	PHARMA	qopcholy	CARRIER_Q+O+CH+T+OL+Y	CH|T	2	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	am Beginn; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
773	G407-E4071	G407-S667	f89r	PHARMA	dshody	SH+O+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	zur Ausführung	CLOSE_CURRENT_OPERATION	Halte den Anteil; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
774	G407-E4080	G407-S668	f89r	PHARMA	qokeol	OK+E+OL	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
775	G407-E4095	G407-S668	f89r	PHARMA	ckhol	CH+K+OL	CH|K	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und gib den Wert	nimm den Wert und gib den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und gib den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
776	G407-E4110	G407-S669	f89r	PHARMA	sheol	SH+E+OL	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
777	G407-E4121	G407-S669	f89r	PHARMA	dalchom	AL+CHD+DY	CHD	1	AIIN	INHERITED_ARGUMENT_CONTEXT	bearbeite den Wert	bearbeite den Wert	zum Zielort	CLOSE_CURRENT_OPERATION	Bearbeite den Wert; zum Zielort; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
778	G407-E4131	G407-S670	f89r	PHARMA	qokeeol	OK+EE+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
779	G407-E4143	G407-S672	f89r	PHARMA	pshol	P+SH+OL	P|SH	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und halte	setze ein und halte	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze ein und halte.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
780	G407-E4173	G407-S672	f89r	PHARMA	sheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
781	G407-E4190	G407-S673	f89r	PHARMA	cholkeedy	OL+K+EE+DY	K	1	NONE	NO_ACTIVE_ARGUMENT	gib	gib	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: gib; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
782	G407-E4191	G407-S674	f89r	PHARMA	qokedy	OK+E+DY	OK	1	NONE	NO_ACTIVE_ARGUMENT	setze	setze	auf Grad I	CLOSE_CURRENT_OPERATION	Setze; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
783	G407-E4197	G407-S675	f89r	PHARMA	cpheeedol	CH+P+EEE+D_ADDR+OL	CH|P	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein	nimm den Posten und setze den Posten ein	auf Grad III; hier	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
784	G407-E4208	G407-S675	f89r	PHARMA	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	CH|S|CH|K	4	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten	nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten	hier; auf Grad I	DOUBLE_CONTINUATION_BRIDGE	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
785	G407-E4212	G407-S675	f89r	PHARMA	tchodol	T+CH+O+D_ADDR+OL	T|CH	2	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein und nimm den Posten	stelle den Posten ein und nimm den Posten	zur Ausführung; hier	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
786	G407-E4218	G407-S675	f89r	PHARMA	tol	T+OL	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
787	G407-E4231	G407-S677	f89r	PHARMA	porachol	P+O+R+A_ADDR+CH+OL	P|R|CH	3	NONE	NO_ACTIVE_ARGUMENT	setze ein und markiere und nimm	setze ein und markiere und nimm	zur Ausführung; hier	CONTINUE_CURRENT_OPERATION	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
788	G407-E4239	G407-S678	f89r	PHARMA	otchol	OT+CH+OL	CH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert	nimm den Wert	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Wert; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
789	G407-E4241	G407-S678	f89r	PHARMA	otolpchy	OT+OL+P+CH+Y	P|CH	2	Y	VISIBLE_ARGUMENT_IN_CARD	setze den Posten ein und nimm den Posten	setze den Posten ein und nimm den Posten	NONE	ADVANCE_THEN_CONTINUE	Danach: setze den Posten ein und nimm den Posten; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
