actionless_link_ordinal	event_id	statement_id	physical_page	register	surface	recipe	gdt562_completeness_role	effective_action_root	effective_argument_roots	gdt562_microphrase_de	gdt563_microphrase_de	microphrase_byte_identical	source_link_status
356	G407-E2578	G407-S370	f77r	BIOLOGICAL	qotary	OT+AR+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
357	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CH	AIN	Weiter: nimm den Anteil.	Weiter: nimm den Anteil.	YES	EXACT_EVENT_JOIN
358	G407-E2589	G407-S370	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
359	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad III; abschließen.	Danach: gib den Posten; auf Grad III; abschließen.	YES	EXACT_EVENT_JOIN
360	G407-E2614	G407-S377	f77r	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
361	G407-E2619	G407-S378	f77r	BIOLOGICAL	olchey	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
362	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad II; abschließen.	Danach: stelle den Posten ein; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
363	G407-E2632	G407-S381	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	YES	EXACT_EVENT_JOIN
364	G407-E2635	G407-S382	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
365	G407-E2636	G407-S382	f77r	BIOLOGICAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
366	G407-E2644	G407-S383	f77r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
367	G407-E2645	G407-S383	f77r	BIOLOGICAL	eeedy	EEE+DY	FULL_INHERITED_OPERATION	SH	AIIN	Halte den Wert; auf Grad III; abschließen.	Halte den Wert; auf Grad III; abschließen.	YES	EXACT_EVENT_JOIN
368	G407-E2648	G407-S384	f77r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert.	Danach: halte den Wert.	YES	EXACT_EVENT_JOIN
369	G407-E2650	G407-S385	f77r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
370	G407-E2653	G407-S385	f77r	BIOLOGICAL	qolchey	OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
371	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
372	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
373	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil; vom Ausgang.	Weiter: wähle den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
374	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; auf Grad I; abschließen.	Danach: setze den Anteil; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
375	G407-E2671	G407-S390	f77r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
376	G407-E2673	G407-S390	f77r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
377	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert; auf Grad II; abschließen.	Danach: nimm den Wert; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
378	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert; auf Grad I; abschließen.	Danach: nimm den Wert; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
379	G407-E2679	G407-S392	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
380	G407-E2683	G407-S392	f77r	BIOLOGICAL	loly	L+OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; über die Verbindung.	Weiter: halte den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
381	G407-E2693	G407-S392	f77r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
382	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I.	Danach: wähle den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
383	G407-E2720	G407-S396	f81r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
384	G407-E2725	G407-S396	f81r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
385	G407-E2726	G407-S396	f81r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
386	G407-E2729	G407-S396	f81r	BIOLOGICAL	qotey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
387	G407-E2733	G407-S396	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
388	G407-E2739	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	AIN	Weiter: setze den Anteil.	Weiter: setze den Anteil.	YES	EXACT_EVENT_JOIN
389	G407-E2740	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	AIN	Weiter: setze den Anteil.	Weiter: setze den Anteil.	YES	EXACT_EVENT_JOIN
390	G407-E2744	G407-S397	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
391	G407-E2747	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
392	G407-E2748	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
393	G407-E2749	G407-S397	f81r	BIOLOGICAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
394	G407-E2750	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
395	G407-E2754	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
396	G407-E2756	G407-S397	f81r	BIOLOGICAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad II.	Danach: wähle den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
397	G407-E2759	G407-S397	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
398	G407-E2763	G407-S397	f81r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad I.	Danach: stelle den Posten ein; auf Grad I.	YES	EXACT_EVENT_JOIN
399	G407-E2767	G407-S398	f81r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
400	G407-E2768	G407-S398	f81r	BIOLOGICAL	qotey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
401	G407-E2769	G407-S398	f81r	BIOLOGICAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II.	Danach: setze den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
402	G407-E2770	G407-S398	f81r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
403	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I; abschließen.	Danach: wähle den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
404	G407-E2775	G407-S400	f81r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	YES	EXACT_EVENT_JOIN
405	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	P	AIN	Danach: setze den Anteil ein; auf Grad I; abschließen.	Danach: setze den Anteil ein; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
406	G407-E2779	G407-S401	f81r	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil.	Danach: halte den Anteil.	YES	EXACT_EVENT_JOIN
407	G407-E2787	G407-S405	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
408	G407-E2790	G407-S406	f81r	BIOLOGICAL	loly	L+OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; über die Verbindung.	Weiter: setze den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
409	G407-E2791	G407-S406	f81r	BIOLOGICAL	dchol	D_ADDR+OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; hier.	Weiter: setze den Posten; hier.	YES	EXACT_EVENT_JOIN
410	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
411	G407-E2794	G407-S408	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
412	G407-E2801	G407-S410	f81r	BIOLOGICAL	arol	AR+OL	FULL_INHERITED_OPERATION	SH	AIN	Weiter: halte den Anteil; vom Ausgang.	Weiter: halte den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
413	G407-E2802	G407-S410	f81r	BIOLOGICAL	oeeedy	O+EEE+DY	FULL_INHERITED_OPERATION	SH	AIN	Halte den Anteil; zur Ausführung; auf Grad III; abschließen.	Halte den Anteil; zur Ausführung; auf Grad III; abschließen.	YES	EXACT_EVENT_JOIN
414	G407-E2804	G407-S411	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
415	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
416	G407-E2819	G407-S417	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
417	G407-E2823	G407-S419	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
418	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad II; abschließen.	Danach: bearbeite den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
419	G407-E2831	G407-S424	f81r	BIOLOGICAL	olam	OL+AM_ADDR	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; hier.	Weiter: bearbeite den Posten; hier.	YES	EXACT_EVENT_JOIN
420	G407-E2833	G407-S424	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
421	G407-E2842	G407-S425	f81r	BIOLOGICAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad II.	Danach: gib den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
422	G407-E2844	G407-S425	f81r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I.	Danach: halte den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
423	G407-E2845	G407-S425	f81r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; über die Verbindung.	Weiter: halte den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
424	G407-E2846	G407-S425	f81r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
425	G407-E2848	G407-S425	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
426	G407-E2849	G407-S425	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
427	G407-E2851	G407-S425	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	AIIN	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
428	G407-E2853	G407-S425	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	AIIN	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
429	G407-E2854	G407-S425	f81r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
430	G407-E2862	G407-S425	f81r	BIOLOGICAL	ody	O+DY	FULL_INHERITED_OPERATION	P	Y	Setze den Posten ein; zur Ausführung; abschließen.	Setze den Posten ein; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
431	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	YES	EXACT_EVENT_JOIN
432	G407-E2866	G407-S426	f81r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; abschließen.	Danach: nimm den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
433	G407-E2867	G407-S427	f81r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
434	G407-E2870	G407-S428	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
435	G407-E2871	G407-S428	f81r	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil.	Danach: halte den Anteil.	YES	EXACT_EVENT_JOIN
436	G407-E2878	G407-S429	f81r	BIOLOGICAL	oteol	OT+E+OL	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; weiterführen.	Danach: setze den Posten; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
437	G407-E2879	G407-S429	f81r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
438	G407-E2883	G407-S430	f81r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_EVENT_JOIN
439	G407-E2887	G407-S432	f81r	BIOLOGICAL	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; hier.	Weiter: gib den Posten; hier.	YES	EXACT_EVENT_JOIN
440	G407-E2894	G407-S433	f81r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad I.	Danach: stelle den Posten ein; auf Grad I.	YES	EXACT_EVENT_JOIN
441	G407-E2904	G407-S434	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	AIIN	Weiter: gib den Wert.	Weiter: gib den Wert.	YES	EXACT_EVENT_JOIN
442	G407-E2910	G407-S436	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	OR	Weiter: gib die Einheit.	Weiter: gib die Einheit.	YES	EXACT_EVENT_JOIN
443	G407-E2913	G407-S436	f81r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
444	G407-E2915	G407-S437	f81r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
445	G407-E2930	G407-S442	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
446	G407-E2940	G407-S444	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_EVENT_JOIN
447	G407-E2944	G407-S444	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	AIN	Weiter: gib den Anteil.	Weiter: gib den Anteil.	YES	EXACT_EVENT_JOIN
448	G407-E2955	G407-S446	f81v	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Posten; abschließen.	YES	EXACT_EVENT_JOIN
449	G407-E2960	G407-S447	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
450	G407-E2968	G407-S447	f81v	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil.	Danach: setze den Anteil.	YES	EXACT_EVENT_JOIN
451	G407-E2977	G407-S448	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
452	G407-E2985	G407-S448	f81v	BIOLOGICAL	daldy	AL+DY	FULL_INHERITED_OPERATION	OK	AIN	Setze den Anteil; zum Zielort; abschließen.	Setze den Anteil; zum Zielort; abschließen.	YES	EXACT_EVENT_JOIN
453	G407-E2986	G407-S449	f81v	BIOLOGICAL	olor	OL+OR	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_EVENT_JOIN
454	G407-E2987	G407-S449	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_EVENT_JOIN
455	G407-E2994	G407-S450	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
456	G407-E3003	G407-S453	f81v	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	P	AIN	Weiter: setze den Anteil ein; abschließen.	Weiter: setze den Anteil ein; abschließen.	YES	EXACT_EVENT_JOIN
457	G407-E3005	G407-S454	f81v	BIOLOGICAL	olchey	OL+Y	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	YES	EXACT_EVENT_JOIN
458	G407-E3009	G407-S454	f81v	BIOLOGICAL	olor	OL+OR	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_EVENT_JOIN
459	G407-E3011	G407-S454	f81v	BIOLOGICAL	daiidy	DA+IIN+DY	FULL_INHERITED_OPERATION	K	Y	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	YES	EXACT_EVENT_JOIN
460	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
461	G407-E3018	G407-S458	f81v	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
462	G407-E3031	G407-S458	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
463	G407-E3032	G407-S458	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
464	G407-E3046	G407-S464	f81v	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_EVENT_JOIN
465	G407-E3059	G407-S468	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
466	G407-E3069	G407-S469	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
467	G407-E3078	G407-S471	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
468	G407-E3087	G407-S474	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
469	G407-E3089	G407-S474	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
470	G407-E3096	G407-S477	f81v	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
471	G407-E3100	G407-S478	f81v	BIOLOGICAL	dedy	D_ADDR+E+DY	FULL_INHERITED_OPERATION	K	Y	Gib den Posten; hier; auf Grad I; abschließen.	Gib den Posten; hier; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
472	G407-E3103	G407-S479	f81v	BIOLOGICAL	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; hier.	Weiter: setze den Posten; hier.	YES	EXACT_EVENT_JOIN
473	G407-E3110	G407-S480	f81v	BIOLOGICAL	qoldy	OL+DY	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein; abschließen.	Weiter: stelle den Posten ein; abschließen.	YES	EXACT_EVENT_JOIN
474	G407-E3112	G407-S482	f81v	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	T	AIN	Danach: stelle den Anteil ein.	Danach: stelle den Anteil ein.	YES	EXACT_EVENT_JOIN
475	G407-E3120	G407-S484	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
476	G407-E3121	G407-S484	f81v	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; vom Ausgang.	Danach: bearbeite den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
477	G407-E3123	G407-S484	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
478	G407-E3143	G407-S487	f81v	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
