recipe_profile_ordinal	recipe	event_count	physical_page_count	surface_count	distinct_microphrase_count	distinct_effective_action_signature_count	distinct_effective_argument_signature_count	resolution_mode_count	resolution_modes	context_variability_band	written_recipe_determines_microphrase	written_all_atom_default_de	most_common_microphrase_de	example_microphrases_de	example_event_ids	scope
169	CH+OT+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; auf Grad I; den Posten	Danach: nimm den Posten; auf Grad I.	Danach: nimm den Posten; auf Grad I.	G407-E0213	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
170	CH+OT+O+M_LOCAL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; zur Ausführung; hier	Danach: nimm den Posten; zur Ausführung; hier.	Danach: nimm den Posten; zur Ausführung; hier.	G407-E0520	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
171	CH+OT+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; weiter	Danach: nimm den Posten; weiterführen.	Danach: nimm den Posten; weiterführen.	G407-E0877	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
172	CH+P+AL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; zum Zielort; abschließen	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen.	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen.	G407-E0483	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
173	CH+P+A_ADDR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; hier; abschließen	Nimm den Posten und setze den Posten ein; hier; abschließen.	Nimm den Posten und setze den Posten ein; hier; abschließen.	G515-E0002	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
174	CH+P+E+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; auf Grad I; zur Ausführung; abschließen	Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.	Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.	G407-E4017	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
175	CH+P+EEE+D_ADDR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; auf Grad III; hier; weiter	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.	G407-E4197	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
176	CH+P+OL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; weiter; abschließen	Weiter: nimm den Posten und setze den Posten ein; abschließen.	Weiter: nimm den Posten und setze den Posten ein; abschließen.	G515-E0047	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
177	CH+P+SH+EE+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; halten; auf Grad II; abschließen	Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.	Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.	G407-E2209	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
178	CH+S+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; wählen; abschließen	Nimm den Anteil und wähle den Anteil; abschließen.	Nimm den Anteil und wähle den Anteil; abschließen.	G407-E1716	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
179	CH+T+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einstellen; auf Grad I; weiter	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I.	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I.	G407-E3797	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
180	CH+T+OL+D_ADDR+AR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einstellen; weiter; hier; vom Ausgang	Weiter: nimm den Wert und stelle den Wert ein; hier; vom Ausgang.	Weiter: nimm den Wert und stelle den Wert ein; hier; vom Ausgang.	G407-E0189	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
181	CH+T+OL+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einstellen; weiter; wählen	Weiter: nimm den Posten und stelle den Posten ein und wähle den Posten.	Weiter: nimm den Posten und stelle den Posten ein und wähle den Posten.	G407-E0151	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
182	DA+IIN+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	auf der zweiten Stufe; auf der Stufe; abschließen	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	Gib den Posten; auf der zweiten Stufe; auf der Stufe; abschließen.	G407-E3011	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
183	D_ADDR+AIN+AL+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; den Anteil; zum Zielort; abschließen	Nimm den Anteil; hier; zum Zielort; abschließen.	Nimm den Anteil; hier; zum Zielort; abschließen.	G407-E4140	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
184	D_ADDR+AIR+O+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; entlang der Bahn; zur Ausführung; abschließen	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	G515-E0425	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
185	D_ADDR+AR+D_ADDR+AR+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; vom Ausgang; hier; vom Ausgang; abschließen	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	G407-E1755	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
186	D_ADDR+CH+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; nehmen; zur Ausführung; abschließen	Nimm den Anteil; hier; zur Ausführung; abschließen.	Nimm den Anteil; hier; zur Ausführung; abschließen.	G407-E4525	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
187	D_ADDR+E+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; auf Grad I; abschließen	Gib den Posten; hier; auf Grad I; abschließen.	Gib den Posten; hier; auf Grad I; abschließen.	G407-E3100	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
188	D_ADDR+O+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; zur Ausführung; abschließen	Nimm den Posten; hier; zur Ausführung; abschließen.	Nimm den Posten; hier; zur Ausführung; abschließen.	G407-E0451	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
189	D_ADDR+O+DY+D_LABEL	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; zur Ausführung; abschließen; hier	Gib den Wert; hier; zur Ausführung; hier; abschließen.	Gib den Wert; hier; zur Ausführung; hier; abschließen.	G407-E0695	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
190	D_ADDR+OL+AR+SH+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; vom Ausgang; halten; den Posten	Weiter: halte den Posten; hier; vom Ausgang.	Weiter: halte den Posten; hier; vom Ausgang.	G515-E0470	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
191	D_ADDR+OL+CH+L	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; nehmen; über die Verbindung	Weiter: nimm den Posten; hier; über die Verbindung.	Weiter: nimm den Posten; hier; über die Verbindung.	G407-E2616	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
192	D_ADDR+OL+CH+S+Y+CH+K+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; nehmen; wählen; den Posten; nehmen; geben; auf Grad I; weiter	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.	G407-E4208	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
193	D_ADDR+OL+EEE+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; auf Grad III; den Posten	Weiter: nimm den Posten; hier; auf Grad III.	Weiter: nimm den Posten; hier; auf Grad III.	G407-E3832	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
194	D_ADDR+OL+K+AIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; geben; den Anteil	Weiter: gib den Anteil; hier.	Weiter: gib den Anteil; hier.	G407-E4523	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
195	D_ADDR+OL+K+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; geben; den Posten	Weiter: gib den Posten; hier.	Weiter: gib den Posten; hier.	G407-E4569	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
196	D_ADDR+OL+SH+E	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; halten; auf Grad I	Weiter: halte den Posten; hier; auf Grad I.	Weiter: halte den Posten; hier; auf Grad I.	G407-E3723	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
197	D_ADDR+OT+EE+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; danach; auf Grad II; den Posten	Danach: wähle den Posten; hier; auf Grad II.	Danach: wähle den Posten; hier; auf Grad II.	G407-E1373	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
198	D_ADDR+SH+OL+DA+IIN+R	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; halten; weiter; auf der zweiten Stufe; auf der Stufe; markieren	Weiter: halte den Posten und markiere den Posten; hier; auf der zweiten Stufe; auf der Stufe.	Weiter: halte den Posten und markiere den Posten; hier; auf der zweiten Stufe; auf der Stufe.	G515-E0366	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
199	D_ADDR+SH+OL+Y+D_ADDR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; halten; weiter; den Posten; hier	Weiter: halte den Posten; hier; hier.	Weiter: halte den Posten; hier; hier.	G407-E3030	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
200	E+S+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	auf Grad I; wählen; auf Grad I; abschließen	Wähle den Posten; auf Grad I; auf Grad I; abschließen.	Wähle den Posten; auf Grad I; auf Grad I; abschließen.	G407-E0802	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
201	EE+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	auf Grad II; abschließen	Wähle den Posten; auf Grad II; abschließen.	Wähle den Posten; auf Grad II; abschließen.	G407-E1412	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
202	K+AL+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; zum Zielort; weiter	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	G407-E1698	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
203	K+AR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; vom Ausgang; abschließen	Gib den Posten; vom Ausgang; abschließen.	Gib den Posten; vom Ausgang; abschließen.	G515-E0394	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
204	K+EE+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; auf Grad II; weiter	Weiter: gib den Posten; auf Grad II.	Weiter: gib den Posten; auf Grad II.	G515-E0182	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
205	K+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	geben; zur Ausführung; abschließen	Gib; zur Ausführung; abschließen.	Gib; zur Ausführung; abschließen.	G515-E0576	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
206	K+O+SH+OL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	geben; zur Ausführung; halten; weiter; abschließen	Weiter: gib und halte; zur Ausführung; abschließen.	Weiter: gib und halte; zur Ausführung; abschließen.	G407-E3969	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
207	K+OL+CHD+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; weiter; bearbeiten; den Posten	Weiter: gib den Posten und bearbeite den Posten.	Weiter: gib den Posten und bearbeite den Posten.	G407-E3249	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
208	K+OL+P+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; weiter; einsetzen; den Posten	Weiter: gib den Posten und setze den Posten ein.	Weiter: gib den Posten und setze den Posten ein.	G407-E2270	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
209	K+OL+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; weiter; den Posten	Weiter: gib den Posten.	Weiter: gib den Posten.	G407-E1424	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
210	K+SH+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	geben; halten; auf Grad I; abschließen	Gib den Wert und halte den Wert; auf Grad I; abschließen.	Gib den Wert und halte den Wert; auf Grad I; abschließen.	G407-E4554	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
211	L+CH+CH+P+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; nehmen; nehmen; einsetzen; auf Grad I; abschließen	Nimm den Posten zweimal und setze den Posten ein; über die Verbindung; auf Grad I; abschließen.	Nimm den Posten zweimal und setze den Posten ein; über die Verbindung; auf Grad I; abschließen.	G407-E3576	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
212	L+CH+K+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; nehmen; geben; auf Grad I; abschließen	Nimm den Posten und gib den Posten; über die Verbindung; auf Grad I; abschließen.	Nimm den Posten und gib den Posten; über die Verbindung; auf Grad I; abschließen.	G407-E3194	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
213	L+K+E+O+P+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; geben; auf Grad I; zur Ausführung; einsetzen; weiter	Weiter: gib den Posten und setze den Posten ein; über die Verbindung; auf Grad I; zur Ausführung.	Weiter: gib den Posten und setze den Posten ein; über die Verbindung; auf Grad I; zur Ausführung.	G407-E4244	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
214	L+K+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; geben; auf Grad I; weiter	Weiter: gib den Posten; über die Verbindung; auf Grad I.	Weiter: gib den Posten; über die Verbindung; auf Grad I.	G515-E0585	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
215	L+O+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; zur Ausführung; bearbeiten; abschließen	Bearbeite den Posten; über die Verbindung; zur Ausführung; abschließen.	Bearbeite den Posten; über die Verbindung; zur Ausführung; abschließen.	G407-E3402	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
216	L+OL+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; weiter; bearbeiten; abschließen	Weiter: bearbeite den Posten; über die Verbindung; abschließen.	Weiter: bearbeite den Posten; über die Verbindung; abschließen.	G407-E1675	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
217	L+T+SH+OL+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; einstellen; halten; weiter; den Posten	Weiter: stelle den Posten ein und halte den Posten; über die Verbindung.	Weiter: stelle den Posten ein und halte den Posten; über die Verbindung.	G515-E0539	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
218	LOCAL_CHAR_F+OL+OL	1	1	1	1	1	1	1	INHERITED_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	hier; weiter; weiter	Weiter: halte; hier; nochmals weiterführen.	Weiter: halte; hier; nochmals weiterführen.	G515-E0100	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
219	LOCAL_CHAR_F+SH+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	hier; halten; zur Ausführung; abschließen	Halte; hier; zur Ausführung; abschließen.	Halte; hier; zur Ausführung; abschließen.	G407-E0443	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
220	M_LOCAL+OL	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	hier; weiter	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	G407-E0512	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
221	O+CH+T+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; nehmen; einstellen; auf Grad I; weiter	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I.	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I.	G407-E3200	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
222	O+CH+T+E+OL+AR+L	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; nehmen; einstellen; auf Grad I; weiter; vom Ausgang; über die Verbindung	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung.	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung.	G407-E1420	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
223	O+CH+T+OL+E	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; nehmen; einstellen; weiter; auf Grad I	Weiter: nimm die Einheit und stelle die Einheit ein; zur Ausführung; auf Grad I.	Weiter: nimm die Einheit und stelle die Einheit ein; zur Ausführung; auf Grad I.	G407-E0959	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
224	O+D_ADDR+EE+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; hier; auf Grad II; abschließen	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	G407-E2423	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
225	O+E+K+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; auf Grad I; geben; auf Grad I; weiter	Weiter: gib den Posten; zur Ausführung; auf Grad I; auf Grad I.	Weiter: gib den Posten; zur Ausführung; auf Grad I; auf Grad I.	G407-E3950	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
226	O+EEE+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; auf Grad III; abschließen	Halte den Anteil; zur Ausführung; auf Grad III; abschließen.	Halte den Anteil; zur Ausführung; auf Grad III; abschließen.	G407-E2802	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
227	O+LOCAL_CHAR_F+Y+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; hier; den Posten; abschließen	Wähle den Posten; zur Ausführung; hier; abschließen.	Wähle den Posten; zur Ausführung; hier; abschließen.	G407-E0975	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
228	O+OT+OR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; danach; die Einheit	Danach: nimm die Einheit; zur Ausführung.	Danach: nimm die Einheit; zur Ausführung.	G407-E0292	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
229	O+P+CH+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; nehmen; auf Grad I; weiter	Weiter: setze die Einheit ein und nimm die Einheit; zur Ausführung; auf Grad I.	Weiter: setze die Einheit ein und nimm die Einheit; zur Ausführung; auf Grad I.	G407-E4298	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
230	O+P+CH+EE+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; nehmen; auf Grad II; weiter	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; auf Grad II.	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; auf Grad II.	G407-E1033	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
231	O+P+CH+OL+AL+AIIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; nehmen; weiter; zum Zielort; den Wert	Weiter: setze den Wert ein und nimm den Wert; zur Ausführung; zum Zielort.	Weiter: setze den Wert ein und nimm den Wert; zur Ausführung; zum Zielort.	G407-E1394	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
232	O+P+CH+OR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; nehmen; die Einheit; abschließen	Setze die Einheit ein und nimm die Einheit; zur Ausführung; abschließen.	Setze die Einheit ein und nimm die Einheit; zur Ausführung; abschließen.	G407-E0497	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
233	O+P+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; auf Grad I; abschließen	Setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	Setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	G407-E3457	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
234	O+P+O+D_ADDR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; zur Ausführung; hier; weiter	Weiter: setze ein; zur Ausführung; zur Ausführung; hier.	Weiter: setze ein; zur Ausführung; zur Ausführung; hier.	G407-E0902	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
235	O+P+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; weiter	Weiter: setze die Einheit ein; zur Ausführung.	Weiter: setze die Einheit ein; zur Ausführung.	G407-E2812	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
236	O+P+SH+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; halten; zur Ausführung; abschließen	Setze den Posten ein und halte den Posten; zur Ausführung; zur Ausführung; abschließen.	Setze den Posten ein und halte den Posten; zur Ausführung; zur Ausführung; abschließen.	G407-E0610	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
237	O+SH+EE+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; halten; auf Grad II; abschließen	Halte den Posten; zur Ausführung; auf Grad II; abschließen.	Halte den Posten; zur Ausführung; auf Grad II; abschließen.	G407-E2821	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
