unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U624	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.29	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykchdy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U625	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.30	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oeeody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U626	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.31	A2_STAR_STATION_23: Grundauswahl.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ocphy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U627	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.32	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okeeodal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U628	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.33	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okshor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U629	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.34	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	osdaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U630	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.35	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otochedy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U631	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.36	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dolchedy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U632	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.37	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oky	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U633	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.37	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okchdy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U634	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.37	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okardy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U635	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.37	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	qear	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U636	D2_CLEAR_EXTRACT_STAR_ATLAS	WHEN	ASTRO_DIAGRAM	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	oygy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U637	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dair	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U638	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	cheyky	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U639	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otaza	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U640	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	sar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U641	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U642	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chykar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U643	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okoirsh	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U644	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U645	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	chetody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U646	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okeeos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U647	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	o	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U648	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	tey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U649	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otokeeey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U650	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okeeody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U651	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okeey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U652	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	doiir	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U653	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	teeo	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U654	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	y	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U655	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U656	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ot	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U657	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	y	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U658	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okedy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U659	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	chsdy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U660	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okeod	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U661	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	y	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U662	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U663	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	choaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U664	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U665	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U666	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U667	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chees	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U668	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	yto	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U669	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	odair	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U670	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oty	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U671	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oteeo	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U672	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U673	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	o	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U674	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	eykeody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U675	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dchor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U676	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.1	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	char	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U677	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	yka	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U678	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U679	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U680	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U681	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ykady	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U682	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	iokeeor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U683	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	cheey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U684	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	choly	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U685	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykeeal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U686	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	cheo	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U687	D3_STORED_APPLICATION_THREE_WHEELS	WHEN	ASTRO_DIAGRAM	f69v	f69v.2	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oaram	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
