control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0173	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.27	S	B	3	S|B|3	12	13	ldar	llo	1	1	MIDDLE	H4	dar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	abgemessener Anteil, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	0	0
G776-C0174	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.30	S	B	3	S|B|3	10	11	lkain	lky	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	0	0
G776-C0175	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.31	S	B	3	S|B|3	5	6	lain	chey	1	1	MIDDLE	H4	ain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	0	0
G776-C0176	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.31	S	B	3	S|B|3	9	10	lkain	chal	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	0	0
G776-C0177	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.35	S	B	3	S|B|3	4	5	lkain	lchey	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	0	0
G776-C0178	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.35	S	B	3	S|B|3	5	6	lchey	lshekain	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	0	0
G776-C0179	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.35	S	B	3	S|B|3	11	12	lkain	y	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	0	0
G776-C0180	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.39	S	B	3	S|B|3	7	8	lkeey	shey	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	0	0
G776-C0181	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.40	S	B	3	S|B|3	2	3	lkain	chckhy	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	0	0
G776-C0182	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.41	S	B	3	S|B|3	5	6	lkeey	oteedy	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	0	0
G776-C0183	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.46	S	B	3	S|B|3	3	4	lkeey	rolkeey	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly	0	0
G776-C0184	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.46	S	B	3	S|B|3	7	8	lchedy	lkeain	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly	0	0
G776-C0185	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.49	S	B	3	S|B|3	5	6	lor	sheey	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	0	0
G776-C0186	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.6	S	B	3	S|B|3	6	7	lkeey	chol	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	0	0
G776-C0187	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.9	S	B	3	S|B|3	7	8	lkey	okeey	1	1	MIDDLE	H4	key	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	0	0
G776-C0188	H3_MEDIAL_EXACT_OUTGOING	f112r	f112	f112r.17	S	B	3	S|B|3	7	8	ral	cheey	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	0	0
G776-C0189	H3_MEDIAL_EXACT_OUTGOING	f112r	f112	f112r.21	S	B	3	S|B|3	3	4	raiin	chcthey	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy	0	0
G776-C0190	H4_MEDIAL_EXACT_OUTGOING	f112r	f112	f112r.27	S	B	3	S|B|3	7	8	lky	shty	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pcholkeedy okchoiiin aky opchedy kolfchdy opchedy lky shty	0	0
G776-C0191	H4_MEDIAL_EXACT_OUTGOING	f112r	f112	f112r.31	S	B	3	S|B|3	7	8	lchedy	okeeor	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pair al keolor okaiin otain oteey lchedy okeeor oteor karainy	0	0
G776-C0192	H4_MEDIAL_EXACT_OUTGOING	f112v	f112	f112v.11	S	B	3	S|B|3	6	7	lody	chcfhy	1	1	MIDDLE	H4	ody	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	fertig aufbereitete Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky	0	0
G776-C0193	H4_MEDIAL_EXACT_OUTGOING	f112v	f112	f112v.38	S	B	3	S|B|3	10	11	lkain	cheo	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	0	0
G776-C0194	H4_MEDIAL_EXACT_OUTGOING	f112v	f112	f112v.40	S	B	3	S|B|3	3	4	lchedy	chckhy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	0	0
G776-C0195	H4_MEDIAL_EXACT_OUTGOING	f112v	f112	f112v.46	S	B	3	S|B|3	2	3	lor	chaiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeey lor chaiin cheky chokain char am chey kain chdal okaiin daldy	0	0
G776-C0196	H3_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.25	S	B	3	S|B|3	7	8	rair	shedy	1	1	MIDDLE	H3	air	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchedair shotedy qopchody chfchol kchdaiin chpchshdy rair shedy qokchey sairy	0	0
G776-C0197	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.26	S	B	3	S|B|3	9	10	loaiin	okeedy	1	1	MIDDLE	H4	oaiin	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitung: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy	0	0
G776-C0198	H3_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.34	S	B	3	S|B|3	9	10	rchedy	ldy	1	1	MIDDLE	H3	chedy	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	palshsar lshdaiin otshsaiin shocfhy qopchear shkair qopchdy qoteedy rchedy ldy	0	0
G776-C0199	H3_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.39	S	B	3	S|B|3	11	12	rair	aly	1	1	MIDDLE	H3	air	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly	0	0
G776-C0200	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.4	S	B	3	S|B|3	9	10	lkar	ar	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	0	0
G776-C0201	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.43	S	B	3	S|B|3	3	4	lkar	ar	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0	0
G776-C0202	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.43	S	B	3	S|B|3	11	12	lchey	lkar	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0	0
G776-C0203	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.43	S	B	3	S|B|3	12	13	lkar	am	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0	0
G776-C0204	H4_MEDIAL_EXACT_OUTGOING	f113r	f113	f113r.50	S	B	3	S|B|3	4	5	lkaiin	chey	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tchedy okeey cheeos lkaiin chey otain cheeody qokeeody okaiin oteedy	0	0
G776-C0205	H3_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.1	S	B	3	S|B|3	10	11	rol	lkar	1	1	MIDDLE	H3	ol	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky	0	0
G776-C0206	H3_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.13	S	B	3	S|B|3	10	11	roral	fchee	1	1	MIDDLE	H3	oral	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Zutatenportion	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	0	0
G776-C0207	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.17	S	B	3	S|B|3	3	4	lcheey	olkar	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	0	0
G776-C0208	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.18	S	B	3	S|B|3	5	6	lky	lkches	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pychdar chckhedy otshedy tcheepchey lky lkches qokody lkeshdy fchocthor opam	0	0
G776-C0209	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.19	S	B	3	S|B|3	10	11	lchal	qckham	1	1	MIDDLE	H4	chal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockenes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham	0	0
G776-C0210	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.2	S	B	3	S|B|3	8	9	lkchdy	oteol	1	1	MIDDLE	H4	kchdy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzt-trockenes Ergebnis, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	0	0
G776-C0211	H3_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.22	S	B	3	S|B|3	4	5	raiin	olal	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	0	0
G776-C0212	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.24	S	B	3	S|B|3	2	3	lcheey	loar	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeey lcheey loar cheos	0	0
G776-C0213	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.24	S	B	3	S|B|3	3	4	loar	cheos	1	1	MIDDLE	H4	oar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsanteil, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeey lcheey loar cheos	0	0
G776-C0214	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.29	S	B	3	S|B|3	11	12	lor	air	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	0	0
G776-C0215	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.31	S	B	3	S|B|3	5	6	lchedy	okaiin	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	0	0
G776-C0216	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.37	S	B	3	S|B|3	5	6	lchedy	qokair	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qol aiin olaiin oteeey lchedy qokair y daiin	0	0
G776-C0217	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.45	S	B	3	S|B|3	7	8	lkeey	opchedy	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	0	0
G776-C0218	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.46	S	B	3	S|B|3	4	5	lain	al	1	1	MIDDLE	H4	ain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	o lkaiin cheey lain al cheey	0	0
G776-C0219	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.47	S	B	3	S|B|3	3	4	lkaiin	tair	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	0	0
G776-C0220	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.48	S	B	3	S|B|3	10	11	lkaiin	okal	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	0	0
G776-C0221	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.49	S	B	3	S|B|3	8	9	lkeey	ltal	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	0	0
G776-C0222	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.6	S	B	3	S|B|3	2	3	lcheol	chockhy	1	1	MIDDLE	H4	cheol	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheolchy lcheol chockhy cheodadaiin	0	0
G776-C0223	H4_MEDIAL_EXACT_OUTGOING	f113v	f113	f113v.7	S	B	3	S|B|3	3	4	lkeeody	oteedy	1	1	MIDDLE	H4	keeody	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	vollständig erhitztes Zubereitungsergebnis	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	0	0
G776-C0224	H4_MEDIAL_EXACT_OUTGOING	f114r	f114	f114r.12	S	B	3	S|B|3	8	9	lair	sheod	1	1	MIDDLE	H4	air	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Fraktionsstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	0	0
G776-C0225	H4_MEDIAL_EXACT_OUTGOING	f114r	f114	f114r.21	S	B	3	S|B|3	3	4	lcheo	dkair	1	1	MIDDLE	H4	cheo	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockener Ansatz oder Zubereitung	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lcheey lchedo lcheo dkair	0	0
G776-C0226	H3_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.11	S	B	@	S|B|@	8	9	rain	cheo	1	1	MIDDLE	H3	ain	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinal-/Wertstufe II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory	0	0
G776-C0227	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.14	S	B	@	S|B|@	4	5	lkain	cheey	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	0	0
G776-C0228	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.14	S	B	@	S|B|@	9	10	lodar	chtar	1	1	MIDDLE	H4	odar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsanteil oder Dosisstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	0	0
G776-C0229	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.15	S	B	@	S|B|@	11	12	lkar	air	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	0	0
G776-C0230	H4_MEDIAL_EXACT_OUTGOING	f115r	f115	f115r.18	S	B	@	S|B|@	2	3	lcheey	okcho	1	1	MIDDLE	H4	cheey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheol lcheey okcho keedor ykechey chchdy	0	0
