paragraph	locus	index	raw	D	H	status	U	R	C	row_status
f24r|f24r.1-f24r.20	f24r.19	1	yol	[ungelesen: yol]	[ungelesen: yol]	UNREAD	[ungelesen: yol]	[ungelesen: yol]	[ungelesen: yol]	recorded
f24r|f24r.1-f24r.20	f24r.19	2	kol	[ungelesen: kol]	[ungelesen: kol]	UNREAD	[ungelesen: kol]	[ungelesen: kol]	[ungelesen: kol]	recorded
f24r|f24r.1-f24r.20	f24r.19	3	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f24r|f24r.1-f24r.20	f24r.19	4	shom	[ungelesen: shom]	[ungelesen: shom]	UNREAD	[ungelesen: shom]	[ungelesen: shom]	[ungelesen: shom]	recorded
f24r|f24r.1-f24r.20	f24r.19	5	otacphy	[ungelesen: otacphy]	[ungelesen: otacphy]	UNREAD	[ungelesen: otacphy]	[ungelesen: otacphy]	[ungelesen: otacphy]	recorded
f24r|f24r.1-f24r.20	f24r.20	1	sam	[ungelesen: sam]	[ungelesen: sam]	UNREAD	[ungelesen: sam]	[ungelesen: sam]	[ungelesen: sam]	recorded
f24r|f24r.1-f24r.20	f24r.20	2	chorly	[ungelesen: chorly]	[ungelesen: chorly]	UNREAD	[ungelesen: chorly]	[ungelesen: chorly]	[ungelesen: chorly]	recorded
f45v|f45v.5-f45v.11	f45v.5	1	qotol	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	ASSUMED	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.5	2	choiin	[ungelesen: choiin]	[ungelesen: choiin]	UNREAD	[ungelesen: choiin]	[ungelesen: choiin]	[ungelesen: choiin]	recorded
f45v|f45v.5-f45v.11	f45v.5	3	okchar	[ungelesen: okchar]	[ungelesen: okchar]	UNREAD	[ungelesen: okchar]	[ungelesen: okchar]	[ungelesen: okchar]	recorded
f45v|f45v.5-f45v.11	f45v.5	4	dar	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	Teilmenge	recorded
f45v|f45v.5-f45v.11	f45v.5	5	oty	kühl	kühl	ASSUMED	kühl	kühl	kühl	recorded
f45v|f45v.5-f45v.11	f45v.5	6	shoto	[ungelesen: shoto]	[ungelesen: shoto]	UNREAD	[ungelesen: shoto]	[ungelesen: shoto]	[ungelesen: shoto]	recorded
f45v|f45v.5-f45v.11	f45v.5	7	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f45v|f45v.5-f45v.11	f45v.5	8	py	[ungelesen: py]	[ungelesen: py]	UNREAD	[ungelesen: py]	[ungelesen: py]	[ungelesen: py]	recorded
f45v|f45v.5-f45v.11	f45v.5	9	otytam	[ungelesen: otytam]	[ungelesen: otytam]	UNREAD	[ungelesen: otytam]	[ungelesen: otytam]	[ungelesen: otytam]	recorded
f45v|f45v.5-f45v.11	f45v.6	1	?s	[ungelesen: ?s]	[ungelesen: ?s]	UNREAD	[ungelesen: ?s]	[ungelesen: ?s]	[ungelesen: ?s]	recorded
f45v|f45v.5-f45v.11	f45v.6	2	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f45v|f45v.5-f45v.11	f45v.6	3	cphor	[ungelesen: cphor]	[ungelesen: cphor]	UNREAD	[ungelesen: cphor]	[ungelesen: cphor]	[ungelesen: cphor]	recorded
f45v|f45v.5-f45v.11	f45v.6	4	qok{cy}	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	UNREAD	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	recorded
f45v|f45v.5-f45v.11	f45v.6	5	tod	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	ASSUMED	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.6	6	ytchdy	[ungelesen: ytchdy]	[ungelesen: ytchdy]	UNREAD	[ungelesen: ytchdy]	[ungelesen: ytchdy]	[ungelesen: ytchdy]	recorded
f45v|f45v.5-f45v.11	f45v.6	7	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.6	8	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.6	9	cheg	[ungelesen: cheg]	[ungelesen: cheg]	UNREAD	[ungelesen: cheg]	[ungelesen: cheg]	[ungelesen: cheg]	recorded
f45v|f45v.5-f45v.11	f45v.7	1	tchtcho	[ungelesen: tchtcho]	[ungelesen: tchtcho]	UNREAD	[ungelesen: tchtcho]	[ungelesen: tchtcho]	[ungelesen: tchtcho]	recorded
f45v|f45v.5-f45v.11	f45v.7	2	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.7	3	dshy	[ungelesen: dshy]	[ungelesen: dshy]	UNREAD	[ungelesen: dshy]	[ungelesen: dshy]	[ungelesen: dshy]	recorded
f45v|f45v.5-f45v.11	f45v.7	4	o	und	und	ASSUMED	und	und	und	recorded
f45v|f45v.5-f45v.11	f45v.7	5	tyol	[ungelesen: tyol]	[ungelesen: tyol]	UNREAD	[ungelesen: tyol]	[ungelesen: tyol]	[ungelesen: tyol]	recorded
f45v|f45v.5-f45v.11	f45v.7	6	ytchom	[ungelesen: ytchom]	[ungelesen: ytchom]	UNREAD	[ungelesen: ytchom]	[ungelesen: ytchom]	[ungelesen: ytchom]	recorded
f45v|f45v.5-f45v.11	f45v.8	1	yksheor	[ungelesen: yksheor]	[ungelesen: yksheor]	UNREAD	[ungelesen: yksheor]	[ungelesen: yksheor]	[ungelesen: yksheor]	recorded
f45v|f45v.5-f45v.11	f45v.8	2	odal	abgemessener Anteil	abgemessener Anteil	ASSUMED	abgemessener Anteil	abgemessener Anteil	abgemessener Anteil	recorded
f45v|f45v.5-f45v.11	f45v.8	3	sho	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f45v|f45v.5-f45v.11	f45v.8	4	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f45v|f45v.5-f45v.11	f45v.8	5	pchom	[ungelesen: pchom]	[ungelesen: pchom]	UNREAD	[ungelesen: pchom]	[ungelesen: pchom]	[ungelesen: pchom]	recorded
f45v|f45v.5-f45v.11	f45v.8	6	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f45v|f45v.5-f45v.11	f45v.8	7	oa[iir:iin]	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	UNREAD	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	recorded
f45v|f45v.5-f45v.11	f45v.9	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f45v|f45v.5-f45v.11	f45v.9	2	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f45v|f45v.5-f45v.11	f45v.9	3	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f45v|f45v.5-f45v.11	f45v.9	4	qokom	erwärme portionsweise	erwärme portionsweise	ASSUMED	erwärme portionsweise	erwärme portionsweise	erwärme portionsweise	recorded
f45v|f45v.5-f45v.11	f45v.9	5	sy	abgesetzt	abgesetzt	ASSUMED	abgesetzt	abgesetzt	abgesetzt	recorded
f45v|f45v.5-f45v.11	f45v.9	6	sa	[ungelesen: sa]	[ungelesen: sa]	UNREAD	[ungelesen: sa]	[ungelesen: sa]	[ungelesen: sa]	recorded
f45v|f45v.5-f45v.11	f45v.9	7	ykchom	[ungelesen: ykchom]	[ungelesen: ykchom]	UNREAD	[ungelesen: ykchom]	[ungelesen: ykchom]	[ungelesen: ykchom]	recorded
f45v|f45v.5-f45v.11	f45v.10	1	dshor	[ungelesen: dshor]	[ungelesen: dshor]	UNREAD	[ungelesen: dshor]	[ungelesen: dshor]	[ungelesen: dshor]	recorded
f45v|f45v.5-f45v.11	f45v.10	2	otshy	[ungelesen: otshy]	[ungelesen: otshy]	UNREAD	[ungelesen: otshy]	[ungelesen: otshy]	[ungelesen: otshy]	recorded
f45v|f45v.5-f45v.11	f45v.10	3	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f45v|f45v.5-f45v.11	f45v.10	4	tsholol	[ungelesen: tsholol]	[ungelesen: tsholol]	UNREAD	[ungelesen: tsholol]	[ungelesen: tsholol]	[ungelesen: tsholol]	recorded
f45v|f45v.5-f45v.11	f45v.10	5	ytchord	[ungelesen: ytchord]	[ungelesen: ytchord]	UNREAD	[ungelesen: ytchord]	[ungelesen: ytchord]	[ungelesen: ytchord]	recorded
f45v|f45v.5-f45v.11	f45v.11	1	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f45v|f45v.5-f45v.11	f45v.11	2	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f45v|f45v.5-f45v.11	f45v.11	3	ytchy	[ungelesen: ytchy]	[ungelesen: ytchy]	UNREAD	[ungelesen: ytchy]	[ungelesen: ytchy]	[ungelesen: ytchy]	recorded
f45v|f45v.5-f45v.11	f45v.11	4	doiin	[ungelesen: doiin]	[ungelesen: doiin]	UNREAD	[ungelesen: doiin]	[ungelesen: doiin]	[ungelesen: doiin]	recorded
f45v|f45v.5-f45v.11	f45v.11	5	dcholdy	[ungelesen: dcholdy]	[ungelesen: dcholdy]	UNREAD	[ungelesen: dcholdy]	[ungelesen: dcholdy]	[ungelesen: dcholdy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	1	poldaiin	[ungelesen: poldaiin]	[ungelesen: poldaiin]	UNREAD	[ungelesen: poldaiin]	[ungelesen: poldaiin]	[ungelesen: poldaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	2	shea	[ungelesen: shea]	[ungelesen: shea]	UNREAD	[ungelesen: shea]	[ungelesen: shea]	[ungelesen: shea]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	3	teraiin	[ungelesen: teraiin]	[ungelesen: teraiin]	UNREAD	[ungelesen: teraiin]	[ungelesen: teraiin]	[ungelesen: teraiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	4	otcho	[ungelesen: otcho]	[ungelesen: otcho]	UNREAD	[ungelesen: otcho]	[ungelesen: otcho]	[ungelesen: otcho]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	5	lkaiin	[ungelesen: lkaiin]	[ungelesen: lkaiin]	UNREAD	[ungelesen: lkaiin]	[ungelesen: lkaiin]	[ungelesen: lkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	6	os	zusammen	zusammen	ASSUMED	zusammen	zusammen	zusammen	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	7	al	davon	davon	ASSUMED	davon	davon	davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	8	ody	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	9	qotar	abgeteilter Anteil	abgeteilter Anteil	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	10	ytedy	[ungelesen: ytedy]	[ungelesen: ytedy]	UNREAD	[ungelesen: ytedy]	[ungelesen: ytedy]	[ungelesen: ytedy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	11	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	1	ycheeytydaiin	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	UNREAD	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	2	ykeeo	[ungelesen: ykeeo]	[ungelesen: ykeeo]	UNREAD	[ungelesen: ykeeo]	[ungelesen: ykeeo]	[ungelesen: ykeeo]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	3	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	4	shckhy	[ungelesen: shckhy]	[ungelesen: shckhy]	UNREAD	[ungelesen: shckhy]	[ungelesen: shckhy]	[ungelesen: shckhy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	5	shoky	[ungelesen: shoky]	[ungelesen: shoky]	UNREAD	[ungelesen: shoky]	[ungelesen: shoky]	[ungelesen: shoky]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	6	oty	kühl	kühl	ASSUMED	kühl	kühl	kühl	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	7	oty	kühl	kühl	ASSUMED	kühl	kühl	kühl	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	8	otain	[ungelesen: otain]	[ungelesen: otain]	UNREAD	[ungelesen: otain]	[ungelesen: otain]	[ungelesen: otain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	9	olkchdy	[ungelesen: olkchdy]	[ungelesen: olkchdy]	UNREAD	[ungelesen: olkchdy]	[ungelesen: olkchdy]	[ungelesen: olkchdy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	2	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	3	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	4	ytaly	[ungelesen: ytaly]	[ungelesen: ytaly]	UNREAD	[ungelesen: ytaly]	[ungelesen: ytaly]	[ungelesen: ytaly]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	6	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	7	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	8	ytar	weiterer Teil	weiterer Teil	ASSUMED	weiterer Teil	weiterer Teil	weiterer Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	9	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	10	ytaiiil	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	UNREAD	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	1	oar	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	2	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	3	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	4	okaiin	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	Dosis des Grundansatzes	Dosis des Grundansatzes	Dosis des Grundansatzes	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	5	yteey	kühle erneut	kühle erneut	ASSUMED	kühle erneut	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	6	ytaiin	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	7	qokees	[ungelesen: qokees]	[ungelesen: qokees]	UNREAD	[ungelesen: qokees]	[ungelesen: qokees]	[ungelesen: qokees]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	8	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	9	yteey	kühle erneut	kühle erneut	ASSUMED	kühle erneut	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	10	qotey	[ungelesen: qotey]	[ungelesen: qotey]	UNREAD	[ungelesen: qotey]	[ungelesen: qotey]	[ungelesen: qotey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	11	lkey	[ungelesen: lkey]	[ungelesen: lkey]	UNREAD	[ungelesen: lkey]	[ungelesen: lkey]	[ungelesen: lkey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	1	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	2	ykeey	erwärme erneut	erwärme erneut	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	3	ykal	[ungelesen: ykal]	[ungelesen: ykal]	UNREAD	[ungelesen: ykal]	[ungelesen: ykal]	[ungelesen: ykal]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	4	chod	[ungelesen: chod]	[ungelesen: chod]	UNREAD	[ungelesen: chod]	[ungelesen: chod]	[ungelesen: chod]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	5	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	6	oeey	[ungelesen: oeey]	[ungelesen: oeey]	UNREAD	[ungelesen: oeey]	[ungelesen: oeey]	[ungelesen: oeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	7	teodkaiin	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	UNREAD	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	8	otodaiin	[ungelesen: otodaiin]	[ungelesen: otodaiin]	UNREAD	[ungelesen: otodaiin]	[ungelesen: otodaiin]	[ungelesen: otodaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	9	okain	[ungelesen: okain]	[ungelesen: okain]	UNREAD	[ungelesen: okain]	[ungelesen: okain]	[ungelesen: okain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	1	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	2	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	3	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	4	okol	Grundansatz	Grundansatz	ASSUMED	Grundansatz	Grundansatz	Grundansatz	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	5	chokar	[ungelesen: chokar]	[ungelesen: chokar]	UNREAD	[ungelesen: chokar]	[ungelesen: chokar]	[ungelesen: chokar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	6	sheol	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	7	qokar	erwärmter Anteil	erwärmter Anteil	ASSUMED	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	8	cheey	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	9	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	10	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	11	ody	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	1	oar	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	2	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	3	ykain	[ungelesen: ykain]	[ungelesen: ykain]	UNREAD	[ungelesen: ykain]	[ungelesen: ykain]	[ungelesen: ykain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	4	okal	Ausgangsmaterial	Ausgangsmaterial	ASSUMED	Ausgangsmaterial	Ausgangsmaterial	Ausgangsmaterial	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	5	kchody	[ungelesen: kchody]	[ungelesen: kchody]	UNREAD	[ungelesen: kchody]	[ungelesen: kchody]	[ungelesen: kchody]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	6	chckhy	[ungelesen: chckhy]	[ungelesen: chckhy]	UNREAD	[ungelesen: chckhy]	[ungelesen: chckhy]	[ungelesen: chckhy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	7	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	8	olkar	[ungelesen: olkar]	[ungelesen: olkar]	UNREAD	[ungelesen: olkar]	[ungelesen: olkar]	[ungelesen: olkar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	9	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	1	sair	[ungelesen: sair]	[ungelesen: sair]	UNREAD	[ungelesen: sair]	[ungelesen: sair]	[ungelesen: sair]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	2	kain	[ungelesen: kain]	[ungelesen: kain]	UNREAD	[ungelesen: kain]	[ungelesen: kain]	[ungelesen: kain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	3	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	4	alosheey	[ungelesen: alosheey]	[ungelesen: alosheey]	UNREAD	[ungelesen: alosheey]	[ungelesen: alosheey]	[ungelesen: alosheey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	5	qoeey	[ungelesen: qoeey]	[ungelesen: qoeey]	UNREAD	[ungelesen: qoeey]	[ungelesen: qoeey]	[ungelesen: qoeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	6	lkesy	[ungelesen: lkesy]	[ungelesen: lkesy]	UNREAD	[ungelesen: lkesy]	[ungelesen: lkesy]	[ungelesen: lkesy]	recorded
f93r|f93r.1-f93r.32	f93r.1	1	kodshol	[ungelesen: kodshol]	[ungelesen: kodshol]	UNREAD	[ungelesen: kodshol]	[ungelesen: kodshol]	[ungelesen: kodshol]	recorded
f93r|f93r.1-f93r.32	f93r.1	2	otolsheeos	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	UNREAD	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	recorded
f93r|f93r.1-f93r.32	f93r.1	3	octhodaly	[ungelesen: octhodaly]	[ungelesen: octhodaly]	UNREAD	[ungelesen: octhodaly]	[ungelesen: octhodaly]	[ungelesen: octhodaly]	recorded
f93r|f93r.1-f93r.32	f93r.1	4	opalepam	[ungelesen: opalepam]	[ungelesen: opalepam]	UNREAD	[ungelesen: opalepam]	[ungelesen: opalepam]	[ungelesen: opalepam]	recorded
f93r|f93r.1-f93r.32	f93r.1	5	oepchksheey	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	UNREAD	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	recorded
f93r|f93r.1-f93r.32	f93r.1	6	qotodain	[ungelesen: qotodain]	[ungelesen: qotodain]	UNREAD	[ungelesen: qotodain]	[ungelesen: qotodain]	[ungelesen: qotodain]	recorded
f93r|f93r.1-f93r.32	f93r.1	7	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.1	8	oar	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	Anteil davon	recorded
f93r|f93r.1-f93r.32	f93r.2	1	ycham	[ungelesen: ycham]	[ungelesen: ycham]	UNREAD	[ungelesen: ycham]	[ungelesen: ycham]	[ungelesen: ycham]	recorded
f93r|f93r.1-f93r.32	f93r.2	2	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
