surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt523_rank	gdt523_top1	gdt524_rank	gdt524_top1	gdt524_top5	truth_gdt523_score	truth_consensus_feature	truth_gdt524_score	truth_consensus_trace	top1_gdt523_score	top1_consensus_feature	top1_gdt524_score	top1_consensus_trace	top1_alignment_trace	decision_change_class	working_policy
qokchey	1	f66r	OK+CH+E+Y	39	1	OK+CH+E+Y	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	5.415081545	0.000000000	5.415081545	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.415081545	0.000000000	5.415081545	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qokee	1	f31r	OK+EE	12	1	OK+EE	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | OK+SH+EE	2.134237922	0.000000000	2.134237922	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.134237922	0.000000000	2.134237922	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qokee=>qokee~OK+EE@edit0+alias0.250	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qokeedar	1	f66r	OK+EE+D_ADDR+AR	100	1	OK+EE+D_ADDR+AR	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	3.867433011	0.000000000	3.867433011	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.867433011	0.000000000	3.867433011	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qokees	2	f31r|f66r	OK+EE+S	28	1	OK+EE+S	1	OK+EE+S	OK+EE+S | OK+EE | CARRIER_Q+OK+EE+S | OK+EE+SH | CARRIER_Q+OK+EE	2.404932737	0.000000000	2.404932737	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.404932737	0.000000000	2.404932737	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qokshd	1	f66r	OK+SH+D_ADDR	37	1	OK+SH+D_ADDR	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+O+D_ADDR	3.205878466	0.000000000	3.205878466	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.205878466	0.000000000	3.205878466	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qolsa	1	f66r	OL+S+A_ADDR	26	1	OL+S+A_ADDR	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+S | OL+A_ADDR | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	4.613307089	0.000000000	4.613307089	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.613307089	0.000000000	4.613307089	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	100	1	CARRIER_Q+O+P+AIIN	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	3.391835090	0.000000000	3.391835090	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.391835090	0.000000000	3.391835090	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qotchoiin	1	f4r	OT+CH+O+IIN	100	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+LOCAL_C+O+IIN | OT+CH+O+AIIN	4.347497192	0.000000000	4.347497192	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.347497192	0.000000000	4.347497192	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qotedal	1	f66r	OT+E+AL	100	1	OT+E+AL	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | OT+AL | CARRIER_Q+OT+E+AL | CARRIER_Q+OT+E+D_ADDR+AL	4.462661087	0.000000000	4.462661087	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.462661087	0.000000000	4.462661087	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qoteeod	1	f66r	OT+EE+O+D_ADDR	84	1	OT+EE+O+D_ADDR	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	2.957232895	0.000000000	2.957232895	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.957232895	0.000000000	2.957232895	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qoteoly	1	f66r	OT+E+OL+Y	29	1	OT+E+OL+Y	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	2.743607755	0.000000000	2.743607755	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.743607755	0.000000000	2.743607755	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qotesy	1	f66r	OT+E+S+Y	21	1	OT+E+S+Y	1	OT+E+S+Y	OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+S+Y | OT+E+D_ADDR+Y | CARRIER_Q+OT+E+Y	2.961641148	1.511262593	1.450378556	BASE1[qotes+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[qotey+s=>S@INNER/INNER;n=7/11;p=0.625000;r=0.777778;b=0.489997]	2.961641148	1.511262593	1.450378556	BASE1[qotes+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[qotey+s=>S@INNER/INNER;n=7/11;p=0.625000;r=0.777778;b=0.489997]	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
rals	1	f66r	R+AL+S	29	1	R+AL+S	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	3.873455058	0.000000000	3.873455058	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.873455058	0.000000000	3.873455058	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
raral	1	f66r	R+AR+AL	64	1	R+AR+AL	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	3.621680494	0.000000000	3.621680494	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.621680494	0.000000000	3.621680494	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
rary	1	f66r	R+AR+Y	13	1	R+AR+Y	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	3.172556463	0.000000000	3.172556463	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.172556463	0.000000000	3.172556463	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
rotaiin	1	f66r	R+OT+AIIN	100	1	R+OT+AIIN	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | R+O+T+AIIN	3.209997235	0.000000000	3.209997235	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.209997235	0.000000000	3.209997235	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
saiis	1	f31r	S+IIN+S	64	3	S+A_ADDR+IIN+S	3	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+AIIN+S | S+IIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	7.398819307	0.000000000	7.398819307	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.744438423	0.000000000	6.744438423	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
salf	1	f66r	S+AL+LOCAL_CHAR_F	10	1	S+AL+LOCAL_CHAR_F	1	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F | SH+AL+LOCAL_CHAR_F | S+A_ADDR+L+LOCAL_CHAR_F | S+L+LOCAL_CHAR_F | S+A_ADDR+AL+LOCAL_CHAR_F	3.342696192	0.000000000	3.342696192	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.342696192	0.000000000	3.342696192	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
saly	1	f66r	S+AL+Y	8	1	S+AL+Y	1	S+AL+Y	S+AL+Y | AL+Y | SH+AL+Y | S+A_ADDR+AL+Y | S+L+Y	1.990226549	1.682689044	0.307537505	BASE1[sal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[aly+s=>S@LEFT/LEFT;n=25/36;p=0.680000;r=0.925926;b=0.661424]	1.990226549	1.682689044	0.307537505	BASE1[sal+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[aly+s=>S@LEFT/LEFT;n=25/36;p=0.680000;r=0.925926;b=0.661424]	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shain	2	f20v|f4r	SH+AIN	55	1	SH+AIN	1	SH+AIN	SH+AIN | S+SH+AIN | SH+A_ADDR+AIN | SH+SH+AIN | SH+A_ADDR+IIN	2.696775661	0.000000000	2.696775661	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.696775661	0.000000000	2.696775661	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shckhar	1	f66r	SH+CH+K+AR	66	1	SH+CH+K+AR	1	SH+CH+K+AR	SH+CH+K+AR | SH+LOCAL_C+K+AR | SH+CH+K+SH+AR | S+SH+CH+K+AR | SH+CH+K+A_ADDR+R	3.280867875	0.000000000	3.280867875	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.280867875	0.000000000	3.280867875	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shckheody	1	f66r	SH+CH+K+E+O+DY	100	1	SH+CH+K+E+O+DY	1	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY | SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	5.074495848	0.000000000	5.074495848	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.074495848	0.000000000	5.074495848	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shd	1	f20v	SH+D_ADDR	8	1	SH+D_ADDR	1	SH+D_ADDR	SH+D_ADDR | S+SH+D_ADDR | S+D_ADDR | O+D_ADDR | SH+SH+D_ADDR	2.702805062	0.000000000	2.702805062	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.702805062	0.000000000	2.702805062	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shddy	1	f66r	SH+D_ADDR+DY	32	1	SH+D_ADDR+DY	1	SH+D_ADDR+DY	SH+D_ADDR+DY | SH+D_ADDR+Y | SH+D_ADDR+D_ADDR+Y | O+D_ADDR+Y | SH+SH+D_ADDR+Y	5.101553191	0.000000000	5.101553191	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.101553191	0.000000000	5.101553191	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	83	1	SH+E+D_ADDR+SH+E+Y	1	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y | SH+E+SH+E+Y | S+SH+E+D_ADDR+SH+E+Y | SH+CHD+SH+E+Y | SH+E+D_ADDR+E+Y	3.651659365	0.000000000	3.651659365	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.651659365	0.000000000	3.651659365	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shee	1	f31r	SH+EE	10	1	SH+EE	1	SH+EE	SH+EE | S+SH+EE | SH+E+E | SH+SH+EE | S+EE	2.467590103	0.000000000	2.467590103	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.467590103	0.000000000	2.467590103	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	57	1	SH+EE+O+D_ADDR+Y	1	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y | SH+EE+O+DY | SH+EE+O+Y | S+SH+EE+O+DY | S+SH+EE+O+D_ADDR+Y	4.968865985	0.000000000	4.968865985	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.968865985	0.000000000	4.968865985	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekair	1	f66r	SH+E+K+AIR	100	1	SH+E+K+AIR	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+E+K+A_ADDR+AIR	4.299799337	1.561330670	2.738468667	BASE1[kair+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875] | BASE2[shek+air=>AIR@RIGHT/RIGHT;n=5/6;p=0.785714;r=0.714286;b=0.613456]	4.299799337	1.561330670	2.738468667	BASE1[kair+she=>SH+E@LEFT/LEFT;n=31/33;p=0.913043;r=0.939394;b=0.947875] | BASE2[shek+air=>AIR@RIGHT/RIGHT;n=5/6;p=0.785714;r=0.714286;b=0.613456]	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekaly	1	f66r	SH+E+K+AL+Y	92	1	SH+E+K+AL+Y	1	SH+E+K+AL+Y	SH+E+K+AL+Y | SH+K+AL+Y | S+SH+E+K+AL+Y | SH+E+AL+Y | SH+E+Y+K+AL	3.168171636	0.000000000	3.168171636	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.168171636	0.000000000	3.168171636	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	100	1	SH+E+K+EE+LOCAL_CHAR_F+Y	1	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+EE+Y | SH+E+K+E+D_ADDR+Y | S+SH+E+K+EE+LOCAL_CHAR_F+Y | S+SH+E+K+EE+Y	6.197834485	0.000000000	6.197834485	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.197834485	0.000000000	6.197834485	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekeey	1	f31r	SH+E+K+EE+Y	49	1	SH+E+K+EE+Y	1	SH+E+K+EE+Y	SH+E+K+EE+Y | S+SH+E+K+EE+Y | SH+K+EE+Y | SH+E+Y+K+EE | SH+SH+E+K+EE+Y	2.877694926	0.000000000	2.877694926	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.877694926	0.000000000	2.877694926	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekey	1	f66r	SH+E+K+E+Y	21	1	SH+E+K+E+Y	1	SH+E+K+E+Y	SH+E+K+E+Y | S+SH+E+K+E+Y | SH+K+E+Y | SH+CH+K+E+Y | SH+SH+E+K+E+Y	2.661486389	0.000000000	2.661486389	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.661486389	0.000000000	2.661486389	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
shekol	1	f66r	SH+E+K+OL	62	1	SH+E+K+OL	1	SH+E+K+OL	SH+E+K+OL | SH+K+OL | S+SH+E+K+OL | SH+E+K+O+L | SH+SH+E+K+OL	2.886741132	0.000000000	2.886741132	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.886741132	0.000000000	2.886741132	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
