complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
1250	4353	G407-S592	2	f83r	ACTION:G407-E3583@2:CHD	G407-E3583	RUNNING:G407-E3583@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	NO
1251	4355	G407-S593	1	f83r	ACTION:G407-E3584@1:OK	G407-E3584	RUNNING:G407-E3584@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3584@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge des Stationsansatzes vor	YES
1252	4356	G407-S593	2	f83r	ACTION:G407-E3585@1:SH	G407-E3585	RUNNING:G407-E3585@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3585@3:T	Halte den Zustand	Halte den Stationsansatz	YES
1253	4357	G407-S593	3	f83r	ACTION:G407-E3585@2:CH	G407-E3585	RUNNING:G407-E3585@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3585@3:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1254	4358	G407-S593	4	f83r	ACTION:G407-E3585@3:T	G407-E3585	RUNNING:G407-E3585@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3585@3:T	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	NO
1255	4359	G407-S593	5	f83r	ACTION:G407-E3588@1:S	G407-E3588	RUNNING:G407-E3588@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3588@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	NO
1256	4360	G407-S593	6	f83r	ACTION:G407-E3589@1:SH	G407-E3589	RUNNING:G407-E3589@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:AL	Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	NO
1257	4361	G407-S593	7	f83r	ACTION:G407-E3590@1:SH	G407-E3590	RUNNING:G407-E3590@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E3589	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
1258	4362	G407-S593	8	f83r	ACTION:G407-E3590@3:CH	G407-E3590	RUNNING:G407-E3590@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3590@4:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1259	4363	G407-S593	9	f83r	ACTION:G407-E3590@4:T	G407-E3590	RUNNING:G407-E3590@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3590@4:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
1260	4364	G407-S593	10	f83r	ACTION:G407-E3592@1:T	G407-E3592	RUNNING:G407-E3592@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	NO
1261	4365	G407-S593	11	f83r	ACTION:G407-E3593@1:SH	G407-E3593	RUNNING:G407-E3593@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3593@3:T	Halte den Zustand	Halte den Stationsansatz	YES
1262	4366	G407-S593	12	f83r	ACTION:G407-E3593@2:CH	G407-E3593	RUNNING:G407-E3593@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3593@3:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1263	4367	G407-S593	13	f83r	ACTION:G407-E3593@3:T	G407-E3593	RUNNING:G407-E3593@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3593@3:T	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	NO
1264	4368	G407-S593	14	f83r	ACTION:G407-E3594@2:CHD	G407-E3594	RUNNING:G407-E3594@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3593@3:T	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
1265	4371	G407-S594	2	f83r	ACTION:G407-E3595@2:CHD	G407-E3595	RUNNING:G407-E3595@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	NO
1266	4373	G407-S595	1	f83r	ACTION:G407-E3596@2:CHD	G407-E3596	RUNNING:G407-E3596@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	NO
1267	4375	G407-S596	1	f83r	ACTION:G407-E3597@1:T	G407-E3597	RUNNING:G407-E3597@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
1268	4376	G407-S596	2	f83r	ACTION:G407-E3597@2:CHD	G407-E3597	RUNNING:G407-E3597@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3597@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
1269	4377	G407-S596	3	f83r	ACTION:G407-E3598@1:OK	G407-E3598	RUNNING:G407-E3598@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3597@2:CHD	Beschicke oder bereite vor	Beschicke oder bereite denselben Stationsansatz vor	YES
1270	4378	G407-S596	4	f83r	ACTION:G407-E3598@2:CHD	G407-E3598	RUNNING:G407-E3598@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3597@2:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
1271	4381	G407-S597	2	f83r	ACTION:G407-E3601@1:CHD	G407-E3601	RUNNING:G407-E3601@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3601@1:CHD	Behandle das Stations- oder Badmaß und den Stationsansatz über den Stationskontakt oder die Leitung	Behandle das Stationsmaß und den Stationsansatz über den Stationskontakt oder die Leitung	NO
1272	4382	G407-S597	3	f83r	ACTION:G407-E3602@1:OK	G407-E3602	RUNNING:G407-E3602@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3602@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
1273	4383	G407-S597	4	f83r	ACTION:G407-E3603@1:CH	G407-E3603	RUNNING:G407-E3603@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3603@2:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1274	4384	G407-S597	5	f83r	ACTION:G407-E3603@2:T	G407-E3603	RUNNING:G407-E3603@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3603@2:T	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken	NO
1275	4385	G407-S597	6	f83r	ACTION:G407-E3604@2:R	G407-E3604	RUNNING:G407-E3604@2	R	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3604@2:R	Kennzeichne oder prüfe die Becken- oder Körpereinheit	Kennzeichne oder prüfe die Becken- oder Körpereinheit	YES
1276	4386	G407-S597	7	f83r	ACTION:G407-E3605@2:CH	G407-E3605	RUNNING:G407-E3605@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3605@5:K	Entnimm oder lass auf Grad I und an der Stations-Arbeitsstelle ab	Entnimm oder lass den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle ab	YES
1277	4387	G407-S597	8	f83r	ACTION:G407-E3605@5:K	G407-E3605	RUNNING:G407-E3605@5	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3605@5:K	Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu	Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu	YES
1278	4388	G407-S597	9	f83r	ACTION:G407-E3606@2:K	G407-E3606	RUNNING:G407-E3606@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3605@5:K	Führe auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu	Führe denselben Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu	YES
1279	4389	G407-S597	10	f83r	ACTION:G407-E3607@1:SH	G407-E3607	RUNNING:G407-E3607@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3607@3:K	Halte den Zustand	Halte den Stationsansatz	YES
1280	4390	G407-S597	11	f83r	ACTION:G407-E3607@2:CH	G407-E3607	RUNNING:G407-E3607@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3607@3:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
1281	4391	G407-S597	12	f83r	ACTION:G407-E3607@3:K	G407-E3607	RUNNING:G407-E3607@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3607@3:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	YES
1282	4392	G407-S597	13	f83r	ACTION:G407-E3608@2:T	G407-E3608	RUNNING:G407-E3608@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+AIIN	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3608@2:T	Reguliere den Stationsansatz und das Stations- oder Badmaß	Reguliere den Stationsansatz und das Stationsmaß	NO
1283	4393	G407-S597	14	f83r	ACTION:G407-E3609@1:SH	G407-E3609	RUNNING:G407-E3609@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E3609:RUNNING:G407-E3608@1	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
1284	4394	G407-S597	15	f83r	ACTION:G407-E3609@3:CH	G407-E3609	RUNNING:G407-E3609@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3609@3:CH	Entnimm oder lass den Stationsansatz ab	Entnimm oder lass den Stationsansatz ab	YES
1285	4395	G407-S597	16	f83r	ACTION:G407-E3610@1:S	G407-E3610	RUNNING:G407-E3610@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3609@3:CH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	NO
1286	4396	G407-S597	17	f83r	ACTION:G407-E3610@2:CH	G407-E3610	RUNNING:G407-E3610@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3610@4:T	Entnimm oder lass auf Grad I ab	Entnimm oder lass den Stationsansatz auf Grad I ab	YES
1287	4397	G407-S597	18	f83r	ACTION:G407-E3610@4:T	G407-E3610	RUNNING:G407-E3610@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3610@4:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
1288	4398	G407-S597	19	f83r	ACTION:G407-E3611@1:P	G407-E3611	RUNNING:G407-E3611@1	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3611@4:SH	Wende im zweiten Durchgang an	Setze den Stationsansatz im zweiten Durchgang ein	YES
1289	4399	G407-S597	20	f83r	ACTION:G407-E3611@4:SH	G407-E3611	RUNNING:G407-E3611@4	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3611:RUNNING:G407-E3611@6	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	NO
1290	4400	G407-S597	21	f83r	ACTION:G407-E3612@1:SH	G407-E3612	RUNNING:G407-E3612@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:O	Halte im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	NO
1291	4401	G407-S597	22	f83r	ACTION:G407-E3612@3:CH	G407-E3612	RUNNING:G407-E3612@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3612@1:SH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
1292	4402	G407-S597	23	f83r	ACTION:G407-E3612@4:P	G407-E3612	RUNNING:G407-E3612@4	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3612@3:CH	Wende auf Grad I an	Setze denselben Stationsansatz auf Grad I ein	YES
1293	4405	G407-S598	2	f83r	ACTION:G407-E3614@1:SH	G407-E3614	RUNNING:G407-E3614@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	OR	UNIT	Badeinheit	die Badeinheit	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3614:RUNNING:G407-E3613@2	Halte die Becken- oder Körpereinheit im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	NO
1294	4407	G407-S599	1	f83r	ACTION:G407-E3615@2:P	G407-E3615	RUNNING:G407-E3615@2	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	den Körper	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3615@3:SH	Wende in Anwendungsform an	Setze den Körper in Anwendungsform ein	YES
1295	4408	G407-S599	2	f83r	ACTION:G407-E3615@3:SH	G407-E3615	RUNNING:G407-E3615@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3615:RUNNING:G407-E3615@5	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
1296	4410	G407-S599	4	f83r	ACTION:G407-E3616@2:SH	G407-E3616	RUNNING:G407-E3616@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3616:RUNNING:G407-E3616@4	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	NO
1297	4411	G407-S599	5	f83r	ACTION:G407-E3617@1:OK	G407-E3617	RUNNING:G407-E3617@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3616@2:SH	Beschicke oder bereite an der Stations-Arbeitsstelle vor	Beschicke oder bereite denselben Stationsansatz an der Stations-Arbeitsstelle vor	YES
1298	4414	G407-S599	8	f83r	ACTION:G407-E3618@1:SH	G407-E3618	RUNNING:G407-E3618@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3618:RUNNING:G407-E3618@3	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	NO
1299	4415	G407-S599	9	f83r	ACTION:G407-E3619@1:S	G407-E3619	RUNNING:G407-E3619@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3619@1:S	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	Wähle den Stationsansatz an der Stations-Arbeitsstelle aus	NO
1300	4417	G407-S599	11	f83r	ACTION:G407-E3620@1:S	G407-E3620	RUNNING:G407-E3620@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
1301	4418	G407-S599	12	f83r	ACTION:G407-E3621@1:SH	G407-E3621	RUNNING:G407-E3621@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	AIIN	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3619:RUNNING:G407-E3619@4	Halte das Stations- oder Badmaß im Bad auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	NO
1302	4419	G407-S599	13	f83r	ACTION:G407-E3622@2:CH	G407-E3622	RUNNING:G407-E3622@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3622@3:K	Entnimm oder lass in Anwendungsform ab	Entnimm oder lass den Stationsansatz in Anwendungsform ab	YES
1303	4420	G407-S599	14	f83r	ACTION:G407-E3622@3:K	G407-E3622	RUNNING:G407-E3622@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3622@3:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	YES
1304	4421	G407-S599	15	f83r	ACTION:G407-E3623@1:S	G407-E3623	RUNNING:G407-E3623@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3623@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
1305	4422	G407-S599	16	f83r	ACTION:G407-E3624@1:CHD	G407-E3624	RUNNING:G407-E3624@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3623@1:S	Behandle den Ansatz	Behandle dieselbe Anwendungsportion	NO
