host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
4010	G407-S526	9	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3327@3:DY	G407-E3327	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4011	G407-S527	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3328@2:CH	G407-E3328	CH	RUNNING:G407-E3328@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3328@2:CH	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab	NO	ALL_ACTIONS_OBJECT_COMPLETE
4012	G407-S527	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3329@1:P	G407-E3329	P	RUNNING:G407-E3329@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3329@6:SH	Wende in Anwendungsform an	Wende in Anwendungsform an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Setze den Stationsansatz in Anwendungsform ein	YES	ALL_ACTIONS_OBJECT_COMPLETE
4013	G407-S527	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3329@3:S	G407-E3329	S	RUNNING:G407-E3329@3	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3328@2:CH	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
4014	G407-S527	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3329@6:SH	G407-E3329	SH	RUNNING:G407-E3329@6	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3329:RUNNING:G407-E3329@7	Halte den Stationsansatz im Bad über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
4015	G407-S527	5	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3330@1:OK	G407-E3330	OK	RUNNING:G407-E3330@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3329@6:SH	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite auf Grad I vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
4016	G407-S527	6	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3330@3:DY	G407-E3330	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4017	G407-S528	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3331@1:CH	G407-E3331	CH	RUNNING:G407-E3331@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3331@2:P	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Nimm die Anwendungsportion heraus	YES	ALL_ACTIONS_OBJECT_COMPLETE
4018	G407-S528	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3331@2:P	G407-E3331	P	RUNNING:G407-E3331@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3331@1:CH	Wende zur Zielstation oder ins Zielbecken an	Wende zur Zielstation oder ins Zielbecken an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende dieselbe Anwendungsportion zur Zielstation oder ins Zielbecken an	YES	ALL_ACTIONS_OBJECT_COMPLETE
4019	G407-S528	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3332@1:SH	G407-E3332	SH	RUNNING:G407-E3332@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
4020	G407-S528	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3332@3:DY	G407-E3332	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4021	G407-S529	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3333@1:SH	G407-E3333	SH	RUNNING:G407-E3333@1	SH_REST_HOLD	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:SH:CONDITION	Halte den Zustand	Halte den Zustand	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte die Stationsbedingung aufrecht	YES	ALL_ACTIONS_OBJECT_COMPLETE
4022	G407-S529	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION_CHAIN:G407-E3333:SH	G407-E3333	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
4023	G407-S529	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3333@3:OL	G407-E3333	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
4024	G407-S529	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3334@1:K	G407-E3334	K	RUNNING:G407-E3334@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3334@1:K	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
4025	G407-S529	5	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3335@2:K	G407-E3335	K	RUNNING:G407-E3335@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3335@2:K	Führe das Stations- oder Badmaß über den Stationskontakt oder die Leitung zu	Führe das Stations- oder Badmaß über den Stationskontakt oder die Leitung zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe eine abgemessene Menge desselben Stationsansatzes über den Stationskontakt oder die Leitung zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
4026	G407-S529	6	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3336@1:SH	G407-E3336	SH	RUNNING:G407-E3336@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E3336:RUNNING:G407-E3334@4	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte denselben Stationsansatz im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
4027	G407-S529	7	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3336@3:DY	G407-E3336	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
4028	G407-S531	1	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3341@1:S	G407-E3341	S	RUNNING:G407-E3341@1	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	DEFINITE	ACTION:G407-E3341@4:SH	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle den Stationsansatz an der Stations-Hauptstelle aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle den Stationsansatz an der Stations-Hauptstelle aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
4029	G407-S531	2	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3341@4:SH	G407-E3341	SH	RUNNING:G407-E3341@4	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	3	Y+AIIN+Y	Stationsansatz|Stations- oder Badmaß|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3341:RUNNING:G407-E3341@6|RUNNING:G407-E3342@1|RUNNING:G407-E3343@1	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und über den Stationskontakt oder die Leitung	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
4030	G407-S531	3	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3344@1:OL	G407-E3344	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
4031	G407-S531	4	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3345@1:CHD	G407-E3345	CHD	RUNNING:G407-E3345@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3345@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
4032	G407-S531	5	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3346@1:OK	G407-E3346	OK	RUNNING:G407-E3346@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3346@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II und zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz auf Grad II und zur Zielstation oder ins Zielbecken vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad II und zur Zielstation oder ins Zielbecken vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
4033	G407-S531	6	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3348@1:OK	G407-E3348	OK	RUNNING:G407-E3348@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3348@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
4034	G407-S531	7	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3349@1:CH	G407-E3349	CH	RUNNING:G407-E3349@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3346@1:OK	Entnimm oder lass auf Grad I ab	Entnimm oder lass auf Grad I ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass denselben Stationsansatz auf Grad I ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
4035	G407-S531	8	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3349@4:R	G407-E3349	R	RUNNING:G407-E3349@4	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3349@1:CH	Kennzeichne oder prüfe in Anwendungsform	Kennzeichne oder prüfe in Anwendungsform	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe denselben Stationsansatz in Anwendungsform	YES	ALL_ACTIONS_OBJECT_COMPLETE
4036	G407-S531	9	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3350@1:SH	G407-E3350	SH	RUNNING:G407-E3350@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3350:RUNNING:G407-E3350@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
4037	G407-S531	10	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3351@1:OK	G407-E3351	OK	RUNNING:G407-E3351@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3351@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
4038	G407-S531	11	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3352@1:SH	G407-E3352	SH	RUNNING:G407-E3352@1	SH_REST_HOLD	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3352@3:K	Halte den Zustand	Halte den Zustand	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz	YES	ALL_ACTIONS_OBJECT_COMPLETE
4039	G407-S531	12	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3352@2:CH	G407-E3352	CH	RUNNING:G407-E3352@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3352@3:K	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
4040	G407-S531	13	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ACTION:G407-E3352@3:K	G407-E3352	K	RUNNING:G407-E3352@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3352@3:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz auf Grad I zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
4041	G407-S531	14	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	CONTROL:G407-E3353@1:OL	G407-E3353	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
