statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_bindings	owner_transition	concrete_station_statement	medical_statement_rival	formal_statement_rival	repair_cost_0_4	line_crossing	hardest_contradiction	direction_guard	semantic_ceiling
B3-S023	B3	f83r	F095	1	282	F095=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F095:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	Fortschreibe Buchung `B3-S023` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: schließe den lokalen End-/Ablassposten `B3-S023:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T010`, PREVIOUS `B3:I002`.	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.15	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S024	B3	f83r	F096	1	283	F096=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F096:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	Fortschreibe Buchung `B3-S024` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S024` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T011`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T011`, PREVIOUS `B3:I001`.	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	3	NO:f83r.16	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S025	B3	f83r	F097	1	284	F097=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F097:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	Fortschreibe Buchung `B3-S025` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S025` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T011`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T011`, PREVIOUS `B3:I001`.	[EXEMPLAR:A008+A009+A011+A022:erwärme es einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	3	NO:f83r.16	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S026	B3	f83r	F098|F099	7	285|286|287|288|289|290|291	F098=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED > F099=DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	KEEP_UNRESOLVED_OWNER[F098:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F099:DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S026` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“ sowie nach lokalem Reset beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: prüfe den im Master bezeichneten Freigabezustand `B3-S026:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T012`, PREVIOUS `B3:I001`.	[EXEMPLAR:A001+A002+A003+A005+A007+A010+A011+A012+A013+A014+A015+A022:richte die bezeichnete Beckenstation ein ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	4	YES:f83r.16→f83r.20; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S027	B3	f83r	F100	1	292	F100=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F100:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S027` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S027` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T012`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T012`, PREVIOUS `B3:I001`.	[EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S028	B3	f83r	F101	2	293|294	F101=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F101:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S028` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B3-S028:ACTION_TEMPER_01` ein; schließe den lokalen Spül-/Endposten `B3-S028:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T013`, PREVIOUS `B3:I001`.	[EXEMPLAR:A001+A004+A005+A008+A009+A011+A014+A015+A022:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	0	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S029	B3	f83r	F102	3	295|296|297	F102=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F102:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S029` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: verknüpfe den laufenden Recordposten `B3:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; schließe den lokalen Spül-/Endposten `B3-S029:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	[EXEMPLAR:A004+A005+A007+A009+A011+A012+A013+A014+A015+A022:Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S030	B3	f83r	F103|F104	4	298|299|300|301	F103=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR > F104=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F103:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F104:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S030` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S030:ACTION_APPLY_01` am aktuellen Besitzer aus; trage den Masterwert `B3-S030:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	[EXEMPLAR:A001+A010+A011+A012+A013+A022:Die aktive Portion verwenden ; Ein vorgeschriebenes Maß; ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S031	B3	f83r	F105	1	302	F105=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F105:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S031` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S031` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T014`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	[EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S032	B3	f83r	F106	5	303|304|305|306|307	F106=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F106:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S032` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S032` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T015`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T015`, PREVIOUS `B3:I001`.	[EXEMPLAR:A002+A005+A009+A010+A011+A012+A013+A015+A022:beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S033	B3	f83r	F107	1	308	F107=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F107:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B3-S033` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S033` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T015`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T015`, PREVIOUS `B3:I001`.	[EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B3-S034	B3	f83r	F108	6	309|310|311|312|313|314	F108=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F108:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> RESET_AT_RECORD_END	Fortschreibe Buchung `B3-S034` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: prüfe den im Master bezeichneten Freigabezustand `B3-S034:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B3: ACTIVE `B3:I004`, TARGET `B3:T016`, PREVIOUS `B3:I003`.	[EXEMPLAR:A002+A005+A007+A009+A010+A011+A012+A015+A022:bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.24	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S001	B4	f83r	F109	1	315	F109=DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	RESET_RECORD -> SET_DIRECT_OWNER[F109:DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Eröffne Buchung `B4-S001` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I001` und gegebenenfalls Ziel `B4-S001:TARGET_UNSET`. Endstand nur in B4: ACTIVE `B4:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	[EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.25	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S002	B4	f83r	F110	3	316|317|318	F110=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F110:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S002` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B4-S002:ACTION_TEMPER_01` ein; schließe den lokalen Spül-/Endposten `B4-S002:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B4: ACTIVE `B4:I001`, TARGET `B4:T001`, PREVIOUS `UNSET`.	[EXEMPLAR:A001+A002+A004+A005+A008+A009+A011+A014+A015+A023:fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.25	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S003	B4	f83r	F111|F112	7	319|320|321|322|323|324|325	F111=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR > F112=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F111:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F112:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S003` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: wähle den im Master bezeichneten Teilposten `B4-S003:SELECT_PART_01` des sichtbaren Besitzers; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B4-S003:ACTION_TEMPER_01` ein; führe die exemplarisch bestimmte örtliche Stationshandlung `B4-S003:ACTION_APPLY_01` am aktuellen Besitzer aus; verknüpfe den laufenden Recordposten `B4:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B4: ACTIVE `B4:I002`, TARGET `B4:T002`, PREVIOUS `B4:I001`.	[EXEMPLAR:A001+A003+A007+A008+A009+A010+A011+A012+A013+A014+A023:rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin; Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S004	B4	f83r	F113	1	326	F113=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F113:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S004` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S004` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I002` und gegebenenfalls Ziel `B4:T002`. Endstand nur in B4: ACTIVE `B4:I002`, TARGET `B4:T002`, PREVIOUS `B4:I001`.	[EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.26	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S005	B4	f83r	F114	3	327|328|329	F114=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F114:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S005` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T003`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T003`, PREVIOUS `B4:I002`.	[EXEMPLAR:A001+A005+A006+A008+A010+A011+A013+A015+A023:durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S006	B4	f83r	F115	1	330	F115=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F115:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S006` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S006` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T004`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T004`, PREVIOUS `B4:I002`.	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S007	B4	f83r	F116	1	331	F116=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F116:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S007` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T005`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T005`, PREVIOUS `B4:I002`.	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S008	B4	f83r	F117	4	332|333|334|335	F117=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F117:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S008` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: trage den Masterwert `B4-S008:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen Spül-/Endposten `B4-S008:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	[EXEMPLAR:A003+A004+A005+A008+A009+A010+A011+A014+A015+A023:Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S009	B4	f83r	F118	1	336	F118=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F118:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S009` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S009` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I004` und gegebenenfalls Ziel `B4:T007`. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	[EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B4-S010	B4	f83r	F119	1	337	F119=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F119:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	Fortschreibe Buchung `B4-S010` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S010` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I004` und gegebenenfalls Ziel `B4:T007`. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	[EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
