bio_statement_row	statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_sequence	internal_owner_reset	literal_exact_card_sequence	continuous_local_statement	v72_selected_paraphrase	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	repair_cost_0_4	line_crossing	contradiction	global_flow_claim	semantic_ceiling
69	B3-S026	B3	f83r	F098|F099	7	285|286|287|288|289|290|291	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED > B3_MAIN_ARCH_LINKED_PAIR	YES	E285:342c3f0777337648f4b3 > E286:d72f71baff01cd0a0406 > E287:6f7ff8287eddf4da9fdb > E288:1645e612504fcef59ced > E289:e0b630cb1b5df5e7105b > E290:d788d8d72d41b25a3c71 > E291:3b70942557b3a40e8030	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Richte die bezeichnete lokale Beckenstation ein. Führe den örtlichen Schritt nach dem Absetzen der Charge aus. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Führe den lokalen Lauf fort, bis der im Exemplar bezeichnete Klarzustand erreicht ist. OHNE BILDVERBINDUNG: Setze jetzt einen neuen lokalen Besitzer. Setze den lokalen Besitzer [B3_MAIN_ARCH_LINKED_PAIR] (untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen): Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	Fortschreibe Buchung `B3-S026` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“ sowie nach lokalem Reset beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: prüfe den im Master bezeichneten Freigabezustand `B3-S026:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T012`, PREVIOUS `B3:I001`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar / sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten / gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher / Regenbogen- oder Himmelsband ohne technische Kopplung	4	YES:f83r.16→f83r.20; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
70	B3-S027	B3	f83r	F100	1	292	B3_MAIN_ARCH_LINKED_PAIR	NO	E292:ff178343c18e287ce3b7	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	Fortschreibe Buchung `B3-S027` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S027` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T012`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T012`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	2	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
71	B3-S028	B3	f83r	F101	2	293|294	B3_MAIN_ARCH_LINKED_PAIR	NO	E293:0275fbf14e07935b0a45 > E294:7db18b2f0fb7ed0fcfd3	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	Fortschreibe Buchung `B3-S028` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B3-S028:ACTION_TEMPER_01` ein; schließe den lokalen Spül-/Endposten `B3-S028:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T013`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	0	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
72	B3-S029	B3	f83r	F102	3	295|296|297	B3_MAIN_ARCH_LINKED_PAIR	NO	E295:dcda95c81a5460feb191 > E296:9247e38d29c79a0d2fa5 > E297:7db18b2f0fb7ed0fcfd3	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Führe den nächsten örtlichen Schritt nach der ersten Spülung aus. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	Fortschreibe Buchung `B3-S029` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: verknüpfe den laufenden Recordposten `B3:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; schließe den lokalen Spül-/Endposten `B3-S029:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	1	NO:f83r.20	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
73	B3-S030	B3	f83r	F103|F104	4	298|299|300|301	B3_MAIN_ARCH_LINKED_PAIR	NO	E298:276a7c2d74d1143446f4 > E299:2f1c5e56e8f0ff459065 > E300:b154ff779abe5f196c80 > E301:4de12cf322dfb76ded1e	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Gebrauche die Waschflotte am bezeichneten Körper- oder Beckenbereich dieser Station. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Ziehe die klare örtliche Flüssigkeit ab. Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	Fortschreibe Buchung `B3-S030` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S030:ACTION_APPLY_01` am aktuellen Besitzer aus; trage den Masterwert `B3-S030:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	2	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
74	B3-S031	B3	f83r	F105	1	302	B3_MAIN_ARCH_LINKED_PAIR	NO	E302:7d25241b0e56c836372a	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	Fortschreibe Buchung `B3-S031` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S031` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T014`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T014`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
75	B3-S032	B3	f83r	F106	5	303|304|305|306|307	B3_MAIN_ARCH_LINKED_PAIR	NO	E303:d784b2abcaf1a3703de2 > E304:6f7ff8287eddf4da9fdb > E305:1779decef17481ec2853 > E306:54d0e228ca346110af05 > E307:c45ebac60774620561e2	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Beginne die Spülung an dieser lokalen Station. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Verwende das breite Gefäß dieser lokalen Station. Halte den lokalen Posten für dieselbe recordlokale Dauer wie zuvor. Lasse den örtlichen Posten bis zum bezeichneten Klarzustand ziehen und beende den Schritt.	Fortschreibe Buchung `B3-S032` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S032` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T015`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T015`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
76	B3-S033	B3	f83r	F107	1	308	B3_MAIN_ARCH_LINKED_PAIR	NO	E308:04a3877f0fc81b7597c9	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	Fortschreibe Buchung `B3-S033` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S033` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T015`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T015`, PREVIOUS `B3:I001`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	2	NO:f83r.22	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
77	B3-S034	B3	f83r	F108	6	309|310|311|312|313|314	B3_MAIN_ARCH_LINKED_PAIR	NO	E309:2c82523794dcb7d2b343 > E310:e0b630cb1b5df5e7105b > E311:80ebbbbf238eee9f0aef > E312:54d0e228ca346110af05 > E313:7811a7daff25d476e28d > E314:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Führe den örtlichen Schritt fort, bis der bezeichnete Klarzustand erreicht ist. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Bearbeite den örtlichen Posten gleichmäßig. Halte den lokalen Posten für dieselbe recordlokale Dauer wie zuvor. Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B3-S034` beim Besitzerposten „unteren f83r-Paarstation am ungerichteten Bogen“: prüfe den im Master bezeichneten Freigabezustand `B3-S034:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B3: ACTIVE `B3:I004`, TARGET `B3:T016`, PREVIOUS `B3:I003`.	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	1	NO:f83r.24	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
78	B4-S001	B4	f83r	F109	1	315	B4_MAIN_ARCH_LINKED_PAIR	NO	E315:7d25241b0e56c836372a	Setze den lokalen Besitzer [B4_MAIN_ARCH_LINKED_PAIR] (untere f83r-Paarstation als gemeinsamer Besitzer dieses Records): Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den örtlichen Schritt.	Eröffne Buchung `B4-S001` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I001` und gegebenenfalls Ziel `B4-S001:TARGET_UNSET`. Endstand nur in B4: ACTIVE `B4:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.25	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
79	B4-S002	B4	f83r	F110	3	316|317|318	B4_MAIN_ARCH_LINKED_PAIR	NO	E316:e2eb77ca9d9e1a8ba29a > E317:0275fbf14e07935b0a45 > E318:7db18b2f0fb7ed0fcfd3	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Fülle danach das örtlich bezeichnete Gefäß. Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	Fortschreibe Buchung `B4-S002` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B4-S002:ACTION_TEMPER_01` ein; schließe den lokalen Spül-/Endposten `B4-S002:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B4: ACTIVE `B4:I001`, TARGET `B4:T001`, PREVIOUS `UNSET`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	1	NO:f83r.25	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
80	B4-S003	B4	f83r	F111|F112	7	319|320|321|322|323|324|325	B4_MAIN_ARCH_LINKED_PAIR	NO	E319:6f7ff8287eddf4da9fdb > E320:90bcf0a9ec0ef56399e6 > E321:faf321940aed922846a9 > E322:0275fbf14e07935b0a45 > E323:276a7c2d74d1143446f4 > E324:dcda95c81a5460feb191 > E325:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Wähle einen Anteil ausschließlich innerhalb dieses Records aus. Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Gebrauche den gefilterten Waschposten an der bezeichneten äußeren Haut- oder Wundstelle. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B4-S003` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: wähle den im Master bezeichneten Teilposten `B4-S003:SELECT_PART_01` des sichtbaren Besitzers; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B4-S003:ACTION_TEMPER_01` ein; führe die exemplarisch bestimmte örtliche Stationshandlung `B4-S003:ACTION_APPLY_01` am aktuellen Besitzer aus; verknüpfe den laufenden Recordposten `B4:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B4: ACTIVE `B4:I002`, TARGET `B4:T002`, PREVIOUS `B4:I001`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
81	B4-S004	B4	f83r	F113	1	326	B4_MAIN_ARCH_LINKED_PAIR	NO	E326:eb2e4bc143f623ee03ac	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den örtlichen Schritt.	Fortschreibe Buchung `B4-S004` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S004` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I002` und gegebenenfalls Ziel `B4:T002`. Endstand nur in B4: ACTIVE `B4:I002`, TARGET `B4:T002`, PREVIOUS `B4:I001`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.26	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
82	B4-S005	B4	f83r	F114	3	327|328|329	B4_MAIN_ARCH_LINKED_PAIR	NO	E327:53cd0637c6820ba5e91f > E328:6f7ff8287eddf4da9fdb > E329:7d25241b0e56c836372a	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Führe den lokalen Posten durch ein Tuch. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den örtlichen Schritt.	Fortschreibe Buchung `B4-S005` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T003`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T003`, PREVIOUS `B4:I002`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
83	B4-S006	B4	f83r	F115	1	330	B4_MAIN_ARCH_LINKED_PAIR	NO	E330:d68bc8de3bcee09db23c	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	Fortschreibe Buchung `B4-S006` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S006` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T004`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T004`, PREVIOUS `B4:I002`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
84	B4-S007	B4	f83r	F116	1	331	B4_MAIN_ARCH_LINKED_PAIR	NO	E331:d68bc8de3bcee09db23c	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	Fortschreibe Buchung `B4-S007` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I003` und gegebenenfalls Ziel `B4:T005`. Endstand nur in B4: ACTIVE `B4:I003`, TARGET `B4:T005`, PREVIOUS `B4:I002`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.27	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
85	B4-S008	B4	f83r	F117	4	332|333|334|335	B4_MAIN_ARCH_LINKED_PAIR	NO	E332:2f1c5e56e8f0ff459065 > E333:2c1a5fd92b9e3c762242 > E334:92e43836d82f98bf02d3 > E335:7db18b2f0fb7ed0fcfd3	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Gebrauche oder halte den örtlichen Posten, solange er noch warm ist. Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	Fortschreibe Buchung `B4-S008` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: trage den Masterwert `B4-S008:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen Spül-/Endposten `B4-S008:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	1	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
86	B4-S009	B4	f83r	F118	1	336	B4_MAIN_ARCH_LINKED_PAIR	NO	E336:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B4-S009` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S009` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I004` und gegebenenfalls Ziel `B4:T007`. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
87	B4-S010	B4	f83r	F119	1	337	B4_MAIN_ARCH_LINKED_PAIR	NO	E337:1b1ffdd869fb1429ad03	An derselben lokalen Station [B4_MAIN_ARCH_LINKED_PAIR]: Erwärme den Bade- oder Waschzusatz sanft und beende den örtlichen Arbeitsschritt.	Fortschreibe Buchung `B4-S010` beim Besitzerposten „unteren f83r-Paarstation im Record B4“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B4-S010` aus dem Master; buche ihn recordlokal als ACTIVE `B4:I004` und gegebenenfalls Ziel `B4:T007`. Endstand nur in B4: ACTIVE `B4:I004`, TARGET `B4:T007`, PREVIOUS `B4:I003`.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	zwei getrennte Figuren mit dekorativem Bogen	2	NO:f83r.28	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
