bio_event_row	event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_local_owner	owner_status	owner_transition	visible_contact_basis	concrete_german_default	source_layer	parse_status	working_confidence	confidence_label	confidence_scope	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	station_medical_model	station_bathhouse_model	strongest_rival	local_direction_status	global_flow_claim	contradiction	semantic_ceiling
11	111	f81v	f81v.2	B1	F022	B1-S002	1496a731803a9f48d2e1	rol	EXACT_CARD_ID=1496a731803a9f48d2e1 | SURFACE_DISPLAY_ONLY=rol | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Führe den örtlichen Gebrauch aus, bevor der Posten abkühlt.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Führe den örtlichen Gebrauch aus, bevor der Posten abkühlt.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zulauf vorerst schließen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zulauf vorerst schließen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
12	112	f81v	f81v.2	B1	F022	B1-S002	0f18de177ed7c878bf95	dl	EXACT_CARD_ID=0f18de177ed7c878bf95 | SURFACE_DISPLAY_ONLY=dl | OPAQUE_FORMULA=LINK | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Verwende den vorbereiteten Bade- oder Waschzusatz.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Verwende den vorbereiteten Bade- oder Waschzusatz.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Filteraufnahme leeren.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Filteraufnahme leeren.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
13	113	f81v	f81v.7	B1	F023	B1-S002	dec401773c1f0347793d	olor	EXACT_CARD_ID=dec401773c1f0347793d | SURFACE_DISPLAY_ONLY=olor | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=VORIGES? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Nimm den vorigen Posten innerhalb dieses Records wieder auf.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Nimm den vorigen Posten innerhalb dieses Records wieder auf.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorcharge im recordlokalen Register B1.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorcharge im recordlokalen Register B1.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; VORIGES? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
14	114	f81v	f81v.7	B1	F023	B1-S002	dcda95c81a5460feb191	ol	EXACT_CARD_ID=dcda95c81a5460feb191 | SURFACE_DISPLAY_ONLY=ol | OPAQUE_FORMULA=FRAME_O(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F023.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F023.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
15	115	f81v	f81v.7	B1	F023	B1-S002	4eab1841ed655c20a348	sheckhal	EXACT_CARD_ID=4eab1841ed655c20a348 | SURFACE_DISPLAY_ONLY=sheckhal | OPAQUE_FORMULA=OPAQUE_PAYLOAD + <ARG_AL> | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Nimm eine mäßige, im Exemplar bestimmte Menge.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Nimm eine mäßige, im Exemplar bestimmte Menge.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Wasser in das Becken einlassen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Wasser in das Becken einlassen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
16	116	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	EXACT_CARD_ID=2f1c5e56e8f0ff459065 | SURFACE_DISPLAY_ONLY=daiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=MASS? | KNOWN_FORMAL=VORGABEPARAMETER? | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=MNEMONIC_AND_FORMAL_CHANNELS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_CARD_AND_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_CONVERGENT_CHANNELS	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Mengenbuch=B1:F023:M.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Mengenbuch=B1:F023:M.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; VORGABEPARAMETER? bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
17	117	f81v	f81v.7	B1	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	EXACT_CARD_ID=93f69c38fdedee1598e9 | SURFACE_DISPLAY_ONLY=qokeedal | OPAQUE_FORMULA=OPAQUE_PAYLOAD + <ARG_AL> | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Behandle den im Exemplar bezeichneten eingetauchten Teil.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Behandle den im Exemplar bezeichneten eingetauchten Teil.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorratscharge bereitstellen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorratscharge bereitstellen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
18	118	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	EXACT_CARD_ID=2f1c5e56e8f0ff459065 | SURFACE_DISPLAY_ONLY=daiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=MASS? | KNOWN_FORMAL=VORGABEPARAMETER? | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=MNEMONIC_AND_FORMAL_CHANNELS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_CARD_AND_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_CONVERGENT_CHANNELS	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Mengenbuch=B1:F023:M.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Mengenbuch=B1:F023:M.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; VORGABEPARAMETER? bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
19	119	f81v	f81v.7	B1	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	EXACT_CARD_ID=2cc8bb3c2af19607888f | SURFACE_DISPLAY_ONLY=chckhy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Wasser in das Becken einlassen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Wasser in das Becken einlassen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
20	120	f81v	f81v.7	B1	F023	B1-S002	259b2b3b0bf859882e2c	schedy	EXACT_CARD_ID=259b2b3b0bf859882e2c | SURFACE_DISPLAY_ONLY=schedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.38	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Füllstand am Randzeichen prüfen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Füllstand am Randzeichen prüfen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
21	121	f81v	f81v.7	B1	F024	B1-S003	dcda95c81a5460feb191	qol	EXACT_CARD_ID=dcda95c81a5460feb191 | SURFACE_DISPLAY_ONLY=qol | OPAQUE_FORMULA=FRAME_O(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F024.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F024.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
22	122	f81v	f81v.17	B1	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	EXACT_CARD_ID=54e32e9c1414b20640e9 | SURFACE_DISPLAY_ONLY=sshkchdy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Halte den örtlichen Posten warm und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Halte den örtlichen Posten warm und beende den Schritt.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Leitungszweig wählen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Leitungszweig wählen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
23	123	f81v	f81v.17	B1	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	EXACT_CARD_ID=6f7ff8287eddf4da9fdb | SURFACE_DISPLAY_ONLY=chedy | OPAQUE_FORMULA=VARIANT_D(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorratscharge bereitstellen.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Vorratscharge bereitstellen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
24	124	f81v	f81v.17	B1	F026	B1-S004	dcda95c81a5460feb191	ol	EXACT_CARD_ID=dcda95c81a5460feb191 | SURFACE_DISPLAY_ONLY=ol | OPAQUE_FORMULA=FRAME_O(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_FIELD_OWNER	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F026.	Ikonographisch/formal an [B1_SHARED_TWO_ROW_POOL]: zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F026.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
