bio_field_row	field_id	record_unit_id	page	locus	statement_id	event_count	event_serials	v71_local_owner	owner_status	owner_transition	visible_contact_basis	literal_exact_card_sequence	complete_event_default_sequence	readable_field_text	source_layer_counts	minimum_working_confidence	mean_working_confidence	medical_application_model	bathhouse_operation_model	iconographic_formal_model	strongest_rival	contradiction	global_flow_claim	semantic_ceiling
11	F031	B1	f81v	f81v.18	B1-S009	1	137	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E137:7db18b2f0fb7ed0fcfd3	E137=Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.58	0.580	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Leitungsweg von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; SPÜLEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
12	F032	B1	f81v	f81v.18	B1-S010	1	138	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E138:7db18b2f0fb7ed0fcfd3	E138=Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.58	0.580	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Leitungsweg von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; SPÜLEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
13	F033	B1	f81v	f81v.18	B1-S011	2	139|140	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E139:2cc8bb3c2af19607888f > E140:276a7c2d74d1143446f4	E139=Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe. | E140=Gebrauche die Badecharge am vorgesehenen örtlichen Waschplatz.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe die Flüssigkeit nur durch die innerhalb dieser Station verbundenen Läufe. Gebrauche die Badecharge am vorgesehenen örtlichen Waschplatz.	"{""EXEMPLAR_ONLY"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.520	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Arbeitsziel an der Station bereitstellen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge an technischem Stationsziel F033.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANWENDEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
14	F034	B1	f81v	f81v.21	B1-S012	3	141|142|143	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E141:be0974b366c981dc1eef > E142:08bd5ca0c2ad137a056d > E143:2e7e89e0bd12b999c280	E141=Beginne die Spülung an dieser lokalen Station. | E142=Verwende warmes Wasser für diesen örtlichen Posten. | E143=Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Beginne die Spülung an dieser lokalen Station. Verwende warmes Wasser für diesen örtlichen Posten. Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	"{""EXEMPLAR_ONLY"": 2, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Rücklaufleitung öffnen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Restcharge zurückführen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: vorigen Arbeitsstand aufnehmen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
15	F035	B1	f81v	f81v.21	B1-S013	1	144	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E144:2e7e89e0bd12b999c280	E144=Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Wasche den bezeichneten Bereich einmal und beende diesen örtlichen Durchgang.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Charge ruhig stehen lassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
16	F036	B1	f81v	f81v.21	B1-S014	5	145|146|147|148|149	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E145:6f7ff8287eddf4da9fdb > E146:c205570c49d4d93c23d3 > E147:433713294b25b0a12f66 > E148:dcda95c81a5460feb191 > E149:b6b654722e55729cc947	E145=Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. | E146=Behandle die im Exemplar bezeichnete betroffene Stelle. | E147=Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. | E148=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E149=Benutze danach nur den unteren Ablauf dieser lokalen Station.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Behandle die im Exemplar bezeichnete betroffene Stelle. Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Benutze danach nur den unteren Ablauf dieser lokalen Station.	"{""EXEMPLAR_ONLY"": 4, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.452	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: obere Rinne füllen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Charge über das Gefälle umlaufen lassen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Rücklauf im unteren Becken auffangen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F036. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: obere Rinne füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
17	F037	B1	f81v	f81v.24	B1-S015	2	150|151	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E150:a7af89ab31ce5e247395 > E151:07913ef9b1fb773cd325	E150=Fülle danach das örtlich bezeichnete Gefäß. | E151=Lasse den örtlichen Posten abkühlen und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Fülle danach das örtlich bezeichnete Gefäß. Lasse den örtlichen Posten abkühlen und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Filtertuch oder Sieb einsetzen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Charge durch den Filter führen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
18	F038	B1	f81v	f81v.24	B1-S016	4	152|153|154|155	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E152:308e8ea2d5d190c498e8 > E153:0275fbf14e07935b0a45 > E154:dcda95c81a5460feb191 > E155:bc4f1f5c006c74a4d26d	E152=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E153=Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. | E154=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E155=Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 2}"	0.42	0.560	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zieladresse=dieser lokalen Station. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge an der Wärmestelle von dieser lokalen Station. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: aktive Charge/Rücklauf des Feldes F038. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: warmen Stand halten.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; LOKALEN_RELATIONSSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; TEMPERIEREN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
19	F039	B1	f81v	f81v.24	B1-S017	3	156|157|158	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E156:dd0ecaf5e27d81befffc > E157:a06244ef1f2b37ca44c1 > E158:d225b7a7b95da7aee437	E156=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E157=Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. | E158=Seihe den örtlichen Posten klar und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. Seihe den örtlichen Posten klar und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.460	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zieladresse=dieser lokalen Station. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Schieber am Abgang öffnen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Fluss zur Zielstation führen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
20	F040	B1	f81v	f81v.24	B1-S018	1	159	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E159:b38d70daefd663d74625	E159=Fülle danach das örtlich bezeichnete Gefäß.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Fülle danach das örtlich bezeichnete Gefäß.	"{""EXEMPLAR_ONLY"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: unteren Ablauf öffnen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
21	F041	B1	f81v	f81v.27	B1-S018	3	160|161|162	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E160:74c76d589d44120f647b > E161:2c82523794dcb7d2b343 > E162:3b70942557b3a40e8030	E160=Wende den aktiven Posten an der örtlich markierten Stelle an. | E161=Führe den örtlichen Schritt fort, bis der bezeichnete Klarzustand erreicht ist. | E162=Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Wende den aktiven Posten an der örtlich markierten Stelle an. Führe den örtlichen Schritt fort, bis der bezeichnete Klarzustand erreicht ist. Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	"{""EXEMPLAR_ONLY"": 2, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Filter lösen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Leitungsöffnung ausstreichen. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Beckenrand reinigen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
22	F042	B1	f81v	f81v.27	B1-S019	1	163	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E163:bc4f1f5c006c74a4d26d	E163=Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Rücklaufleitung öffnen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
23	F043	B1	f81v	f81v.27	B1-S020	2	164|165	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E164:d904bf7b044dd3922781 > E165:d68bc8de3bcee09db23c	E164=Halte die lokale Charge bei sanfter Wärme. | E165=Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Halte die lokale Charge bei sanfter Wärme. Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: fertige Charge markieren. Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zielstation bestätigen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
24	F044	B1	f81v	f81v.27	B1-S021	1	166	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	E166:dd0ecaf5e27d81befffc	E166=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	An derselben lokalen Station [B1_SHARED_TWO_ROW_POOL]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.58	0.580	gemeinsames zweireihiges Bad-/Waschfeld mit wiederholten lokalen Anwendungen	ein gemeinsames Becken mit Füllen, Temperieren, Spülen und Reinigen	zwei gereihte Figurenregister oder ein allegorisches Feld ohne Betriebssemantik	Badehausbetrieb an [B1_SHARED_TWO_ROW_POOL]: Zieladresse=dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
25	F045	B2	f82r	f82r.2	B2-S001	1	167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	RESET_AT_RECORD_START	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	E167:259b2b3b0bf859882e2c	E167=Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Setze den lokalen Besitzer [B2_UPPER_PAIRED_BASINS_AND_CYLINDER] (obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.44	0.440	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Beckenrand und Fugen sichten.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
26	F046	B2	f82r	f82r.2	B2-S002	1	168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	E168:28ffbc88b97772a75f1e	E168=Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Filter lösen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
27	F047	B2	f82r	f82r.2	B2-S003	3	169|170|171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	E169:1645e612504fcef59ced > E170:b921a237be883a820352 > E171:7d25241b0e56c836372a	E169=Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. | E170=Verwende nun diese aktive Bade- oder Waschportion. | E171=Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	An derselben lokalen Station [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Verwende nun diese aktive Bade- oder Waschportion. Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	"{""EXEMPLAR_ONLY"": 2, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	gekoppelte obere Teilbäder mit örtlichem Temperieren und Anwendungswechsel	zwei lokale Gefäße samt Mittelzylinder für Füllen, Halten und Entleeren	mehrere nur benachbarte Vignetten ohne gemeinsame Bedienung	Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Vorratscharge bereitstellen. Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Zuführung öffnen. Badehausbetrieb an [B2_UPPER_PAIRED_BASINS_AND_CYLINDER]: Wasser in das Becken einlassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
