event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
331	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:d68bc8de3bcee09db23c] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Seihe es einmal durch ein Tuch und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	Tuch	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	EXACT_WORKING_MNEMONIC	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
333	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2c1a5fd92b9e3c762242] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Solange es noch warm ist.	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
334	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:92e43836d82f98bf02d3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die erste Öffnung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Spülrest getrennt auffangen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
337	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	B4_MAIN_ARCH_LINKED_PAIR	Hauptpaar am sichtbaren ungerichteten Bogen	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:1b1ffdd869fb1429ad03] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bade-/Waschzusatz|Waschung/Bad|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	DIRECT_VISIBLE	MEDIUM	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	EXACT_WORKING_MNEMONIC	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
339	B4	f83r	f83r.35	F120	B4-S011	d904bf7b044dd3922781	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Bei sanfter Wärme.	0.40	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
340	B4	f83r	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:daf32e6db9e04413ce7f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Das breite Gefäß.	0.40	Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Gefäß	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
341	B4	f83r	f83r.35	F120	B4-S011	1645e612504fcef59ced	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib einen abgemessenen Anteil in das Gefäß.	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückgabe an die Vorstation buchen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Gefäß|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
342	B4	f83r	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	DIRECT_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Rühre, bis alles gleichmäßig vermischt ist.	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
343	B4	f83r	f83r.37	F121	B4-S011	dcda95c81a5460feb191	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F121; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
344	B4	f83r	f83r.37	F121	B4-S011	b958a512ca6a3559e86e	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:b958a512ca6a3559e86e] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wasche zweimal und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge in den Sammellauf ablassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
345	B4	f83r	f83r.37	F122	B4-S012	de7321bface5628e35d6	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Flüssigkeit|Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
346	B4	f83r	f83r.37	F123	B4-S013	232195d6ff2f326322f7	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:232195d6ff2f326322f7] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse die Mischung einlaufen.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Mischung|Strom/Flussrichtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
347	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
348	B4	f83r	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [CARD:ANSATZ?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	EXACT_WORKING_MNEMONIC	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F124; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
349	B4	f83r	f83r.38	F124	B4-S014	b921a237be883a820352	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Diese aktive Portion.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge in den Sammellauf ablassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Portion	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
350	B4	f83r	f83r.38	F124	B4-S014	ecce30bc8dcc400bf2c8	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:ecce30bc8dcc400bf2c8] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Über der örtlich bezeichneten Stelle.	0.34	Badehaus-technischer Rivale am selben Besitzer: Restlauf am Auslass beobachten; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
351	B4	f83r	f83r.38	F124	B4-S014	8aedd154964a78e555d6	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:8aedd154964a78e555d6] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gebrauche sie sofort und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Ablauf wieder schließen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
352	B4	f83r	f83r.39	F125	B4-S015	1645e612504fcef59ced	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Fransen-/Unterlaufstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib einen abgemessenen Anteil in das Gefäß.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Gefäß|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
