unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
615	ASTRO	f68r1	A2	A2:G044	olor	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
616	ASTRO	f68r1	A2	A2:G045	ockhy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
617	ASTRO	f68r1	A2	A2:G046	ofcheor	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
618	ASTRO	f68r1	A2	A2:G047	otchdy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
619	ASTRO	f68r1	A2	A2:G048	otykchs	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
620	ASTRO	f68r1	A2	A2:G049	otol	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
621	ASTRO	f68r1	A2	A2:G050	otor	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
622	ASTRO	f68r1	A2	A2:G051	oiinar	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
623	ASTRO	f68r1	A2	A2:G052	okoldy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
624	ASTRO	f68r1	A2	A2:G053	ykchdy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
625	ASTRO	f68r1	A2	A2:G054	oeeody	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
626	ASTRO	f68r1	A2	A2:G055	ocphy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
627	ASTRO	f68r1	A2	A2:G056	okeeodal	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
628	ASTRO	f68r1	A2	A2:G057	okshor	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
629	ASTRO	f68r1	A2	A2:G058	osdaiin	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
630	ASTRO	f68r1	A2	A2:G059	otochedy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
631	ASTRO	f68r1	A2	A2:G060	dolchedy	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	LOCAL_ASTRO_LABEL
632	ASTRO	f68r1	A2	A2:G061	oky	Etikettensegment im ungeloeste Zentrallegende	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	F68_CENTRAL_LEGEND_QUARANTINE_NS	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	LOCAL_ASTRO_LABEL
633	ASTRO	f68r1	A2	A2:G062	okchdy	Etikettensegment im ungeloeste Zentrallegende	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	F68_CENTRAL_LEGEND_QUARANTINE_NS	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	LOCAL_ASTRO_LABEL
634	ASTRO	f68r1	A2	A2:G063	okardy	Etikettensegment im ungeloeste Zentrallegende	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	F68_CENTRAL_LEGEND_QUARANTINE_NS	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	LOCAL_ASTRO_LABEL
635	ASTRO	f68r1	A2	A2:G064	qear	Etikettensegment im ungeloeste Zentrallegende	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	F68_CENTRAL_LEGEND_QUARANTINE_NS	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	LOCAL_ASTRO_LABEL
636	ASTRO	f68r1	A2	A2:G065	oygy	Etikettensegment im ungeloeste Zentrallegende	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	F68_CENTRAL_LEGEND_QUARANTINE_NS	als lokalen Schluesselbereich behandeln, ohne ein einziges Seitenzentrum zu erfinden	LOCAL_ASTRO_LABEL
637	ASTRO	f69v	A3	A3:G001	dair	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
638	ASTRO	f69v	A3	A3:G002	cheyky	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
639	ASTRO	f69v	A3	A3:G003	otaza	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
640	ASTRO	f69v	A3	A3:G004	sar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
641	ASTRO	f69v	A3	A3:G005	ar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
642	ASTRO	f69v	A3	A3:G006	chykar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
643	ASTRO	f69v	A3	A3:G007	okoirsh	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
644	ASTRO	f69v	A3	A3:G008	ar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
645	ASTRO	f69v	A3	A3:G009	chetody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
646	ASTRO	f69v	A3	A3:G010	okeeos	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
647	ASTRO	f69v	A3	A3:G011	o	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
648	ASTRO	f69v	A3	A3:G012	tey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
649	ASTRO	f69v	A3	A3:G013	otokeeey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
650	ASTRO	f69v	A3	A3:G014	okeeody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
651	ASTRO	f69v	A3	A3:G015	okeey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
652	ASTRO	f69v	A3	A3:G016	doiir	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
653	ASTRO	f69v	A3	A3:G017	teeo	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
654	ASTRO	f69v	A3	A3:G018	y	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
655	ASTRO	f69v	A3	A3:G019	chey	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
656	ASTRO	f69v	A3	A3:G020	ot	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
657	ASTRO	f69v	A3	A3:G021	y	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
658	ASTRO	f69v	A3	A3:G022	okedy	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
659	ASTRO	f69v	A3	A3:G023	chsdy	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
660	ASTRO	f69v	A3	A3:G024	okeod	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
661	ASTRO	f69v	A3	A3:G025	y	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
662	ASTRO	f69v	A3	A3:G026	dy	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
663	ASTRO	f69v	A3	A3:G027	choaiin	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
664	ASTRO	f69v	A3	A3:G028	okar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
665	ASTRO	f69v	A3	A3:G029	okar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
666	ASTRO	f69v	A3	A3:G030	chol	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
667	ASTRO	f69v	A3	A3:G031	chees	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
668	ASTRO	f69v	A3	A3:G032	yto	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
669	ASTRO	f69v	A3	A3:G033	odair	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
670	ASTRO	f69v	A3	A3:G034	oty	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
671	ASTRO	f69v	A3	A3:G035	oteeo	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
672	ASTRO	f69v	A3	A3:G036	dar	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
673	ASTRO	f69v	A3	A3:G037	o	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
674	ASTRO	f69v	A3	A3:G038	eykeody	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
675	ASTRO	f69v	A3	A3:G039	dchor	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
676	ASTRO	f69v	A3	A3:G040	char	Etikettensegment im linkes Rad mit lokalem Achtundzwanziger-Inventar	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	F69_LEFT_WHEEL_NS	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	LOCAL_ASTRO_LABEL
677	ASTRO	f69v	A3	A3:G041	yka	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
678	ASTRO	f69v	A3	A3:G042	chol	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
679	ASTRO	f69v	A3	A3:G043	ykar	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
680	ASTRO	f69v	A3	A3:G044	dal	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
681	ASTRO	f69v	A3	A3:G045	ykady	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
682	ASTRO	f69v	A3	A3:G046	iokeeor	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
683	ASTRO	f69v	A3	A3:G047	cheey	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
684	ASTRO	f69v	A3	A3:G048	choly	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
685	ASTRO	f69v	A3	A3:G049	ykeeal	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
686	ASTRO	f69v	A3	A3:G050	cheo	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
687	ASTRO	f69v	A3	A3:G051	oaram	Etikettensegment im mittleres Wolken-, Wellen- oder Himmelszustandsrad	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	F69_MIDDLE_WHEEL_NS	einen Wetter- oder Himmelszustand als eigene Bedingung nachschlagen	LOCAL_ASTRO_LABEL
