surface	truth_recipe	candidate_is_truth	baseline_rank	selected_rank	candidate_recipe	structural_cost	base_rank_cost	bigram_nll	trigram_nll	selected_score
shekair	SH+E+K+AIR	NO	7	11	S+E+K+AIR	5.510663038	1.945910149	3.492873302	3.612873197	7.634216849
shekair	SH+E+K+AIR	NO	22	12	SH+E+K+AIN+R	4.433046812	3.091042453	2.816064638	3.253537134	7.675829309
shekair	SH+E+K+AIR	NO	17	13	SH+E+K+A_ADDR+R	4.705853034	2.833213344	2.933700284	3.260226936	7.693914559
shekair	SH+E+K+AIR	NO	13	14	SH+CH+K+E+AIR	4.999436173	2.564949357	2.873519810	3.258256651	7.717679942
shekair	SH+E+K+AIR	NO	43	15	SH+E+K+LOCAL_CHAR_I+R	3.808735557	3.761200116	2.965626305	3.259298284	7.725558788
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	2	1	SH+E+K+EE+Y	2.338138937	0.693147181	2.019374214	2.915724927	3.154663596
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	YES	3	2	SH+E+K+EE+LOCAL_CHAR_F+Y	2.555994651	1.098612289	2.666773047	3.594665531	3.811142904
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	1	3	SH+E+K+E+D_ADDR+Y	6.250228133	0.000000000	2.280017679	3.171346805	6.386512245
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	28	4	SH+SH+E+K+EE+Y	3.408183435	3.332204510	2.401215740	3.267221924	6.882098887
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	14	5	S+SH+E+K+EE+Y	4.258676410	2.639057330	2.371853222	3.192556802	7.036843990
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	36	6	SH+SH+E+K+EE+LOCAL_CHAR_F+Y	3.626039148	3.583518938	2.919959528	3.817357828	7.377991021
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	7	7	SH+E+K+SH+EE+Y	5.321186669	1.945910149	2.233056404	3.020247784	7.398429423
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	19	8	S+SH+E+K+EE+LOCAL_CHAR_F+Y	4.476532123	2.944438979	2.894267325	3.752025846	7.587128431
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	8	9	SH+E+K+SH+EE+LOCAL_CHAR_F+Y	5.539042383	2.079441542	2.772820109	3.635787128	7.778699105
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	22	10	SH+K+EE+Y	4.648798427	3.091042453	2.312317270	3.108775039	7.875368188
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	5	11	SH+K+E+D_ADDR+Y	6.560887622	1.609437912	2.567577470	3.400517324	8.319527904
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	35	12	SH+K+EE+LOCAL_CHAR_F+Y	4.866654140	3.555348061	3.018792066	3.868697392	8.594189438
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	15	13	S+E+K+EE+Y	5.902819427	2.708050201	2.575277831	3.212508891	8.755564296
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	33	14	SH+CH+K+E+EE+Y	5.233577184	3.496507561	2.473546525	3.160427805	8.870934104
shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	6	15	SH+CH+K+E+D_ADDR+Y	7.029017813	1.791759469	2.344125224	3.090445664	8.956641554
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	YES	2	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	2.640435913	0.693147181	3.182996346	3.510147328	3.500911686
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	1	2	SH+OL+LOCAL_CHAR_F+OR+AIIN	3.363042621	0.000000000	3.140914661	3.595132292	3.531443795
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	11	3	SH+OL+LOCAL_CHAR_F+OR+DA+AIIN	3.321349460	2.397895273	3.307560821	3.665028595	5.893559468
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	15	4	SH+OL+D_ADDR+LOCAL_CHAR_F+OR+AIIN	3.425655773	2.708050201	3.205168963	3.607703976	6.304027798
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	17	5	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+IIN	3.520045683	2.833213344	3.546237371	3.774024574	6.536265576
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	10	6	SH+OL+LOCAL_CHAR_F+OR+CHD+AIIN	4.346225985	2.302585093	3.269979166	3.581073473	6.820087394
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	24	7	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+AN	3.637385709	3.178053830	3.636166397	3.786405349	7.001003833
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	27	8	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+AIN	3.563824620	3.295836866	3.384663344	3.757390439	7.038212830
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	20	9	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+IIN	3.907101162	2.995732274	3.619661850	3.758537136	7.087288410
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	28	10	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN+T	3.605050248	3.332204510	3.751547336	3.795095988	7.125920842
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	8	11	S+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	5.275540243	2.079441542	3.371629472	3.531107937	7.527550220
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	4	12	S+OL+LOCAL_CHAR_F+OR+AIIN	5.998146951	1.386294361	3.360986642	3.619087274	7.558943160
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	62	13	SH+SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	3.731161019	4.127134385	3.371654914	3.655896866	8.033984199
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	25	14	SH+OL+D_ADDR+LOCAL_CHAR_F+OR+D_ADDR+AIIN	4.703049065	3.218875825	3.233958650	3.530764932	8.091042979
sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	19	15	SH+OL+LOCAL_CHAR_F+OR+DA+AIN	5.074005100	2.944438979	3.351196719	3.739823734	8.195719591
shtchy	SH+T+CH+Y	YES	2	1	SH+T+CH+Y	1.856909551	0.693147181	2.778037085	3.254790264	2.700877415
shtchy	SH+T+CH+Y	NO	1	2	SH+T+Y	2.587545508	0.000000000	2.363287321	3.054903962	2.723000291
shtchy	SH+T+CH+Y	NO	4	3	SH+T+LOCAL_C+Y	1.897133900	1.386294361	3.093568392	3.512150638	3.448571237
shtchy	SH+T+CH+Y	NO	3	4	SH+Y+T	2.912427944	1.098612289	3.426422641	3.622198851	4.187255770
shtchy	SH+T+CH+Y	NO	5	5	S+T+CH+Y	2.555513200	1.609437912	2.911742617	3.428034276	4.323445535
shtchy	SH+T+CH+Y	NO	7	6	S+T+Y	3.286149158	1.945910149	2.530419237	3.262796777	5.376889707
shtchy	SH+T+CH+Y	NO	13	7	SH+CH+T+Y	2.730408152	2.564949357	2.091725858	2.636673654	5.413567497
shtchy	SH+T+CH+Y	NO	15	8	S+T+LOCAL_C+Y	2.595737550	2.708050201	3.227273924	3.685394651	5.476604466
shtchy	SH+T+CH+Y	NO	18	9	S+T+CH+SH+Y	2.539136061	2.890371758	3.314116956	3.597239398	5.602291727
shtchy	SH+T+CH+Y	NO	12	10	SH+SH+T+CH+Y	3.262283391	2.484906650	3.097075053	3.350384737	5.908376535
shtchy	SH+T+CH+Y	NO	8	11	S+SH+T+CH+Y	3.677685775	2.079441542	3.104173258	3.411927589	5.920029838
shtchy	SH+T+CH+Y	NO	22	12	S+T+LOCAL_C+SH+Y	2.809710933	3.091042453	3.312187178	3.591755935	6.073351964
shtchy	SH+T+CH+Y	NO	6	13	S+SH+T+Y	4.408321733	1.791759469	2.837600682	3.271545225	6.352809850
shtchy	SH+T+CH+Y	NO	11	14	SH+SH+T+Y	3.992919348	2.397895273	2.829082836	3.199745231	6.541535323
shtchy	SH+T+CH+Y	NO	23	15	SH+SH+T+LOCAL_C+Y	3.302507740	3.135494216	3.360017809	3.570979344	6.611276885
shyshol	SH+Y+SH+OL	NO	1	1	Y+SH+OL	2.051680776	0.000000000	2.886880498	3.121387761	2.201887482
shyshol	SH+Y+SH+OL	YES	2	2	SH+Y+SH+OL	1.703738608	0.693147181	2.997278640	3.305719236	2.554460736
shyshol	SH+Y+SH+OL	NO	8	3	SH+Y+OL	2.497417968	2.079441542	3.068939135	3.398593137	4.738547816
shyshol	SH+Y+SH+OL	NO	24	4	Y+SH+SH+OL	1.681420312	3.178053830	3.247957377	3.239263367	5.021654661
shyshol	SH+Y+SH+OL	NO	6	5	SH+Y+SH+OL+D_ADDR	3.323716542	1.791759469	3.425319491	3.696351833	5.293517795
shyshol	SH+Y+SH+OL	NO	5	6	Y+SH+OL+D_ADDR	3.671658710	1.609437912	3.422609148	3.607847703	5.456858043
shyshol	SH+Y+SH+OL	NO	39	7	SH+SH+Y+OL	2.127157504	3.663561646	3.393604287	3.500654773	5.963075627
shyshol	SH+Y+SH+OL	NO	7	8	S+Y+SH+OL	4.063955056	1.945910149	3.185467093	3.479621893	6.176492430
shyshol	SH+Y+SH+OL	NO	4	9	SH+Y+SH+O+L	5.138599271	1.386294361	3.165410379	3.535330731	6.692412160
shyshol	SH+Y+SH+OL	NO	25	10	SH+Y+SH+SH+OL	3.333478145	3.218875825	3.279776349	3.380422402	6.718858939
shyshol	SH+Y+SH+OL	NO	3	11	Y+SH+O+L	5.486541439	1.098612289	3.110718213	3.419989750	6.748421426
shyshol	SH+Y+SH+OL	NO	11	12	SH+Y+S+OL	4.253803716	2.397895273	3.187911115	3.473502622	6.818234332
shyshol	SH+Y+SH+OL	NO	29	13	SH+SH+Y+SH+OL	3.333478145	3.367295830	3.279776349	3.406468339	6.867930092
shyshol	SH+Y+SH+OL	NO	26	14	S+SH+Y+SH+OL	3.628307283	3.258096538	3.286874554	3.471872430	7.055372495
shyshol	SH+Y+SH+OL	NO	19	15	SH+Y+S+SH+OL	4.403528005	2.944438979	3.225662969	3.379823768	7.513104153
shytchy	SH+Y+T+CH+Y	NO	1	1	SH+Y+T+Y	1.671909838	0.000000000	2.451688594	3.209069625	1.813428793
shytchy	SH+Y+T+CH+Y	YES	2	2	SH+Y+T+CH+Y	1.725123603	0.693147181	2.782579851	3.436454747	2.573746649
shytchy	SH+Y+T+CH+Y	NO	3	3	Y+T+Y	2.150444143	1.098612289	2.204892940	2.876082794	3.376080826
shytchy	SH+Y+T+CH+Y	NO	7	4	SH+Y+T+LOCAL_C+Y	1.276759076	1.945910149	3.045522607	3.670665093	3.390573918
shytchy	SH+Y+T+CH+Y	NO	4	5	Y+T+CH+Y	2.203657909	1.386294361	2.651321580	3.196863242	3.736156891
shytchy	SH+Y+T+CH+Y	NO	6	6	SH+Y+Y+T	2.257634537	1.791759469	3.755305614	3.728233632	4.236482487
shytchy	SH+Y+T+CH+Y	NO	5	7	Y+Y+T	2.736168842	1.609437912	3.834414215	3.714561619	4.534331150
shytchy	SH+Y+T+CH+Y	NO	19	8	Y+T+LOCAL_C+Y	1.755293382	2.944438979	2.966852886	3.470108646	4.860656399
shytchy	SH+Y+T+CH+Y	NO	24	9	Y+T+CH+SH+Y	1.631996129	3.178053830	3.097099425	3.399092797	4.972454765
shytchy	SH+Y+T+CH+Y	NO	40	10	Y+T+LOCAL_C+SH+Y	1.276759076	3.688879454	3.095169647	3.407225074	5.128198399
shytchy	SH+Y+T+CH+Y	NO	9	11	S+SH+Y+T+Y	3.624739648	2.197224577	2.832216182	3.389029905	5.977495377
shytchy	SH+Y+T+CH+Y	NO	15	12	SH+SH+Y+T+Y	3.202370174	2.708050201	2.825117977	3.323625814	6.064138970
shytchy	SH+Y+T+CH+Y	NO	25	13	SH+T+Y+LOCAL_C+Y	3.102413831	3.218875825	3.102498742	3.702011829	6.491402420
shytchy	SH+Y+T+CH+Y	NO	14	14	SH+Y+T+CHD+Y	3.723955266	2.639057330	2.546369736	3.226230669	6.507327606
shytchy	SH+Y+T+CH+Y	NO	10	15	S+Y+T+Y	4.178879658	2.302585093	2.639877046	3.398857311	6.632433110
todeeey	T+O+D_ADDR+EEE+Y	YES	2	1	T+O+D_ADDR+EEE+Y	3.005210926	0.693147181	2.866641288	3.583029022	3.859599864
todeeey	T+O+D_ADDR+EEE+Y	NO	1	2	T+O+EEE+Y	3.990892529	0.000000000	2.997549155	3.508325542	4.153539396
todeeey	T+O+D_ADDR+EEE+Y	NO	3	3	T+O+D_ADDR+EE+E+Y	4.782289673	1.098612289	2.888495518	3.317006397	6.036039510
todeeey	T+O+D_ADDR+EEE+Y	NO	8	4	T+O+D_ADDR+E+EE+Y	4.532131576	2.079441542	2.926927398	3.343994671	6.768346169
todeeey	T+O+D_ADDR+EEE+Y	NO	4	5	T+O+E+EE+Y	5.677695503	1.386294361	2.928078555	3.247538692	7.218380295
todeeey	T+O+D_ADDR+EEE+Y	NO	10	6	T+O+D_ADDR+EEE+D_ADDR+Y	5.513764275	2.302585093	2.772101602	3.347336713	7.969335326
todeeey	T+O+D_ADDR+EEE+Y	NO	6	7	OT+D_ADDR+EEE+Y	6.102554856	1.791759469	2.962621364	3.559946335	8.057378518
todeeey	T+O+D_ADDR+EEE+Y	NO	15	8	T+O+CHD+EEE+Y	5.235579760	2.708050201	3.208466862	3.577955357	8.113290516
todeeey	T+O+D_ADDR+EEE+Y	NO	5	9	T+O+EE+E+Y	6.670979179	1.609437912	2.993474443	3.257389813	8.436688698
todeeey	T+O+D_ADDR+EEE+Y	NO	17	10	T+O+E+D_ADDR+EE+Y	5.902074567	2.833213344	2.898666577	3.289735146	8.889997954
todeeey	T+O+D_ADDR+EEE+Y	NO	11	11	T+SH+O+D_ADDR+EE+E+Y	7.131184292	2.397895273	2.960994761	3.321208568	9.686134648
todeeey	T+O+D_ADDR+EEE+Y	NO	7	12	OT+D_ADDR+EE+E+Y	7.879633603	1.945910149	2.972121286	3.283820646	9.981942301
todeeey	T+O+D_ADDR+EEE+Y	NO	9	13	OT+D_ADDR+E+EE+Y	7.629475506	2.197224577	3.016958479	3.284920041	9.984247046
todeeey	T+O+D_ADDR+EEE+Y	NO	26	14	T+O+CHD+E+EE+Y	6.668936480	3.258096538	3.232350943	3.339336266	10.091325198
todeeey	T+O+D_ADDR+EEE+Y	NO	16	15	OT+CHD+EEE+Y	7.170660179	2.772588722	2.875427089	3.528258725	10.103341047
yshedair	Y+SH+E+D_ADDR+AIR	YES	2	1	Y+SH+E+D_ADDR+AIR	2.612441453	0.693147181	3.114915286	3.575457417	3.472847951
yshedair	Y+SH+E+D_ADDR+AIR	NO	1	2	SH+E+DY+AIR	3.694166800	0.000000000	2.543468197	3.168237325	3.836959438
yshedair	Y+SH+E+D_ADDR+AIR	NO	5	3	Y+SH+E+AIR	2.202562275	1.609437912	3.284406633	3.762376229	3.988169759
yshedair	Y+SH+E+D_ADDR+AIR	NO	8	4	SH+E+Y+AIR	2.148755529	2.079441542	2.726831914	3.269753388	4.378111704
yshedair	Y+SH+E+D_ADDR+AIR	NO	3	5	SH+E+Y+D_ADDR+AIR	3.829439677	1.098612289	2.689610847	3.213200838	5.075622258
yshedair	Y+SH+E+D_ADDR+AIR	NO	4	6	SH+E+DY+D_ADDR+AIR	4.419149870	1.386294361	2.708410985	3.152593671	5.951969347
yshedair	Y+SH+E+D_ADDR+AIR	NO	15	7	Y+SH+CHD+AIR	3.224783196	2.708050201	3.862423860	3.770510436	6.123656755
yshedair	Y+SH+E+D_ADDR+AIR	NO	6	8	Y+SH+E+D_ADDR+AIR+A_ADDR	4.474147742	1.791759469	3.363074569	3.740102717	6.443486644
yshedair	Y+SH+E+D_ADDR+AIR	NO	22	9	Y+SH+E+DA+AIR	3.232133590	3.091042453	3.387334306	3.789305453	6.502592037
yshedair	Y+SH+E+D_ADDR+AIR	NO	23	10	Y+SH+E+CHD+AIR	3.254719039	3.135494216	3.415286194	3.774503851	6.569958006
yshedair	Y+SH+E+D_ADDR+AIR	NO	43	11	Y+SH+SH+E+AIR	3.292743468	3.761200116	3.519049676	3.871384867	7.238704447
yshedair	Y+SH+E+D_ADDR+AIR	NO	29	12	Y+SH+SH+E+D_ADDR+AIR	3.702622646	3.367295830	3.340250944	3.695596081	7.245814652
yshedair	Y+SH+E+D_ADDR+AIR	NO	74	13	Y+SH+E+A_ADDR+AIR	3.195116154	4.304065093	3.392962116	3.789305453	7.678737936
yshedair	Y+SH+E+D_ADDR+AIR	NO	21	14	SH+E+DY+A_ADDR+AIR	4.625075945	3.044522438	2.775513419	3.278304670	7.820943835
yshedair	Y+SH+E+D_ADDR+AIR	NO	36	15	SH+E+Y+CHD+AIR	4.141168235	3.583518938	2.962597913	3.347740211	7.882445626
