register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E2996	P912-E1455	BIOLOGICAL	f83r	P1009-S512	f83r.6	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2997	P912-E1456	BIOLOGICAL	f83r	P1009-S512	f83r.6	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2998	P912-E1457	BIOLOGICAL	f83r	P1009-S512	f83r.6	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2999	P912-E1458	BIOLOGICAL	f83r	P1009-S513	f83r.6	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3000	P912-E1459	BIOLOGICAL	f83r	P1009-S514	f83r.6	qoky	OK+Y	OK+Y	2	UNCHANGED	YES	HERBAL|PHARMA	f13r|f88v	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3001	P912-E1460	BIOLOGICAL	f83r	P1009-S514	f83r.7	solshed	S+OL+SH+E	S+OL+SH+E	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3002	P912-E1461	BIOLOGICAL	f83r	P1009-S514	f83r.7	lsheedy	L+SH+EE+D_ADDR+Y	L+SH+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3003	P912-E1462	BIOLOGICAL	f83r	P1009-S514	f83r.7	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	CARRIER_Q+EEE+D_ADDR+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3004	P912-E1463	BIOLOGICAL	f83r	P1009-S514	f83r.7	qoky	OK+Y	OK+Y	2	UNCHANGED	YES	HERBAL|PHARMA	f13r|f88v	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3005	P912-E1464	BIOLOGICAL	f83r	P1009-S514	f83r.7	o	O	O	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f17r|f56r|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f17r|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3006	P912-E1465	BIOLOGICAL	f83r	P1009-S514	f83r.7	qol	OL	OL	1	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3007	P912-E1466	BIOLOGICAL	f83r	P1009-S514	f83r.7	rsheedy	R+SH+EE+D_ADDR+Y	R+SH+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3008	P912-E1467	BIOLOGICAL	f83r	P1009-S514	f83r.7	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3009	P912-E1468	BIOLOGICAL	f83r	P1009-S515	f83r.7	qoteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3010	P912-E1469	BIOLOGICAL	f83r	P1009-S516	f83r.7	qoteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3011	P912-E1470	BIOLOGICAL	f83r	P1009-S517	f83r.8	pchedal	P+CHD+AL	P+CHD+AL	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3012	P912-E1471	BIOLOGICAL	f83r	P1009-S517	f83r.8	otedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3013	P912-E1472	BIOLOGICAL	f83r	P1009-S518	f83r.8	shecthedchy	SH+E+CH+T+CHD+Y	SH+E+CH+T+CHD+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3014	P912-E1473	BIOLOGICAL	f83r	P1009-S518	f83r.8	qoky	OK+Y	OK+Y	2	UNCHANGED	YES	HERBAL|PHARMA	f13r|f88v	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3015	P912-E1474	BIOLOGICAL	f83r	P1009-S518	f83r.8	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3016	P912-E1475	BIOLOGICAL	f83r	P1009-S518	f83r.8	chary	AR+Y	AR+Y	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3017	P912-E1476	BIOLOGICAL	f83r	P1009-S518	f83r.9	pchor	P+CH+OR	P+CH+OR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3018	P912-E1477	BIOLOGICAL	f83r	P1009-S518	f83r.9	checphedy	CH+E+CH+P+E+DY	CH+E+CH+P+E+DY	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3019	P912-E1478	BIOLOGICAL	f83r	P1009-S519	f83r.9	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3020	P912-E1479	BIOLOGICAL	f83r	P1009-S520	f83r.9	lsheedy	L+SH+EE+D_ADDR+Y	L+SH+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3021	P912-E1480	BIOLOGICAL	f83r	P1009-S520	f83r.9	qokchdy	OK+CHD+DY	OK+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3022	P912-E1481	BIOLOGICAL	f83r	P1009-S521	f83r.9	r	R	R	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3023	P912-E1482	BIOLOGICAL	f83r	P1009-S521	f83r.9	shedkedy	SH+E+K+E+D_ADDR+Y	SH+E+K+E+D_ADDR+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3024	P912-E1483	BIOLOGICAL	f83r	P1009-S521	f83r.9	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	CARRIER_Q+O+P+SH+D_ADDR+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3025	P912-E1484	BIOLOGICAL	f83r	P1009-S521	f83r.9	qopy	CARRIER_Q+O+P+Y	CARRIER_Q+O+P+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3026	P912-E1485	BIOLOGICAL	f83r	P1009-S521	f83r.10	olkeey	OL+K+EE+Y	OL+K+EE+Y	4	UNCHANGED	YES	PHARMA	f88r	PHARMA	f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3027	P912-E1486	BIOLOGICAL	f83r	P1009-S521	f83r.10	rchs	R+CH+S	R+CH+S	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3028	P912-E1487	BIOLOGICAL	f83r	P1009-S521	f83r.10	cheeb	CH+EE+LOCAL_CHAR_B	CH+EE+LOCAL_CHAR_B	3	UNCHANGED	YES	PHARMA	f88r	PHARMA	f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3029	P912-E1488	BIOLOGICAL	f83r	P1009-S521	f83r.10	ols	OL+S	OL+S	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3030	P912-E1489	BIOLOGICAL	f83r	P1009-S521	f83r.10	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3031	P912-E1490	BIOLOGICAL	f83r	P1009-S521	f83r.10	skal	S+K+AL	S+K+AL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3032	P912-E1491	BIOLOGICAL	f83r	P1009-S521	f83r.10	dain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3033	P912-E1492	BIOLOGICAL	f83r	P1009-S521	f83r.10	cthal	CH+T+AL	CH+T+AL	3	UNCHANGED	YES	HERBAL	f18r	HERBAL	f18r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3034	P912-E1493	BIOLOGICAL	f83r	P1009-S521	f83r.10	s	S	S	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3035	P912-E1494	BIOLOGICAL	f83r	P1009-S521	f83r.10	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3036	P912-E1495	BIOLOGICAL	f83r	P1009-S521	f83r.10	chky	CH+K+Y	CH+K+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f18r|f55v|f72r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3037	P912-E1496	BIOLOGICAL	f83r	P1009-S521	f83r.10	lal	L+AL	L+AL	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3038	P912-E1497	BIOLOGICAL	f83r	P1009-S521	f83r.10	sam	S+AM_ADDR	S+AM_ADDR	2	UNCHANGED	YES	PHARMA	f88r	PHARMA	f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3039	P912-E1498	BIOLOGICAL	f83r	P1009-S521	f83r.11	sor	S+OR	S+OR	2	UNCHANGED	YES	HERBAL|CELESTIAL	f10r|f67r2	HERBAL|CELESTIAL	f10r|f67r2|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3040	P912-E1499	BIOLOGICAL	f83r	P1009-S521	f83r.11	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3041	P912-E1500	BIOLOGICAL	f83r	P1009-S522	f83r.11	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3042	P912-E1501	BIOLOGICAL	f83r	P1009-S522	f83r.11	chkain	CH+K+AIN	CH+K+AIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3043	P912-E1502	BIOLOGICAL	f83r	P1009-S522	f83r.11	shcthey	SH+CH+T+E+Y	SH+CH+T+E+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3044	P912-E1503	BIOLOGICAL	f83r	P1009-S522	f83r.11	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3045	P912-E1504	BIOLOGICAL	f83r	P1009-S523	f83r.11	okair	OK+AIR	OK+AIR	2	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3046	P912-E1505	BIOLOGICAL	f83r	P1009-S523	f83r.11	sheedy	SH+EE+DY	SH+EE+DY	3	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v	CELESTIAL|PHARMA	f72r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3047	P912-E1506	BIOLOGICAL	f83r	P1009-S524	f83r.11	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3048	P912-E1507	BIOLOGICAL	f83r	P1009-S525	f83r.11	lo	L+O	L+O	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3049	P912-E1508	BIOLOGICAL	f83r	P1009-S525	f83r.12	qockhol	CARRIER_Q+O+CH+K+OL	CARRIER_Q+O+CH+K+OL	5	UNCHANGED	YES	PHARMA	f88r|f88v	PHARMA	f88r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3050	P912-E1509	BIOLOGICAL	f83r	P1009-S525	f83r.12	sheckhy	SH+E+CH+K+Y	SH+E+CH+K+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3051	P912-E1510	BIOLOGICAL	f83r	P1009-S525	f83r.12	otal	OT+AL	OT+AL	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3052	P912-E1511	BIOLOGICAL	f83r	P1009-S525	f83r.12	qokeal	OK+E+AL	OK+E+AL	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3053	P912-E1512	BIOLOGICAL	f83r	P1009-S525	f83r.12	sheckhdy	SH+E+CH+K+D_ADDR+Y	SH+E+CH+K+D_ADDR+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3054	P912-E1513	BIOLOGICAL	f83r	P1009-S525	f83r.12	al	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f71v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3055	P912-E1514	BIOLOGICAL	f83r	P1009-S525	f83r.12	okedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3056	P912-E1515	BIOLOGICAL	f83r	P1009-S526	f83r.12	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3057	P912-E1516	BIOLOGICAL	f83r	P1009-S527	f83r.12	qokal	OK+AL	OK+AL	2	UNCHANGED	YES	PHARMA	f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f68r1|f71v|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3058	P912-E1517	BIOLOGICAL	f83r	P1009-S527	f83r.13	salcheol	S+AL+CH+E+O+L	S+AL+CH+E+O+L	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3059	P912-E1518	BIOLOGICAL	f83r	P1009-S527	f83r.13	tar	T+AR	T+AR	2	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3060	P912-E1519	BIOLOGICAL	f83r	P1009-S527	f83r.13	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3061	P912-E1520	BIOLOGICAL	f83r	P1009-S528	f83r.13	s	S	S	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3062	P912-E1521	BIOLOGICAL	f83r	P1009-S528	f83r.13	altedy	AL+T+E+D_ADDR+Y	AL+T+E+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3063	P912-E1522	BIOLOGICAL	f83r	P1009-S528	f83r.13	sair	S+AIR	S+AIR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3064	P912-E1523	BIOLOGICAL	f83r	P1009-S528	f83r.13	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3065	P912-E1524	BIOLOGICAL	f83r	P1009-S529	f83r.13	qedy	CARRIER_Q+E+DY	CARRIER_Q+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3066	P912-E1525	BIOLOGICAL	f83r	P1009-S530	f83r.13	lchcphedy	L+CH+CH+P+E+DY	L+CH+CH+P+E+DY	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3067	P912-E1526	BIOLOGICAL	f83r	P1009-S531	f83r.13	ldar	L+DA+R	L+DA+R	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3068	P912-E1527	BIOLOGICAL	f83r	P1009-S531	f83r.14	qokchedy	OK+CHD+Y	OK+CHD+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3069	P912-E1528	BIOLOGICAL	f83r	P1009-S531	f83r.14	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3070	P912-E1529	BIOLOGICAL	f83r	P1009-S532	f83r.14	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3071	P912-E1530	BIOLOGICAL	f83r	P1009-S533	f83r.14	qokshedy	OK+SH+E+DY	OK+SH+E+DY	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3072	P912-E1531	BIOLOGICAL	f83r	P1009-S534	f83r.14	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3073	P912-E1532	BIOLOGICAL	f83r	P1009-S534	f83r.14	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3074	P912-E1533	BIOLOGICAL	f83r	P1009-S535	f83r.14	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3075	P912-E1534	BIOLOGICAL	f83r	P1009-S535	f83r.14	shcthy	SH+CH+T+Y	SH+CH+T+Y	4	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3076	P912-E1535	BIOLOGICAL	f83r	P1009-S535	f83r.14	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3077	P912-E1536	BIOLOGICAL	f83r	P1009-S535	f83r.14	sy	Y	Y	1	UNCHANGED	YES	CELESTIAL|PHARMA	f67r2|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3078	P912-E1537	BIOLOGICAL	f83r	P1009-S535	f83r.15	saiin	S+AIIN	S+AIIN	2	UNCHANGED	YES	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3079	P912-E1538	BIOLOGICAL	f83r	P1009-S535	f83r.15	shedal	SH+E+AL	SH+E+AL	3	UNCHANGED	YES	NONE	NONE	CELESTIAL|PHARMA	f72r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3080	P912-E1539	BIOLOGICAL	f83r	P1009-S535	f83r.15	shecthy	SH+E+CH+T+Y	SH+E+CH+T+Y	5	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3081	P912-E1540	BIOLOGICAL	f83r	P1009-S535	f83r.15	chey	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f71v|f72r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3082	P912-E1541	BIOLOGICAL	f83r	P1009-S535	f83r.15	tal	T+AL	T+AL	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3083	P912-E1542	BIOLOGICAL	f83r	P1009-S535	f83r.15	shcthy	SH+CH+T+Y	SH+CH+T+Y	4	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3084	P912-E1543	BIOLOGICAL	f83r	P1009-S535	f83r.15	dalchdy	AL+CHD+DY	AL+CHD+DY	3	UNCHANGED	YES	CELESTIAL	f72r	CELESTIAL|PHARMA	f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3085	P912-E1544	BIOLOGICAL	f83r	P1009-S536	f83r.15	qotchedy	OT+CHD+DY	OT+CHD+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E3086	P912-E1545	BIOLOGICAL	f83r	P1009-S537	f83r.15	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3087	P912-E1546	BIOLOGICAL	f83r	P1009-S538	f83r.16	tchedy	T+CHD+Y	T+CHD+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3088	P912-E1547	BIOLOGICAL	f83r	P1009-S538	f83r.16	qokchdy	OK+CHD+DY	OK+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3089	P912-E1548	BIOLOGICAL	f83r	P1009-S539	f83r.16	cheedar	EE+AR	EE+AR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3090	P912-E1549	BIOLOGICAL	f83r	P1009-S539	f83r.16	chldaiin	L+AIIN	L+AIIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E3091	P912-E1550	BIOLOGICAL	f83r	P1009-S539	f83r.16	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3092	P912-E1551	BIOLOGICAL	f83r	P1009-S539	f83r.16	qokain	OK+AIN	OK+AIN	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|PHARMA	f18r|f55v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E3093	P912-E1552	BIOLOGICAL	f83r	P1009-S539	f83r.16	checthy	CH+T+Y	CH+T+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL	f10r|f11r|f17r|f18r|f56r	ROOT_RECIPE_FROM_OTHER_REGISTER
