profile	all_carriers	paragraph_counts	eligible_families	all_single_column_deficits
10	aiiny	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
11	aiir iir	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
12	aiiro aiirol arot arote arotey chlc chlch chlchp chlchps chlchpsh chlchpshe chlchpshee chlchpsheey chlr chpsheey hlc hlch hlchp hlchps hlchpsh hlchpshe hlchpshee hlchpsheey hlr hpsheey iiro iirol kear lchear lchps lchpsh lchpshe lchpshee lchpsheey lod odar okear psheey qep qepc qepch qepche qepched qepchedy qokear qyk qyka qykai qykaii qykaiin rot rote rotey saiir saiiro saiirol sheckhey shod shody sl sls sod soda sodar	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
13	ail	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
14	ain	[9, 6, 8, 4, 5, 9, 2, 2, 0, 0, 4, 1, 1, 9, 3, 4, 5, 6, 1, 12, 12, 9, 5, 2, 9, 4, 2, 0, 2, 7, 2, 6, 1, 6, 6, 4, 6, 11, 6, 6, 14, 8, 4, 4, 1, 1, 9, 13, 5, 6, 8, 2, 1, 10, 3, 2, 2, 4, 2, 3, 8, 7, 8, 1, 0, 2, 0, 2, 3, 3, 6]		"{""AQUA"":[{""count"":2,""required"":13,""observed"":12},{""count"":3,""required"":6,""observed"":5}],""HEAD"":[{""count"":0,""required"":22,""observed"":5}],""STOMACH"":[{""count"":0,""required"":19,""observed"":5},{""count"":1,""required"":13,""observed"":8}],""OCULUS"":[{""count"":0,""required"":25,""observed"":5}],""LIVER"":[{""count"":0,""required"":23,""observed"":5},{""count"":1,""required"":9,""observed"":8}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":5}],""SKIN"":[{""count"":0,""required"":26,""observed"":5}],""LUNG"":[{""count"":0,""required"":27,""observed"":5}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":5}],""BLADDER"":[{""count"":0,""required"":29,""observed"":5}],""WOMB"":[{""count"":0,""required"":29,""observed"":5}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":5}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":5}]}"
15	aind ainda aindar alsy hals halsy ind inda indar kals kalsh lchesy lorai loraii loraiin lshals lshalsy lsy nd nda ndar okals okalsh olches olchesy olsha olshal olshals olshalsy oroiii oroiiin qokals qokalsh roiii roiiin shals shalsy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
16	aino ino no olshees pok poka pokai pokain saino ychey	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
17	ainy alkl aloi aloir cheoly efal efalo efaloi efaloir falo faloi faloir heoly kainy klc klch klche klchee klcheey klo klor loir okaiii okaiiin okainy oklc oklch oklche oklchee oklcheey oklo oklor polchy qoklc qoklch qoklche qoklchee qoklcheey talk talkl ydai ydaii ydaiin	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
18	air	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 0]	HEAD,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":4},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":12}]}"
19	aira airam alshc alshct alshcth alshcthd alshcthdy chech checho chechol chekal chod chody chpchd chpchdy chtedyt chtedyta chtedytar cseek cseeky csey daira dairam dcs dcse dcsed dcsedy dey dsholy dsholyd echo echol ecs ecse ecsey edey edyt edyta edytar ekchy hche hchey hcthd hcthdy hecho hechol hkc hkch hkchd hkchdy holyd hpchd hpchdy htedyt htedyta htedytar hyteed ip iph iphy ira iram kecs kecse kecsey kedey kylk kylky lchedal lchpc lchpch lchpchd lchpchdy lkede lkedey lkeo lkeol lohed lohedy lshct lshcth lshcthd lshcthdy ltary lyd ohed ohedy okylk okylky olkeo olkeol olyd oshed oshedy oshy oshyt oshyte oshytee oshyteed qekchy qocthey qofched qofchedy qold qoldy rshd rshdy salshc salshct salshcth salshcthd salshcthdy seek seeky shch shche shchey shcthd shcthdy shkc shkch shkchd shkchdy sholy sholyd shyt shyte shytee shyteed sshk sshkc sshkch sshkchd sshkchdy tedyt tedyta tedytar ykec ykecs ykecse ykecsey ykeda ylk ylky yshc yshch yshche yshchey	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
20	airo airol aloh alohe alohey arory asy dail dairo dairol daloh dalohe dalohey darory dasy dora dorai doraii doraiin eekey fcho fchor heekey keoly lohey lsheor ohey olsheor oqoka oqokai oqokain qorai qoraii qoraiin salc salch salche salched salchedy sheekey tedal	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
21	ais arod arody cthdys dys esd esdy hdys is kais kesd kesdy lchct lchcth lchcthy lkshd lkshdy okais okesd okesdy olkshd olkshdy oraiii oraiiin paro parod parody qcthd qcthdy qcthdys qokes qokesd qokesdy raiii raiiin rod rody thdys	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
22	ait	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
23	aith aithy alchc alchck alchckh alchckhy alchey dalchc dalchck dalchckh dalchckhy dalt dalte dalted daltedy dym eect eecth eecthe eecthey eeyr heec heect heecth heecthe heecthey keeyr lchck lchckh lchckhy lkeeyr olkeeyr qf qfo qfol qs qsa qsai qsain rcheo rcheol rcheold sheec sheect sheecth sheecthe sheecthey shty yck yckh yckhe yckhey ym	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
24	aity checkho chop chopc chopch chopche chopched chopchedy deee deeed deeedy eckho heckho hop hopc hopch hopche hopched hopchedy ity kolc kolch kolchd kolchdy lolol lq lqo lso lsor lsora lsorai lsoraii lsoraiin odched olq olqo qodc qodch qodche qodched qopo qopol qotedo qotedor rait raity rolchey rolchy sora sorai soraii soraiin	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1},{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
25	ak	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
