resolution_id	ambiguity_id	attachment_id	physical_page	register	statement_id	current_event_id	current_card_ordinal	statement_card_count	current_locus	owner_de	surface_card	component_recipe	focus_core	focus_value_de	previous_card_recipe	inherited_action_before_card	current_scope_cues	next_event_id	next_card_ordinal	next_locus	next_surface_card	next_component_recipe	next_scope_cues	next_action	next_action_value_de	next_action_atom_ordinal	head_distance_cards	owner_boundary	proseblock_boundary	locus_relation	next_closes_dy	decision	attachment_target	decision_rule	rationale_de
OWNERNEXT-135	SAA0290	SA03516	f83r	BIOLOGICAL	P1009-S560	P912-E1624	1	3	f83r.25	Variantenatlas lokaler Becken und Anwendungen	qolchey	OL+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OL	P912-E1625	2	f83r.25	qokeey	OK+EE+Y	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-136	SAA0291	SA03529	f83r	BIOLOGICAL	P1009-S563	P912-E1635	1	3	f83r.27	Variantenatlas lokaler Becken und Anwendungen	dain	AIN	AIN	ANTEIL	STATEMENT_START	NONE	NONE	P912-E1636	2	f83r.27	chedy	CHD+Y	NONE	CHD	UMSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-137	SAA0295	SA03590	f83r	BIOLOGICAL	P1009-S582	P912-E1691	2	4	f83r.38	Variantenatlas lokaler Becken und Anwendungen	chey	Y	Y	AKTIVER POSTEN	OR	NONE	NONE	P912-E1692	3	f83r.38	qockhey	O+CH+K+E+Y	NONE	CH	NEHMEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-138	SAA0306	SA03863	f88v	PHARMA	P1009-S600	P1003-E0468	2	19	f88v.15	zweite Gefaess-/Zutatengruppe	oraiin	OR+AIIN	OR	EINHEIT	Y+LOCAL_CHAR_F+OL+AIIN	NONE	NONE	P1003-E0469	3	f88v.16	ysheod	Y+SH+E+O+D_ADDR	NONE	SH	HALTEN	2	1	NO	NO	WRAP_WITHIN_SAME_OWNER	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-139	SAA0307	SA03864	f88v	PHARMA	P1009-S600	P1003-E0468	2	19	f88v.15	zweite Gefaess-/Zutatengruppe	oraiin	OR+AIIN	AIIN	WERT	Y+LOCAL_CHAR_F+OL+AIIN	NONE	NONE	P1003-E0469	3	f88v.16	ysheod	Y+SH+E+O+D_ADDR	NONE	SH	HALTEN	2	1	NO	NO	WRAP_WITHIN_SAME_OWNER	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-140	SAA0308	SA03935	f88v	PHARMA	P1009-S605	P1003-E0520	1	17	f88v.22	zweite Gefaess-/Zutatengruppe	qoteo	OT+E+O	E	GRAD I	STATEMENT_START	NONE	OT	P1003-E0521	2	f88v.22	lchdy	L+CHD+Y	L	CHD	UMSETZEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM2	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-141	SAA0310	SA03952	f88v	PHARMA	P1009-S606	P1003-E0537	1	13	f88v.24	zweite Gefaess-/Zutatengruppe	daiin	AIIN	AIIN	WERT	STATEMENT_START	NONE	NONE	P1003-E0538	2	f88v.24	shoy	SH+O+Y	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-142	SAA0313	SA03974	f89r	PHARMA	P1009-S608	P1008-E1043	1	4	f89r1.6	Gefäß-/Pflanzenteilgruppe A	qoar	O+D_ADDR+AR	AR	AUSGANG	STATEMENT_START	NONE	NONE	P1008-E1044	2	f89r1.6	shar	SH+E+AR	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	OWNER_ONLY	BESITZER=Gefäß-/Pflanzenteilgruppe A[AR=AUSGANG]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-143	SAA0314	SA03979	f89r	PHARMA	P1009-S609	P1008-E1048	2	7	f89r1.6	Gefäß-/Pflanzenteilgruppe A	dar	D_ADDR+AR	AR	AUSGANG	Y	NONE	NONE	P1008-E1049	3	f89r1.6	sheey	SH+EE+Y	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	OWNER_ONLY	BESITZER=Gefäß-/Pflanzenteilgruppe A[AR=AUSGANG]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-144	SAA0317	SA04114	f89r	PHARMA	P1009-S617	P1008-E1189	1	33	f89r2.6	Gefäß-/Pflanzenteilgruppe D	cheal	AL	AL	ZIELORT	STATEMENT_START	NONE	NONE	P1008-E1190	2	f89r2.6	cheo	CH+E+O+L	L	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	OWNER_ONLY	BESITZER=Gefäß-/Pflanzenteilgruppe D[AL=ZIELORT]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-145	SAA0319	SA04225	f89r	PHARMA	P1009-S623	P1008-E1302	1	7	f89r2.22	Gefäß-/Pflanzenteilgruppe F	kolches	OL+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OL	P1008-E1303	2	f89r2.22	sheol	SH+E+OL	OL	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-146	SAA0320	SA04238	f89r	PHARMA	P1009-S626	P1008-E1315	1	11	f89r2.23	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	AIIN	WERT	STATEMENT_START	NONE	NONE	P1008-E1316	2	f89r2.23	cheok	CH+E+O+L	L	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
