audit_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	focus_family	focus_atom_ordinal	local_head_configuration	nearest_left_core	nearest_left_value_de	nearest_left_atom_ordinal	left_distance	nearest_right_core	nearest_right_value_de	nearest_right_atom_ordinal	right_distance	existing_trace_token	existing_target_de	active_head_before_de	strict_rule_branch	strict_expected_side	strict_expected_core	strict_expected_value_de	strict_rule_verdict	strict_reason_de	safe_rule_branch	safe_decision	safe_target_core	safe_target_value_de	safe_trace_match	safe_reason_de
EDG03180	SA03180	f82r	BIOLOGICAL	P1009-S481	P912-E1329	f82r.26	oteey	OT+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03181	SA03181	f82r	BIOLOGICAL	P1009-S481	P912-E1330	f82r.26	qokaiin	OK+AIIN	AIIN	WERT	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03182	SA03182	f82r	BIOLOGICAL	P1009-S481	P912-E1331	f82r.26	okey	OK+E+Y	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03183	SA03183	f82r	BIOLOGICAL	P1009-S481	P912-E1331	f82r.26	okey	OK+E+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	OK	SETZEN	1	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03184	SA03184	f82r	BIOLOGICAL	P1009-S482	P912-E1333	f82r.27	rsheal	R+SH+E+AL	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03185	SA03185	f82r	BIOLOGICAL	P1009-S482	P912-E1333	f82r.27	rsheal	R+SH+E+AL	AL	ZIELORT	RELATION	4	LEFT_ONLY	SH	HALTEN	2	2	NONE	NONE	NONE	NONE	ZIELORT→HALTEN	HALTEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	SH	HALTEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG03186	SA03186	f82r	BIOLOGICAL	P1009-S482	P912-E1334	f82r.27	daldy	AL+DY	AL	ZIELORT	RELATION	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	ZIELORT→MARKIEREN	MARKIEREN	MARKIEREN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03187	SA03187	f82r	BIOLOGICAL	P1009-S483	P912-E1335	f82r.27	qokeedy	OK+EE+DY	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03188	SA03188	f82r	BIOLOGICAL	P1009-S484	P912-E1336	f82r.27	rshedy	R+SH+E+DY	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03189	SA03189	f82r	BIOLOGICAL	P1009-S485	P912-E1337	f82r.27	qoteedy	OT+EE+DY	EE	GRAD II	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD II→HALTEN	HALTEN	HALTEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03190	SA03190	f82r	BIOLOGICAL	P1009-S486	P912-E1338	f82r.27	qokeedy	OK+EE+DY	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03191	SA03191	f82r	BIOLOGICAL	P1009-S487	P912-E1339	f82r.27	lochedy	L+O+CHD+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	CHD	UMSETZEN	3	2	VERBINDUNG→UMSETZEN	UMSETZEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	CHD	UMSETZEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG03192	SA03192	f82r	BIOLOGICAL	P1009-S488	P912-E1341	f82r.28	shedy	SH+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03193	SA03193	f82r	BIOLOGICAL	P1009-S489	P912-E1342	f82r.28	qokeedy	OK+EE+DY	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03194	SA03194	f82r	BIOLOGICAL	P1009-S490	P912-E1343	f82r.28	qotaiin	OT+AIIN	AIIN	WERT	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03195	SA03195	f82r	BIOLOGICAL	P1009-S490	P912-E1344	f82r.28	chcthey	CH+CH+T+E+Y	E	GRAD I	GRADE	4	LEFT_ONLY	T	EINSTELLEN	3	1	NONE	NONE	NONE	NONE	GRAD I→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03196	SA03196	f82r	BIOLOGICAL	P1009-S490	P912-E1344	f82r.28	chcthey	CH+CH+T+E+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	T	EINSTELLEN	3	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03197	SA03197	f82r	BIOLOGICAL	P1009-S490	P912-E1345	f82r.28	qoteeol	OT+EE+OL	EE	GRAD II	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD II→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03198	SA03198	f82r	BIOLOGICAL	P1009-S490	P912-E1346	f82r.28	chey	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03199	SA03199	f82r	BIOLOGICAL	P1009-S490	P912-E1347	f82r.28	qokaiin	OK+AIIN	AIIN	WERT	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03200	SA03200	f82r	BIOLOGICAL	P1009-S490	P912-E1348	f82r.28	oly	OL+Y	Y	AKTIVER POSTEN	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03201	SA03201	f82r	BIOLOGICAL	P1009-S490	P912-E1350	f82r.29	cheey	SH+EE+Y	EE	GRAD II	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD II→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03202	SA03202	f82r	BIOLOGICAL	P1009-S490	P912-E1350	f82r.29	cheey	SH+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	SH	HALTEN	1	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03203	SA03203	f82r	BIOLOGICAL	P1009-S490	P912-E1351	f82r.29	lchedy	L+CHD+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	CHD	UMSETZEN	2	1	VERBINDUNG→UMSETZEN	UMSETZEN	HALTEN	L_AIR_RIGHT_FRAME	RIGHT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	CHD	UMSETZEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG03204	SA03204	f82r	BIOLOGICAL	P1009-S491	P912-E1352	f82r.29	qokeedy	OK+EE+DY	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03205	SA03205	f82r	BIOLOGICAL	P1009-S492	P912-E1353	f82r.29	lchedy	L+CHD+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	CHD	UMSETZEN	2	1	VERBINDUNG→UMSETZEN	UMSETZEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	CHD	UMSETZEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG03206	SA03206	f82r	BIOLOGICAL	P1009-S493	P912-E1354	f82r.29	rchedy	R+CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	CHD	UMSETZEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→UMSETZEN	UMSETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CHD	UMSETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03207	SA03207	f82r	BIOLOGICAL	P1009-S493	P912-E1355	f82r.29	oky	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	MARKIEREN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03208	SA03208	f82r	BIOLOGICAL	P1009-S493	P912-E1356	f82r.29	qotedy	OT+E+DY	E	GRAD I	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03209	SA03209	f82r	BIOLOGICAL	P1009-S494	P912-E1357	f82r.29	qoty	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→MARKIEREN	MARKIEREN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03210	SA03210	f82r	BIOLOGICAL	P1009-S494	P912-E1358	f82r.29	qoty	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→MARKIEREN	MARKIEREN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03211	SA03211	f82r	BIOLOGICAL	P1009-S494	P912-E1359	f82r.30	qoteey	OT+EE+Y	EE	GRAD II	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD II→MARKIEREN	MARKIEREN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03212	SA03212	f82r	BIOLOGICAL	P1009-S494	P912-E1359	f82r.30	qoteey	OT+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→MARKIEREN	MARKIEREN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03213	SA03213	f82r	BIOLOGICAL	P1009-S494	P912-E1360	f82r.30	raiin	R+AIIN	AIIN	WERT	ARGUMENT	2	LEFT_ONLY	R	MARKIEREN	1	1	NONE	NONE	NONE	NONE	WERT→MARKIEREN	MARKIEREN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	R	MARKIEREN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	R	MARKIEREN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03214	SA03214	f82r	BIOLOGICAL	P1009-S494	P912-E1361	f82r.30	cheol	CH+E+O+L	E	GRAD I	GRADE	2	LEFT_ONLY	CH	NEHMEN	1	1	NONE	NONE	NONE	NONE	GRAD I→NEHMEN	NEHMEN	MARKIEREN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03215	SA03215	f82r	BIOLOGICAL	P1009-S494	P912-E1361	f82r.30	cheol	CH+E+O+L	L	VERBINDUNG	RELATION	4	LEFT_ONLY	CH	NEHMEN	1	3	NONE	NONE	NONE	NONE	VERBINDUNG→NEHMEN	NEHMEN	MARKIEREN	L_AIR_NO_RIGHT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	L_AIR_LEFT_FALLBACK_NO_RIGHT	LEFT_FALLBACK	CH	NEHMEN	MATCH	Ein rechter Kopf fehlt; der laufende linke Kopf liefert den örtlichen Rückfall ohne neue Richtung.
EDG03216	SA03216	f82r	BIOLOGICAL	P1009-S494	P912-E1362	f82r.30	qoteey	OT+EE+Y	EE	GRAD II	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD II→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03217	SA03217	f82r	BIOLOGICAL	P1009-S494	P912-E1362	f82r.30	qoteey	OT+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG03218	SA03218	f82r	BIOLOGICAL	P1009-S494	P912-E1363	f82r.30	shedy	SH+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03219	SA03219	f82r	BIOLOGICAL	P1009-S495	P912-E1364	f82r.30	qokeey	OK+EE+Y	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03220	SA03220	f82r	BIOLOGICAL	P1009-S495	P912-E1364	f82r.30	qokeey	OK+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	OK	SETZEN	1	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG03221	SA03221	f82r	BIOLOGICAL	P1009-S495	P912-E1365	f82r.30	lshedy	L+SH+E+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	VERBINDUNG→HALTEN	HALTEN	SETZEN	L_AIR_RIGHT_FRAME	RIGHT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	SH	HALTEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
