attachment_id	focus_core	focus_value_de	focus_family	event_id	book_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_atom_ordinal	left_atom	right_atom	same_card_left_actions	nearest_left_action	same_card_right_actions	nearest_right_action	previous_card_event_id	previous_card_recipe	previous_card_actions	previous_card_last_action	inherited_action_before_card	inherited_from_event_id	inherited_from_card_ordinal	owner_only_attachment	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	bracket_reading_de	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	next_card_event_id	next_card_recipe	next_card_actions	ambiguity_codes	pass1023_resolution_status	pass1023_ambiguity_classes	pass1023_decisions	pass1023_selected_attachment_de	pass1023_scope_de	pass1023_rule_ids	pass1023_changed_from_pass1022	pass1023_note_de
SA04244	AIR	LAUF	RELATION	P1008-E1321	4489	f89r	PHARMA	P1009-S626	7	f89r2.23	Gefäß-/Pflanzenteilgruppe F	dair	D_ADDR+AIR	2	D_ADDR	CARD_END	NONE	NONE	NONE	NONE	P1008-E1320	AL	NONE	NONE	K=GEBEN	P1008-E1318	4	NO	INHERITED_ACTION	K	GEBEN	P1008-E1318	4	1	K=GEBEN⟨GEERBT⟩[AIR=LAUF]	SINGLE	SINGLE	NONE	P1008-E1322	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN⟨GEERBT⟩[AIR=LAUF]	K=GEBEN⟨GEERBT⟩[AIR=LAUF]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04245	EE	GRAD II	GRADE	P1008-E1322	4490	f89r	PHARMA	P1009-S626	8	f89r2.23	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P1008-E1321	D_ADDR+AIR	NONE	NONE	K=GEBEN	P1008-E1318	4	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1322	8	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1323	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04246	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1322	4490	f89r	PHARMA	P1009-S626	8	f89r2.23	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1008-E1321	D_ADDR+AIR	NONE	NONE	K=GEBEN	P1008-E1318	4	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1322	8	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1323	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04247	E	GRAD I	GRADE	P1008-E1323	4491	f89r	PHARMA	P1009-S626	9	f89r2.23	Gefäß-/Pflanzenteilgruppe F	okeol	OK+E+OL	2	OK	OL	OK@1	OK=SETZEN	NONE	NONE	P1008-E1322	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1322	8	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1323	9	1	OK=SETZEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1324	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[E=GRAD I]	OK=SETZEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04248	AIIN	WERT	ARGUMENT	P1008-E1324	4492	f89r	PHARMA	P1009-S626	10	f89r2.23	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P1008-E1323	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1323	9	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P1008-E1323	9	1	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P1008-E1325	Y+K+E+DY	K@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04249	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1325	4493	f89r	PHARMA	P1009-S626	11	f89r2.23	Gefäß-/Pflanzenteilgruppe F	ykeody	Y+K+E+DY	1	CARD_START	K	NONE	NONE	K@2	K=GEBEN	P1008-E1324	AIIN	NONE	NONE	OK=SETZEN	P1008-E1323	9	NO	SAME_CARD_RIGHT_ACTION	K	GEBEN	P1008-E1325	11	2	[Y=AKTIVER POSTEN]→K=GEBEN	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→K=GEBEN	[Y=AKTIVER POSTEN]→K=GEBEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04250	E	GRAD I	GRADE	P1008-E1325	4493	f89r	PHARMA	P1009-S626	11	f89r2.23	Gefäß-/Pflanzenteilgruppe F	ykeody	Y+K+E+DY	3	K	DY	K@2	K=GEBEN	NONE	NONE	P1008-E1324	AIIN	NONE	NONE	OK=SETZEN	P1008-E1323	9	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1008-E1325	11	2	K=GEBEN[E=GRAD I]	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[E=GRAD I]	K=GEBEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04251	EE	GRAD II	GRADE	P1008-E1326	4494	f89r	PHARMA	P1009-S627	1	f89r2.23	Gefäß-/Pflanzenteilgruppe F	okeeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1326	1	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1327	A_ADDR+S	S@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04252	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1326	4494	f89r	PHARMA	P1009-S627	1	f89r2.23	Gefäß-/Pflanzenteilgruppe F	okeeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1326	1	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1327	A_ADDR+S	S@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04253	EE	GRAD II	GRADE	P1008-E1328	4496	f89r	PHARMA	P1009-S627	3	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	2	SH	Y	SH@1	SH=HALTEN	NONE	NONE	P1008-E1327	A_ADDR+S	S@2	S=WÄHLEN	S=WÄHLEN	P1008-E1327	2	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1008-E1328	3	1	SH=HALTEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1329	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[EE=GRAD II]	SH=HALTEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04254	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1328	4496	f89r	PHARMA	P1009-S627	3	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	3	EE	CARD_END	SH@1	SH=HALTEN	NONE	NONE	P1008-E1327	A_ADDR+S	S@2	S=WÄHLEN	S=WÄHLEN	P1008-E1327	2	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1008-E1328	3	1	SH=HALTEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1329	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[Y=AKTIVER POSTEN]	SH=HALTEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04255	E	GRAD I	GRADE	P1008-E1329	4497	f89r	PHARMA	P1009-S627	4	f89r2.23	Gefäß-/Pflanzenteilgruppe F	okeol	OK+E+OL	2	OK	OL	OK@1	OK=SETZEN	NONE	NONE	P1008-E1328	SH+EE+Y	SH@1	SH=HALTEN	SH=HALTEN	P1008-E1328	3	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1329	4	1	OK=SETZEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1330	CH+E+O+L	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[E=GRAD I]	OK=SETZEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04256	E	GRAD I	GRADE	P1008-E1330	4498	f89r	PHARMA	P1009-S627	5	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheo	CH+E+O+L	2	CH	O	CH@1	CH=NEHMEN	NONE	NONE	P1008-E1329	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1329	4	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1008-E1330	5	1	CH=NEHMEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1331	CH+K+E+Y	CH@1|K@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[E=GRAD I]	CH=NEHMEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04257	L	VERBINDUNG	RELATION	P1008-E1330	4498	f89r	PHARMA	P1009-S627	5	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheo	CH+E+O+L	4	O	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P1008-E1329	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1329	4	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1008-E1330	5	1	CH=NEHMEN[L=VERBINDUNG]	SINGLE	SINGLE	NONE	P1008-E1331	CH+K+E+Y	CH@1|K@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[L=VERBINDUNG]	CH=NEHMEN[L=VERBINDUNG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04258	E	GRAD I	GRADE	P1008-E1331	4499	f89r	PHARMA	P1009-S627	6	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheky	CH+K+E+Y	3	K	Y	CH@1|K@2	K=GEBEN	NONE	NONE	P1008-E1330	CH+E+O+L	CH@1	CH=NEHMEN	CH=NEHMEN	P1008-E1330	5	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1008-E1331	6	2	K=GEBEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1332	OK+EE+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[E=GRAD I]	K=GEBEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04259	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1331	4499	f89r	PHARMA	P1009-S627	6	f89r2.23	Gefäß-/Pflanzenteilgruppe F	cheky	CH+K+E+Y	4	E	CARD_END	CH@1|K@2	K=GEBEN	NONE	NONE	P1008-E1330	CH+E+O+L	CH@1	CH=NEHMEN	CH=NEHMEN	P1008-E1330	5	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1008-E1331	6	2	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1332	OK+EE+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04260	EE	GRAD II	GRADE	P1008-E1332	4500	f89r	PHARMA	P1009-S627	7	f89r2.24	Gefäß-/Pflanzenteilgruppe F	yokeeol	OK+EE+OL	2	OK	OL	OK@1	OK=SETZEN	NONE	NONE	P1008-E1331	CH+K+E+Y	CH@1|K@2	K=GEBEN	K=GEBEN	P1008-E1331	6	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1332	7	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1333	CH+E+O+L	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04261	E	GRAD I	GRADE	P1008-E1333	4501	f89r	PHARMA	P1009-S627	8	f89r2.24	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	2	CH	O	CH@1	CH=NEHMEN	NONE	NONE	P1008-E1332	OK+EE+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1332	7	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1008-E1333	8	1	CH=NEHMEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1334	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[E=GRAD I]	CH=NEHMEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04262	L	VERBINDUNG	RELATION	P1008-E1333	4501	f89r	PHARMA	P1009-S627	8	f89r2.24	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	4	O	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P1008-E1332	OK+EE+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1332	7	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1008-E1333	8	1	CH=NEHMEN[L=VERBINDUNG]	SINGLE	SINGLE	NONE	P1008-E1334	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[L=VERBINDUNG]	CH=NEHMEN[L=VERBINDUNG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04263	EE	GRAD II	GRADE	P1008-E1334	4502	f89r	PHARMA	P1009-S627	9	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P1008-E1333	CH+E+O+L	CH@1	CH=NEHMEN	CH=NEHMEN	P1008-E1333	8	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1334	9	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1335	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04264	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1334	4502	f89r	PHARMA	P1009-S627	9	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1008-E1333	CH+E+O+L	CH@1	CH=NEHMEN	CH=NEHMEN	P1008-E1333	8	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1334	9	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1335	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04265	E	GRAD I	GRADE	P1008-E1335	4503	f89r	PHARMA	P1009-S627	10	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeol	OK+E+OL	2	OK	OL	OK@1	OK=SETZEN	NONE	NONE	P1008-E1334	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1334	9	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1335	10	1	OK=SETZEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1336	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[E=GRAD I]	OK=SETZEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04266	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1336	4504	f89r	PHARMA	P1009-S627	11	f89r2.24	Gefäß-/Pflanzenteilgruppe F	chey	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P1008-E1335	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1335	10	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P1008-E1335	10	1	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1337	OK+OR	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04267	OR	EINHEIT	ARGUMENT	P1008-E1337	4505	f89r	PHARMA	P1009-S627	12	f89r2.24	Gefäß-/Pflanzenteilgruppe F	cheokor	OK+OR	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1008-E1336	Y	NONE	NONE	OK=SETZEN	P1008-E1335	10	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1337	12	1	OK=SETZEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P1008-E1338	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[OR=EINHEIT]	OK=SETZEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04268	EE	GRAD II	GRADE	P1008-E1338	4506	f89r	PHARMA	P1009-S627	13	f89r2.24	Gefäß-/Pflanzenteilgruppe F	okeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P1008-E1337	OK+OR	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1337	12	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1338	13	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1339	K+Y	K@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04269	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1338	4506	f89r	PHARMA	P1009-S627	13	f89r2.24	Gefäß-/Pflanzenteilgruppe F	okeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1008-E1337	OK+OR	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1337	12	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1338	13	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1339	K+Y	K@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04270	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1339	4507	f89r	PHARMA	P1009-S627	14	f89r2.24	Gefäß-/Pflanzenteilgruppe F	ky	K+Y	2	K	CARD_END	K@1	K=GEBEN	NONE	NONE	P1008-E1338	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1338	13	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1008-E1339	14	1	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1340	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04271	AIIN	WERT	ARGUMENT	P1008-E1340	4508	f89r	PHARMA	P1009-S627	15	f89r2.24	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P1008-E1339	K+Y	K@1	K=GEBEN	K=GEBEN	P1008-E1339	14	NO	PREVIOUS_CARD_ACTION	K	GEBEN	P1008-E1339	14	1	K=GEBEN⟨VORIGE KARTE⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P1008-E1341	OK+E+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN⟨VORIGE KARTE⟩[AIIN=WERT]	K=GEBEN⟨VORIGE KARTE⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04272	E	GRAD I	GRADE	P1008-E1341	4509	f89r	PHARMA	P1009-S627	16	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeol	OK+E+OL	2	OK	OL	OK@1	OK=SETZEN	NONE	NONE	P1008-E1340	AIIN	NONE	NONE	K=GEBEN	P1008-E1339	14	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1341	16	1	OK=SETZEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1008-E1342	SH+EE+Y	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[E=GRAD I]	OK=SETZEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04273	EE	GRAD II	GRADE	P1008-E1342	4510	f89r	PHARMA	P1009-S627	17	f89r2.24	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	2	SH	Y	SH@1	SH=HALTEN	NONE	NONE	P1008-E1341	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1341	16	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1008-E1342	17	1	SH=HALTEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1343	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[EE=GRAD II]	SH=HALTEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04274	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1342	4510	f89r	PHARMA	P1009-S627	17	f89r2.24	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	3	EE	CARD_END	SH@1	SH=HALTEN	NONE	NONE	P1008-E1341	OK+E+OL	OK@1	OK=SETZEN	OK=SETZEN	P1008-E1341	16	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1008-E1342	17	1	SH=HALTEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1343	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[Y=AKTIVER POSTEN]	SH=HALTEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04275	EE	GRAD II	GRADE	P1008-E1343	4511	f89r	PHARMA	P1009-S627	18	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P1008-E1342	SH+EE+Y	SH@1	SH=HALTEN	SH=HALTEN	P1008-E1342	17	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1343	18	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1008-E1344	S+AIIN	S@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA04276	Y	AKTIVER POSTEN	ARGUMENT	P1008-E1343	4511	f89r	PHARMA	P1009-S627	18	f89r2.24	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1008-E1342	SH+EE+Y	SH@1	SH=HALTEN	SH=HALTEN	P1008-E1342	17	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1008-E1343	18	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1008-E1344	S+AIIN	S@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
