alias_ordinal	alias_id	alias_class	event_id	statement_id	physical_page	register	owner_id	inherited_root	lexical_source_kind	lexical_source_event_id	lexical_source_atom_position	lexical_source_key	source_layer	guard
2745	GDT581-I2745	OBJECT_ALIAS	G407-E2565	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2746	GDT581-I2746	OBJECT_ALIAS	G407-E2568	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2567	5	G407-E2567@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2747	GDT581-I2747	OBJECT_ALIAS	G407-E2569	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2567	5	G407-E2567@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2748	GDT581-I2748	OBJECT_ALIAS	G407-E2572	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2571	4	G407-E2571@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2749	GDT581-I2749	OBJECT_ALIAS	G407-E2576	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2575	3	G407-E2575@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2750	GDT581-I2750	OBJECT_ALIAS	G407-E2577	G407-S369	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2751	GDT581-I2751	OBJECT_ALIAS	G407-E2581	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2580	1	G407-E2580@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2752	GDT581-I2752	OBJECT_ALIAS	G407-E2582	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2580	1	G407-E2580@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2753	GDT581-I2753	OBJECT_ALIAS	G407-E2585	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2584	3	G407-E2584@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2754	GDT581-I2754	OBJECT_ALIAS	G407-E2589	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2588	2	G407-E2588@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2755	GDT581-I2755	OBJECT_ALIAS	G407-E2590	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2588	2	G407-E2588@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2756	GDT581-I2756	OBJECT_ALIAS	G407-E2591	G407-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2757	GDT581-I2757	OBJECT_ALIAS	G407-E2592	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2758	GDT581-I2758	OBJECT_ALIAS	G407-E2593	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2759	GDT581-I2759	OBJECT_ALIAS	G407-E2597	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2596	2	G407-E2596@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2760	GDT581-I2760	OBJECT_ALIAS	G407-E2599	G407-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2598	2	G407-E2598@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2761	GDT581-I2761	OBJECT_ALIAS	G407-E2608	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2607	2	G407-E2607@2:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2762	GDT581-I2762	OBJECT_ALIAS	G407-E2612	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2611	2	G407-E2611@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2763	GDT581-I2763	OBJECT_ALIAS	G407-E2613	G407-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2764	GDT581-I2764	OBJECT_ALIAS	G407-E2616	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2615	2	G407-E2615@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2765	GDT581-I2765	OBJECT_ALIAS	G407-E2617	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2615	2	G407-E2615@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2766	GDT581-I2766	OBJECT_ALIAS	G407-E2618	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2767	GDT581-I2767	OBJECT_ALIAS	G407-E2622	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2621	1	G407-E2621@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2768	GDT581-I2768	OBJECT_ALIAS	G407-E2626	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2625	3	G407-E2625@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2769	GDT581-I2769	OBJECT_ALIAS	G407-E2627	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2770	GDT581-I2770	OBJECT_ALIAS	G407-E2628	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2771	GDT581-I2771	OBJECT_ALIAS	G407-E2632	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2631	5	G407-E2631@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2772	GDT581-I2772	OBJECT_ALIAS	G407-E2634	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2633	3	G407-E2633@3:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2773	GDT581-I2773	OBJECT_ALIAS	G407-E2635	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2774	GDT581-I2774	OBJECT_ALIAS	G407-E2641	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2640	3	G407-E2640@3:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2775	GDT581-I2775	OBJECT_ALIAS	G407-E2643	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2642	2	G407-E2642@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2776	GDT581-I2776	OBJECT_ALIAS	G407-E2644	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2642	2	G407-E2642@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2777	GDT581-I2777	OBJECT_ALIAS	G407-E2645	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2642	2	G407-E2642@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2778	GDT581-I2778	OBJECT_ALIAS	G407-E2647	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2646	2	G407-E2646@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2779	GDT581-I2779	OBJECT_ALIAS	G407-E2649	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2648	2	G407-E2648@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2780	GDT581-I2780	OBJECT_ALIAS	G407-E2652	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2651	1	G407-E2651@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2781	GDT581-I2781	OBJECT_ALIAS	G407-E2654	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2653	2	G407-E2653@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2782	GDT581-I2782	OBJECT_ALIAS	G407-E2655	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2783	GDT581-I2783	OBJECT_ALIAS	G407-E2656	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2784	GDT581-I2784	OBJECT_ALIAS	G407-E2658	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2657	1	G407-E2657@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2785	GDT581-I2785	OBJECT_ALIAS	G407-E2659	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2657	1	G407-E2657@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2786	GDT581-I2786	OBJECT_ALIAS	G407-E2660	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2657	1	G407-E2657@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2787	GDT581-I2787	OBJECT_ALIAS	G407-E2661	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2657	1	G407-E2657@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2788	GDT581-I2788	OBJECT_ALIAS	G407-E2662	G407-S387	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2789	GDT581-I2789	OBJECT_ALIAS	G407-E2663	G407-S388	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2790	GDT581-I2790	OBJECT_ALIAS	G407-E2664	G407-S389	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2791	GDT581-I2791	OBJECT_ALIAS	G407-E2666	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2665	3	G407-E2665@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2792	GDT581-I2792	OBJECT_ALIAS	G407-E2668	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2667	1	G407-E2667@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2793	GDT581-I2793	OBJECT_ALIAS	G407-E2669	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2667	1	G407-E2667@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2794	GDT581-I2794	OBJECT_ALIAS	G407-E2670	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2667	1	G407-E2667@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2795	GDT581-I2795	OBJECT_ALIAS	G407-E2671	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2667	1	G407-E2667@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2796	GDT581-I2796	OBJECT_ALIAS	G407-E2674	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2673	2	G407-E2673@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2797	GDT581-I2797	OBJECT_ALIAS	G407-E2675	G407-S391	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2798	GDT581-I2798	OBJECT_ALIAS	G407-E2679	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2678	5	G407-E2678@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2799	GDT581-I2799	OBJECT_ALIAS	G407-E2681	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2680	4	G407-E2680@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2800	GDT581-I2800	OBJECT_ALIAS	G407-E2686	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2801	GDT581-I2801	OBJECT_ALIAS	G407-E2687	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2802	GDT581-I2802	OBJECT_ALIAS	G407-E2688	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2803	GDT581-I2803	OBJECT_ALIAS	G407-E2689	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2804	GDT581-I2804	OBJECT_ALIAS	G407-E2690	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2805	GDT581-I2805	OBJECT_ALIAS	G407-E2691	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2685	2	G407-E2685@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2806	GDT581-I2806	OBJECT_ALIAS	G407-E2693	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIN	SAME_STATEMENT_EVENT	G407-E2692	1	G407-E2692@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2807	GDT581-I2807	OBJECT_ALIAS	G407-E2695	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AIIN	SAME_STATEMENT_EVENT	G407-E2694	2	G407-E2694@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2808	GDT581-I2808	OBJECT_ALIAS	G407-E2698	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2697	7	G407-E2697@7:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2809	GDT581-I2809	OBJECT_ALIAS	G407-E2699	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2697	7	G407-E2697@7:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2810	GDT581-I2810	OBJECT_ALIAS	G407-E2700	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2697	7	G407-E2697@7:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2811	GDT581-I2811	OBJECT_ALIAS	G407-E2701	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2697	7	G407-E2697@7:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2812	GDT581-I2812	OBJECT_ALIAS	G407-E2705	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2704	4	G407-E2704@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2813	GDT581-I2813	OBJECT_ALIAS	G407-E2706	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2704	4	G407-E2704@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2814	GDT581-I2814	OBJECT_ALIAS	G407-E2707	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2704	4	G407-E2704@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2815	GDT581-I2815	OBJECT_ALIAS	G407-E2708	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2704	4	G407-E2704@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2816	GDT581-I2816	OBJECT_ALIAS	G407-E2711	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2710	3	G407-E2710@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2817	GDT581-I2817	OBJECT_ALIAS	G407-E2712	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Y	SAME_STATEMENT_EVENT	G407-E2710	3	G407-E2710@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2818	GDT581-I2818	OBJECT_ALIAS	G407-E2715	G407-S393	f81r	BIOLOGICAL	F81R_UPPER_POOL	Y	SAME_STATEMENT_EVENT	G407-E2714	5	G407-E2714@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2819	GDT581-I2819	OBJECT_ALIAS	G407-E2716	G407-S394	f81r	BIOLOGICAL	F81R_UPPER_POOL	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
2820	GDT581-I2820	OBJECT_ALIAS	G407-E2717	G407-S394	f81r	BIOLOGICAL	F81R_UPPER_POOL	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
