voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
98	GDT581-V098	G407-A02178	G407-E2070	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	ARGUMENT	1	G407-A02178:G407-E2070@1:Y#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A6	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	OWNER:unbebilderter Textabschnitt A6	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV083	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsposten [G407-A02178:G407-E2070@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
99	GDT581-V099	G407-A02179	G407-E2071	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	L	RELATION	1	G407-A02179:G407-E2071@1:L#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A6	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	OWNER:unbebilderter Textabschnitt A6	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	GDT581-EV084	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: über die sichtbare Verbindung [G407-A02179:G407-E2071@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
100	GDT581-V100	G407-A02180	G407-E2071	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	AIIN	ARGUMENT	2	G407-A02180:G407-E2071@2:AIIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A6	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	OWNER:unbebilderter Textabschnitt A6	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	GDT581-EV084	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationswert [G407-A02180:G407-E2071@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
101	GDT581-V101	G407-A02181	G407-E2072	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	y	Y	Y	ARGUMENT	1	G407-A02181:G407-E2072@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2073@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E2073@1:SH	G407-E2073@1:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV085	Bezug auf das folgende Halten [G407-E2073@1:SH]: den Stationsposten [G407-A02181:G407-E2072@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
102	GDT581-V102	G407-A02188	G407-E2077	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qolain	OL+AIN	AIN	ARGUMENT	2	G407-A02188:G407-E2077@2:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A6	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	OWNER:unbebilderter Textabschnitt A6	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT581-EV086	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsanteil [G407-A02188:G407-E2077@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
103	GDT581-V103	G407-A02189	G407-E2078	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	ain	AIN	AIN	ARGUMENT	1	G407-A02189:G407-E2078@1:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A6	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	OWNER:unbebilderter Textabschnitt A6	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsanteil.	GDT581-EV087	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsanteil [G407-A02189:G407-E2078@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
104	GDT581-V104	G407-A02190	G407-E2079	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	ARGUMENT	1	G407-A02190:G407-E2079@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2080@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2080@1:OK	G407-E2080@1:OK	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV088	Bezug auf das folgende Ansetzen [G407-E2080@1:OK]: den Stationsposten [G407-A02190:G407-E2079@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
105	GDT581-V105	G407-A02233	G407-E2114	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	AR	RELATION	1	G407-A02233:G407-E2114@1:AR#1	INHERITED_ACTION	G407-E2110@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	G407-E2110@1:OK	CH	entnimm	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	GDT581-EV089	Bezug auf das fortgeführte Ansetzen [G407-E2110@1:OK]: von der Ausgangsstation [G407-A02233:G407-E2114@1:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
106	GDT581-V106	G407-A02256	G407-E2132	G407-S254	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	dalshedy	AL+SH+E+DY	AL	RELATION	1	G407-A02256:G407-E2132@1:AL#1	INHERITED_ACTION	G407-E2129@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2129@1:OK	G407-E2129@1:OK	SH	halte	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	GDT581-EV090	Bezug auf das fortgeführte Ansetzen [G407-E2129@1:OK]: zur Zielstation [G407-A02256:G407-E2132@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
107	GDT581-V107	G407-A02319	G407-E2184	G407-S264	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	alshy	AL+SH+Y	AL	RELATION	1	G407-A02319:G407-E2184@1:AL#1	PREVIOUS_CARD_ACTION	G407-E2183@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2183@1:CH	G407-E2183@1:CH	SH	halte	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Halte den Stationsposten; zur Zielstation.	GDT581-EV091	Bezug auf das vorangehende Entnehmen [G407-E2183@1:CH]: zur Zielstation [G407-A02319:G407-E2184@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
108	GDT581-V108	G407-A02343	G407-E2207	G407-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	oty	OT+Y	Y	ARGUMENT	2	G407-A02343:G407-E2207@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2208@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E2208@2:SH	G407-E2208@2:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT581-EV092	Bezug auf das folgende Halten [G407-E2208@2:SH]: den Stationsposten [G407-A02343:G407-E2207@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
109	GDT581-V109	G407-A02381	G407-E2237	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	dain	AIN	AIN	ARGUMENT	1	G407-A02381:G407-E2237@1:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt B	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt B	OWNER:unbebilderter Textabschnitt B	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsanteil.	GDT581-EV093	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt B]: den Stationsanteil [G407-A02381:G407-E2237@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
110	GDT581-V110	G407-A02382	G407-E2238	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	chey	Y	Y	ARGUMENT	1	G407-A02382:G407-E2238@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2239@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E2239@2:SH	G407-E2239@2:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV094	Bezug auf das folgende Halten [G407-E2239@2:SH]: den Stationsposten [G407-A02382:G407-E2238@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
111	GDT581-V111	G407-A02387	G407-E2243	G407-S277	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	qolain	OL+AIN	AIN	ARGUMENT	2	G407-A02387:G407-E2243@2:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt B	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt B	OWNER:unbebilderter Textabschnitt B	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT581-EV095	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt B]: den Stationsanteil [G407-A02387:G407-E2243@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
112	GDT581-V112	G407-A02388	G407-E2244	G407-S277	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	qotal	OT+AL	AL	RELATION	2	G407-A02388:G407-E2244@2:AL#1	BOUNDED_NEXT_CARD_ACTION	G407-E2245@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E2245@1:SH	G407-E2245@1:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: bearbeite denselben Stationsanteil; zur Zielstation.	GDT581-EV096	Bezug auf das folgende Halten [G407-E2245@1:SH]: zur Zielstation [G407-A02388:G407-E2244@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
113	GDT581-V113	G407-A02416	G407-E2267	G407-S280	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	otain	OT+AIN	AIN	ARGUMENT	2	G407-A02416:G407-E2267@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2268@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2268@1:OK	G407-E2268@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsanteil.	GDT581-EV097	Bezug auf das folgende Ansetzen [G407-E2268@1:OK]: den Stationsanteil [G407-A02416:G407-E2267@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
114	GDT581-V114	G407-A02420	G407-E2271	G407-S281	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	y	Y	Y	ARGUMENT	1	G407-A02420:G407-E2271@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2272@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E2272@1:SH	G407-E2272@1:SH	P	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten ein.	GDT581-EV098	Bezug auf das folgende Halten [G407-E2272@1:SH]: den Stationsposten [G407-A02420:G407-E2271@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
115	GDT581-V115	G407-A02422	G407-E2274	G407-S282	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	or	OR	OR	ARGUMENT	1	G407-A02422:G407-E2274@1:OR#1	BOUNDED_NEXT_CARD_ACTION	G407-E2275@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2275@1:OK	G407-E2275@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit.	GDT581-EV099	Bezug auf das folgende Ansetzen [G407-E2275@1:OK]: die Stationseinheit [G407-A02422:G407-E2274@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
116	GDT581-V116	G407-A02428	G407-E2279	G407-S283	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	qochy	O+Y	Y	ARGUMENT	2	G407-A02428:G407-E2279@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2280@2:S	S	PRIMARY_ACTION	ACTION:G407-E2280@2:S	G407-E2280@2:S	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an; als Ausführung.	GDT581-EV100	Bezug auf das folgende Wählen [G407-E2280@2:S]: den Stationsposten [G407-A02428:G407-E2279@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
117	GDT581-V117	G407-A02436	G407-E2287	G407-S284	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	otedy	OT+E+DY	E	GRADE	2	G407-A02436:G407-E2287@2:E#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt C	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2287:OT>G<DY	CONTROL:G407-E2287:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV101	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2287:OT>G<DY]: auf Grad I [G407-A02436:G407-E2287@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
118	GDT581-V118	G407-A02456	G407-E2303	G407-S288	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	olain	OL+AIN	AIN	ARGUMENT	2	G407-A02456:G407-E2303@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2304@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2304@1:OK	G407-E2304@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: halte den Stationsanteil.	GDT581-EV102	Bezug auf das folgende Ansetzen [G407-E2304@1:OK]: den Stationsanteil [G407-A02456:G407-E2303@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
119	GDT581-V119	G407-A02516	G407-E2354	G407-S301	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	otain	OT+AIN	AIN	ARGUMENT	2	G407-A02516:G407-E2354@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2355@1:S	S	PRIMARY_ACTION	ACTION:G407-E2355@1:S	G407-E2355@1:S	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsanteil.	GDT581-EV103	Bezug auf das folgende Wählen [G407-E2355@1:S]: den Stationsanteil [G407-A02516:G407-E2354@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
120	GDT581-V120	G407-A02522	G407-E2362	G407-S303	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A02522:G407-E2362@2:EE#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt D	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2362:OT>G<DY	CONTROL:G407-E2362:OT>G<DY	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	GDT581-EV104	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2362:OT>G<DY]: auf Grad II [G407-A02522:G407-E2362@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
121	GDT581-V121	G407-A02531	G407-E2374	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	choly	OL+Y	Y	ARGUMENT	2	G407-A02531:G407-E2374@2:Y#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt D	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt D	OWNER:unbebilderter Textabschnitt D	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite den Stationsposten.	GDT581-EV105	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt D]: den Stationsposten [G407-A02531:G407-E2374@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
122	GDT581-V122	G407-A02532	G407-E2375	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	aiin	AIIN	AIIN	ARGUMENT	1	G407-A02532:G407-E2375@1:AIIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt D	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt D	OWNER:unbebilderter Textabschnitt D	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationswert.	GDT581-EV106	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt D]: den Stationswert [G407-A02532:G407-E2375@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
123	GDT581-V123	G407-A02533	G407-E2376	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	y	Y	Y	ARGUMENT	1	G407-A02533:G407-E2376@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2377@1:S	S	PRIMARY_ACTION	ACTION:G407-E2377@1:S	G407-E2377@1:S	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV107	Bezug auf das folgende Wählen [G407-E2377@1:S]: den Stationsposten [G407-A02533:G407-E2376@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
124	GDT581-V124	G407-A02543	G407-E2384	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	ldaiin	L+AIIN	L	RELATION	1	G407-A02543:G407-E2384@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E2385@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2385@1:CH	G407-E2385@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV108	Bezug auf das folgende Entnehmen [G407-E2385@1:CH]: über die sichtbare Verbindung [G407-A02543:G407-E2384@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
125	GDT581-V125	G407-A02544	G407-E2384	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	ldaiin	L+AIIN	AIIN	ARGUMENT	2	G407-A02544:G407-E2384@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2385@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2385@1:CH	G407-E2385@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	GDT581-EV108	Bezug auf das folgende Entnehmen [G407-E2385@1:CH]: den Stationswert [G407-A02544:G407-E2384@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
126	GDT581-V126	G407-A02565	G407-E2401	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	L	RELATION	1	G407-A02565:G407-E2401@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E2402@1:T	T	PRIMARY_ACTION	ACTION:G407-E2402@1:T	G407-E2402@1:T	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: führe den Stationsposten zu; über die sichtbare Verbindung.	GDT581-EV109	Bezug auf das folgende Einstellen [G407-E2402@1:T]: über die sichtbare Verbindung [G407-A02565:G407-E2401@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
127	GDT581-V127	G407-A02566	G407-E2401	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	Y	ARGUMENT	3	G407-A02566:G407-E2401@3:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2402@1:T	T	PRIMARY_ACTION	ACTION:G407-E2402@1:T	G407-E2402@1:T	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: führe den Stationsposten zu; über die sichtbare Verbindung.	GDT581-EV109	Bezug auf das folgende Einstellen [G407-E2402@1:T]: den Stationsposten [G407-A02566:G407-E2401@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
128	GDT581-V128	G407-A02585	G407-E2419	G407-S317	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oteedy	OT+EE+DY	EE	GRADE	2	G407-A02585:G407-E2419@2:EE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2419:OT>G<DY	CONTROL:G407-E2419:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV110	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2419:OT>G<DY]: auf Grad II [G407-A02585:G407-E2419@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
129	GDT581-V129	G407-A02587	G407-E2422	G407-S319	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A02587:G407-E2422@2:EE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2422:OT>G<DY	CONTROL:G407-E2422:OT>G<DY	T	stelle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	GDT581-EV111	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2422:OT>G<DY]: auf Grad II [G407-A02587:G407-E2422@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
130	GDT581-V130	G407-A02588	G407-E2423	G407-S320	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qodeedy	O+D_ADDR+EE+DY	EE	GRADE	3	G407-A02588:G407-E2423@3:EE#1	OWNER_ONLY	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER	OWNER_CONTEXT	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	stelle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Stelle denselben Stationsposten ein; als Ausführung; an der D-Stelle; auf Grad II; schließe den Schritt.	GDT581-EV112	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: auf Grad II [G407-A02588:G407-E2423@3:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
