local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
608	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1112	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1112	f81v	BIOLOGICAL	f81v.28	gemeinsames Bad- und Beckenfeld	olkal	OL+K+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
609	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1185	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1185	f82r	BIOLOGICAL	f82r.10	mehrere lokale Bad- und Leitungsstationen	oroldair	OR+OL+D_ADDR+AIR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
610	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1392	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1392	f82r	BIOLOGICAL	f82r.34	mehrere lokale Bad- und Leitungsstationen	okor	OK+OR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
611	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1393	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1393	f82r	BIOLOGICAL	f82r.35	mehrere lokale Bad- und Leitungsstationen	darol	DA+R+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
612	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1394	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1394	f82r	BIOLOGICAL	f82r.36	mehrere lokale Bad- und Leitungsstationen	okal	OK+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
613	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1395	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1395	f82r	BIOLOGICAL	f82r.37	mehrere lokale Bad- und Leitungsstationen	okaldy	OK+AL+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
614	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1396	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1396	f82r	BIOLOGICAL	f82r.38	mehrere lokale Bad- und Leitungsstationen	darary	DA+R+AR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
615	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1397	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1397	f82r	BIOLOGICAL	f82r.39	mehrere lokale Bad- und Leitungsstationen	okairady	OK+AIR+A_ADDR+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
616	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1398	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1398	f82r	BIOLOGICAL	f82r.40	mehrere lokale Bad- und Leitungsstationen	sororl	S+OR+OR+L	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
617	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1399	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1399	f82r	BIOLOGICAL	f82r.41	mehrere lokale Bad- und Leitungsstationen	olkoky	OL+K+OK+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
618	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1400	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1400	f82r	BIOLOGICAL	f82r.42	mehrere lokale Bad- und Leitungsstationen	sokoly	S+OK+OL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
619	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1401	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1401	f82r	BIOLOGICAL	f82r.43	mehrere lokale Bad- und Leitungsstationen	dolol	D_ADDR+OL+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
620	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1402	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1402	f82r	BIOLOGICAL	f82r.44	mehrere lokale Bad- und Leitungsstationen	olaiin	OL+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
621	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1403	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1403	f82r	BIOLOGICAL	f82r.45	mehrere lokale Bad- und Leitungsstationen	okeear	OK+EE+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
622	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1718	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1718	f83r	BIOLOGICAL	f83r.45	lokale Becken-, Figuren- und Verbindungsstationen	chtorol	CH+T+OR+OL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
623	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1719	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1719	f83r	BIOLOGICAL	f83r.46	lokale Becken-, Figuren- und Verbindungsstationen	olsaiin	OL+S+AIIN	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
624	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1731	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1731	f83r	BIOLOGICAL	f83r.50	lokale Becken-, Figuren- und Verbindungsstationen	sasoldal	S+A_ADDR+S+OL+DA+L	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
625	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1732	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1732	f83r	BIOLOGICAL	f83r.51	lokale Becken-, Figuren- und Verbindungsstationen	darolsy	DA+R+OL+S+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
626	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2362	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2362	f88r	PHARMA	f88r.1	WURZELBÜNDEL	otorchety	OT+OR+CH+E+T+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
627	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2363	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2363	f88r	PHARMA	f88r.2	SPINDELWURZEL	osal	O+S+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
628	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2364	f88r	PHARMA	f88r.3	FASERWURZELBÜNDEL	orald	OR+AL+D_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
629	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2365	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2365	f88r	PHARMA	f88r.4	KNOLLENWURZEL	oldar	OL+DA+R	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
630	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2366	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2366	f88r	PHARMA	f88r.5	SCHLINGWURZEL	otoky	OT+OK+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
631	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2367	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2367	f88r	PHARMA	f88r.6	LANZETTBLATT	otaly	OT+AL+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
632	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2415	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2415	f88r	PHARMA	f88r.12	GABELWURZELSTOCK	otaldy	OT+AL+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
633	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2416	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2416	f88r	PHARMA	f88r.13	HÄNGEWURZEL	oram	OR+A_ADDR+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
634	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2417	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2417	f88r	PHARMA	f88r.14	ZAHNKÖRPER	dary	DA+R+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
635	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2418	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2418	f88r	PHARMA	f88r.15	FASERWURZELSTOCK	okol	OK+OL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
636	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2419	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2419	f88r	PHARMA	f88r.16	FLECKKNOLLE	sorory	S+OR+OR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
637	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2420	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2420	f88r	PHARMA	f88r.17	BLATTZWEIG	otyda	OT+Y+DA	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
638	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2460	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2460	f88r	PHARMA	f88r.23	WURZELKRONE	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	8	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
639	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2461	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2461	f88r	PHARMA	f88r.24	KRIECHSTOCK	otor	OT+OR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
640	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2462	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2462	f88r	PHARMA	f88r.24	SCHNITTKÖRPER	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
641	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2463	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2463	f88r	PHARMA	f88r.25	SPEICHERTEIL	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
642	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0413	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0413	f88v	PHARMA	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	okalyd	OK+AL	2	LOCAL_ADDRESS_OR_LABEL	G475-R094	LOCAL_RECORD:G475-R094	G474-B101	LOCAL_BUNDLE:G474-B101	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
643	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0414	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cheocthy	CH+T+Y	3	LOCAL_ADDRESS_OR_LABEL	G475-R095	LOCAL_RECORD:G475-R095	G474-B102	LOCAL_BUNDLE:G474-B102	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
644	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0415	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0415	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cpheor	OR	1	LOCAL_ADDRESS_OR_LABEL	G475-R096	LOCAL_RECORD:G475-R096	G474-B103	LOCAL_BUNDLE:G474-B103	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
645	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0416	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0416	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	G475-R097	LOCAL_RECORD:G475-R097	G474-B104	LOCAL_BUNDLE:G474-B104	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
646	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0417	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0417	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	arody	AR	1	LOCAL_ADDRESS_OR_LABEL	G475-R097	LOCAL_RECORD:G475-R097	G474-B104	LOCAL_BUNDLE:G474-B104	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
647	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0418	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0418	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	otokol	OT+OK+OL	3	LOCAL_ADDRESS_OR_LABEL	G475-R098	LOCAL_RECORD:G475-R098	G474-B105	LOCAL_BUNDLE:G474-B105	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
648	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0458	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0458	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otoram	OT+AM_ADDR	2	LOCAL_ADDRESS_OR_LABEL	G475-R099	LOCAL_RECORD:G475-R099	G474-B106	LOCAL_BUNDLE:G474-B106	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
649	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0459	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0459	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otora	OT	1	LOCAL_ADDRESS_OR_LABEL	G475-R100	LOCAL_RECORD:G475-R100	G474-B107	LOCAL_BUNDLE:G474-B107	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
650	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0460	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0460	f88v	PHARMA	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	cheosdy	NONE	0	LOCAL_ADDRESS_OR_LABEL	G475-R101	LOCAL_RECORD:G475-R101	G474-B108	LOCAL_BUNDLE:G474-B108	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
651	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0461	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0461	f88v	PHARMA	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	okaiin	OK+AIIN	2	LOCAL_ADDRESS_OR_LABEL	G475-R102	LOCAL_RECORD:G475-R102	G474-B109	LOCAL_BUNDLE:G474-B109	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
652	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0554	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	daramdal	AR+AL	2	LOCAL_ADDRESS_OR_LABEL	G475-R103	LOCAL_RECORD:G475-R103	G474-B110	LOCAL_BUNDLE:G474-B110	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
653	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0555	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otydary	OT+D_ADDR+AR	3	LOCAL_ADDRESS_OR_LABEL	G475-R104	LOCAL_RECORD:G475-R104	G474-B111	LOCAL_BUNDLE:G474-B111	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
654	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0556	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0556	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otdordy	OT	1	LOCAL_ADDRESS_OR_LABEL	G475-R105	LOCAL_RECORD:G475-R105	G474-B112	LOCAL_BUNDLE:G474-B112	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
655	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0557	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	dararda	AR+AR	2	LOCAL_ADDRESS_OR_LABEL	G475-R106	LOCAL_RECORD:G475-R106	G474-B113	LOCAL_BUNDLE:G474-B113	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
656	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1038	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1008-E1038	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	okchshy	OK+CH+Y	3	LOCAL_ADDRESS_OR_SECTION_MARKER	G475-R107	LOCAL_RECORD:G475-R107	G474-B114	LOCAL_BUNDLE:G474-B114	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
