focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
4911	G407-A04911	GDT407_5051_ATTACHMENT_EDITION	G407-A04911	G407-S692	G407-E4447	f95v	HERBAL	F95V_WHOLE_PLANT	ykaly	Y+K+AL+Y	Y+K+AL+Y	Y	AKTIVER POSTEN	ARGUMENT	2	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4447	2	K	1	PRIMARY_ACTION	ACTION:G407-E4447@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4912	G407-A04912	GDT407_5051_ATTACHMENT_EDITION	G407-A04912	G407-S692	G407-E4448	f95v	HERBAL	F95V_WHOLE_PLANT	chals	CH+AL+S	CH+AL+S	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4448	1	CH	1	PRIMARY_ACTION	ACTION:G407-E4448@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4913	G407-A04913	GDT407_5051_ATTACHMENT_EDITION	G407-A04913	G407-S692	G407-E4449	f95v	HERBAL	F95V_WHOLE_PLANT	shedain	SH+E+AIN	SH+E+AIN	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4449	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4449@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4914	G407-A04914	GDT407_5051_ATTACHMENT_EDITION	G407-A04914	G407-S692	G407-E4449	f95v	HERBAL	F95V_WHOLE_PLANT	shedain	SH+E+AIN	SH+E+AIN	AIN	ANTEIL	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4449	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4449@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4915	G407-A04915	GDT407_5051_ATTACHMENT_EDITION	G407-A04915	G407-S692	G407-E4450	f95v	HERBAL	F95V_WHOLE_PLANT	olaiin	OL+AIIN	OL+AIIN	AIIN	WERT	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4449	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4449@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4916	G407-A04916	GDT407_5051_ATTACHMENT_EDITION	G407-A04916	G407-S692	G407-E4451	f95v	HERBAL	F95V_WHOLE_PLANT	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E4449	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4449@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4917	G407-A04917	GDT407_5051_ATTACHMENT_EDITION	G407-A04917	G407-S692	G407-E4452	f95v	HERBAL	F95V_WHOLE_PLANT	okain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4452	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4452@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4918	G407-A04918	GDT407_5051_ATTACHMENT_EDITION	G407-A04918	G407-S692	G407-E4453	f95v	HERBAL	F95V_WHOLE_PLANT	ldy	L+DY	L+DY	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4452	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4452@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4919	G407-A04919	GDT407_5051_ATTACHMENT_EDITION	G407-A04919	G407-S693	G407-E4454	f95v	HERBAL	F95V_WHOLE_PLANT	qokeey	OK+EE+Y	OK+EE+Y	EE	GRAD II	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4454	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4454@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4920	G407-A04920	GDT407_5051_ATTACHMENT_EDITION	G407-A04920	G407-S693	G407-E4454	f95v	HERBAL	F95V_WHOLE_PLANT	qokeey	OK+EE+Y	OK+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4454	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4454@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4921	G407-A04921	GDT407_5051_ATTACHMENT_EDITION	G407-A04921	G407-S693	G407-E4455	f95v	HERBAL	F95V_WHOLE_PLANT	dar	D_ADDR+AR	D_ADDR+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4454	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4454@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4922	G407-A04922	GDT407_5051_ATTACHMENT_EDITION	G407-A04922	G407-S693	G407-E4456	f95v	HERBAL	F95V_WHOLE_PLANT	chdykain	CHD+Y+K+AIN	CHD+Y+K+AIN	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4456	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E4456@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4923	G407-A04923	GDT407_5051_ATTACHMENT_EDITION	G407-A04923	G407-S693	G407-E4456	f95v	HERBAL	F95V_WHOLE_PLANT	chdykain	CHD+Y+K+AIN	CHD+Y+K+AIN	AIN	ANTEIL	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4456	3	K	1	PRIMARY_ACTION	ACTION:G407-E4456@3:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4924	G407-A04924	GDT407_5051_ATTACHMENT_EDITION	G407-A04924	G407-S693	G407-E4457	f95v	HERBAL	F95V_WHOLE_PLANT	ytasal	Y+T+A_ADDR+S+AL	Y+T+A_ADDR+S+AL	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4457	2	T	1	PRIMARY_ACTION	ACTION:G407-E4457@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4925	G407-A04925	GDT407_5051_ATTACHMENT_EDITION	G407-A04925	G407-S693	G407-E4457	f95v	HERBAL	F95V_WHOLE_PLANT	ytasal	Y+T+A_ADDR+S+AL	Y+T+A_ADDR+S+AL	AL	ZIELORT	RELATION	1	5	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4457	4	S	1	PRIMARY_ACTION	ACTION:G407-E4457@4:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4926	G407-A04926	GDT407_5051_ATTACHMENT_EDITION	G407-A04926	G407-S693	G407-E4458	f95v	HERBAL	F95V_WHOLE_PLANT	otain	OT+AIN	OT+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4457	4	S	1	PRIMARY_ACTION	ACTION:G407-E4457@4:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4927	G407-A04927	GDT407_5051_ATTACHMENT_EDITION	G407-A04927	G407-S694	G407-E4459	f95v	HERBAL	F95V_WHOLE_PLANT	olteedy	OL+T+EE+DY	OL+T+EE+DY	EE	GRAD II	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4459	2	T	1	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E4459:T	VISIBLE_SAME_BLOCK_ACTION_CHAIN	OL>G<DY	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4928	G407-A04928	GDT407_5051_ATTACHMENT_EDITION	G407-A04928	G407-S695	G407-E4460	f95v	HERBAL	F95V_WHOLE_PLANT	oepaiin	O+E+P+AIIN	O+E+P+AIIN	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4460	3	P	1	PRIMARY_ACTION	ACTION:G407-E4460@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4929	G407-A04929	GDT407_5051_ATTACHMENT_EDITION	G407-A04929	G407-S695	G407-E4460	f95v	HERBAL	F95V_WHOLE_PLANT	oepaiin	O+E+P+AIIN	O+E+P+AIIN	AIIN	WERT	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4460	3	P	1	PRIMARY_ACTION	ACTION:G407-E4460@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4930	G407-A04930	GDT407_5051_ATTACHMENT_EDITION	G407-A04930	G407-S695	G407-E4461	f95v	HERBAL	F95V_WHOLE_PLANT	oekshy	O+E+K+SH+Y	O+E+K+SH+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4461	3	K	1	PRIMARY_ACTION	ACTION:G407-E4461@3:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4931	G407-A04931	GDT407_5051_ATTACHMENT_EDITION	G407-A04931	G407-S695	G407-E4461	f95v	HERBAL	F95V_WHOLE_PLANT	oekshy	O+E+K+SH+Y	O+E+K+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4461	4	SH	1	PRIMARY_ACTION	ACTION:G407-E4461@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4932	G407-A04932	GDT407_5051_ATTACHMENT_EDITION	G407-A04932	G407-S695	G407-E4462	f95v	HERBAL	F95V_WHOLE_PLANT	qofchdaiin	CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIIN	CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIIN	AIIN	WERT	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4462	4	CHD	1	PRIMARY_ACTION	ACTION:G407-E4462@4:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4933	G407-A04933	GDT407_5051_ATTACHMENT_EDITION	G407-A04933	G407-S695	G407-E4463	f95v	HERBAL	F95V_WHOLE_PLANT	shoyfar	SH+O+Y+LOCAL_CHAR_F+AR	SH+O+Y+LOCAL_CHAR_F+AR	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4463	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4463@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4934	G407-A04934	GDT407_5051_ATTACHMENT_EDITION	G407-A04934	G407-S695	G407-E4463	f95v	HERBAL	F95V_WHOLE_PLANT	shoyfar	SH+O+Y+LOCAL_CHAR_F+AR	SH+O+Y+LOCAL_CHAR_F+AR	AR	AUSGANG	RELATION	1	5	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4463	1	SH	1	PRIMARY_ACTION	ACTION:G407-E4463@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4935	G407-A04935	GDT407_5051_ATTACHMENT_EDITION	G407-A04935	G407-S695	G407-E4464	f95v	HERBAL	F95V_WHOLE_PLANT	okshy	OK+Y	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4464	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4464@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4936	G407-A04936	GDT407_5051_ATTACHMENT_EDITION	G407-A04936	G407-S695	G407-E4465	f95v	HERBAL	F95V_WHOLE_PLANT	okain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4465	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4465@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4937	G407-A04937	GDT407_5051_ATTACHMENT_EDITION	G407-A04937	G407-S695	G407-E4466	f95v	HERBAL	F95V_WHOLE_PLANT	ar	AR	AR	AR	AUSGANG	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4465	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4465@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4938	G407-A04938	GDT407_5051_ATTACHMENT_EDITION	G407-A04938	G407-S695	G407-E4467	f95v	HERBAL	F95V_WHOLE_PLANT	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL	ZIELORT	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E4465	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4465@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4939	G407-A04939	GDT407_5051_ATTACHMENT_EDITION	G407-A04939	G407-S695	G407-E4467	f95v	HERBAL	F95V_WHOLE_PLANT	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+SH+E+D_ADDR	E	GRAD I	GRADE	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4467	3	SH	1	PRIMARY_ACTION	ACTION:G407-E4467@3:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4940	G407-A04940	GDT407_5051_ATTACHMENT_EDITION	G407-A04940	G407-S695	G407-E4468	f95v	HERBAL	F95V_WHOLE_PLANT	okshy	OK+Y	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4468	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4468@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4941	G407-A04941	GDT407_5051_ATTACHMENT_EDITION	G407-A04941	G407-S695	G407-E4469	f95v	HERBAL	F95V_WHOLE_PLANT	tshor	T+SH+OR	T+SH+OR	OR	EINHEIT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4469	2	SH	1	PRIMARY_ACTION	ACTION:G407-E4469@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4942	G407-A04942	GDT407_5051_ATTACHMENT_EDITION	G407-A04942	G407-S695	G407-E4471	f95v	HERBAL	F95V_WHOLE_PLANT	qokain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4471	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4471@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4943	G407-A04943	GDT407_5051_ATTACHMENT_EDITION	G407-A04943	G407-S695	G407-E4472	f95v	HERBAL	F95V_WHOLE_PLANT	otar	OT+AR	OT+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4471	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4471@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4944	G407-A04944	GDT407_5051_ATTACHMENT_EDITION	G407-A04944	G407-S695	G407-E4473	f95v	HERBAL	F95V_WHOLE_PLANT	oty	OT+Y	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E4471	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4471@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4945	G407-A04945	GDT407_5051_ATTACHMENT_EDITION	G407-A04945	G407-S695	G407-E4474	f95v	HERBAL	F95V_WHOLE_PLANT	qokedy	OK+E+DY	OK+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4474	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4474@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4946	G407-A04946	GDT407_5051_ATTACHMENT_EDITION	G407-A04946	G407-S696	G407-E4475	f95v	HERBAL	F95V_WHOLE_PLANT	otal	OT+AL	OT+AL	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	BOUNDED_NEXT_CARD_ACTION	ACTION_OCCURRENCE	G407-E4476	2	T	1	PRIMARY_ACTION	ACTION:G407-E4476@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	1	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4947	G407-A04947	GDT407_5051_ATTACHMENT_EDITION	G407-A04947	G407-S696	G407-E4476	f95v	HERBAL	F95V_WHOLE_PLANT	ytchdy	Y+T+CHD+Y	Y+T+CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E4476	2	T	1	PRIMARY_ACTION	ACTION:G407-E4476@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4948	G407-A04948	GDT407_5051_ATTACHMENT_EDITION	G407-A04948	G407-S696	G407-E4476	f95v	HERBAL	F95V_WHOLE_PLANT	ytchdy	Y+T+CHD+Y	Y+T+CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	2	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4476	3	CHD	1	PRIMARY_ACTION	ACTION:G407-E4476@3:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4949	G407-A04949	GDT407_5051_ATTACHMENT_EDITION	G407-A04949	G407-S696	G407-E4477	f95v	HERBAL	F95V_WHOLE_PLANT	qokar	OK+AR	OK+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4477	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4477@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4950	G407-A04950	GDT407_5051_ATTACHMENT_EDITION	G407-A04950	G407-S697	G407-E4480	f95v	HERBAL	F95V_WHOLE_PLANT	qokaiin	OK+AIIN	OK+AIIN	AIIN	WERT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4480	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4480@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4951	G407-A04951	GDT407_5051_ATTACHMENT_EDITION	G407-A04951	G407-S697	G407-E4481	f95v	HERBAL	F95V_WHOLE_PLANT	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E4480	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4480@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4952	G407-A04952	GDT407_5051_ATTACHMENT_EDITION	G407-A04952	G407-S697	G407-E4482	f95v	HERBAL	F95V_WHOLE_PLANT	char	AR	AR	AR	AUSGANG	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E4480	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4480@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
4953	G407-A04953	GDT407_5051_ATTACHMENT_EDITION	G407-A04953	G407-S697	G407-E4483	f95v	HERBAL	F95V_WHOLE_PLANT	okain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E4483	1	OK	1	PRIMARY_ACTION	ACTION:G407-E4483@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
