event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
97	GDT581-EV097	G407-E2267	G407-S280	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	otain	OT+AIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02416	G407-A02416	NONE	Danach im laufenden Gang: halte den Stationsanteil.	Bezug auf das folgende Ansetzen [G407-E2268@1:OK]: den Stationsanteil [G407-A02416:G407-E2267@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E2267@1:OT.	Danach im laufenden Gang: halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
98	GDT581-EV098	G407-E2271	G407-S281	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	y	Y	P	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02420	G407-A02420	NONE	Im laufenden Gang setze den Stationsposten ein.	Bezug auf das folgende Halten [G407-E2272@1:SH]: den Stationsposten [G407-A02420:G407-E2271@1:Y#1].	Im laufenden Gang setze den Stationsposten ein.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
99	GDT581-EV099	G407-E2274	G407-S282	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	or	OR	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02422	G407-A02422	NONE	Im laufenden Gang halte die Stationseinheit.	Bezug auf das folgende Ansetzen [G407-E2275@1:OK]: die Stationseinheit [G407-A02422:G407-E2274@1:OR#1].	Im laufenden Gang halte die Stationseinheit.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
100	GDT581-EV100	G407-E2279	G407-S283	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	qochy	O+Y	OK	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02428	G407-A02428	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an; als Ausführung.	Bezug auf das folgende Wählen [G407-E2280@2:S]: als Ausführung [RUNNING:G407-E2279@1:O]. Bezug auf das folgende Wählen [G407-E2280@2:S]: den Stationsposten [G407-A02428:G407-E2279@2:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an; als Ausführung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
101	GDT581-EV101	G407-E2287	G407-S284	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	otedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02436	G407-A02436	NONE	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2287:OT>G<DY]: auf Grad I [G407-A02436:G407-E2287@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2287@1:OT; DY@3→CONTROL:G407-E2287@3:DY.	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
102	GDT581-EV102	G407-E2303	G407-S288	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	olain	OL+AIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02456	G407-A02456	NONE	Weiter im laufenden Gang: halte den Stationsanteil.	Bezug auf das folgende Ansetzen [G407-E2304@1:OK]: den Stationsanteil [G407-A02456:G407-E2303@2:AIN#1]. Strukturspur: OL@1→CONTROL:G407-E2303@1:OL.	Weiter im laufenden Gang: halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
103	GDT581-EV103	G407-E2354	G407-S301	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	otain	OT+AIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02516	G407-A02516	NONE	Danach im laufenden Gang: halte den Stationsanteil.	Bezug auf das folgende Wählen [G407-E2355@1:S]: den Stationsanteil [G407-A02516:G407-E2354@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E2354@1:OT.	Danach im laufenden Gang: halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
104	GDT581-EV104	G407-E2362	G407-S303	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	qoteedy	OT+EE+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02522	G407-A02522	NONE	Danach im laufenden Gang: halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2362:OT>G<DY]: auf Grad II [G407-A02522:G407-E2362@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E2362@1:OT; DY@3→CONTROL:G407-E2362@3:DY.	Danach im laufenden Gang: halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
105	GDT581-EV105	G407-E2374	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	choly	OL+Y	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02531	G407-A02531	NONE	Weiter im laufenden Gang: bearbeite den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt D]: den Stationsposten [G407-A02531:G407-E2374@2:Y#1]. Strukturspur: OL@1→CONTROL:G407-E2374@1:OL.	Weiter im laufenden Gang: bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
106	GDT581-EV106	G407-E2375	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	aiin	AIIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02532	G407-A02532	NONE	Im laufenden Gang bearbeite den Stationswert.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt D]: den Stationswert [G407-A02532:G407-E2375@1:AIIN#1].	Im laufenden Gang bearbeite den Stationswert.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
107	GDT581-EV107	G407-E2376	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	y	Y	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02533	G407-A02533	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf das folgende Wählen [G407-E2377@1:S]: den Stationsposten [G407-A02533:G407-E2376@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
108	GDT581-EV108	G407-E2384	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	ldaiin	L+AIIN	OK	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02543|G407-A02544	G407-A02543|G407-A02544	NONE	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	Bezug auf das folgende Entnehmen [G407-E2385@1:CH]: über die sichtbare Verbindung [G407-A02543:G407-E2384@1:L#1]. Bezug auf das folgende Entnehmen [G407-E2385@1:CH]: den Stationswert [G407-A02544:G407-E2384@2:AIIN#1].	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
109	GDT581-EV109	G407-E2401	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	K	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02565|G407-A02566	G407-A02565|G407-A02566	NONE	Weiter im laufenden Gang: führe den Stationsposten zu; über die sichtbare Verbindung.	Bezug auf das folgende Einstellen [G407-E2402@1:T]: über die sichtbare Verbindung [G407-A02565:G407-E2401@1:L#1]. Bezug auf das folgende Einstellen [G407-E2402@1:T]: den Stationsposten [G407-A02566:G407-E2401@3:Y#1]. Strukturspur: OL@2→CONTROL:G407-E2401@2:OL.	Weiter im laufenden Gang: führe den Stationsposten zu; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
110	GDT581-EV110	G407-E2419	G407-S317	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02585	G407-A02585	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2419:OT>G<DY]: auf Grad II [G407-A02585:G407-E2419@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E2419@1:OT; DY@3→CONTROL:G407-E2419@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
111	GDT581-EV111	G407-E2422	G407-S319	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	T	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02587	G407-A02587	NONE	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2422:OT>G<DY]: auf Grad II [G407-A02587:G407-E2422@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E2422@1:OT; DY@3→CONTROL:G407-E2422@3:DY.	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
112	GDT581-EV112	G407-E2423	G407-S320	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qodeedy	O+D_ADDR+EE+DY	T	1	1	2	1	2	3	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02588	G407-A02588	NONE	Im laufenden Gang: Stelle denselben Stationsposten ein; als Ausführung; an der D-Stelle; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2423:STATE_CARD]: als Ausführung [RUNNING:G407-E2423@1:O]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E2423:STATE_CARD]: an der D-Stelle [RUNNING:G407-E2423@2:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: auf Grad II [G407-A02588:G407-E2423@3:EE#1]. Strukturspur: DY@4→CONTROL:G407-E2423@4:DY.	Im laufenden Gang: Stelle denselben Stationsposten ein; als Ausführung; an der D-Stelle; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
113	GDT581-EV113	G407-E2437	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolal	OL+AL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02603	G407-A02603	NONE	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: zur Zielstation [G407-A02603:G407-E2437@2:AL#1]. Strukturspur: OL@1→CONTROL:G407-E2437@1:OL.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
114	GDT581-EV114	G407-E2446	G407-S328	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02613	G407-A02613	NONE	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2446:OT>G<DY]: auf Grad I [G407-A02613:G407-E2446@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2446@1:OT; DY@3→CONTROL:G407-E2446@3:DY.	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
115	GDT581-EV115	G407-E2456	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02623	G407-A02623	NONE	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	Bezug auf das folgende Wählen [G407-E2457@1:S]: über die sichtbare Verbindung [G407-A02623:G407-E2456@1:L#1]. Strukturspur: OL@2→CONTROL:G407-E2456@2:OL.	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
116	GDT581-EV116	G407-E2458	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02625	G407-A02625	NONE	Danach im laufenden Gang: halte den Stationswert.	Bezug auf das folgende Bearbeiten [G407-E2459@1:CHD]: den Stationswert [G407-A02625:G407-E2458@2:AIIN#1]. Strukturspur: OT@1→CONTROL:G407-E2458@1:OT.	Danach im laufenden Gang: halte den Stationswert.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
117	GDT581-EV117	G407-E2464	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02631	G407-A02631	NONE	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an; über die sichtbare Verbindung.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02631:G407-E2464@1:L#1]. Strukturspur: OL@2→CONTROL:G407-E2464@2:OL.	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
118	GDT581-EV118	G407-E2465	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02632	G407-A02632	NONE	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2465:OT>G<DY]: auf Grad II [G407-A02632:G407-E2465@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E2465@1:OT; DY@3→CONTROL:G407-E2465@3:DY.	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
119	GDT581-EV119	G407-E2466	G407-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02633	G407-A02633	NONE	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2466:OT>G<DY]: auf Grad II [G407-A02633:G407-E2466@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E2466@1:OT; DY@3→CONTROL:G407-E2466@3:DY.	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
120	GDT581-EV120	G407-E2473	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02642	G407-A02642	NONE	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: über die sichtbare Verbindung [G407-A02642:G407-E2473@1:L#1]. Strukturspur: OL@2→CONTROL:G407-E2473@2:OL.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
121	GDT581-EV121	G407-E2474	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02643	G407-A02643	NONE	Im laufenden Gang setze den Stationswert im Stationsgang an.	Bezug auf das folgende Entnehmen [G407-E2475@1:CH]: den Stationswert [G407-A02643:G407-E2474@1:AIIN#1].	Im laufenden Gang setze den Stationswert im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
122	GDT581-EV122	G407-E2486	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	OK	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02658|G407-A02659	G407-A02658|G407-A02659	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Bezug auf das folgende Halten [G407-E2487@2:SH]: über die sichtbare Verbindung [G407-A02658:G407-E2486@1:L#1]. Bezug auf das folgende Halten [G407-E2487@2:SH]: den Stationsposten [G407-A02659:G407-E2486@2:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
123	GDT581-EV123	G407-E2511	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	al	AL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02694	G407-A02694	NONE	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: zur Zielstation [G407-A02694:G407-E2511@1:AL#1].	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
124	GDT581-EV124	G407-E2554	G407-S364	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02743	G407-A02743	NONE	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2554:OT>G<DY]: auf Grad I [G407-A02743:G407-E2554@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2554@1:OT; DY@3→CONTROL:G407-E2554@3:DY.	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
125	GDT581-EV125	G407-E2555	G407-S365	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olchey	OL+Y	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02744	G407-A02744	NONE	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02744:G407-E2555@2:Y#1]. Strukturspur: OL@1→CONTROL:G407-E2555@1:OL.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
126	GDT581-EV126	G407-E2577	G407-S369	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02768	G407-A02768	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2577:OT>G<DY]: auf Grad I [G407-A02768:G407-E2577@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E2577@1:OT; DY@3→CONTROL:G407-E2577@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
127	GDT581-EV127	G407-E2578	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotary	OT+AR+Y	OK	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02769|G407-A02770	G407-A02769|G407-A02770	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: von der Ausgangsstation [G407-A02769:G407-E2578@2:AR#1]. Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: den Stationsposten [G407-A02770:G407-E2578@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E2578@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
128	GDT581-EV128	G407-E2579	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qor	OR	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02771	G407-A02771	NONE	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen]: die Stationseinheit [G407-A02771:G407-E2579@1:OR#1].	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
