local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
1772	LOCAL_COMPONENT:P1003-E0414@1	P1003-E0414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R095	cheocthy	CH+T+Y	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1003-E0414@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1773	LOCAL_COMPONENT:P1003-E0414@2	P1003-E0414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R095	cheocthy	CH+T+Y	2	T	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1003-E0414@2:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1774	LOCAL_COMPONENT:P1003-E0414@3	P1003-E0414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R095	cheocthy	CH+T+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1003-E0414@2:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1775	LOCAL_COMPONENT:P1003-E0415@1	P1003-E0415	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0415	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R096	cpheor	OR	1	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R096	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1776	LOCAL_COMPONENT:P1003-E0416@1	P1003-E0416	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0416	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R097	otar	OT+AR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0416@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1777	LOCAL_COMPONENT:P1003-E0416@2	P1003-E0416	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0416	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R097	otar	OT+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R097	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1778	LOCAL_COMPONENT:P1003-E0417@1	P1003-E0417	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0417	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R097	arody	AR	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R097	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1779	LOCAL_COMPONENT:P1003-E0418@1	P1003-E0418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0418	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R098	otokol	OT+OK+OL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0418@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1780	LOCAL_COMPONENT:P1003-E0418@2	P1003-E0418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0418	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R098	otokol	OT+OK+OL	2	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1003-E0418@2:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1781	LOCAL_COMPONENT:P1003-E0418@3	P1003-E0418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0418	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R098	otokol	OT+OK+OL	3	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0418@3:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1782	LOCAL_COMPONENT:P1003-E0458@1	P1003-E0458	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0458	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R099	otoram	OT+AM_ADDR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0458@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1783	LOCAL_COMPONENT:P1003-E0458@2	P1003-E0458	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0458	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R099	otoram	OT+AM_ADDR	2	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R099	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1784	LOCAL_COMPONENT:P1003-E0459@1	P1003-E0459	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0459	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R100	otora	OT	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0459@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1785	LOCAL_COMPONENT:P1003-E0461@1	P1003-E0461	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0461	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R102	okaiin	OK+AIIN	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1003-E0461@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1786	LOCAL_COMPONENT:P1003-E0461@2	P1003-E0461	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0461	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R102	okaiin	OK+AIIN	2	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1003-E0461@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1787	LOCAL_COMPONENT:P1003-E0554@1	P1003-E0554	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R103	daramdal	AR+AL	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R103	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1788	LOCAL_COMPONENT:P1003-E0554@2	P1003-E0554	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R103	daramdal	AR+AL	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R103	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1789	LOCAL_COMPONENT:P1003-E0555@1	P1003-E0555	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R104	otydary	OT+D_ADDR+AR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0555@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1790	LOCAL_COMPONENT:P1003-E0555@2	P1003-E0555	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R104	otydary	OT+D_ADDR+AR	2	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R104	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1791	LOCAL_COMPONENT:P1003-E0555@3	P1003-E0555	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R104	otydary	OT+D_ADDR+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R104	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1792	LOCAL_COMPONENT:P1003-E0556@1	P1003-E0556	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0556	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R105	otdordy	OT	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1003-E0556@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1793	LOCAL_COMPONENT:P1003-E0557@1	P1003-E0557	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R106	dararda	AR+AR	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R106	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1794	LOCAL_COMPONENT:P1003-E0557@2	P1003-E0557	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0557	GDT479_MICRORECORD_183	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	LOCAL_RECORD:G475-R106	dararda	AR+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R106	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1795	LOCAL_COMPONENT:P1008-E1038@1	P1008-E1038	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1038	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	okchshy	OK+CH+Y	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1038@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1796	LOCAL_COMPONENT:P1008-E1038@2	P1008-E1038	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1038	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	okchshy	OK+CH+Y	2	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1038@2:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1797	LOCAL_COMPONENT:P1008-E1038@3	P1008-E1038	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1038	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	okchshy	OK+CH+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1038@2:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1798	LOCAL_COMPONENT:P1008-E1039@1	P1008-E1039	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1039	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	qkol	OL	1	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1039@1:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1799	LOCAL_COMPONENT:P1008-E1040@1	P1008-E1040	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	oldam	OL+AM_ADDR	1	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1040@1:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1800	LOCAL_COMPONENT:P1008-E1040@2	P1008-E1040	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1040	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R107	oldam	OL+AM_ADDR	2	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R107	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1801	LOCAL_COMPONENT:P1008-E1041@1	P1008-E1041	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1041	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R108	otoldy	OT+OL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1041@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1802	LOCAL_COMPONENT:P1008-E1041@2	P1008-E1041	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1041	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R108	otoldy	OT+OL	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1041@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1803	LOCAL_COMPONENT:P1008-E1042@1	P1008-E1042	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R109	ararchodaiin	AR+AR+AIIN	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R109	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1804	LOCAL_COMPONENT:P1008-E1042@2	P1008-E1042	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R109	ararchodaiin	AR+AR+AIIN	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R109	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1805	LOCAL_COMPONENT:P1008-E1042@3	P1008-E1042	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1042	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	LOCAL_RECORD:G475-R109	ararchodaiin	AR+AR+AIIN	3	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R109	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1806	LOCAL_COMPONENT:P1008-E1090@1	P1008-E1090	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1090	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ykyd	Y+K+Y+D_ADDR	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1090@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1807	LOCAL_COMPONENT:P1008-E1090@2	P1008-E1090	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1090	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ykyd	Y+K+Y+D_ADDR	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1090@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1808	LOCAL_COMPONENT:P1008-E1090@3	P1008-E1090	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1090	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ykyd	Y+K+Y+D_ADDR	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1090@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1809	LOCAL_COMPONENT:P1008-E1090@4	P1008-E1090	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1090	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ykyd	Y+K+Y+D_ADDR	4	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1090@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1810	LOCAL_COMPONENT:P1008-E1091@1	P1008-E1091	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1091	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	chol	OL	1	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1091@1:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1811	LOCAL_COMPONENT:P1008-E1092@1	P1008-E1092	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1092	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ches	CH+E+S	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1092@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1812	LOCAL_COMPONENT:P1008-E1092@2	P1008-E1092	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1092	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ches	CH+E+S	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1092@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1813	LOCAL_COMPONENT:P1008-E1092@3	P1008-E1092	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1092	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R110	ches	CH+E+S	3	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1092@3:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1814	LOCAL_COMPONENT:P1008-E1093@1	P1008-E1093	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1093	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R111	otorain	OT+AIN	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P1008-E1093@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1815	LOCAL_COMPONENT:P1008-E1093@2	P1008-E1093	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1093	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R111	otorain	OT+AIN	2	AIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R111	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1816	LOCAL_COMPONENT:P1008-E1094@1	P1008-E1094	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1094	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R112	okaiin	OK+AIIN	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1094@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1817	LOCAL_COMPONENT:P1008-E1094@2	P1008-E1094	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1094	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R112	okaiin	OK+AIIN	2	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P1008-E1094@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1818	LOCAL_COMPONENT:P1008-E1095@1	P1008-E1095	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1095	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	LOCAL_RECORD:G475-R112	dan	AIN	1	AIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_RECORD:G475-R112	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1819	LOCAL_COMPONENT:P1008-E1175@1	P1008-E1175	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E1175	GDT479_MICRORECORD_183	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	LOCAL_RECORD:G475-R113	ykocfhy	CH+LOCAL_CHAR_F+Y	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P1008-E1175@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
