complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard
14153	LOCAL_COMPONENT:P912-E2009@3	LOCAL_COMPONENT	P912-E2009	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chykar	K	3	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2009@3:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14154	LOCAL_COMPONENT:P912-E2009@4	LOCAL_COMPONENT	P912-E2009	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chykar	AR	4	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2009@3:K	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14155	LOCAL_COMPONENT:P912-E2010@1	LOCAL_COMPONENT	P912-E2010	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okoirsh	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2010@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14156	LOCAL_COMPONENT:P912-E2010@2	LOCAL_COMPONENT	P912-E2010	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okoirsh	O	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2010@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14157	LOCAL_COMPONENT:P912-E2010@3	LOCAL_COMPONENT	P912-E2010	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okoirsh	LOCAL_CHAR_I	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2010@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14158	LOCAL_COMPONENT:P912-E2010@4	LOCAL_COMPONENT	P912-E2010	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okoirsh	R	4	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2010@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14159	LOCAL_COMPONENT:P912-E2010@5	LOCAL_COMPONENT	P912-E2010	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okoirsh	SH	5	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2010@5:SH	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14160	LOCAL_COMPONENT:P912-E2011@1	LOCAL_COMPONENT	P912-E2011	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	ar	AR	1	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2011	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14161	LOCAL_COMPONENT:P912-E2012@1	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	CH	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2012@1:CH	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14162	LOCAL_COMPONENT:P912-E2012@2	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	E	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2012@1:CH	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14163	LOCAL_COMPONENT:P912-E2012@3	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	T	3	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2012@3:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14164	LOCAL_COMPONENT:P912-E2012@4	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	O	4	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2012@3:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14165	LOCAL_COMPONENT:P912-E2012@5	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	D_ADDR	5	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2012@3:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14166	LOCAL_COMPONENT:P912-E2012@6	LOCAL_COMPONENT	P912-E2012	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chetody	Y	6	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2012@3:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14167	LOCAL_COMPONENT:P912-E2013@1	LOCAL_COMPONENT	P912-E2013	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeos	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2013@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14168	LOCAL_COMPONENT:P912-E2013@2	LOCAL_COMPONENT	P912-E2013	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeos	EE	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2013@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14169	LOCAL_COMPONENT:P912-E2013@3	LOCAL_COMPONENT	P912-E2013	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeos	O	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2013@4:S	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14170	LOCAL_COMPONENT:P912-E2013@4	LOCAL_COMPONENT	P912-E2013	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeos	S	4	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2013@4:S	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14171	LOCAL_COMPONENT:P912-E2014@1	LOCAL_COMPONENT	P912-E2014	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	o	O	1	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2014	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14172	LOCAL_COMPONENT:P912-E2015@1	LOCAL_COMPONENT	P912-E2015	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	tey	T	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2015@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14173	LOCAL_COMPONENT:P912-E2015@2	LOCAL_COMPONENT	P912-E2015	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	tey	E	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2015@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14174	LOCAL_COMPONENT:P912-E2015@3	LOCAL_COMPONENT	P912-E2015	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	tey	Y	3	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2015@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14175	LOCAL_COMPONENT:P912-E2016@1	LOCAL_COMPONENT	P912-E2016	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	otokeeey	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2016@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14176	LOCAL_COMPONENT:P912-E2016@2	LOCAL_COMPONENT	P912-E2016	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	otokeeey	OK	2	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2016@2:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14177	LOCAL_COMPONENT:P912-E2016@3	LOCAL_COMPONENT	P912-E2016	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	otokeeey	EEE	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2016@2:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14178	LOCAL_COMPONENT:P912-E2016@4	LOCAL_COMPONENT	P912-E2016	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	otokeeey	Y	4	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2016@2:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14179	LOCAL_COMPONENT:P912-E2017@1	LOCAL_COMPONENT	P912-E2017	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeody	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2017@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14180	LOCAL_COMPONENT:P912-E2017@2	LOCAL_COMPONENT	P912-E2017	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeody	EE	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2017@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14181	LOCAL_COMPONENT:P912-E2017@3	LOCAL_COMPONENT	P912-E2017	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeody	O	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2017@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14182	LOCAL_COMPONENT:P912-E2017@4	LOCAL_COMPONENT	P912-E2017	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeody	D_ADDR	4	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2017@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14183	LOCAL_COMPONENT:P912-E2017@5	LOCAL_COMPONENT	P912-E2017	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeeody	Y	5	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2017@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14184	LOCAL_COMPONENT:P912-E2018@1	LOCAL_COMPONENT	P912-E2018	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeey	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2018@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14185	LOCAL_COMPONENT:P912-E2018@2	LOCAL_COMPONENT	P912-E2018	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeey	EE	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2018@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14186	LOCAL_COMPONENT:P912-E2018@3	LOCAL_COMPONENT	P912-E2018	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeey	Y	3	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2018@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14187	LOCAL_COMPONENT:P912-E2019@1	LOCAL_COMPONENT	P912-E2019	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	doiir	D_ADDR	1	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2019@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14188	LOCAL_COMPONENT:P912-E2019@2	LOCAL_COMPONENT	P912-E2019	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	doiir	O	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2019@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14189	LOCAL_COMPONENT:P912-E2019@3	LOCAL_COMPONENT	P912-E2019	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	doiir	IIN	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2019@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14190	LOCAL_COMPONENT:P912-E2019@4	LOCAL_COMPONENT	P912-E2019	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	doiir	R	4	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2019@4:R	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14191	LOCAL_COMPONENT:P912-E2020@1	LOCAL_COMPONENT	P912-E2020	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	teeo	T	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2020@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14192	LOCAL_COMPONENT:P912-E2020@2	LOCAL_COMPONENT	P912-E2020	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	teeo	EE	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2020@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14193	LOCAL_COMPONENT:P912-E2020@3	LOCAL_COMPONENT	P912-E2020	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	teeo	O	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2020@1:T	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14194	LOCAL_COMPONENT:P912-E2021@1	LOCAL_COMPONENT	P912-E2021	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	y	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2021	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14195	LOCAL_COMPONENT:P912-E2022@1	LOCAL_COMPONENT	P912-E2022	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chey	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2022	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14196	LOCAL_COMPONENT:P912-E2023@1	LOCAL_COMPONENT	P912-E2023	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	ot	OT	1	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2023@1:OT	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14197	LOCAL_COMPONENT:P912-E2024@1	LOCAL_COMPONENT	P912-E2024	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	y	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2024	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14198	LOCAL_COMPONENT:P912-E2025@1	LOCAL_COMPONENT	P912-E2025	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okedy	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2025@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14199	LOCAL_COMPONENT:P912-E2025@2	LOCAL_COMPONENT	P912-E2025	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okedy	E	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2025@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14200	LOCAL_COMPONENT:P912-E2025@3	LOCAL_COMPONENT	P912-E2025	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okedy	DY	3	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2025@3:DY	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14201	LOCAL_COMPONENT:P912-E2026@1	LOCAL_COMPONENT	P912-E2026	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chsdy	CH	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2026@1:CH	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14202	LOCAL_COMPONENT:P912-E2026@2	LOCAL_COMPONENT	P912-E2026	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chsdy	S	2	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2026@2:S	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14203	LOCAL_COMPONENT:P912-E2026@3	LOCAL_COMPONENT	P912-E2026	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	chsdy	DY	3	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2026@3:DY	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14204	LOCAL_COMPONENT:P912-E2027@1	LOCAL_COMPONENT	P912-E2027	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeod	OK	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2027@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14205	LOCAL_COMPONENT:P912-E2027@2	LOCAL_COMPONENT	P912-E2027	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeod	E	2	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2027@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14206	LOCAL_COMPONENT:P912-E2027@3	LOCAL_COMPONENT	P912-E2027	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeod	O	3	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2027@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14207	LOCAL_COMPONENT:P912-E2027@4	LOCAL_COMPONENT	P912-E2027	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	okeod	D_ADDR	4	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2027@1:OK	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14208	LOCAL_COMPONENT:P912-E2028@1	LOCAL_COMPONENT	P912-E2028	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	y	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2028	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14209	LOCAL_COMPONENT:P912-E2029@1	LOCAL_COMPONENT	P912-E2029	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	dy	Y	1	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2029	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14210	LOCAL_COMPONENT:P912-E2030@1	LOCAL_COMPONENT	P912-E2030	NOT_APPLICABLE	f69v	CELESTIAL	drei getrennte heterogene Himmelsraeder	f69v.1	choaiin	CH	1	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2030@1:CH	LOCAL_CARD_OR_RECORD	GDT513_REMAINDER_510	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
