binding_serial	binding_id	unit_id	section	page	source_artifact	source_row_id	opaque_identity	local_image_owner	inherited_literal_or_formal_layer	inherited_selected_occurrence_context	inherited_source_status	purpose_A_unit_role	purpose_B_unit_role	binding_status	codebook_attestation_status	cross_unit_inference_status	source_semantic_ceiling	v76_semantic_ceiling
614	V76R2:A:G233	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G233	A2:G043	A2_STAR_STATION_11	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S11: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S11 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
615	V76R2:A:G234	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G234	A2:G044	A2_STAR_STATION_12	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S12: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S12 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
616	V76R2:A:G235	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G235	A2:G045	A2_STAR_STATION_13	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S13: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S13 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
617	V76R2:A:G236	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G236	A2:G046	A2_STAR_STATION_14	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S14: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S14 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
618	V76R2:A:G237	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G237	A2:G047	A2_STAR_STATION_15	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S15: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S15 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
619	V76R2:A:G238	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G238	A2:G048	A2_STAR_STATION_16	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S16: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S16 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
620	V76R2:A:G239	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G239	A2:G049	A2_STAR_STATION_17	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S17: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S17 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
621	V76R2:A:G240	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G240	A2:G050	A2_STAR_STATION_18	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S18: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S18 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
622	V76R2:A:G241	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G241	A2:G051	A2_STAR_STATION_19	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S19: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S19 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
623	V76R2:A:G242	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G242	A2:G052	A2_STAR_STATION_20	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S20: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S20 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
624	V76R2:A:G243	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G243	A2:G053	A2_STAR_STATION_21	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S21: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S21 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
625	V76R2:A:G244	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G244	A2:G054	A2_STAR_STATION_22	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S22: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S22 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
626	V76R2:A:G245	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G245	A2:G055	A2_STAR_STATION_23	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S23: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S23 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
627	V76R2:A:G246	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G246	A2:G056	A2_STAR_STATION_24	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S24: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S24 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
628	V76R2:A:G247	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G247	A2:G057	A2_STAR_STATION_25	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S25: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S25 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
629	V76R2:A:G248	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G248	A2:G058	A2_STAR_STATION_26	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S26: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S26 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
630	V76R2:A:G249	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G249	A2:G059	A2_STAR_STATION_27	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S27: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S27 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
631	V76R2:A:G250	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G250	A2:G060	A2_STAR_STATION_28	[LOCAL_CONTENT_CLASS:LOCAL_STAR_OR_ASTERISM_STATION] [NAMESPACE:A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED]	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S28: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S28 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
632	V76R2:A:G251	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G251	A2:G061	A2_CENTRAL_LEGEND_UNRESOLVED	[LOCAL_CONTENT_CLASS:CENTRAL_PANEL_LEGEND_UNRESOLVED] [NAMESPACE:A2_LOCAL_OWNER_UNRESOLVED]	Kopiersegment 01/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	VISIBLE_CONTEXT_BUT_OWNER_UNRESOLVED__FORMAL_COPY_DEFAULT	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
633	V76R2:A:G252	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G252	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED	[LOCAL_CONTENT_CLASS:CENTRAL_PANEL_LEGEND_UNRESOLVED] [NAMESPACE:A2_LOCAL_OWNER_UNRESOLVED]	Kopiersegment 02/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	VISIBLE_CONTEXT_BUT_OWNER_UNRESOLVED__FORMAL_COPY_DEFAULT	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
634	V76R2:A:G253	A2	ASTRO	f68r1	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G253	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED	[LOCAL_CONTENT_CLASS:CENTRAL_PANEL_LEGEND_UNRESOLVED] [NAMESPACE:A2_LOCAL_OWNER_UNRESOLVED]	Kopiersegment 03/05 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	VISIBLE_CONTEXT_BUT_OWNER_UNRESOLVED__FORMAL_COPY_DEFAULT	A multipanel star-field reference within an iatromathematical/calendrical section.	A multipanel celestial atlas or model sheet with local labels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
