selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
143	GDT564-C0143	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIN	S	AIN	Weiter: wähle den Anteil.	6	G407-E2693 || G407-E2754 || G407-E2804 || G407-E3450 || G407-E4100 || G407-E4408	5	f77r || f81r || f82r || f89r || f95v	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
144	GDT564-C0144	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=NONE	S	NONE	Weiter: wähle.	2	G407-E2394 || G515-E0461	2	f66r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_OBJECTLESS_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
145	GDT564-C0145	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Weiter: wähle den Posten.	5	G407-E0462 || G407-E0654 || G407-E0876 || G407-E2883 || G515-E0535	5	f17r || f24v || f56r || f66r || f81r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
146	GDT564-C0146	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIIN	SH	AIIN	Weiter: halte den Wert.	6	G407-E2358 || G407-E2415 || G407-E2635 || G407-E2644 || G407-E2671 || G407-E4003	3	f76r || f77r || f88v	2	BIOLOGICAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
147	GDT564-C0147	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIN	SH	AIN	Weiter: halte den Anteil.	2	G407-E0099 || G407-E1650	2	f1r || f75r	2	BIOLOGICAL || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
148	GDT564-C0148	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=NONE	SH	NONE	Weiter: halte.	1	G515-E0004	1	f4r	1	HERBAL	1	CURRENT4_GDT539	INHERITED_ACTION_OBJECTLESS_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
149	GDT564-C0149	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=OR	SH	OR	Weiter: halte die Einheit.	3	G407-E0119 || G407-E1612 || G407-E1853	3	f1r || f75r || f76r	2	BIOLOGICAL || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
150	GDT564-C0150	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Weiter: halte den Posten.	24	G407-E0435 || G407-E1583 || G407-E1585 || G407-E1591 || G407-E1629 || G407-E1867 || G407-E1941 || G407-E1991 || G407-E2048 || G407-E2185 || G407-E2254 || G407-E2794 || G407-E2823 || G407-E2870 || G407-E2913 || G407-E2915 || G407-E3031 || G407-E3032 || G407-E3069 || G407-E3155 || G407-E3157 || G407-E3217 || G407-E3344 || G407-E3873	7	f13r || f75r || f76r || f81r || f81v || f82r || f88r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
151	GDT564-C0151	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=AIIN	T	AIIN	Weiter: stelle den Wert ein.	1	G407-E4535	1	f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
152	GDT564-C0152	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=OR	T	OR	Weiter: stelle die Einheit ein.	2	G407-E0210 || G407-E1637	2	f1r || f75r	2	BIOLOGICAL || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
153	GDT564-C0153	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Weiter: stelle den Posten ein.	8	G407-E0239 || G407-E0881 || G407-E1671 || G407-E2787 || G515-E0082 || G515-E0136 || G515-E0142 || G515-E0506	6	f10r || f20v || f56r || f66r || f75r || f81r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
154	GDT564-C0154	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	AIIN	Weiter: nimm den Wert.	1	G407-E1402	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
155	GDT564-C0155	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	AIIN	Weiter: bearbeite den Wert.	1	G407-E2369	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
156	GDT564-C0156	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	AIIN	Weiter: setze den Wert.	5	G407-E0473 || G407-E1299 || G407-E1810 || G407-E2749 || G407-E4005	5	f17r || f72r || f75r || f81r || f88v	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
157	GDT564-C0157	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	AIIN	Weiter: wähle den Wert.	2	G407-E1418 || G407-E2316	2	f72r || f76r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
158	GDT564-C0158	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	AIIN	Weiter: halte den Wert.	4	G407-E0570 || G407-E2044 || G407-E2636 || G407-E4450	4	f18r || f76r || f77r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
159	GDT564-C0159	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	AIN	Weiter: bearbeite den Anteil.	3	G407-E2026 || G407-E2077 || G407-E2243	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
160	GDT564-C0160	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=P	P	AIN	Weiter: setze den Anteil ein.	1	G407-E2054	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
161	GDT564-C0161	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	AIN	Weiter: wähle den Anteil.	1	G407-E4070	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
162	GDT564-C0162	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	AIN	Weiter: halte den Anteil.	2	G407-E0095 || G407-E2303	2	f1r || f76r	2	BIOLOGICAL || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
163	GDT564-C0163	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Weiter: gib den Posten; zum Zielort.	1	G407-E2067	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
164	GDT564-C0164	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Weiter: setze den Posten; zum Zielort.	1	G407-E2437	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
165	GDT564-C0165	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Weiter: halte den Posten; zum Zielort.	1	G407-E2158	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
166	GDT564-C0166	OL+CH+E+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	CH	AIIN	Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.	1	G407-E4261	1	f89r	1	PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
167	GDT564-C0167	OL+CH+E+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	CH	Y	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	2	G407-E1141 || G407-E3949	2	f72r || f88v	2	CELESTIAL || PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
168	GDT564-C0168	OL+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	CHD	AIIN	Weiter: bearbeite den Wert; abschließen.	3	G407-E2371 || G407-E2373 || G407-E3281	2	f76r || f82r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
169	GDT564-C0169	OL+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	CHD	Y	Weiter: bearbeite den Posten; abschließen.	10	G407-E1501 || G407-E2008 || G407-E2076 || G407-E2219 || G407-E2599 || G407-E3080 || G407-E3186 || G407-E3266 || G407-E3505 || G407-E3750	6	f75r || f76r || f77r || f81v || f82r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
170	GDT564-C0170	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Weiter: nimm den Posten; abschließen.	1	G407-E3848	1	f88r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
171	GDT564-C0171	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Weiter: bearbeite den Posten; abschließen.	1	G407-E2955	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
172	GDT564-C0172	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=AIN	K	AIN	Weiter: gib den Anteil; abschließen.	2	G407-E1801 || G407-E1908	2	f75r || f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
173	GDT564-C0173	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Weiter: gib den Posten; abschließen.	3	G407-E0781 || G407-E1797 || G407-E3701	3	f55v || f75r || f83r	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
174	GDT564-C0174	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Weiter: setze den Wert; abschließen.	1	G407-E0433	1	f13r	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
175	GDT564-C0175	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Weiter: setze den Anteil; abschließen.	1	G407-E1748	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
176	GDT564-C0176	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Weiter: setze den Posten; abschließen.	2	G407-E0423 || G407-E4303	2	f13r || f89r	2	HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
177	GDT564-C0177	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=P | ARGUMENT=AIN	P	AIN	Weiter: setze den Anteil ein; abschließen.	1	G407-E3003	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
178	GDT564-C0178	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Weiter: wähle den Posten; abschließen.	1	G407-E0908	1	f67r2	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
179	GDT564-C0179	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Weiter: halte den Posten; abschließen.	4	G407-E0569 || G407-E1436 || G407-E3696 || G407-E4305	4	f18r || f75r || f83r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
180	GDT564-C0180	OL+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Weiter: stelle den Posten ein; abschließen.	1	G407-E3110	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
181	GDT564-C0181	OL+D_ADDR+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	AIIN	Weiter: nimm den Wert; hier.	1	G407-E4234	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
182	GDT564-C0182	OL+D_ADDR+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	AIIN	Weiter: gib den Wert; hier.	1	G407-E3972	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
183	GDT564-C0183	OL+D_ADDR+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	AIIN	Weiter: halte den Wert; hier.	1	G407-E4238	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
184	GDT564-C0184	OL+D_ADDR+AIR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Weiter: setze den Posten; hier; entlang der Bahn.	1	G407-E1669	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
185	GDT564-C0185	OL+D_ADDR+AIR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Weiter: halte den Posten; hier; entlang der Bahn.	1	G407-E1974	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
186	GDT564-C0186	OL+K+AR	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	K	AIN	Weiter: gib den Anteil; vom Ausgang.	2	G407-E1447 || G407-E4517	2	f75r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
187	GDT564-C0187	OL+K+AR	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	K	OR	Weiter: gib die Einheit; vom Ausgang.	1	G407-E2909	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
188	GDT564-C0188	OL+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	K	AIN	Weiter: gib den Anteil; auf Grad I; abschließen.	1	G407-E1732	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
189	GDT564-C0189	OL+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	K	Y	Weiter: gib den Posten; auf Grad I; abschließen.	5	G407-E2331 || G407-E2400 || G407-E2782 || G407-E2886 || G407-E2919	3	f76r || f77r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
190	GDT564-C0190	OL+K+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	K	AIIN	Weiter: gib den Wert; auf Grad II; abschließen.	1	G407-E2949	1	f81v	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
191	GDT564-C0191	OL+K+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	K	NONE	Weiter: gib; auf Grad II; abschließen.	1	G407-E4190	1	f89r	1	PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_OBJECTLESS_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
192	GDT564-C0192	OL+K+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	K	OR	Weiter: gib die Einheit; auf Grad II; abschließen.	1	G407-E3473	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
