recipe_ordinal	recipe	event_count	distinct_microphrase_count	recurrence_status	variability_status	written_action_status	written_argument_status	portable_route	portable_selector_fields	empirical_minimal_equivalence_class	canonical_empirical_selector	selector_cell_count	distinct_effective_action_count	distinct_effective_argument_count	effective_action_signatures	effective_argument_signatures	sample_microphrase_de	guard
249	OT+CHD+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Danach: bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
250	OT+D_ADDR+D_ADDR+Y+AR	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; hier; hier; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
251	OT+E+AIIN	2	1	RECURRENT	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	AIIN	Danach: bearbeite den Wert; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
252	OT+E+AL	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
253	OT+E+AR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; auf Grad I; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
254	OT+E+DY	37	13	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	13	8	4	CH || CHD || K || NONE || OK || P || S || SH	AIIN || AIN || NONE || Y	Danach: setze den Anteil; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
255	OT+E+DY+L	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
256	OT+E+D_ADDR+AR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	AIIN	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
257	OT+E+D_ADDR+OR	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	OR	Danach: setze die Einheit ein; auf Grad I; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
258	OT+E+D_ADDR+SH+E+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	NONE	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
259	OT+E+O	4	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	EITHER_ACTION_OR_ARGUMENT	EFFECTIVE_ARGUMENT	4	4	4	CH || K || SH || T	AIIN || AIN || OR || Y	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
260	OT+E+O+CH+E+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
261	OT+E+O+DY	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIIN	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
262	OT+E+O+D_ADDR+AR	3	3	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	3	3	2	NONE || OK || SH	NONE || Y	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
263	OT+E+O+K+EE+Y	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
264	OT+E+O+SH+AR	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIIN	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
265	OT+E+O+S_ADDR	7	7	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	7	5	5	CH || K || NONE || OK || S	AIIN || AIN || NONE || OR || Y	Danach: wähle den Posten; auf Grad I; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
266	OT+E+O+Y	5	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	4	4	1	CH || OK || SH || T	Y	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
267	OT+E+OL	6	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	4	4	2	CH || OK || S || SH	OR || Y	Danach: halte den Posten; auf Grad I; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
268	OT+E+OL+Y	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; auf Grad I; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
269	OT+E+OR	3	3	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	3	3	1	CH || CHD || OK	OR	Danach: bearbeite die Einheit; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
270	OT+E+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Danach: wähle den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
271	OT+E+Y	19	7	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	7	7	1	CHD || K || NONE || OK || S || SH || T	Y	Danach: stelle den Posten ein; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
272	OT+EE+DY	28	15	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	15	9	5	CH || CHD || K || NONE || OK || P || S || SH || T	AIIN || AIN || NONE || OR || Y	Danach: bearbeite den Posten; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
273	OT+EE+O	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	NONE	NONE	Danach: auf Grad II; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
274	OT+EE+O+DY	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	2	2	1	SH || T	Y	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
275	OT+EE+O+D_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
276	OT+EE+O+D_ADDR+AIIN	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	AIIN	Danach: setze den Wert ein; auf Grad II; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
277	OT+EE+O+S_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	NONE	Danach: nimm; auf Grad II; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
278	OT+EE+OL	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Danach: stelle den Posten ein; auf Grad II; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
279	OT+EE+OR	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	OR	Danach: nimm die Einheit; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
280	OT+EE+S	3	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	S	AIIN || Y	Danach: wähle den Wert; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
281	OT+EE+S+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Danach: wähle den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
282	OT+EE+Y	23	7	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	7	7	1	CH || K || NONE || OK || S || SH || T	Y	Danach: wähle den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
283	OT+EEE+DY	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Danach: gib den Posten; auf Grad III; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
284	OT+EEE+S_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; auf Grad III; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
285	OT+IIN+R	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	R	OR	Danach: markiere die Einheit; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
286	OT+O	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	EITHER_ACTION_OR_ARGUMENT	EFFECTIVE_ARGUMENT	2	2	2	OK || S	AIIN || Y	Danach: setze den Posten; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
287	OT+O+AR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	NONE	NONE	Danach: zur Ausführung; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
288	OT+O+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	NONE	Danach: bearbeite; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
289	OT+O+DY	4	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	4	3	3	CH || OK || SH	AIIN || NONE || Y	Danach: setze den Posten; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
290	OT+O+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	AIIN	Danach: wähle den Wert; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
291	OT+OL	11	8	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	8	5	4	CH || K || S || SH || T	AIIN || AIN || OR || Y	Danach: gib den Posten; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
292	OT+OL+D_ADDR+AIIN	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIIN	Danach: gib den Wert; hier; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
293	OT+OL+D_ADDR+O+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	OR	Danach: wähle die Einheit; hier; zur Ausführung; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
294	OT+OL+O+D_ADDR+AL	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR	Danach: halte die Einheit; zur Ausführung; hier; zum Zielort; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
295	OT+OL+P+CH+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CH	Y	Danach: setze den Posten ein und nimm den Posten; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
296	OT+OR	9	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	4	4	1	CH || P || SH || T	OR	Danach: stelle die Einheit ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
297	OT+SH+D_ADDR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
298	OT+SH+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR	Danach: halte die Einheit; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
299	OT+Y	40	8	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	8	8	1	CH || CHD || K || OK || P || S || SH || T	Y	Danach: stelle den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
300	OT+Y+T+CH+OL	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T|CH	Y	Danach: stelle den Posten ein und nimm den Posten; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
301	P+CH+O+D_ADDR+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CH	Y	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
302	P+CHD+DY	11	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	P|CHD	AIN || Y	Setze den Posten ein und bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
303	P+D_ADDR+R+AIR+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|R	NONE	Setze ein und markiere; hier; entlang der Bahn; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
304	P+O+R+A_ADDR+CH+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|R|CH	NONE	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
305	P+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	Y	Weiter: setze den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
306	P+OL+AL+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CHD	NONE	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
307	P+OL+CH+O+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CH	Y	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
308	P+OL+CHD	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CHD	Y	Weiter: setze den Posten ein und bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
309	P+OL+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CHD	NONE	Weiter: setze ein und bearbeite; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
310	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|S	NONE	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
311	P+OL+D_ADDR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	Y	Weiter: setze den Posten ein; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
312	P+OL+EE+D_ADDR+AR+AN	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	NONE	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
313	P+OL+SH+Y	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|SH	Y	Weiter: setze den Posten ein und halte den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
314	P+OT+CH+OK+OR	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CH|OK	OR	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
315	P+SH+E+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|SH	NONE	Setze ein und halte; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
316	P+SH+OL	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_OR_RESOLUTION_MODE	EFFECTIVE_ARGUMENT	2	1	2	P|SH	AIN || NONE	Weiter: setze den Anteil ein und halte den Anteil.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
317	R+OL	4	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	R	AIN || Y	Weiter: markiere den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
318	R+OL+OT+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	R	Y	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
319	R+OT+AIIN	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	R	AIIN	Danach: markiere den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
320	R+SH+E+DY	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	R|SH	AIN || Y	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
321	S+AL+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Wähle den Posten; zum Zielort; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
322	S+AR+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Weiter: wähle den Posten; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
323	S+A_ADDR+IIN+S+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|S	Y	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
324	S+K+CHD+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|K|CHD	Y	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
325	S+OK+EE+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|OK	AIN	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
326	S+OL+AR+OL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
327	S+OL+CH+K+AL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|CH|K	Y	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
328	S+OL+CHD+Y	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|CHD	Y	Weiter: wähle den Posten und bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
329	S+OL+D_ADDR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	Y	Weiter: wähle den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
330	S+OL+SH+E	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S|SH	Y	Weiter: wähle den Posten und halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
331	S+OT+AIIN	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	AIIN	Danach: wähle den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
