target_surface	prior_role_axes	reference_surface	reference_axes	reference_gloss_de	outside_occurrences_reader_exact	outside_occurrences_all_readings	reference_occurrences_reader_exact	section_similarity	line_position_similarity	left_axis_context_similarity	right_axis_context_similarity	closure_proximity_similarity	left_exact_whole_similarity	right_exact_whole_similarity	hybrid_distribution_similarity	section_removed_local_similarity	all_reading_hybrid_similarity	expected_axis_overlap	contains_all_prior_axes	same_dimension_rival_overlap	literal_identity_credit	confirmed_lexeme	component_export_credit	reference_rank	reference_rank_percentile	section_removed_rank_percentile	top_five_reference	gdt749_score_id
oty	COLD	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	88	97	5	0.812566	0.447422	0.482343	0.754026	0.862874	0.127737	0.052946	0.553533	0.527401	0.531255	NONE	0	NONE	0	0	0	43	0.076087	0.032609	0	G749-S0594
oty	COLD	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	88	97	19	0.810266	0.400092	0.433521	0.671682	0.905860	0.129374	0.051646	0.529706	0.500333	0.511111	NONE	0	NONE	0	0	0	44	0.054348	0.010870	0	G749-S0595
oty	COLD	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	88	97	1	0.679654	0.833708	0.115079	0.811625	0.928216	0.000000	0.000000	0.528983	0.537726	0.503457	NONE	0	NONE	0	0	0	45	0.032609	0.076087	0	G749-S0596
oty	COLD	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	88	97	1	0.679654	0.833708	0.102428	0.811625	0.928216	0.000000	0.000000	0.526958	0.535195	0.664270	NONE	0	NONE	0	0	0	46	0.010870	0.054348	0	G749-S0597
qochey	DRY|MIDDLE_STAGE	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	3	3	39	0.748588	0.987059	0.946717	0.871966	0.880652	0.000000	0.066631	0.710978	0.743942	0.701764	DRY	0	END_STAGE	0	0	0	1	0.989130	0.989130	1	G749-S0598
qochey	DRY|MIDDLE_STAGE	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	3	3	41	0.794223	0.975170	0.894816	0.840378	0.886608	0.000000	0.064230	0.705319	0.725817	0.712951	NONE	0	MOIST|END_STAGE	0	0	0	2	0.967391	0.923913	1	G749-S0599
qochey	DRY|MIDDLE_STAGE	cheey	DRY|END_STAGE	trocken am Ende des Grades	3	3	137	0.729040	0.973969	0.910502	0.842061	0.843120	0.000000	0.069143	0.690142	0.720845	0.690173	DRY	0	END_STAGE	0	0	0	3	0.945652	0.836957	1	G749-S0600
qochey	DRY|MIDDLE_STAGE	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	3	3	19	0.785529	0.853985	0.853985	0.840246	0.898681	0.000000	0.110895	0.683751	0.700469	0.672762	NONE	0	END_STAGE	0	0	0	4	0.923913	0.684783	1	G749-S0601
qochey	DRY|MIDDLE_STAGE	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	3	3	16	0.743866	1.000000	0.934492	0.837575	0.760648	0.000000	0.000000	0.683582	0.706543	0.691144	DRY|MIDDLE_STAGE	1	NONE	0	0	0	5	0.902174	0.750000	1	G749-S0602
qochey	DRY|MIDDLE_STAGE	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	3	3	8	0.598289	0.934492	0.688722	0.993923	0.954374	0.000000	0.287358	0.681660	0.743038	0.676086	DRY|MIDDLE_STAGE	1	NONE	0	0	0	6	0.880435	0.967391	0	G749-S0603
qochey	DRY|MIDDLE_STAGE	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	3	3	49	0.732710	0.935893	0.839888	0.831676	0.893164	0.000000	0.093008	0.680215	0.709425	0.667647	NONE	0	END_STAGE	0	0	0	7	0.858696	0.793478	0	G749-S0604
qochey	DRY|MIDDLE_STAGE	chl	DRY|PROCESS	trocknen	3	3	24	0.663002	0.978847	1.000000	0.812968	0.819658	0.000000	0.000000	0.677650	0.722295	0.681784	DRY	0	NONE	0	0	0	8	0.836957	0.858696	0	G749-S0605
qochey	DRY|MIDDLE_STAGE	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	3	3	7	0.639345	1.000000	0.924604	0.858210	0.753295	0.000000	0.000000	0.663515	0.707222	0.660613	DRY	0	NONE	0	0	0	9	0.815217	0.771739	0	G749-S0606
qochey	DRY|MIDDLE_STAGE	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	3	3	115	0.609396	0.964313	0.921827	0.813981	0.873583	0.000000	0.029226	0.661651	0.717663	0.661201	DRY	0	BEGIN_STAGE	0	0	0	10	0.793478	0.815217	0	G749-S0607
qochey	DRY|MIDDLE_STAGE	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	3	3	22	0.660209	0.976891	0.875826	0.787576	0.892329	0.000000	0.000000	0.661568	0.706524	0.665363	DRY	0	BEGIN_STAGE|END_STAGE	0	0	0	11	0.771739	0.728261	0	G749-S0608
qochey	DRY|MIDDLE_STAGE	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	3	3	24	0.721515	0.934492	0.751650	0.849711	0.837668	0.000000	0.094361	0.659996	0.684140	0.662390	DRY|MIDDLE_STAGE	1	NONE	0	0	0	12	0.750000	0.619565	0	G749-S0609
qochey	DRY|MIDDLE_STAGE	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	3	3	2	0.540852	1.000000	1.000000	0.809125	0.809125	0.000000	0.000000	0.654726	0.723650	0.608991	NONE	0	END_STAGE	0	0	0	13	0.717391	0.891304	0	G749-S0610
qochey	DRY|MIDDLE_STAGE	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	3	3	1	0.540852	1.000000	1.000000	0.809125	0.809125	0.000000	0.000000	0.654726	0.723650	0.708380	NONE	0	MOIST|END_STAGE	0	0	0	14	0.717391	0.891304	0	G749-S0611
qochey	DRY|MIDDLE_STAGE	sheol	MOIST|MATERIAL	feuchtes Material	3	3	71	0.627490	0.948860	0.859919	0.807451	0.860945	0.000000	0.042518	0.651660	0.699687	0.655373	NONE	0	MOIST	0	0	0	15	0.684783	0.663043	0	G749-S0612
qochey	DRY|MIDDLE_STAGE	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	3	3	5	0.693316	1.000000	0.891968	0.829653	0.632067	0.000000	0.000000	0.649971	0.670738	0.656887	DRY	0	BEGIN_STAGE	0	0	0	16	0.663043	0.467391	0	G749-S0613
qochey	DRY|MIDDLE_STAGE	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	3	3	10	0.468702	0.948101	0.948101	0.851899	0.809125	0.000000	0.168859	0.647418	0.728331	0.619306	NONE	0	END_STAGE	0	0	0	17	0.641304	0.945652	0	G749-S0614
qochey	DRY|MIDDLE_STAGE	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	3	3	2	0.540852	1.000000	0.688722	0.809125	0.809125	0.404563	0.000000	0.645377	0.701851	0.645377	DRY	0	NONE	0	0	0	18	0.619565	0.706522	0	G749-S0615
qochey	DRY|MIDDLE_STAGE	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	3	3	35	0.657567	0.908481	0.821599	0.733982	0.870556	0.000000	0.072102	0.637440	0.674134	0.637523	DRY	0	BEGIN_STAGE	0	0	0	19	0.597826	0.489130	0	G749-S0616
qochey	DRY|MIDDLE_STAGE	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	3	3	41	0.622058	0.880458	0.770414	0.840612	0.855028	0.000000	0.064230	0.632075	0.675725	0.626286	NONE	0	END_STAGE	0	0	0	20	0.576087	0.510870	0	G749-S0617
qochey	DRY|MIDDLE_STAGE	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	3	3	18	0.628665	0.942086	0.809125	0.747100	0.766289	0.000000	0.000000	0.617417	0.652920	0.617417	DRY|MIDDLE_STAGE	1	NONE	0	0	0	21	0.554348	0.402174	0	G749-S0618
qochey	DRY|MIDDLE_STAGE	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	3	3	12	0.516932	1.000000	0.862075	0.781765	0.743307	0.000000	0.000000	0.615598	0.677429	0.657944	MIDDLE_STAGE	0	NONE	0	0	0	22	0.532609	0.576087	0	G749-S0619
qochey	DRY|MIDDLE_STAGE	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	3	3	11	0.559273	1.000000	0.723788	0.866470	0.736838	0.000000	0.000000	0.614716	0.665419	0.610000	DRY	0	END_STAGE	0	0	0	23	0.510870	0.445652	0	G749-S0620
qochey	DRY|MIDDLE_STAGE	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	3	3	6	0.459148	1.000000	0.911194	0.743307	0.809125	0.000000	0.000000	0.613645	0.692725	0.616348	DRY	0	END_STAGE	0	0	0	24	0.489130	0.641304	0	G749-S0621
qochey	DRY|MIDDLE_STAGE	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	3	3	6	0.459148	1.000000	0.911194	0.808309	0.666667	0.000000	0.000000	0.606950	0.677234	0.624237	NONE	0	END_STAGE	0	0	0	25	0.467391	0.554348	0	G749-S0622
qochey	DRY|MIDDLE_STAGE	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	3	3	5	0.540852	1.000000	0.763547	0.856213	0.632067	0.000000	0.000000	0.603180	0.650366	0.614926	NONE	0	NONE	0	0	0	26	0.445652	0.358696	0	G749-S0623
qochey	DRY|MIDDLE_STAGE	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	3	3	11	0.688028	0.788792	0.848040	0.651261	0.774374	0.000000	0.000000	0.596625	0.612493	0.596625	NONE	0	NONE	0	0	0	27	0.423913	0.271739	0	G749-S0624
qochey	DRY|MIDDLE_STAGE	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	3	3	12	0.459148	0.911194	0.957026	0.666667	0.743307	0.000000	0.000000	0.586608	0.655639	0.586608	DRY	0	BEGIN_STAGE	0	0	0	28	0.402174	0.423913	0	G749-S0625
qochey	DRY|MIDDLE_STAGE	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	3	3	6	0.459148	1.000000	0.809125	0.781454	0.666667	0.000000	0.000000	0.586322	0.651449	0.596185	DRY|MIDDLE_STAGE	1	NONE	0	0	0	29	0.380435	0.380435	0	G749-S0626
qochey	DRY|MIDDLE_STAGE	chol	DRY	trocken	3	3	303	0.356890	0.964449	0.804748	0.791072	0.824608	0.000000	0.000000	0.579974	0.676975	0.583905	DRY	0	NONE	0	0	0	30	0.358696	0.532609	0	G749-S0627
qochey	DRY|MIDDLE_STAGE	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	3	3	24	0.483735	0.862075	0.781005	0.753875	0.793516	0.000000	0.000000	0.575482	0.638094	0.578510	MIDDLE_STAGE	0	NONE	0	0	0	31	0.336957	0.315217	0	G749-S0628
qochey	DRY|MIDDLE_STAGE	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	3	3	4	0.287358	1.000000	0.862075	0.718396	0.809125	0.000000	0.000000	0.567442	0.677919	0.572205	MIDDLE_STAGE	0	NONE	0	0	0	32	0.315217	0.597826	0	G749-S0629
qochey	DRY|MIDDLE_STAGE	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	3	3	5	0.438800	0.891968	0.604184	0.732765	0.983471	0.000000	0.000000	0.562403	0.642478	0.610557	NONE	0	END_STAGE	0	0	0	33	0.293478	0.336957	0	G749-S0630
qochey	DRY|MIDDLE_STAGE	alol	MATERIAL	Drogenstoff aus Rohdroge I	3	3	7	0.429514	0.924604	0.839888	0.528801	0.809125	0.000000	0.000000	0.549925	0.620484	0.549925	NONE	0	NONE	0	0	0	34	0.271739	0.293478	0	G749-S0631
qochey	DRY|MIDDLE_STAGE	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	3	3	2	0.404563	0.688722	0.688722	0.809125	0.809125	0.000000	0.000000	0.527859	0.599139	0.573216	DRY|MIDDLE_STAGE	1	NONE	0	0	0	35	0.250000	0.250000	0	G749-S0632
qochey	DRY|MIDDLE_STAGE	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	3	3	2	0.404563	1.000000	1.000000	0.127258	0.809125	0.000000	0.000000	0.518369	0.587277	0.640004	DRY	0	END_STAGE	0	0	0	36	0.228261	0.228261	0	G749-S0633
qochey	DRY|MIDDLE_STAGE	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	3	3	4	0.287358	0.862075	0.688722	0.574716	0.809125	0.000000	0.000000	0.494649	0.586928	0.494649	DRY	0	NONE	0	0	0	37	0.206522	0.206522	0	G749-S0634
qochey	DRY|MIDDLE_STAGE	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	3	3	19	0.717239	0.332684	0.332684	0.799034	0.768643	0.000000	0.000000	0.469989	0.446609	0.462117	MIDDLE_STAGE	0	MOIST	0	0	0	38	0.184783	0.010870	0	G749-S0635
qochey	DRY|MIDDLE_STAGE	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	3	3	5	0.438800	0.390013	0.390013	0.829653	0.983471	0.000000	0.000000	0.463325	0.518630	0.443134	NONE	0	MOIST|END_STAGE	0	0	0	39	0.163043	0.119565	0	G749-S0636
qochey	DRY|MIDDLE_STAGE	chckhd	DRY|PREPARATION|CLOSE|END_STAGE	trockenes Arzneikompositum, abgeschlossen	3	3	2	0.404563	0.688722	0.688722	0.574716	0.574716	0.000000	0.000000	0.462224	0.505375	0.586211	DRY	0	END_STAGE	0	0	0	40	0.141304	0.076087	0	G749-S0637
qochey	DRY|MIDDLE_STAGE	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	3	3	6	0.540852	0.345142	0.911194	0.300803	0.809125	0.000000	0.000000	0.454408	0.473253	0.416314	NONE	0	NONE	0	0	0	41	0.119565	0.054348	0	G749-S0638
qochey	DRY|MIDDLE_STAGE	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	3	3	13	0.219168	0.514660	0.428438	0.797804	0.809125	0.000000	0.000000	0.419473	0.510005	0.452109	DRY|MIDDLE_STAGE	1	NONE	0	0	0	42	0.097826	0.097826	0	G749-S0639
qochey	DRY|MIDDLE_STAGE	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	3	3	2	0.000000	0.688722	0.688722	0.574716	0.809125	0.000000	0.000000	0.409441	0.552257	0.409441	DRY	0	NONE	0	0	0	43	0.076087	0.184783	0	G749-S0640
qochey	DRY|MIDDLE_STAGE	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	3	3	3	0.333333	0.540852	0.809125	0.114787	0.809125	0.000000	0.000000	0.398124	0.454778	0.527822	NONE	0	END_STAGE	0	0	0	44	0.054348	0.032609	0	G749-S0641
qochey	DRY|MIDDLE_STAGE	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	3	3	1	0.000000	1.000000	0.000000	0.809125	0.809125	0.000000	0.000000	0.386555	0.523650	0.358426	DRY	0	NONE	0	0	0	45	0.021739	0.152174	0	G749-S0642
qochey	DRY|MIDDLE_STAGE	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	3	3	1	0.000000	1.000000	0.000000	0.809125	0.809125	0.000000	0.000000	0.386555	0.523650	0.577663	NONE	0	END_STAGE	0	0	0	46	0.021739	0.152174	0	G749-S0643
qokaiin	HOT	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	238	258	115	0.932964	0.944416	0.925727	0.981470	0.986817	0.225776	0.330760	0.816923	0.823340	0.816967	NONE	0	NONE	0	0	0	1	0.989130	0.945652	1	G749-S0644
qokaiin	HOT	sheol	MOIST|MATERIAL	feuchtes Material	238	258	71	0.926842	0.989098	0.972573	0.975934	0.991808	0.169038	0.253337	0.816640	0.828120	0.823646	NONE	0	NONE	0	0	0	2	0.967391	0.967391	1	G749-S0645
qokaiin	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	238	258	137	0.978330	0.969765	0.941177	0.986033	0.990069	0.176126	0.201231	0.815726	0.815144	0.817876	NONE	0	NONE	0	0	0	3	0.945652	0.923913	1	G749-S0646
qokaiin	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	238	258	49	0.981004	0.969517	0.944818	0.951565	0.965932	0.251261	0.189108	0.814694	0.810403	0.836046	HOT	1	NONE	0	0	0	4	0.923913	0.902174	1	G749-S0647
qokaiin	HOT	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	238	258	24	0.947333	0.976121	0.915155	0.932067	0.973877	0.258594	0.062360	0.790162	0.791539	0.795133	HOT	1	NONE	0	0	0	5	0.902174	0.836957	1	G749-S0648
qokaiin	HOT	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	238	258	19	0.915533	0.984034	0.916063	0.967384	0.917469	0.219369	0.158953	0.789832	0.794822	0.813128	HOT	1	NONE	0	0	0	6	0.880435	0.858696	0	G749-S0649
qokaiin	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	238	258	41	0.963251	0.967188	0.953122	0.931900	0.953543	0.116318	0.104906	0.785551	0.783273	0.803787	NONE	0	NONE	0	0	0	7	0.858696	0.771739	0	G749-S0650
qokaiin	HOT	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	238	258	41	0.881813	0.960980	0.930798	0.914371	0.962954	0.323168	0.097277	0.782945	0.795865	0.799393	HOT	1	NONE	0	0	0	8	0.836957	0.880435	0	G749-S0651
qokaiin	HOT	chol	DRY	trocken	238	258	303	0.689025	0.986996	0.947885	0.986633	0.987451	0.272612	0.318552	0.782858	0.840909	0.787486	NONE	0	NONE	0	0	0	9	0.815217	0.989130	0	G749-S0652
qokaiin	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	238	258	39	0.950732	0.942199	0.893288	0.932585	0.955510	0.164929	0.170900	0.781282	0.778299	0.794278	NONE	0	NONE	0	0	0	10	0.793478	0.706522	0	G749-S0653
qokaiin	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	238	258	22	0.927640	0.965903	0.958588	0.936108	0.952855	0.169910	0.053400	0.779898	0.785022	0.783345	HOT	1	NONE	0	0	0	11	0.771739	0.815217	0	G749-S0654
qokaiin	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	238	258	35	0.963333	0.919746	0.873823	0.925598	0.963666	0.104444	0.196033	0.773421	0.766614	0.777668	NONE	0	NONE	0	0	0	12	0.750000	0.684783	0	G749-S0655
qokaiin	HOT	chl	DRY|PROCESS	trocknen	238	258	24	0.923408	0.944995	0.863357	0.951115	0.961380	0.071880	0.146233	0.763373	0.765981	0.763830	NONE	0	NONE	0	0	0	13	0.728261	0.663043	0	G749-S0656
qokaiin	HOT	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	238	258	16	0.845025	0.919901	0.903026	0.921334	0.948248	0.190413	0.221684	0.763086	0.779711	0.787824	NONE	0	NONE	0	0	0	14	0.706522	0.750000	0	G749-S0657
qokaiin	HOT	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	238	258	18	0.822075	0.976495	0.938024	0.897338	0.952180	0.200040	0.056445	0.754222	0.778456	0.755073	NONE	0	COLD	0	0	0	15	0.684783	0.728261	0	G749-S0658
qokaiin	HOT	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	238	258	24	0.784769	0.972451	0.930859	0.914230	0.946737	0.161166	0.151230	0.752608	0.784095	0.756456	NONE	0	COLD	0	0	0	16	0.663043	0.793478	0	G749-S0659
qokaiin	HOT	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	238	258	11	0.884082	0.814481	0.945543	0.796749	0.941547	0.160763	0.193555	0.734317	0.735096	0.731931	NONE	0	NONE	0	0	0	17	0.641304	0.576087	0	G749-S0660
qokaiin	HOT	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	238	258	12	0.813014	0.921333	0.909420	0.877391	0.934468	0.064850	0.107270	0.725254	0.745735	0.722416	NONE	0	COLD	0	0	0	18	0.619565	0.619565	0	G749-S0661
qokaiin	HOT	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	238	258	12	0.841276	0.919901	0.862146	0.874700	0.899879	0.171675	0.024321	0.720920	0.730925	0.730433	NONE	0	NONE	0	0	0	19	0.597826	0.554348	0	G749-S0662
qokaiin	HOT	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	238	258	10	0.709873	0.976304	0.923745	0.897950	0.940815	0.127877	0.046723	0.720012	0.765223	0.749341	HOT	1	NONE	0	0	0	20	0.576087	0.641304	0	G749-S0663
qokaiin	HOT	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	238	258	7	0.910280	0.919901	0.841368	0.862825	0.871670	0.041289	0.085393	0.719180	0.711821	0.726761	HOT	1	NONE	0	0	0	21	0.554348	0.380435	0	G749-S0664
qokaiin	HOT	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	238	258	5	0.936803	0.919901	0.860047	0.879148	0.822822	0.025401	0.025401	0.716635	0.701464	0.722724	NONE	0	COLD	0	0	0	22	0.532609	0.336957	0	G749-S0665
qokaiin	HOT	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	238	258	8	0.749100	0.976121	0.832719	0.830556	0.929773	0.234644	0.073221	0.714483	0.744620	0.715974	NONE	0	NONE	0	0	0	23	0.510870	0.597826	0	G749-S0666
qokaiin	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	238	258	7	0.811542	0.928779	0.821842	0.802580	0.940815	0.041289	0.099264	0.697774	0.712859	0.694322	NONE	0	NONE	0	0	0	24	0.489130	0.402174	0	G749-S0667
qokaiin	HOT	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	238	258	6	0.744638	0.919901	0.841557	0.849541	0.940815	0.028448	0.000000	0.682430	0.713208	0.713590	NONE	0	NONE	0	0	0	25	0.467391	0.423913	0	G749-S0668
qokaiin	HOT	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	238	258	5	0.720087	0.965530	0.775706	0.848286	0.898623	0.156451	0.000000	0.681821	0.713274	0.714019	NONE	0	NONE	0	0	0	26	0.445652	0.445652	0	G749-S0669
qokaiin	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	238	258	11	0.689620	0.919901	0.790298	0.907385	0.892915	0.012418	0.112896	0.676419	0.714631	0.680876	NONE	0	NONE	0	0	0	27	0.423913	0.467391	0	G749-S0670
qokaiin	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	238	258	6	0.745394	0.919901	0.819790	0.846748	0.859718	0.028448	0.028448	0.671765	0.694921	0.688192	HOT	1	NONE	0	0	0	28	0.402174	0.293478	0	G749-S0671
qokaiin	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	238	258	2	0.668431	0.919901	0.863357	0.865916	0.940815	0.000000	0.000000	0.670452	0.717998	0.725091	HOT	1	NONE	0	0	0	29	0.369565	0.521739	0	G749-S0672
qokaiin	HOT	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	238	258	1	0.668431	0.919901	0.863357	0.865916	0.940815	0.000000	0.000000	0.670452	0.717998	0.710644	NONE	0	NONE	0	0	0	30	0.369565	0.521739	0	G749-S0673
qokaiin	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	238	258	6	0.664135	0.919901	0.845060	0.900497	0.813987	0.038545	0.054753	0.666308	0.705219	0.683945	HOT	1	NONE	0	0	0	31	0.336957	0.358696	0	G749-S0674
qokaiin	HOT	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	238	258	2	0.616960	0.842923	0.809066	0.865916	0.940815	0.201448	0.042672	0.663567	0.716156	0.731885	NONE	0	NONE	0	0	0	32	0.315217	0.489130	0	G749-S0675
qokaiin	HOT	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	238	258	5	0.668431	0.919901	0.849700	0.826126	0.822822	0.025401	0.075142	0.657795	0.693764	0.669207	NONE	0	COLD	0	0	0	33	0.293478	0.271739	0	G749-S0676
qokaiin	HOT	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	238	258	2	0.668431	0.919901	0.698214	0.865916	0.940815	0.017528	0.000000	0.645782	0.686722	0.647433	NONE	0	NONE	0	0	0	34	0.271739	0.250000	0	G749-S0677
qokaiin	HOT	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	238	258	4	0.608742	0.919901	0.845281	0.739261	0.940815	0.086776	0.000000	0.644035	0.697729	0.645288	NONE	0	COLD	0	0	0	35	0.250000	0.315217	0	G749-S0678
qokaiin	HOT	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	238	258	4	0.608742	0.889696	0.746723	0.767639	0.940815	0.015440	0.119256	0.632765	0.682444	0.629963	NONE	0	COLD	0	0	0	36	0.228261	0.228261	0	G749-S0679
qokaiin	HOT	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	238	258	19	0.855677	0.553479	0.540916	0.828675	0.925919	0.238035	0.101023	0.623843	0.603703	0.613034	NONE	0	NONE	0	0	0	37	0.206522	0.141304	0	G749-S0680
qokaiin	HOT	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	238	258	5	0.749581	0.602980	0.587417	0.856173	0.898623	0.234378	0.040171	0.612657	0.616494	0.603409	NONE	0	NONE	0	0	0	38	0.184783	0.163043	0	G749-S0681
qokaiin	HOT	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	238	258	13	0.546316	0.707385	0.662895	0.832686	0.940815	0.262300	0.000000	0.600866	0.654986	0.615646	NONE	0	NONE	0	0	0	39	0.163043	0.206522	0	G749-S0682
