physical_page	source_page	locus	register	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	current_complete_reading_de
f69v	f69v	f69v.3	ZODIAC	RING_TEXT	drei getrennte heterogene Himmelsraeder	29	doair · otaldal · dair · chdy · otoar · ar · chy · qoteor · cho · qotair · chda · oteeal · cheor · ar · air · oteody · ytyd · a · dchy · otoly · okeodal · oteoarar · cheteeser · dair · chey · okody · dal · oteey · oteey	D_ADDR+O+AIR | OT+AL+AL | D_ADDR+AIR | CHD+Y | OT+O+AR | AR | Y | OT+E+OR | HO | OT+AIR | CHD+A_ADDR | OT+EE+AL | CHEO+R | AR | AIR | OT+E+O+Y | Y+T+Y+D_LABEL | A_ADDR | D_ADDR+Y | OT+OL+Y | OK+E+O+AL | OT+E+O+AR+AR | CH+E+T+EE+S_ADDR+E+R | D_ADDR+AIR | Y | OK+O+Y | AL | OT+EE+Y | OT+EE+Y	29	drei getrennte heterogene Himmelsraeder: Unterplatz, Reihe aufrufen, Ringlauf. drei getrennte heterogene Himmelsraeder: nächster Platz, Zielplatz. drei getrennte heterogene Himmelsraeder: Unterplatz, Ringlauf. drei getrennte heterogene Himmelsraeder: zum nächsten Platz wechseln, dieser Platz. drei getrennte heterogene Himmelsraeder: nächster Platz, Reihe aufrufen, Quell- oder Bezugsstelle. drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle. drei getrennte heterogene Himmelsraeder: dieser Platz. drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Eintragsklasse. drei getrennte heterogene Himmelsraeder: Teil. drei getrennte heterogene Himmelsraeder: nächster Platz, Ringlauf. drei getrennte heterogene Himmelsraeder: zum nächsten Platz wechseln, lokale Adresse. drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, Zielplatz. drei getrennte heterogene Himmelsraeder: lokaler Eintrag, Zustandsmarke. drei getrennte heterogene Himmelsraeder: Quell- oder Bezugsstelle. drei getrennte heterogene Himmelsraeder: Ringlauf. drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, dieser Platz, d-Zeichen. drei getrennte heterogene Himmelsraeder: lokale Adresse. drei getrennte heterogene Himmelsraeder: Unterplatz, dieser Platz. drei getrennte heterogene Himmelsraeder: nächster Platz, gleiche Reihe weiter, dieser Platz. drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz. drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Reihe aufrufen, Quell- oder Bezugsstelle. drei getrennte heterogene Himmelsraeder: Klassenkennung, erster Grad, Platz einstellen, zweiter Grad, Sternbezug, erster Grad, Zustandsmarke. drei getrennte heterogene Himmelsraeder: Unterplatz, Ringlauf. drei getrennte heterogene Himmelsraeder: dieser Platz. drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, dieser Platz. drei getrennte heterogene Himmelsraeder: Zielplatz. drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz. drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz.
f69v	f69v	f69v.4	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeey · sar	OK+EE+Y | S+AR	2	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, dieser Platz. drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle.
f69v	f69v	f69v.5	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeo · dy	OK+E+O | Y	2	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen. drei getrennte heterogene Himmelsraeder: dieser Platz.
f69v	f69v	f69v.6	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ochoyk	O+CH+O+Y+K	1	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Klassenkennung, Reihe aufrufen, dieser Platz, Wert zuordnen.
f69v	f69v	f69v.7	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeey	Y+K+EE+Y	1	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.
f69v	f69v	f69v.8	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ytory	Y+T+OR+Y	1	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, Eintragsklasse, dieser Platz.
f69v	f69v	f69v.9	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oeesy	O+EE+S+Y	1	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, zweiter Grad, Klasse wählen, dieser Platz.
f69v	f69v	f69v.10	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ytody	Y+T+O+DY	1	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, Eintrag schließen.
f69v	f69v	f69v.11	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okody	OK+O+Y	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, dieser Platz.
f69v	f69v	f69v.12	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	otody	OT+O+DY	1	drei getrennte heterogene Himmelsraeder: nächster Platz, Reihe aufrufen, Eintrag schließen.
f69v	f69v	f69v.13	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeal	OK+E+AL	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Zielplatz.
f69v	f69v	f69v.14	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	OK+E+O+D_ADDR	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.
f69v	f69v	f69v.15	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oteeys	OT+EE+Y+S	1	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz, Klasse wählen.
f69v	f69v	f69v.16	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	oteol	OT+E+OL	1	drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, gleiche Reihe weiter.
f69v	f69v	f69v.17	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeydy	Y+K+E+Y+DY	1	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, dieser Platz, Eintrag schließen.
f69v	f69v	f69v.18	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	OK+E+O+D_ADDR	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.
f69v	f69v	f69v.19	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	saral	S+AR+AL	1	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle, Zielplatz.
f69v	f69v	f69v.20	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	saiir	S+AIIN+R	1	drei getrennte heterogene Himmelsraeder: Klasse wählen, verzeichneter Sollwert, Zustandsmarke.
f69v	f69v	f69v.21	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okolar	OK+OL+AR	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, gleiche Reihe weiter, Quell- oder Bezugsstelle.
f69v	f69v	f69v.22	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	ykeody	Y+K+E+O+DY	1	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.
f69v	f69v	f69v.23	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	sarydy	S+AR+Y+D_ADDR+Y	1	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle, dieser Platz, Unterplatz, dieser Platz.
f69v	f69v	f69v.24	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	otchy	OT+CH+Y	1	drei getrennte heterogene Himmelsraeder: nächster Platz, Klassenkennung, dieser Platz.
f69v	f69v	f69v.25	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okeey · dy	OK+EE+Y | Y	2	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, dieser Platz. drei getrennte heterogene Himmelsraeder: dieser Platz.
f69v	f69v	f69v.26	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	okey · d	OK+E+Y | D_ADDR	2	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, dieser Platz. drei getrennte heterogene Himmelsraeder: Unterplatz.
f69v	f69v	f69v.27	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeod	OK+E+O+D_ADDR	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.
f69v	f69v	f69v.28	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okodchy	OK+O+D_ADDR+CH+Y	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, Unterplatz, Klassenkennung, dieser Platz.
f69v	f69v	f69v.29	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okeody	OK+E+O+D_ADDR+Y	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz, dieser Platz.
f69v	f69v	f69v.30	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	1	okcheys	OK+CH+E+Y+S	1	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Klassenkennung, erster Grad, dieser Platz, Klasse wählen.
f69v	f69v	f69v.31	ZODIAC	DIAGRAM_TEXT	drei getrennte heterogene Himmelsraeder	2	oar · alys	O+AR | AL+Y+S	2	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Quell- oder Bezugsstelle. drei getrennte heterogene Himmelsraeder: Zielplatz, dieser Platz, Klasse wählen.
f70v	f70v1	f70v1.1	ZODIAC	RING_TEXT	Widderrad mit Stern tragenden Figuren	38	dalalody · oteoshey · okoksheo · shokey · raiin · otor · ochy · s · air · cheody · cheey · oteo · chy · daiir · chcthy · dlal · oteodaiin · ykeody · oteody · sheo · daiin · oteedy · chetalchs · zar · shoteeody · okeeo · dal · cheody · okchoteees · oteeody · cheokeo · otaiin · shes · to · ar · oly · daly · sheal	AL+AL+O+DY | OT+E+O+SH+E+Y | OK+OK+SH+E+O | SH+OK+E+Y | R+AIIN | OT+OR | O+Y | S | AIR | CHEO+Y | SH+EE+Y | OT+E+O | Y | DA+IIN+R | CH+CTH+Y | D_ADDR+L+AL | OT+E+O+AIIN | Y+K+E+O+DY | OT+E+O+Y | SH+E+O | AIIN | OT+EE+DY | CH+E+T+AL+CH+S_ADDR | Z_ADDR+AR | SH+O+T+EE+O+DY | OK+EE+O | AL | CHEO+Y | OK+CH+OT+EEE+S_ADDR | OT+EE+O+DY | CH+E+OK+E+O | OT+AIIN | SH+E+S_ADDR | T+O | AR | OL+Y | AL+Y | SH+E+AL	38	Widderrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Bezug halten, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Bezug halten, Platz aktivieren, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Zustandsmarke, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: nächster Platz, Eintragsklasse. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, dieser Platz. Widderrad mit Stern tragenden Figuren: Klasse wählen. Widderrad mit Stern tragenden Figuren: Ringlauf. Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: dieser Platz. Widderrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke. Widderrad mit Stern tragenden Figuren: Klassenkennung, Bereitschaftsklasse, dieser Platz. Widderrad mit Stern tragenden Figuren: Unterplatz, Verbindung, Zielplatz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz einstellen, Zielplatz, Klassenkennung, Sternbezug. Widderrad mit Stern tragenden Figuren: z-Stelle, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Bezug halten, Reihe aufrufen, Platz einstellen, zweiter Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Zielplatz. Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, Klassenkennung, nächster Platz, voller Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, dieser Platz. Widderrad mit Stern tragenden Figuren: Zielplatz, dieser Platz. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Zielplatz.
f70v	f70v1	f70v1.2	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	4	otalchy · tar · am · dy	OT+AL+Y | T+AR | AM_ADDR | Y	4	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz einstellen, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Innenplatz. Widderrad mit Stern tragenden Figuren: dieser Platz.
f70v	f70v1	f70v1.3	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	2	opchey · sal	O+P+Y | S+AL	2	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz. Widderrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.
f70v	f70v1	f70v1.4	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	1	Widderrad mit Stern tragenden Figuren: nächster Platz, lokale Adresse, Wert zuordnen, Einheit, z-Stelle, Zusatzklasse.
f70v	f70v1	f70v1.5	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	okalal	OK+AL+AL	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.
f70v	f70v1	f70v1.6	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	otaly	OT+AL+Y	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
f70v	f70v1	f70v1.7	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	oalcheg	O+AL+CH+E+G_LABEL	1	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.
f70v	f70v1	f70v1.8	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	otchodals	OT+CH+O+AL+S_ADDR	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.
f70v	f70v1	f70v1.9	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	okolshy	OK+OL+SH+Y	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.
f70v	f70v1	f70v1.10	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	otshshdy	OT+SH+SH+DY	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.
f70v	f70v1	f70v1.11	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	2	otal · ypsharal	OT+AL | Y+P+SH+AR+AL	2	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.
f70v	f70v1	f70v1.12	ZODIAC	RING_TEXT	Widderrad mit Stern tragenden Figuren	23	daiin · okey · otodal · cheokeeo · okeodal · shol · olaiin · saiin · sheo · qokeeol · otchykey · chekeal · oteosaiin · chekey · okeolol · chees · oeey · opotey · dal · al · s · otecheo · dal	AIIN | OK+E+Y | OT+O+AL | CH+E+OK+EE+O | OK+E+O+AL | SH+OL | OL+AIIN | S+AIIN | SH+E+O | OK+EE+OL | OT+Y+K+E+Y | CHK+E+AL | OT+E+O+S_ADDR+AIIN | CHK+E+Y | OK+E+OL+OL | SH+EE+S_ADDR | O+EE+Y | O+P+O+T+E+Y | AL | AL | S | OT+E+CHEO | AL	23	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz. Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz. Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: Klasse wählen, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Sollwert. Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter. Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: Zielplatz. Widderrad mit Stern tragenden Figuren: Zielplatz. Widderrad mit Stern tragenden Figuren: Klasse wählen. Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag. Widderrad mit Stern tragenden Figuren: Zielplatz.
f70v	f70v1	f70v1.13	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	okoly	OK+OL+Y	1	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.
f70v	f70v1	f70v1.14	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	1	otalaiin	OT+AL+AIIN	1	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Sollwert.
f70v	f70v1	f70v1.15	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	3	oteo · alals · araly	OT+E+O | AL+AL+S_ADDR | AR+AL+Y	3	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen. Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.
f70v	f70v1	f70v1.16	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	3	oteoeey · otal · okealar	OT+E+O+EE+Y | OT+AL | OK+E+AL+AR	3	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz. Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.
f70v	f70v1	f70v1.17	ZODIAC	LABEL	Widderrad mit Stern tragenden Figuren	2	otear · araydy	OT+E+AR | AR+A_ADDR+Y+DY	2	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle. Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.
f70v	f70v2	f70v2.1	ZODIAC	RING_TEXT	Fischrad mit Stern tragenden Figuren	42	okcheo · dar · otey · ykeey · tchy · otsheo · oteotey · shey · shecth · opcheoldair · dateey · sal · ody · choteey · choeteedy · oteoteotsho · yteos · alain · sheodaly · o · aiin · cholkal · chokear · oteody · cholaiin · oteeoal · al · sheeos · okey · chol · dy · otees · cho · s · olar · otoaiin · oteeody · sos · todaiin · chokain · otalal · oteeam	OK+CHEO | D_ADDR+AR | OT+E+Y | Y+K+EE+Y | T+Y | OT+SH+E+O | OT+E+O+T+E+Y | SH+E+Y | SH+E+CTH | O+P+CH+E+OL+D_ADDR+AIR | DA+T+EE+Y | S+AL | O+DY | CH+OT+EE+Y | HO+E+T+EE+DY | OT+E+O+T+E+O+T+SH+O | Y+T+E+O+S_ADDR | AL+AIN | SH+E+O+AL+Y | O | AIIN | OL+K+AL | OK+E+AR | OT+E+O+Y | OL+AIIN | OT+EE+O+AL | AL | SH+EE+O+S_ADDR | OK+E+Y | OL | Y | OT+EE+S_ADDR | HO | S | OL+AR | OT+O+AIIN | OT+EE+O+DY | S_ADDR+O+S_ADDR | T+O+AIIN | OK+AIN | OT+AL+AL | OT+EE+AM_ADDR	42	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag. Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Platz einstellen, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Bereitschaftsklasse. Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf. Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz einstellen, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen. Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Teil, erster Grad, Platz einstellen, zweiter Grad, Eintrag schließen. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, Reihe aufrufen, Platz einstellen, Bezug halten, Reihe aufrufen. Fischrad mit Stern tragenden Figuren: dieser Platz, Platz einstellen, erster Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit. Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen. Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz. Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz. Fischrad mit Stern tragenden Figuren: Zielplatz. Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter. Fischrad mit Stern tragenden Figuren: dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug. Fischrad mit Stern tragenden Figuren: Teil. Fischrad mit Stern tragenden Figuren: Klasse wählen. Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Sollwert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen. Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen, verzeichneter Sollwert. Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit. Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.
f70v	f70v2	f70v2.2	ZODIAC	LABEL	Fischrad mit Stern tragenden Figuren	1	otalalg	OT+AL+AL+G_LABEL	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.
f70v	f70v2	f70v2.3	ZODIAC	LABEL	Fischrad mit Stern tragenden Figuren	1	ykary	Y+K+AR+Y	1	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.
f70v	f70v2	f70v2.4	ZODIAC	LABEL	Fischrad mit Stern tragenden Figuren	1	otar	OT+AR	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
f70v	f70v2	f70v2.5	ZODIAC	LABEL	Fischrad mit Stern tragenden Figuren	1	oty	OT+Y	1	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
