dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D1292	yetey	Y+E+T+E+Y	DIESER POSTEN + KURZ + EINSTELLEN + KURZ + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0093	chear	CH+E+AR	ENTNEHMEN + KURZ + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1335	ykey	Y+K+E+Y	DIESER POSTEN + ZUGEBEN + KURZ + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0060	ch	CH	ENTNEHMEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0676	ol	OL	FORTSETZEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1323	ykeeody	Y+K+EE+O+Y	DIESER POSTEN + ZUGEBEN + LAENGER + AUSFUEHREN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0541	ody	O+DY	AUSFUEHREN + SCHLUSS	2	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0014	airchy	AIR+Y	LAUF + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0214	choky	OK+Y	ANSETZEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1281	ychey	Y+Y	DIESER POSTEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0360	doair	D_ADDR+O+AIR	TEILSTELLE + AUSFUEHREN + LAUF	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0775	otaldal	OT+AL+AL	DANACH/NAECHSTER + ZIELSTELLE + ZIELSTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0088	chdy	CHD+Y	UMSETZEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0840	otoar	OT+O+AR	DANACH/NAECHSTER + AUSFUEHREN + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0251	chy	Y	DIESER POSTEN	2	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1024	qoteor	OT+E+OR	DANACH/NAECHSTER + KURZ + ANSATZ	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0185	cho	HO	TEIL	2	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1008	qotair	OT+AIR	DANACH/NAECHSTER + LAUF	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0084	chda	CHD+A_ADDR	UMSETZEN + LOKALE ADRESSE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0808	oteeal	OT+EE+AL	DANACH/NAECHSTER + LAENGER + ZIELSTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0154	cheor	CHEO+R	AUSZUG/EINTRAG + KENNZEICHNEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0013	air	AIR	LAUF	2	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0827	oteody	OT+E+O+Y	DANACH/NAECHSTER + KURZ + AUSFUEHREN + DIESER POSTEN	4	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1383	ytyd	Y+T+Y+D_LABEL	DIESER POSTEN + EINSTELLEN + DIESER POSTEN + D-ZEICHEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0001	a	A_ADDR	LOKALE ADRESSE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0351	dchy	D_ADDR+Y	TEILSTELLE + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0855	otoly	OT+OL+Y	DANACH/NAECHSTER + FORTSETZEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0633	okeodal	OK+E+O+AL	ANSETZEN + KURZ + AUSFUEHREN + ZIELSTELLE	2	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0825	oteoarar	OT+E+O+AR+AR	DANACH/NAECHSTER + KURZ + AUSFUEHREN + ENTNAHMESTELLE + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0163	cheteeser	CH+E+T+EE+S_ADDR+E+R	ENTNEHMEN + KURZ + EINSTELLEN + LAENGER + STERN-/S-STELLE + KURZ + KENNZEICHNEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0650	okody	OK+O+Y	ANSETZEN + AUSFUEHREN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0820	oteey	OT+EE+Y	DANACH/NAECHSTER + LAENGER + DIESER POSTEN	5	f69v,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0626	okeey	OK+EE+Y	ANSETZEN + LAENGER + DIESER POSTEN	2	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1094	sar	S+AR	WAEHLEN + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0629	okeo	OK+E+O	ANSETZEN + KURZ + AUSFUEHREN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0391	dy	Y	DIESER POSTEN	2	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0517	ochoyk	O+CH+O+Y+K	AUSFUEHREN + ENTNEHMEN + AUSFUEHREN + DIESER POSTEN + ZUGEBEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1328	ykeey	Y+K+EE+Y	DIESER POSTEN + ZUGEBEN + LAENGER + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1380	ytory	Y+T+OR+Y	DIESER POSTEN + EINSTELLEN + ANSATZ + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0548	oeesy	O+EE+S+Y	AUSFUEHREN + LAENGER + WAEHLEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1374	ytody	Y+T+O+DY	DIESER POSTEN + EINSTELLEN + AUSFUEHREN + SCHLUSS	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0648	okody	OK+O+Y	ANSETZEN + AUSFUEHREN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0844	otody	OT+O+DY	DANACH/NAECHSTER + AUSFUEHREN + SCHLUSS	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0606	okeal	OK+E+AL	ANSETZEN + KURZ + ZIELSTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0631	okeod	OK+E+O+D_ADDR	ANSETZEN + KURZ + AUSFUEHREN + TEILSTELLE	3	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0821	oteeys	OT+EE+Y+S	DANACH/NAECHSTER + LAENGER + DIESER POSTEN + WAEHLEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0829	oteol	OT+E+OL	DANACH/NAECHSTER + KURZ + FORTSETZEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1336	ykeydy	Y+K+E+Y+DY	DIESER POSTEN + ZUGEBEN + KURZ + DIESER POSTEN + SCHLUSS	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1096	saral	S+AR+AL	WAEHLEN + ENTNAHMESTELLE + ZIELSTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1069	saiir	S+AIIN+R	WAEHLEN + SOLLMASS + KENNZEICHNEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0657	okolar	OK+OL+AR	ANSETZEN + FORTSETZEN + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1330	ykeody	Y+K+E+O+DY	DIESER POSTEN + ZUGEBEN + KURZ + AUSFUEHREN + SCHLUSS	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1099	sarydy	S+AR+Y+D_ADDR+Y	WAEHLEN + ENTNAHMESTELLE + DIESER POSTEN + TEILSTELLE + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0803	otchy	OT+CH+Y	DANACH/NAECHSTER + ENTNEHMEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0641	okey	OK+E+Y	ANSETZEN + KURZ + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0281	d	D_ADDR	TEILSTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0647	okodchy	OK+O+D_ADDR+CH+Y	ANSETZEN + AUSFUEHREN + TEILSTELLE + ENTNEHMEN + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0635	okeody	OK+E+O+D_ADDR+Y	ANSETZEN + KURZ + AUSFUEHREN + TEILSTELLE + DIESER POSTEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0599	okcheys	OK+CH+E+Y+S	ANSETZEN + ENTNEHMEN + KURZ + DIESER POSTEN + WAEHLEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0513	oar	O+AR	AUSFUEHREN + ENTNAHMESTELLE	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0031	alys	AL+Y+S	ZIELSTELLE + DIESER POSTEN + WAEHLEN	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0314	dalalody	AL+AL+O+DY	ZIELSTELLE + ZIELSTELLE + AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0834	oteoshey	OT+E+O+SH+E+Y	DANACH/NAECHSTER + KURZ + AUSFUEHREN + HALTEN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0653	okoksheo	OK+OK+SH+E+O	ANSETZEN + ANSETZEN + HALTEN + KURZ + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1174	shokey	SH+OK+E+Y	HALTEN + ANSETZEN + KURZ + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1037	raiin	R+AIIN	KENNZEICHNEN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0861	otor	OT+OR	DANACH/NAECHSTER + ANSATZ	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0518	ochy	O+Y	AUSFUEHREN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1063	s	S	WAEHLEN	3	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0823	oteo	OT+E+O	DANACH/NAECHSTER + KURZ + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0295	daiir	DA+IIN+R	ZWEITE STUFE + STUFE + KENNZEICHNEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0083	chcthy	CH+CTH+Y	ENTNEHMEN + BEREITSTELLEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0358	dlal	D_ADDR+L+AL	TEILSTELLE + LEITEN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0826	oteodaiin	OT+E+O+AIIN	DANACH/NAECHSTER + KURZ + AUSFUEHREN + SOLLMASS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1332	ykeody	Y+K+E+O+DY	DIESER POSTEN + ZUGEBEN + KURZ + AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1149	sheo	SH+E+O	HALTEN + KURZ + AUSFUEHREN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0293	daiin	AIIN	SOLLMASS	3	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0812	oteedy	OT+EE+DY	DANACH/NAECHSTER + LAENGER + SCHLUSS	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0160	chetalchs	CH+E+T+AL+CH+S_ADDR	ENTNEHMEN + KURZ + EINSTELLEN + ZIELSTELLE + ENTNEHMEN + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1384	zar	Z_ADDR+AR	Z-STELLE + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1181	shoteeody	SH+O+T+EE+O+DY	HALTEN + AUSFUEHREN + EINSTELLEN + LAENGER + AUSFUEHREN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0616	okeeo	OK+EE+O	ANSETZEN + LAENGER + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0603	okchoteees	OK+CH+OT+EEE+S_ADDR	ANSETZEN + ENTNEHMEN + DANACH/NAECHSTER + VOLLSTAENDIG + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0816	oteeody	OT+EE+O+DY	DANACH/NAECHSTER + LAENGER + AUSFUEHREN + SCHLUSS	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0144	cheokeo	CH+E+OK+E+O	ENTNEHMEN + KURZ + ANSETZEN + KURZ + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0759	otaiin	OT+AIIN	DANACH/NAECHSTER + SOLLMASS	3	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1159	shes	SH+E+S_ADDR	HALTEN + KURZ + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1260	to	T+O	EINSTELLEN + AUSFUEHREN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0721	oly	OL+Y	FORTSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0319	daly	AL+Y	ZIELSTELLE + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1119	sheal	SH+E+AL	HALTEN + KURZ + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0773	otalchy	OT+AL+Y	DANACH/NAECHSTER + ZIELSTELLE + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1241	tar	T+AR	EINSTELLEN + ENTNAHMESTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0726	opchey	O+P+Y	AUSFUEHREN + EINSETZEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1076	sal	S+AL	WAEHLEN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0763	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	DANACH/NAECHSTER + LOKALE ADRESSE + ZUGEBEN + PORTION + Z-STELLE + ZUSATZ	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0581	okalal	OK+AL+AL	ANSETZEN + ZIELSTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0780	otaly	OT+AL+Y	DANACH/NAECHSTER + ZIELSTELLE + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0512	oalcheg	O+AL+CH+E+G_LABEL	AUSFUEHREN + ZIELSTELLE + ENTNEHMEN + KURZ + G-ZEICHEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0797	otchodals	OT+CH+O+AL+S_ADDR	DANACH/NAECHSTER + ENTNEHMEN + AUSFUEHREN + ZIELSTELLE + STERN-/S-STELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0661	okolshy	OK+OL+SH+Y	ANSETZEN + FORTSETZEN + HALTEN + DIESER POSTEN	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0866	otshshdy	OT+SH+SH+DY	DANACH/NAECHSTER + HALTEN + HALTEN + SCHLUSS	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0766	otal	OT+AL	DANACH/NAECHSTER + ZIELSTELLE	3	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1349	ypsharal	Y+P+SH+AR+AL	DIESER POSTEN + EINSETZEN + HALTEN + ENTNAHMESTELLE + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0643	okey	OK+E+Y	ANSETZEN + KURZ + DIESER POSTEN	2	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0842	otodal	OT+O+AL	DANACH/NAECHSTER + AUSFUEHREN + ZIELSTELLE	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
