page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f90r2	q15	This is a herbal page. For general information about herbal pages see here .	A very large plant drawing filling most of the page. A complicated root system painted light brown, with bulbs and rejoining branches. The branches of the plant start from a bulb with rows of dots. There are many small green leaves, and six green flower bulbs on a single stalk. || This plant shows some similarity with plant fragment #11 on f88r . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flat-topped root α: unnatural connections	This page has 6 text items (loci), as follows: 6 lines of standard text in paragraphs. || The text is in a single paragraph in the middle of the page. The first five lines are cut by the plant drawing. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f90r2	ThP: wermuth, absinthium, artemisium.	>>Link to 2014 scan (Beinecke digital library) , showing pages 89v1, 90r1 and 90r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 89v1, 90r1 and 90r2 from left to right.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q15/index.html#f90r2	0
f90v1	q15	This is a herbal page. For general information about herbal pages see here .	A very large plant drawing filling most of the page. The roots are drawn like an animal with claws. There are three branches with triangular leaves, and the central one again splits into three with a cross-shaped flower at the end of each. The flowers and the end of the stems are painted blue. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in two paragraphs, one near the top of the page and one near the bottom. Both are cut by the drawing. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f90v1	ThP: not löwenklau? spondylium?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q15/index.html#f90v1	0
f90v2	q15	This is a herbal page. For general information about herbal pages see here . It has the folio nr (90) in the upper right corner.	A large, simple and realistic looking plant drawing. Brown roots, very many tiny green leaves and three open flowers. || This plant shows some similarity with plant fragment #136 on f100v . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flower(s) seen from the side	This page has 8 text items (loci), as follows: 8 lines of standard text in paragraphs. || The text is in two paragraphs, located near the bottom of the page. All lines are cut by the plant drawing. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f90v2	ThP: Xeranthium? leaves of osmunda regalis.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q15/index.html#f90v2	0
f93r	q17	This is a herbal page. For general information about herbal pages see here . It has the folio nr (93) in the upper right corner.	Drawing of a single plant. It has simple roots with some red paint, a single vertical stem with cresent leaves arranged symmetrically, and a single 'pod' painted light brown with many dots arranged in radii from the centre. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 32 text items (loci), as follows: 32 lines of standard text in paragraphs; || The text is arranged in a single paragraph. All lines end at the plant drawing, and many are short. The text fills almost all space not occupied by the drawing. || Currier language: A RZ language: A (page) / A (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f93r	O'Neill: sunflower (helianthus). ThP: (like coxcomb?).	This is the famous 'sunflower' mentioned in a publication by O'Neill. This has been used as evidence that the MS should date from after Columbus' second trip to America, when Sunflowers were first seen in Europe. This identification is not generally accepted.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f93r	0
f93v	q17	This is a herbal page. For general information about herbal pages see here .	Large plant drawing on the right hand side of the page. Root with large brown bulbs. Single vertical stem. Six leaves arranged symmetrically with large 'fingers'. No flowers, but three sets of 8 red currants. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: stalk connects to leaf centre α: flat-topped root α: berries that have no added circles	This page has 10 text items (loci), as follows: 10 lines of standard text in paragraphs; || The text is in a single paragraph, at the top of the page. The text carefully avoids the drawing. || Currier language: A RZ language: A (page) / A (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f93v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || TBW	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_AVOIDS_GRAPHIC	https://www.voynich.nu/q17/index.html#f93v	0
f94r	q17	This is a herbal page. For general information about herbal pages see here . It has the folio nr (94) in the upper right corner.	A plant drawing with brown roots with 'thorns', and four stems with small leaves that appear to have different colours on the two sides of each leaf. At the top there are six small buds in dark blue with faded yellow. || Herbal drawing characterisation (Gheuens/Rapaport): β: leaves parallel and fused together on one stalk (tentative)	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs, of which one is centred. || There text is in a single paragraph at the top of the page. The last line of only two words is more or less centred. || Currier language: B RZ language: C (page) / B (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f94r	ThP: botriculum, (lunaria? mondfarn?)	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || TBW	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f94r	0
f94v	q17	This is a herbal page. For general information about herbal pages see here .	Plant drawing with roots including large tubers painted in two shades of brown, and with a single small hole in the side of each. There are many simple pointed leaves radiating out in several shades of green. A single stem going up ends in a green bulb and a small flower with blue/green painting. || This plant shows some similarity with plant fragment #22 on f88v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	This page has 12 text items (loci), as follows: 12 lines of standard text in paragraphs; || The text is organised in three paragraphs, at the top of the page. All lines are interrupted by the top of the plant drawing. || Currier language: B RZ language: B (page) / B (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f94v		>>Link to 2014 scan (Beinecke digital library) , showing pages 94v, 95r1 and 95r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 94v, 95r1 and 95r2 from left to right. || TBW	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f94v	0
f95r1	q17	This is a herbal page. For general information about herbal pages see here .	Plant drawing with numerous but simple roots painted brown. Three stalks with many small leaves alternatiely painted green or left white. Each of the three ends in four flowers, with buds mostly painted blue and tiny red and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; || There are two paragraphs at the top of the page, entirely above the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95r1		>>Link to 2014 scan (Beinecke digital library) , showing pages 94v, 95r1 and 95r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 94v, 95r1 and 95r2 from left to right.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f95r1	0
f95r2	q17	This is a herbal page. For general information about herbal pages see here .	A plant drawing with a green bed with brown roots hanging out below. Many plants with pairs of green leaves and buds in another shade of green. || Herbal drawing characterisation (Gheuens/Rapaport): β: root platform β: leaves parallel and fused together on one stalk	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs; || There are two paragraphs, at the top of the page, entirely above the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95r2		>>Link to 2014 scan (Beinecke digital library) , showing pages 94v, 95r1 and 95r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 94v, 95r1 and 95r2 from left to right.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f95r2	0
f95v1	q17	This is a herbal page. For general information about herbal pages see here .	Plant drawing. Roots with bulbs heavily painted in brown. Two stems going up with leaves on both sides each. Leaves have 'fingers' and are painted in two shades of green. Each stem has a long stalk curving down almost to the top of the roots, with numerous blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs; || The text is in four paragraphs at the top of the page, ending exactly at the top of the plant drawing. || Currier language: B RZ language: B (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95v1	ThP: wermut, artemisium, absinthium.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f95v1	0
f95v2	q17	This is a herbal page. For general information about herbal pages see here . It has the folio nr (95) in the upper right corner.	A large plant drawing. Brown furcating roots, leaves with 'hairs' on the outer rims and arranged symmetrically. Four stalks with many small buds that have not been painted. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	This page has 7 text items (loci), as follows: 7 lines of standard text in paragraphs; || The text is in a single paragraph. The bottom lines are broken up by the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95v2	ELV: actaea? ThP: baneberry? actaea waxberry.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f95v2	0
f96r	q17	This is a herbal page. For general information about herbal pages see here . It has the folio nr (96) in the upper right corner.	A very large plant drawing. The roots have many items looking almost like leaves, with rows of dots along the middle. The roots are painted very light brow. A single stem with two thicker parts, one spherical and one elongated. Eight rather large starry leaves, and a very large bulb at the top, curving down. This has been inaccurately and ligtly painted in some indeterminate brown and/or blue shade. || Herbal drawing characterisation (Gheuens/Rapaport): α: stalk connects to leaf centre α: feature interrupts the main stem	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs; || The text is in a single paragraph at the top of the page. All lines end at the plant drawing and the last three lines are broken up by one of the leaves of the plant. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f96r	ThP: dipsacus calendula (O'Neill).	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f96r	0
f96v	q17	This is a herbal page. For general information about herbal pages see here .	A very tall plant drawing. A light brown bulbous root with many hairs. A single stem going up, splitting at the top and both ends hanging all the way down. Many triangular leaves and respectively five and six groups of small currants at the end of the stems. || This plant shows some similarity with plant fragment #94 on f99r and with plant fragment #116 on f100r . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs; || The text is in a single paragraph at the top of the page. The top three lines cover the entire width of the page but are interrupted by the top leaves of the plant. All other lines end at the plant drawing. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f96v	ThP: smilas tracheia or chenopodium (bonus atruplex), good king henry, atruplex or hastata.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q17/index.html#f96v	0
f99r	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . There is a hole in the upper half of the page. It has the folio nr (99) in the upper right corner.	Four simple containers and five rows of herb fragments consisting primarily of roots (27 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f99r, row 1 || f99r, row 2 || f99r, row 3 || f99r, row 4 || f99r, row 5 || Fragment 80 shows some similarity with the plant on f51r . Fragment 94 shows some similarity with the plant on f96v .	This page has 52 text items (loci), as follows: 18 lines of standard text in paragraphs; 4 container labels; 30 labels of plant fragments. || The running text in subdivided into four paragraphs. Each paragraph seems to belong to one of the containers and is written below the rows of plant fragments. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f99r			SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f99r	0
f99v	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . There is a hole in the upper half of the page.	Four simple containers and four rows of herb fragments consisting primarily of roots (20 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f99v, row 1 || f99v, row 2 || f99v, row 3 || f99v, row 4 || Fragment 95 shows some similarity with the plant on f44r . Fragment 110 shows some similarity with the plant on f34v .	This page has 44 text items (loci), as follows: 19 lines of standard text in paragraphs; 4 container labels; 21 labels of plant fragments. || The running text in subdivided into four paragraphs. The fourth immediately follows the third and is the longest. Its lines are interrupted by the largest plant fragment at the bottom of the page. || In the fourth root of the third row, a single character has been written under the brown paint. This looks like a 'p' or an 'r'. || Currier language: A RZ language: Ae+ (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f99v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The characters in or near the flowers appear like colour annotations (for which see here ). This is the only known case in the pharmaceutical section of the MS.	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f99v	0
f100r	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . It has the folio nr (100) in the upper right corner.	Two simple containers and three rows of herb fragments consisting primarily of leaves with roots (16 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f100r, row 1 || f100r, row 2 || f100r, row 3 || Fragment 116 shows some similarity with the plant on f96v .	This page has 27 text items (loci), as follows: 10 lines of standard text in paragraphs; 17 labels of plant fragments. || There are 10 lines of text in two paragraphs, the first below the top two rows of plant parts and the second below the third row. || There are 17 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f100r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f100r	0
f100v	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here .	One simple container and three rows of herb fragments consisting primarily of leaves with roots, and some flowers (13 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f100v, row 1 || f100v, row 2 || f100v, row 3 || Fragment 133 shows some similarity with the plant on f13v . Fragment 136 shows some similarity with the plant on f90v2 .	This page has 22 text items (loci), as follows: 9 lines of standard text in paragraphs; 13 labels of plant fragments. || There are 9 lines of text in a single paragraph at the bottom of the page. || There are 13 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f100v		>>Link to 2014 scan (Beinecke digital library) , showing pages 100v and 101r from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 100v and 101r from left to right.	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f100v	0
f101r	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here .	Three simple containers and three rows of herb fragments consisting primarily of leaves with roots, and an occasional flower (29 in total). Exceptionally, the container of the third row is not in the left margin but among the herb fragments. The containers have not been painted to completion. || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference. The numbering is affected by the original assumption that the folio should be seen as two independent panels: || f101r, row 1 || f101r, row 2 || f101r, row 3 || Fragment 150 shows some similarity with the plant on f30v and with the plant on f55v . Fragment 155 shows some similarity with the plant on f49r Fragment 168 shows some similarity with the plant on f4v	This page has 10 text items (loci), as follows: 10 lines of standard text in paragraphs; || There are 10 lines of text in two paragraphs, both between the second and third row of plant fragments. The text crosses the vertical fold and spans the total width of the foldout folio. || Exceptionally, there are no labels on this page, as if they have been forgotton, or because the folio was never completed. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f101r . (This is labeled as f101r1, but the part of f101r2 is empty.)		>>Link to 2014 scan (Beinecke digital library) , showing pages 100v and 101r from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 100v and 101r from left to right.	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q19/index.html#f101r	0
f101v	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . It has the folio nr (101) in the upper right corner.	Three simple containers and three rows of herb fragments consisting primarily of leaves with roots, and an occasional flower (28 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference. The numbering is affected by the original assumption that the folio should be seen as two independent panels: || f101v, row 1 || f101v, row 2 || f101v, row 3 || Fragment 188 shows some similarity with the plant on f37r .	This page has 28 text items (loci), as follows: 10 lines of standard text in paragraphs, of which one is centred; 18 labels of plant fragments. || There are 10 lines of text in three paragraphs, all at the bottom of the page. The text crosses the vertical fold between f101v2 and f101v1 and spans the total width of the foldout folio. The last line has been centred, also in the middle of the pair of pages. The fold, which is rather damaged, makes reading of part of the text very difficult. || There are 18 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f101v . (This is labeled as f101v2, but the part of f101v1 is empty).		>>Link to 2014 scan (Beinecke digital library) (left part) >>Link to 2014 scan (Beinecke digital library) (right part together with pages 102r1 and 102r2.) || >>Link to 2004 scan (Jason Davies Voyager) (left part) >>Link to 2004 scan (Jason Davies Voyager) (right part together with pages 102r1 and 102r2.)	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q19/index.html#f101v	0
f102r1	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . A significant piece of parchment seems to have been torn off from the bottom of the page.	Three simple containers and four relatively large herb fragments consisting of roots and leaves. || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f102r1, row 1 || f102r1, row 2 || f102r1, row 3 || Fragment 203 appears to be the same plant as on f37v ; Fragment 204 appears to be the same plant as on f1v ;	This page has 17 text items (loci), as follows: 13 lines of standard text in paragraphs; 3 container labels; 1 label of a plant fragment. || There are 13 lines of text in three paragraphs. The first is below the top plant and the other two between the middle and bottom drawings. || There are 4 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f102r1		>>Link to 2014 scan (Beinecke digital library) , showing pages 101v1, 102r1 and 102r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 101v1, 102r1 and 102r2 from left to right.	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q19/index.html#f102r1	0
f102r2	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here The page is wider than normal, and has an additional fold. A significant piece of parchment seems to have been torn off from the bottom of the page.	Three simple containers and three rows of medium-sized herb fragments consisting of roots and leaves (9 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f102r2, row 1 || f102r2, row 2 || f102r2, row 3 || Fragment 205 appears to be the same plant as on f47v ; Fragment 206 appears to be the same plant as on f32v ; Fragment 209 shows some similarity with the plant on f53r Fragment 212 appears to be the same plant as on f18v ; Fragment 213 appears to be the same plant as on f23r ;	This page has 22 text items (loci), as follows: 15 lines of standard text in paragraphs; 5 container labels; 2 labels of plant fragments. || There are 15 lines of text in three paragraphs. The first is below the top line of plant fragments, and the other two together below the second row. || There are 5 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f102r2		>>Link to 2014 scan (Beinecke digital library) , showing pages 101v1, 102r1 and 102r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 101v1, 102r1 and 102r2 from left to right. || The two items 212 and 213 also appear next to each other on the same side of a bifolio in quire 3: f18v and f23r .	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f102r2	0
f102v1	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . A significant piece of parchment seems to have been torn off from the bottom of the page. Quire number 19 in the bottom right corner.	Two ornate containers and two rows of herb fragments consisting of roots and leaves (8 in total). || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f102v1, row 1 || f102v1, row 2 || Fragment 240 appears to be the same plant as on f19r .	This page has 24 text items (loci), as follows: 14 lines of standard text in paragraphs; 2 container labels; 8 labels of plant fragments. || There are 14 lines of text in two paragraphs. The first is below the top row of plant parts and the second below the second row, at the bottom of the page. || Currier language: A RZ language: Ae+ (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f102v1		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f102v1	0
f102v2	q19	This is a so-called pharmaceutical page. For general information about pharmaceutical pages see here . The page is wider than normal, and has an additional fold. A significant piece of parchment seems to have been torn off from the bottom of the page. It has the folio nr (102) in the upper right corner.	Two ornate containers and three rows of herb fragments consisting of leaves (first two rows) or roots and leaves (19 in total). One of the items in the first row is a small 'block' painted blue and yellow. || The fragments of herbs, plants and/or roots have been numbered for (cross-)reference: || f102v2, row 1 || f102v2, row 2 || f102v2, row 3 || Fragment 225 shows some similarity with the plant on f36r .	This page has 39 text items (loci), as follows: 17 lines of standard text in paragraphs; 3 container labels; 19 labels of plant fragments. || There are 17 lines of text in two paragraphs. The first is below the top two rows of plant parts, and the second, long paragraph is at the bottom of the page. || There are 22 labels in total. || Currier language: A RZ language: Ae (page) / Ae (folio) / Ae (bifolio) LFD hand: 1 || Browse interlinear transliteration of f102v2		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || Th.Petersen made a mistake in the numbering, and nr. 228 does not exist (has been skipped).	SOURCE_PHARMACEUTICAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q19/index.html#f102v2	0
f103r	q20	"This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (103) in the upper right corner. Gathering mark ""20"" in the lower left corner (which is unusual)."	There are 19 stars in the left margin. They have been painted red, or have a faded yellow circle in the centre, or are entirely unpainted. The last one appears to have a 'tail' at the top.	This page has 54 text items (loci), as follows: 54 lines of standard text in paragraphs. || The number of paragraphs is not entirely certain, but seems to be 18, i.e. one less than the nr. of stars. || Currier language: B RZ language: B+ (page) / B+ (folio) / B+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f103r			TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f103r	0
f103v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 14 stars in the margin. They have alternatingly red or faded yellow circles in the centre. None have tails.	This page has 46 text items (loci), as follows: 46 lines of standard text in paragraphs. || The text is almost certainly subdivided into 14 paragraphs. || Currier language: B RZ language: B+ (page) / B+ (folio) / B+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f103v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f103v	0
f104r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (104) in the upper right corner.	There are 13 stars in the left margin, all with a tail. Some are red, some have a red dot in the centre and others have a faded yellow dot in the centre.	This page has 45 text items (loci), as follows: 45 lines of standard text in paragraphs. || The text is subdivided into 13 paragraphs. || Currier language: B RZ language: B+ (page) / B+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f104r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f104r	0
f104v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 13 stars in the left margin, all with a tail. They alternatingly have a red dot or a faded yellow dot in the centre.	This page has 44 text items (loci), as follows: 4 lines of standard text in paragraphs. || The text is subdivided into 13 paragraphs. || Currier language: B RZ language: Bs+ (page) / B+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f104v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f104v	0
f105r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (105) in the upper right corner.	There a ten stars in the left margin, though the first one is drawn above, rather than to the left of the start of the text. They all ave a tail. The centres have a red or faded yellow dot, mostly alternatingly.	This page has 37 text items (loci), as follows: 37 lines of standard text in paragraphs, of which one is centred and one right-justified. || The text is subdivided into ten paragraps. The very last line is centred. There is a break between the third and fourth paragraphs, and it appears as if the end of the third paragraphs was written above it (right-justified). || Currier language: B RZ language: Bs (page) / Bs (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f105r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The start of this page looks as if it could or should have been the start of this section.	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q20/index.html#f105r	0
f105v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 10 stars in the left margin, all with a tail. The centres have alternatingly red and faded yellow dots.	This page has 38 text items (loci), as follows: 38 lines of standard text in paragraphs. || The text has been subdivided into 10 paragraphs. || Currier language: B RZ language: Bs (page) / Bs (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f105v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f105v	0
f106r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (106) in the upper right corner.	There are 15 large stars and one small one in the left margin. The smaller one is drawn just above and attached to the third large one. All large stars have tails, and coloured dots in their centre, alternatingly red or faded yellow.	This page has 47 text items (loci), as follows: 47 lines of standard text in paragraphs. || The text has been subdivided into 15 paragraphs. || Currier language: B RZ language: Bs (page) / Bs (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f106r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f106r	0
f106v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 14 stars drawn in the left margin, all with a tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 47 text items (loci), as follows: 47 lines of standard text in paragraphs. || The text has been subdivided into 15 paragraphs. || Currier language: B RZ language: Bs (page) / Bs (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f106v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The number of paragraphs appears to be one more than the number of marginal stars.	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f106v	0
