record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
3862	f113v.34|S01	f113v.34	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	43	BAG KJAG AQKJA KJQA DAQAF AQJKKBA DAQAG KUJA KJACAB	B1 A3 G1 | K1 J1 A3 G1 | A1 Q1 K1 J1 A2 | K1 J1 Q1 A2 | D1 A1 Q1 A3 F1 | A1 Q2 J1 K1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 U1 J1 A2 | K1 J1 A3 C1 A3 B3	B1 A3 G1 | K1 J1 A3 G1 | A1 Q1 K1 J1 A2 | K1 J1 Q1 A2 | D1 A1 Q1 A3 F1 | A1 Q2 J1 K1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 U1 J1 A2 | K1 J1 A1 C1 A3 B3	B1 A3 G1 | K1 J1 A3 G1 | A1 Q1 K1 J1 A2 | K1 J1 Q1 A2 | D1 A1 Q1 A3 F1 | A1 Q2 J1 K1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 U1 J1 A2 | K1 J1 A3 C1 A3 B3	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey chearam	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey cheoram	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey chearam	8	0.888889	8	0.888889	8	8	1.000000	11	1	22	34	0.352941	1	18	0.055556	3	5	7	13	52	0.250000	READING_OR_BOUNDARY_VARIANT	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KJAG{adj=FUU;fl=I;ec=I;o=0;c=2;p=KJ} | C:AQKJA{adj=FFFU;fl=I;ec=U;o=1;c=0;p=AQKJ} | C:KJQA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:AQJKKBA{adj=FUDUUU;fl=I;ec=I;o=0;c=0;p=AQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | L:KJACAB{adj=FUUUU;fl=I;ec=I;o=0;c=4;p=KJ}	0	S|B	0	0
3863	f113v.35|S01	f113v.35	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	18	DAQAG AF BAC KJBA AQAF	D1 A1 Q1 A3 G1 | A3 F3 | B2 A1 C1 | K1 J1 B1 A2 | A1 Q2 A3 F1	D1 A1 Q1 A3 G1 | A3 F3 | B2 A1 C1 | K1 J1 B1 A2 | A1 Q2 A3 F1	D1 A1 Q1 A3 G1 | A3 F3 | B2 A1 C1 | K1 J1 Ba A2 | A1 Q2 A3 F1	qokaiin air lor chedy otain	qokaiin air lor chedy otain	qokaiin air lor chedy otain	4	0.800000	5	1.000000	4	4	1.000000	4	0	9	13	0.307692	2	10	0.200000	3	3	3	6	23	0.260870	READING_OR_BOUNDARY_VARIANT	F:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:AF{adj=U;fl=I;ec=U;o=2;c=2;p=-} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ}	0	S|B	0	0
3864	f113v.36|S01	f113v.36	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	49	APACAB ABQAG AQAC AQMBA QLJBA DAQKBA AQKJAPKJBA QLA BQJAB	A1 P2 A3 C1 A3 B2 | A1 B2 Q1 A3 G1 | A1 Q1 A3 C1 | A1 Q1 M1 B1 A2 | Q2 L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q2 K1 J1 A2 P1 K1 J1 B1 A2 | Q2 L1 A1 | B2 Q2 J1 A3 B3	A1 P2 A3 C1 A3 B2 | A1 B2 Q1 A3 G1 | A1 Q1 A3 C1 | A1 Q1 M1 B1 A2 | Q2 L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q2 K1 J1 A2 P1 K1 J1 B1 A2 | Q2 L1 A1 | B2 Q2 J1 A3 B3	A1 P2 A3 C1 A3 B2 | A1 B2 Q1 A3 G1 | A1 Q1 A3 C1 | A1 Q1 M1 B1 A2 | Q2 L1 J1 B1 A2 | D1 A1 Q1 K2 Ba A2 | A1 Q2 K1 J1 A2 P1 K1 J1 B1 A2 | Q2 L1 A1 | B2 Q2 J1 A3 B3	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	8	0.888889	9	1.000000	8	8	1.000000	11	0	29	40	0.275000	1	18	0.055556	3	3	5	12	58	0.206897	READING_OR_BOUNDARY_VARIANT	F:APACAB{adj=UUUUU;fl=I;ec=I;o=0;c=3;p=-} | C:ABQAG{adj=UUUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQMBA{adj=FUUU;fl=I;ec=I;o=0;c=0;p=AQ} | C:QLJBA{adj=UFUU;fl=I;ec=I;o=2;c=0;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQKJAPKJBA{adj=FFFUUFFUU;fl=I;ec=I;o=0;c=0;p=AQKJ} | C:QLA{adj=UU;fl=I;ec=I;o=3;c=0;p=-} | L:BQJAB{adj=UUUU;fl=I;ec=I;o=0;c=3;p=-}	0	S|B	0	0
3865	f113v.37|S01	f113v.37	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	7	27	DAB AG ABAG AQMA BKJBA DAQAF ABAG	D1 A1 B2 | A3 G1 | A1 B2 A3 G1 | A1 Q2 M1 A2 | B2 K1 J1 B1 A2 | D1 A1 Q1 A3 F3 | A2 B1 A3 G1	D1 A1 B2 | A3 G1 | A1 B2 A3 G1 | A1 Q2 M1 A2 | B2 K1 J1 B1 A2 | D1 A1 Q1 A3 F3 | A2 B1 A3 G1	D1 A1 B2 | A3 G1 | A1 B2 A3 G1 | A1 Q2 M1 Ab | B2 K1 J1 B1 A2 | D1 A1 Q1 A3 F3 | A2 B1 A3 G1	qol aiin olaiin oteeey lchedy qokair ydaiin	qol aiin olaiin oteeey lchedy qokair ydaiin	qol aiin olaiin oteeey lchedy qokair ydaiin	6	0.857143	7	1.000000	6	6	1.000000	5	0	15	20	0.250000	2	14	0.142857	3	4	4	7	34	0.205882	READING_OR_BOUNDARY_VARIANT	F:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | L:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-}	0	S|B	0	0
3866	f113v.38|S01	f113v.38	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	10	49	PKABQA AQAC AFAB AQKBA KAQAC LKBA AQKA QKAC AQACLKA DAQJAB	P1 K1 A1 B2 Q1 A2 | A1 Q2 A3 C1 | A3 F3 A1 B2 | A1 Q1 K2 B1 A2 | K1 A1 Q1 A1 C1 | L1 K2 B1 A2 | A1 Q2 K2 A2 | Q2 K2 A3 C1 | A1 Q2 A1 C1 L1 K2 A2 | D1 A1 Q2 J1 A3 B2	P1 K1 A1 B2 Q1 A2 | A1 Q2 A3 C1 | A3 F3 A1 B2 | A1 Q1 K2 B1 A2 | K1 A1 Q1 A1 C1 | L1 K2 B1 A2 | A1 Q2 K2 A2 | Q2 K2 A3 C1 | A1 Q2 A1 C1 L1 K2 A2 | D1 A1 Q2 J1 A3 B2	P1 K1 A1 B2 Q1 A2 | A1 Q2 A3 C1 | A3 F3 A1 B2 | A1 Q1 K2 Ba Ab | K1 A1 Q1 A1 C1 | L1 K2 Ba A2 | A1 Q2 K2 A2 | Q2 K2 A3 C1 | A1 Q2 A1 C1 L1 K2 A2 | D1 A1 Q2 J1 A3 B2	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	8	0.800000	10	1.000000	9	9	1.000000	11	0	28	39	0.282051	2	20	0.100000	6	4	8	13	59	0.220339	READING_OR_BOUNDARY_VARIANT	F:PKABQA{adj=FUUUU;fl=I;ec=I;o=2;c=1;p=PK} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AFAB{adj=UUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:KAQAC{adj=UFUU;fl=I;ec=I;o=2;c=2;p=AQ} | C:LKBA{adj=UUU;fl=I;ec=C;o=0;c=0;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:QKAC{adj=FUU;fl=I;ec=U;o=4;c=0;p=QK} | C:AQACLKA{adj=FUUUUU;fl=I;ec=I;o=1;c=0;p=AQ} | L:DAQJAB{adj=FFUUU;fl=I;ec=U;o=0;c=2;p=DAQ}	0	S|B	0	0
3867	f113v.39|S01	f113v.39	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	11	43	ALJAB KJAB AC ABAH AQMA AQAF KJQJA DAQAF KUA DAQAB BC	A1 L1 J1 A1 B2 | K1 J1 A1 B2 | A3 C1 | A3 B2 A1 H1 | A1 Q2 M1 A2 | A1 Q2 A3 F1 | K1 J1 Q1 J1 A2 | D1 A1 Q1 A3 F1 | K1 U2 A2 | D1 A1 Q2 A3 B3 | B2 C1	A1 L1 J1 A1 B2 | K1 J1 A1 B2 | A3 C1 | A3 B2 A1 H1 | A1 Q2 M1 A2 | A1 Q2 A3 F1 | K1 J1 Q1 J1 A2 | D1 A1 Q1 A3 F1 | K1 U2 A2 | D1 A1 Q2 A3 B3 | B2 C1	A1 L1 J1 A1 B2 | K1 J1 A1 B2 | A3 C1 | A3 B2 A1 H1 | A1 Q2 M1 Ab | A1 Q2 A3 F1 | K1 J1 Q1 J1 A2 | D1 A1 Q1 A3 F1 | K1 U2 A2 | D1 A1 Q2 A3 B3 | B2 C1	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	10	0.909091	11	1.000000	10	9	0.900000	9	2	21	32	0.343750	1	22	0.045455	7	8	7	12	54	0.222222	READING_OR_BOUNDARY_VARIANT	F:ALJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=LJ} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:ABAH{adj=UUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJQJA{adj=FUUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | L:BC{adj=D;fl=I;ec=I;o=1;c=2;p=-}	0	S|B	0	0
3868	f113v.41|S01	f113v.41	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	18	BAF AG AQAF AC AG KJABA	B1 A3 F3 | A3 G1 | A1 Q1 A3 F1 | A3 C1 | A3 G1 | K1 J1 A1 B1 A2	B1 A3 F3 | A3 G1 | A1 Q1 A3 F1 | A3 C1 | A3 G1 | K1 J1 A1 B1 A2	B1 A3 F3 | A3 G1 | A1 Q1 A3 F1 | A3 C1 | A3 G1 | K1 J1 A1 B1 A2	dair aiin okain ar aiin cheody	dair aiin okain ar aiin cheody	dair aiin okain ar aiin cheody	6	1.000000	6	1.000000	5	5	1.000000	2	0	10	12	0.166667	4	12	0.333333	3	5	2	6	24	0.250000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ}	1	S|B	92	0
3869	f113v.43|S01	f113v.43	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	11	41	AKJAB QKA BQMC AC AG AQAG KQAF ABAC ABKJBA DAQ AGAC	A2 K1 J1 A1 B2 | Q1 K2 A2 | B2 Q1 M1 C2 | A1 C1 | A3 G1 | A1 Q2 A3 G1 | K1 Q1 A3 F1 | A1 B2 A3 C1 | A1 B2 K1 J1 B1 A2 | D1 A1 Q1 | A3 G1 A1 C2	A2 K1 J1 A1 B2 | Q1 K2 A2 | B2 Q1 M1 C2 | A1 C1 | A3 G1 | A1 Q2 A3 G1 | K1 Q1 A3 F1 | A1 B2 A3 C1 | A1 B2 K1 J1 B1 A2 | D1 A1 Q1 | A3 G1 A1 C2	A2 K1 J1 A1 B2 | Q1 K2 A2 | B2 Q1 M1 C2 | A1 C1 | A3 G1 | A1 Q2 A3 G1 | K1 Q1 A3 F1 | A1 B2 A3 C1 | A1 B2 K1 J1 B1 A2 | D1 A1 Q2 | A3 G1 A1 C2	ycheol keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	ycheol keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	ycheol keey lkeees or aiin otaiin chkain olar olchedy qot aiinos	10	0.909091	10	0.909091	10	10	1.000000	6	2	22	30	0.266667	2	22	0.090909	7	8	5	10	52	0.192308	READING_OR_BOUNDARY_VARIANT	F:AKJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:BQMC{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:KQAF{adj=DUU;fl=I;ec=I;o=2;c=1;p=-} | C:ABAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:ABKJBA{adj=UUFUU;fl=I;ec=U;o=0;c=1;p=KJ} | C:DAQ{adj=FF;fl=I;ec=I;o=0;c=0;p=DAQ} | L:AGAC{adj=UUU;fl=I;ec=I;o=2;c=1;p=-}	0	S|B	0	0
3870	f113v.44|S01	f113v.44	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	23	BAG KJAB AQAF AQAC AQAG ABAG	B1 A3 G1 | K1 J1 A3 B2 | A1 Q2 A3 F1 | A1 Q1 A3 C1 | A1 Q2 A3 G1 | A1 B2 A1 G1	B1 A3 G1 | K1 J1 A3 B2 | A1 Q2 A3 F1 | A1 Q1 A3 C1 | A1 Q2 A3 G1 | A1 B2 A1 G1	B1 A3 G1 | K1 J1 A3 B2 | A1 Q2 A3 F1 | A1 Q1 A3 C1 | A1 Q2 A3 G1 | A1 B2 A1 G1	daiin cheal otain okar otaiin oloiin	daiin cheal otain okar otaiin oloiin	daiin cheal otain okar otaiin oloiin	6	1.000000	6	1.000000	5	5	1.000000	4	0	13	17	0.235294	0	12	0.000000	2	3	4	4	29	0.137931	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-}	1	S|B	141	0
3871	f113v.45|S01	f113v.45	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	11	46	PABAG ACAB LJAC AQMABA BC AC BQKA APKJBA DAQKBA AQA ACAB	P1 A1 B2 A3 G1 | A3 C1 A1 B2 | L1 J1 A3 C1 | A1 Q1 M1 A1 B1 A2 | B2 C2 | A3 C1 | B2 Q1 K2 A2 | A1 P1 K1 J1 B1 A2 | D1 A1 Q1 K1 B1 A2 | A1 Q2 A3 | A3 C1 A3 B3	P1 A1 B2 A3 G1 | A3 C1 A1 B2 | L1 J1 A3 C1 | A1 Q1 M1 A1 B1 A2 | B2 C2 | A3 C1 | B2 Q1 K2 A2 | A1 P1 K1 J1 B1 A2 | D1 A1 Q1 K1 B1 A2 | A1 Q2 A3 | A3 C1 A3 B3	P1 A1 B2 A3 G1 | A3 C1 A1 B2 | L1 J1 A3 C1 | A1 Q1 M1 A1 B1 A2 | B2 C2 | A3 C1 | B2 Q1 K2 A2 | A1 P1 K1 J1 B1 A2 | D1 A1 Q1 K1 Ba A2 | A1 Q2 A3 | A3 C1 A3 B3	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	10	0.909091	11	1.000000	10	9	0.900000	9	1	25	35	0.285714	8	22	0.363636	5	8	6	18	57	0.315789	READING_OR_BOUNDARY_VARIANT	F:PABAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:AQMABA{adj=FUUUU;fl=I;ec=I;o=0;c=0;p=AQ} | C:BC{adj=D;fl=I;ec=I;o=1;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:BQKA{adj=UFU;fl=I;ec=U;o=1;c=1;p=QK} | C:APKJBA{adj=UFFUU;fl=I;ec=C;o=0;c=1;p=PKJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	0	S|B	0	0
3872	f113v.46|S01	f113v.46	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	16	A BQAG KKA BAF AB KKA	A1 | B2 Q1 A3 G1 | K1 K2 A2 | B2 A3 F1 | A3 B2 | K1 K2 A2	A1 | B2 Q1 A3 G1 | K1 K2 A2 | B2 A3 F1 | A3 B2 | K1 K2 A2	A1 | B2 Q1 A3 G1 | K1 K2 A2 | B2 A3 F1 | A3 B2 | K1 K2 A2	o lkaiin cheey lain al cheey	o lkaiin cheey lain al cheey	o lkaiin cheey lain al cheey	6	1.000000	6	1.000000	5	4	0.800000	0	0	10	10	0.000000	3	12	0.250000	4	5	0	3	22	0.136364	READING_OR_BOUNDARY_VARIANT	F:A{adj=-;fl=U;ec=U;o=2;c=0;p=-} | C:BQAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-}	0	S|B	0	0
3873	f113v.47|S01	f113v.47	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	11	44	PABAG QLKAB BQAG QAF LJA DAQAF AC AQAB LJA DAPKJBA BBA	P1 A1 B2 A3 G1 | Q1 L1 K2 A1 B2 | B2 Q1 A3 G1 | Q2 A3 F3 | L1 J1 A2 | D1 A1 Q2 A3 F1 | A3 C1 | A3 Q1 A3 B2 | L1 J1 A2 | D1 A1 P1 K1 J1 B1 A2 | B2 B1 A2	P1 A1 B2 A3 G1 | Q1 L1 K2 A1 B2 | B2 Q1 A3 G1 | Q2 A3 F3 | L1 J1 A2 | D1 A1 Q2 A3 F1 | A3 C1 | A3 Q1 A3 B2 | L1 J1 A2 | D1 A1 P1 K1 J1 B1 A2 | B2 B1 A2	P1 A1 B2 A3 G1 | Q1 L1 K2 A1 B2 | B2 Q1 A3 G1 | Q2 A3 F3 | L1 J1 A2 | D1 A1 Q2 A3 F1 | A3 C1 | A3 Q1 A3 B2 | L1 J1 A2 | D1 A1 P1 K1 J1 Ba A2 | B2 B1 A2	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	10	0.909091	11	1.000000	10	9	0.900000	8	1	24	33	0.272727	5	22	0.227273	7	7	5	14	55	0.254545	READING_OR_BOUNDARY_VARIANT	F:PABAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:QLKAB{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-} | C:BQAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:QAF{adj=UU;fl=I;ec=U;o=4;c=0;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DAPKJBA{adj=FUFFUU;fl=I;ec=C;o=0;c=0;p=PKJ} | L:BBA{adj=DU;fl=I;ec=E;o=0;c=1;p=-}	0	S|B	0	0
3874	f113v.48|S01	f113v.48	f113v	S	B	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	12	44	A KJAB KKA DAB BLKBA DAQAG KJBA QAF DAQMBA BQAG AQAB BA	A2 | K1 J1 A1 B2 | K1 K2 A2 | D1 A1 B2 | B2 L1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 J1 B1 A2 | Q1 A3 F1 | D1 A1 Q1 M1 B1 A2 | B2 Q1 A3 G1 | A1 Q1 A3 B2 | B1 A2	A2 | K1 J1 A1 B2 | K1 K2 A2 | D1 A1 B2 | B2 L1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 J1 B1 A2 | Q1 A3 F1 | D1 A1 Q1 M1 B1 A2 | B2 Q1 A3 G1 | A1 Q1 A3 B2 | B1 A2	A2 | K1 J1 A1 B2 | K1 K2 A2 | D1 A1 B2 | B2 L1 K2 Ba A2 | D1 A1 Q1 A3 G1 | K1 J1 Ba A2 | Q1 A3 F1 | D1 A1 Q1 M1 Ba A2 | B2 Q1 A3 G1 | A1 Q1 A3 B2 | B1 A2	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	9	0.750000	12	1.000000	11	10	0.909091	8	0	24	32	0.250000	5	24	0.208333	4	7	6	13	56	0.232143	READING_OR_BOUNDARY_VARIANT	F:A{adj=-;fl=U;ec=U;o=2;c=0;p=-} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:BLKBA{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:QAF{adj=UU;fl=I;ec=U;o=4;c=0;p=-} | C:DAQMBA{adj=FFUUU;fl=I;ec=I;o=0;c=0;p=DAQ} | C:BQAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | L:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-}	0	S|B	0	0
