pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
840	2720	f86v3.17|S01	f86v3	C	B	2	6	BLJABA DAQKJA BAB AC ABAG CAC	B1 L1 J1 A1 B1 A2 | D1 A1 Q1 K1 J1 A2 | B1 A3 B2 | A1 C1 | A1 B1 A3 G1 | C2 A3 C1	dsheody qokchey dal or odaiin sar	F:BLJABA{adj=UFUUU;fl=I;ec=I;o=1;c=0;p=LJ} | C:DAQKJA{adj=FFFFU;fl=I;ec=U;o=1;c=0;p=DAQKJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | L:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-}	1	40	1931	f75r.9|S02	f75r	B	B	2	0	DAQJBA DAQAE KJUA DAQAC ABKJBA CAB	D1 A1 Q1 J1 B1 A2 | D1 A1 Q1 A3 E2 | K1 J1 U1 A2 | D1 A1 Q1 A3 C1 | A1 B2 K1 J1 B1 A2 | C2 A3 B2	qokedy qokan checkhy qokar olchedy sal	F:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:DAQAE{adj=FFUU;fl=I;ec=I;o=0;c=2;p=DAQ} | C:KJUA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:DAQAC{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:ABKJBA{adj=UUFUU;fl=I;ec=U;o=0;c=1;p=KJ} | L:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-}	24	9	2	3	4	6	19	20	12	0
841	2720	f86v3.17|S01	f86v3	C	B	2	6	BLJABA DAQKJA BAB AC ABAG CAC	B1 L1 J1 A1 B1 A2 | D1 A1 Q1 K1 J1 A2 | B1 A3 B2 | A1 C1 | A1 B1 A3 G1 | C2 A3 C1	dsheody qokchey dal or odaiin sar	F:BLJABA{adj=UFUUU;fl=I;ec=I;o=1;c=0;p=LJ} | C:DAQKJA{adj=FFFFU;fl=I;ec=U;o=1;c=0;p=DAQKJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | L:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-}	2	40	3454	f105v.28|S01	f105v	S	B	3	0	AJAAC AC AB ABAC AFB AQAG	A1 J1 A1 A3 C1 | A3 C1 | A3 B2 | A1 B1 A1 C1 | A3 F2 B2 | A1 Q2 A3 G1	oeoar ar al odor aiil otaiin	F:AJAAC{adj=DUDU;fl=I;ec=I;o=2;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:ABAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:AFB{adj=UU;fl=I;ec=I;o=0;c=2;p=-} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	27	12	2	2	6	5	18	20	9	0
842	2720	f86v3.17|S01	f86v3	C	B	2	6	BLJABA DAQKJA BAB AC ABAG CAC	B1 L1 J1 A1 B1 A2 | D1 A1 Q1 K1 J1 A2 | B1 A3 B2 | A1 C1 | A1 B1 A3 G1 | C2 A3 C1	dsheody qokchey dal or odaiin sar	F:BLJABA{adj=UFUUU;fl=I;ec=I;o=1;c=0;p=LJ} | C:DAQKJA{adj=FFFFU;fl=I;ec=U;o=1;c=0;p=DAQKJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | L:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-}	3	40	3597	f107v.40|S01	f107v	S	B	3	0	KAQKA DAQJA DAQAG BAC AG AFBA	K1 A1 Q1 K2 A2 | D1 A1 Q1 J1 A2 | D1 A1 Q1 A3 G2 | B2 A1 C1 | A3 G1 | A3 F2 B2 A2	chokeey qokey qokaiii lor aiin aiily	F:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AFBA{adj=UUU;fl=I;ec=I;o=0;c=1;p=-}	28	10	3	3	4	8	17	17	8	0
880	2750	f86v5.21|S01	f86v5	T	B	2	11	AAC AC AG AQAG AQKA AQAG DAQKC AG AQKA DAQJA BQJA	A1 A3 C1 | A3 C1 | A3 G1 | A1 Q1 A3 G1 | A2 Q2 K2 A2 | A2 Q2 A3 G1 | D1 A1 Q1 K2 C2 | A3 G1 | A2 Q2 K2 A2 | D1 A1 Q2 J1 A2 | B2 Q1 J1 A2	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	F:AAC{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:DAQKC{adj=FFFD;fl=I;ec=I;o=2;c=0;p=DAQK} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | L:BQJA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-}	1	34	3479	f106r.25|S01	f106r	S	B	3	0	CACAG KKA BA BKJA DAQAG LJBA AQAF LJAC DAQAF KKC AQACAF	C2 A1 C1 A3 G1 | K1 K2 A1 | B2 A1 | B2 K1 J1 A2 | D1 A1 Q1 A3 G1 | L1 J1 B1 A2 | A1 Q1 A3 F1 | L1 J1 A3 C1 | D1 A1 Q1 A3 F1 | K1 K2 C2 | A2 Q1 A3 C1 A3 F1	soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain	F:CACAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | C:BKJA{adj=UFU;fl=I;ec=U;o=2;c=0;p=KJ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:KKC{adj=UD;fl=I;ec=C;o=2;c=2;p=-} | L:AQACAF{adj=FUUUU;fl=I;ec=I;o=2;c=0;p=AQ}	45	18	7	5	10	5	37	42	17	0
881	2750	f86v5.21|S01	f86v5	T	B	2	11	AAC AC AG AQAG AQKA AQAG DAQKC AG AQKA DAQJA BQJA	A1 A3 C1 | A3 C1 | A3 G1 | A1 Q1 A3 G1 | A2 Q2 K2 A2 | A2 Q2 A3 G1 | D1 A1 Q1 K2 C2 | A3 G1 | A2 Q2 K2 A2 | D1 A1 Q2 J1 A2 | B2 Q1 J1 A2	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	F:AAC{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:DAQKC{adj=FFFD;fl=I;ec=I;o=2;c=0;p=DAQK} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | L:BQJA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-}	2	34	3553	f107r.33|S01	f107r	S	B	3	0	AAG KJQAF KJA QAG KJA DAB QAH KQA BKKB BQAC AQAB	A2 A3 G1 | K1 J1 Q1 A3 F1 | K1 J1 A1 | Q1 A3 G1 | K1 J1 A2 | D1 A1 B2 | Q1 A3 H1 | K1 Q1 A2 | B2 K1 K2 B2 | B2 Q1 A3 C1 | A1 Q1 A3 B2	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:KJQAF{adj=FUUU;fl=I;ec=I;o=2;c=2;p=KJ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:QAH{adj=UU;fl=I;ec=I;o=2;c=2;p=-} | C:KQA{adj=DU;fl=I;ec=I;o=0;c=2;p=-} | C:BKKB{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:BQAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	46	17	7	6	7	9	32	35	23	0
882	2750	f86v5.21|S01	f86v5	T	B	2	11	AAC AC AG AQAG AQKA AQAG DAQKC AG AQKA DAQJA BQJA	A1 A3 C1 | A3 C1 | A3 G1 | A1 Q1 A3 G1 | A2 Q2 K2 A2 | A2 Q2 A3 G1 | D1 A1 Q1 K2 C2 | A3 G1 | A2 Q2 K2 A2 | D1 A1 Q2 J1 A2 | B2 Q1 J1 A2	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	F:AAC{adj=DU;fl=I;ec=I;o=3;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:DAQKC{adj=FFFD;fl=I;ec=I;o=2;c=0;p=DAQK} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | L:BQJA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-}	3	34	4005	f116r.37|S01	f116r	S	B	3	0	PAFAF LKQBA AG KKA BQKA ABQKA BKJA DAQA BLJBA KJAB LAB	P1 A3 F3 A3 F1 | L1 K2 Q1 B2 A2 | A1 G1 | K1 K2 A2 | B2 Q1 K2 A2 | A1 B2 Q1 K2 A2 | B2 K1 J1 A2 | D1 A1 Q1 A2 | B2 L1 J1 B1 A2 | K1 J1 A3 B3 | L1 A3 B3	pairain sheekly oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	F:PAFAF{adj=UUUU;fl=I;ec=I;o=4;c=0;p=-} | C:LKQBA{adj=UDDU;fl=I;ec=I;o=0;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:BQKA{adj=UFU;fl=I;ec=U;o=1;c=1;p=QK} | C:ABQKA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=QK} | C:BKJA{adj=UFU;fl=I;ec=U;o=2;c=0;p=KJ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:BLJBA{adj=UFUU;fl=F;ec=U;o=1;c=0;p=LJ} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | L:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-}	46	19	4	5	6	12	35	43	18	0
914	2861	f88v.16|S01	f88v	P	A	1	9	ALJAB LJA LJABA DAQJABA DAQA KKC KJABA DAQJABA BAB	A2 L1 J1 A1 B1 | L1 J1 A1 | L1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | D1 A1 Q1 A2 | K1 K2 C2 | K1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | B1 A3 B2	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	F:ALJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=LJ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KKC{adj=UD;fl=I;ec=C;o=2;c=2;p=-} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	1	20	482	f21v.3|S01	f21v	H	A	1	0	DAQAB QNC KAQKA QKA KAQA KAC DAQAB BAG BAB	D1 A1 Q2 A1 B2 | Q1 N1 C2 | K1 A1 Q2 K1 A2 | Q2 K1 A1 | K1 A1 Q2 A2 | K1 A1 C1 | D1 A1 Q2 A1 B2 | B1 A3 G1 | B1 A3 B2	qotol keeees chotchy tcho choty chor qotol daiin dal	F:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:QNC{adj=UU;fl=I;ec=I;o=2;c=0;p=-} | C:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	35	16	4	4	6	5	27	33	18	0
915	2861	f88v.16|S01	f88v	P	A	1	9	ALJAB LJA LJABA DAQJABA DAQA KKC KJABA DAQJABA BAB	A2 L1 J1 A1 B1 | L1 J1 A1 | L1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | D1 A1 Q1 A2 | K1 K2 C2 | K1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | B1 A3 B2	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	F:ALJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=LJ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KKC{adj=UD;fl=I;ec=C;o=2;c=2;p=-} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	2	20	265	f10v.1|S01	f10v	H	A	1	0	PAG BAG LJA PKKA DAQA BAG UAC AQABA CAF	P1 A3 G1 | B1 A3 G1 | L1 J1 A1 | P1 K1 K2 A2 | D1 A1 Q2 A2 | B1 A3 G1 | U2 A1 C1 | A1 Q2 A2 B1 A2 | C2 A3 F1	paiin daiin sheo pcheey qoty daiin cthor otydy sain	F:PAG{adj=UU;fl=I;ec=I;o=2;c=0;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:PKKA{adj=FUU;fl=I;ec=I;o=3;c=0;p=PK} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:UAC{adj=UU;fl=I;ec=U;o=2;c=2;p=-} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | L:CAF{adj=UU;fl=F;ec=E;o=4;c=0;p=-}	42	13	3	6	14	6	26	30	10	0
916	2861	f88v.16|S01	f88v	P	A	1	9	ALJAB LJA LJABA DAQJABA DAQA KKC KJABA DAQJABA BAB	A2 L1 J1 A1 B1 | L1 J1 A1 | L1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | D1 A1 Q1 A2 | K1 K2 C2 | K1 J1 A1 B1 A2 | D1 A1 Q1 J1 A1 B1 A2 | B1 A3 B2	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	F:ALJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=LJ} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:KKC{adj=UD;fl=I;ec=C;o=2;c=2;p=-} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | C:DAQJABA{adj=FFUUUU;fl=I;ec=C;o=0;c=0;p=DAQ} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	3	20	1019	f45r.3|S01	f45r	H	A	1	0	DA KUA QKAB BAG DAAG UA KAG AQKA UAB	D1 A1 | K1 U2 A2 | Q1 K1 A1 B2 | B1 A3 G1 | D1 A1 A3 G1 | U2 A2 | K1 A3 G1 | A2 Q1 K2 A2 | U2 A1 B3	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom	F:DA{adj=F;fl=I;ec=U;o=0;c=1;p=DA} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:QKAB{adj=FUU;fl=I;ec=U;o=2;c=2;p=QK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:DAAG{adj=FDU;fl=I;ec=I;o=0;c=0;p=DA} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-}	42	16	5	5	7	9	28	35	14	0
934	3134	f99r.50|S01	f99r	P	A	1	9	DAQKA AQKA DAQKA AQJCA DAQKA CAC LJCJQA AC AB	D1 A1 Q1 K2 A1 | A1 Q1 K2 A2 | D1 A1 Q1 K2 A2 | A1 Q1 J1 C2 A2 | D1 A1 Q1 K2 A1 | C2 A3 C1 | L1 J1 C2 J1 Q1 A2 | A1 C1 | A3 B2	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQJCA{adj=FUDU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:LJCJQA{adj=FDDUU;fl=I;ec=I;o=0;c=2;p=LJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	1	20	1053	f47r.10|S01	f47r	H	A	1	0	LA AQKA QKA QAC KJA AQKA QKAB BAF BAB	L1 A2 | A1 Q2 K1 A1 | Q1 K2 A2 | Q2 A1 C1 | K1 J1 A2 | A1 Q2 K1 A2 | Q2 K1 A1 B2 | B1 A3 F1 | B1 A3 B3	shy otcho keey tor chey otchy tchol dain dam	F:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:QAC{adj=UU;fl=F;ec=U;o=4;c=0;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:QKAB{adj=FUU;fl=I;ec=U;o=2;c=2;p=QK} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	41	15	4	4	12	6	26	35	17	0
935	3134	f99r.50|S01	f99r	P	A	1	9	DAQKA AQKA DAQKA AQJCA DAQKA CAC LJCJQA AC AB	D1 A1 Q1 K2 A1 | A1 Q1 K2 A2 | D1 A1 Q1 K2 A2 | A1 Q1 J1 C2 A2 | D1 A1 Q1 K2 A1 | C2 A3 C1 | L1 J1 C2 J1 Q1 A2 | A1 C1 | A3 B2	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQJCA{adj=FUDU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:LJCJQA{adj=FDDUU;fl=I;ec=I;o=0;c=2;p=LJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	2	20	482	f21v.3|S01	f21v	H	A	1	0	DAQAB QNC KAQKA QKA KAQA KAC DAQAB BAG BAB	D1 A1 Q2 A1 B2 | Q1 N1 C2 | K1 A1 Q2 K1 A2 | Q2 K1 A1 | K1 A1 Q2 A2 | K1 A1 C1 | D1 A1 Q2 A1 B2 | B1 A3 G1 | B1 A3 B2	qotol keeees chotchy tcho choty chor qotol daiin dal	F:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:QNC{adj=UU;fl=I;ec=I;o=2;c=0;p=-} | C:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	44	12	6	4	10	12	20	30	12	0
936	3134	f99r.50|S01	f99r	P	A	1	9	DAQKA AQKA DAQKA AQJCA DAQKA CAC LJCJQA AC AB	D1 A1 Q1 K2 A1 | A1 Q1 K2 A2 | D1 A1 Q1 K2 A2 | A1 Q1 J1 C2 A2 | D1 A1 Q1 K2 A1 | C2 A3 C1 | L1 J1 C2 J1 Q1 A2 | A1 C1 | A3 B2	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQJCA{adj=FUDU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:LJCJQA{adj=FDDUU;fl=I;ec=I;o=0;c=2;p=LJ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	3	20	471	f21r.2|S01	f21r	H	A	1	0	CAG KTA AQA LJAG DAQKAB AQJAC LKA UA BAG	C2 A3 G1 | K1 T1 A2 | A1 Q1 A2 | L1 J1 A3 G1 | D1 A1 Q2 K1 A1 B2 | A1 Q2 J1 A1 C2 | L1 K2 A2 | U2 A2 | B1 A3 G1	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin	F:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | C:KTA{adj=UU;fl=I;ec=I;o=0;c=1;p=-} | C:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ} | C:LJAG{adj=FUU;fl=I;ec=I;o=0;c=1;p=LJ} | C:DAQKAB{adj=FFFUU;fl=I;ec=U;o=0;c=2;p=DAQK} | C:AQJAC{adj=FUUU;fl=I;ec=U;o=2;c=0;p=AQ} | C:LKA{adj=UU;fl=I;ec=C;o=1;c=0;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	44	15	6	3	9	11	25	30	15	0
