root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
ol+Hckh	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchckhy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchckhy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchckhy:1	0.0	0.0
ol+Hcth	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchcthy:1	0.0	0.0	2	2	1	1	BARE+BARE	BARE+BARE:2	P:2	olchcthy:2	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchcthy:1	0.0	0.0
ol+Hd	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	35	33	26	6	BARE+BARE	BARE+BARE:24;BARE+REL_I:3;Q_BARE+BARE:2;BARE+FREE_R:2;FREE_L+BARE:1;BARE+FREE_L:1	P:33;L:2	olchdy:10;olshdy:4;olchdaiin:2;olchdar:2;tolchd:2;polchdy:2;tolchdaiin:1;qolshdy:1	0.3333333333333333	0.12121212121212122	31	29	23	5	BARE+BARE	BARE+BARE:21;BARE+REL_I:3;Q_BARE+BARE:2;FREE_L+BARE:1;BARE+FREE_R:1;BARE+FREE_L:1	P:29;L:2	olchdy:8;olshdy:4;olchdaiin:2;polchdy:2;tolchdaiin:1;qolshdy:1;polalchdy:1;olchdar:1	0.3448275862068966	0.10344827586206896	27	26	19	5	BARE+BARE	BARE+BARE:19;BARE+REL_I:3;Q_BARE+BARE:1;FREE_L+BARE:1;BARE+FREE_R:1;BARE+FREE_L:1	P:26;L:1	olchdy:7;olshdy:3;olchdaiin:2;tolchdaiin:1;qolshdy:1;polalchdy:1;olchdar:1;polshdal:1	0.38461538461538464	0.11538461538461539
ol+Hd+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	FREE_R+BARE+BARE	FREE_R+BARE+BARE:1	P:1	dolarshydor:1	0.0	1.0
ol+Hds	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolchds:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolchds:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolchds:1	0.0	1.0
ol+Hedr	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchedr:1	0.0	0.0										
ol+Heees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcheees:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcheees:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcheees:1	0.0	0.0
ol+Hees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshees:1;olchees:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshees:1;olchees:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshees:1;olchees:1	0.5	0.0
ol+Hees+e	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			L:1	olcheesey:1	0.0	0.0	1	0	1	1			L:1	olcheesey:1	0.0	0.0	1	0	1	1			L:1	olcheesey:1	0.0	0.0
ol+Her	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solsheyr:1	1.0	0.0
ol+Hes	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchesy:1;kolches:1	0.5	0.0	3	3	3	3	BARE+BARE	BARE+BARE:3	P:3	olchesy:1;kolches:1;kolshes:1	0.3333333333333333	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchesy:1;kolches:1	0.5	0.0
ol+Hesd	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olpchesd:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olpchesd:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olpchesd:1	0.0	0.0
ol+Hi+d	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	solchiyd:1	0.0	0.0																				
ol+Hi+od	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	dolchiody:1;solchiod:1	0.0	0.5
ol+Hk	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	solchkal:1	1.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	solchkal:1	1.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	solchkal:1	1.0	0.0
ol+Hl	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshly:1;dolchl:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshly:1;dolchl:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olshly:1;dolchl:1	0.0	0.0
ol+Hl+s	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	polchls:1	1.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	polchls:1	1.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	polchls:1	1.0	0.0
ol+Ho	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	5	5	4	3	BARE+BARE	BARE+BARE:5	P:5	olcho:2;olsho:2;polchoy:1	0.4	0.2	6	6	5	3	BARE+BARE	BARE+BARE:6	P:6	olsho:3;kolsho:1;dolchoy:1;olcho:1	0.3333333333333333	0.16666666666666666	4	4	3	3	BARE+BARE	BARE+BARE:4	P:4	polchoy:1;folsho:1;olsho:1;olcho:1	0.75	0.25
ol+Ho+cfh	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olchocfhy:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olchocfhy:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olchocfhy:1	0.0	0.0
ol+Ho+cth	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olshocthy:1	0.0	1.0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olshocthy:1	0.0	1.0
ol+Hod	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchod:1;folshody:1	0.5	0.5	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchod:1;folshody:1	0.5	0.5	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchod:1	0.0	1.0
ol+Hoii	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchoiin:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olchoiin:1	0.0	0.0
ol+Hok	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olchokal:1	0.0	1.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olchokal:1	0.0	1.0										
ol+Hos+or	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	tolshosor:1	1.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	tolshosor:1	1.0	0.0
ol+Hot	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0																					1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olchotal:1	0.0	1.0
ol+Hs	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchsy:1;polchs:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchsy:1;polchs:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	olchsy:1;polchs:1	0.5	0.0
ol+Hs+ckh+ol	4	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	dolchsyckheol:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	dolchsyckheol:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	dolchsyckheol:1	0.0	0.0
ol+Hs+od	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			L:1	dolchsody:1	0.0	0.0											1	0	1	1			L:1	dolchsody:1	0.0	0.0
ol+Hsh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	Q_BARE+BARE	Q_BARE+BARE:1	P:1	qolchshy:1	0.0	0.0																				
ol+Ht	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olshty:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olshty:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olshty:1	0.0	0.0
ol+ar	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0											1	1	1	1	FREE_A+BARE	FREE_A+BARE:1	P:1	polanar:1	1.0	0.0										
ol+cfh	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olcfholy:1	0.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olcfholy:1	0.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	olcfholy:1	0.0	0.0
ol+cfhh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	folcfhhy:1	0.0	1.0										
ol+cph	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcphy:1	0.0	0.0	2	1	2	2	BARE+BARE	BARE+BARE:1	P:1;L:1	olcphy:2	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcphy:1	0.0	0.0
ol+cs+ed	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	olcsedy:1	0.0	0.0										
ol+cth	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solcthy:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solcthy:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	solcthy:1	0.0	1.0
ol+cthd	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcthdy:1	0.0	1.0																				
ol+cthh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	olcthhy:1	0.0	0.0										
ol+cthr	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcthr:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcthr:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	olcthr:1	0.0	1.0
ol+d	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	105	98	62	8	BARE+BARE	BARE+BARE:55;BARE+REL_I:16;BARE+FREE_A:8;BARE+FREE_R:6;BARE+FREE_L:5;FREE_L+BARE:3;Q_BARE+BARE:3;Q_BARE+FREE_R:1;FREE_R+BARE:1	P:99;L:4;R:1;C:1	oldy:30;oldaiin:10;koldy:8;oldar:7;oldam:5;ytoldy:4;old:3;qoldy:3	0.07142857142857142	0.4387755102040816	98	91	61	7	BARE+BARE	BARE+BARE:53;BARE+REL_I:16;BARE+FREE_A:6;BARE+FREE_L:6;BARE+FREE_R:5;FREE_L+BARE:3;Q_BARE+FREE_R:1;Q_BARE+BARE:1	P:92;L:4;R:1;C:1	oldy:28;oldaiin:9;koldy:7;oldam:6;oldar:6;ytoldy:5;oldal:3;old:3	0.07692307692307693	0.45054945054945056	76	71	48	7	BARE+BARE	BARE+BARE:38;BARE+REL_I:12;BARE+FREE_L:6;BARE+FREE_A:5;BARE+FREE_R:5;Q_BARE+BARE:3;FREE_L+BARE:2	P:72;L:3;R:1	oldy:20;oldaiin:7;ytoldy:5;oldar:5;oldam:4;oldal:4;koldy:4;qoldy:3	0.09859154929577464	0.49295774647887325
ol+d+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+BARE+BOUND_D:1	P:2	toldshy:1;poldshedy:1	1.0	0.0	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+BARE+BOUND_D:1	P:2	toldshy:1;poldshedy:1	1.0	0.0	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:1;BARE+BARE+BOUND_D:1	P:2	toldshy:1;poldshedy:1	1.0	0.0
ol+d+Hod	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	poldchody:1	1.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	poldchody:1	1.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	poldchody:1	1.0	0.0
ol+d+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oldckhy:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oldckhy:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oldckhy:1	0.0	1.0
ol+d+e	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	oldeey:1	1.0	0.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	oldeey:1	1.0	0.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	oldeey:1	1.0	0.0
ol+d+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+FREE_A+BARE	BARE+FREE_A+BARE:1	P:1	poldaky:1	1.0	0.0	2	2	2	2	BARE+FREE_A+BARE	BARE+FREE_A+BARE:2	P:2	koldaky:1;poldaky:1	0.5	0.5	1	1	1	1	BARE+FREE_A+BARE	BARE+FREE_A+BARE:1	P:1	poldaky:1	1.0	0.0
ol+d+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	doldom:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	doldom:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	doldom:1	0.0	1.0
ol+d+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			L:1	koldarod:1	0.0	0.0	1	0	1	1			L:1	koldarod:1	0.0	0.0	1	0	1	1			L:1	koldarod:1	0.0	0.0
ol+d+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	oldor:2	0.0	0.0	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	oldor:2	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oldor:1	0.0	0.0
ol+dair	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oldair:1	0.0	0.0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oldair:1	0.0	0.0
ol+dar+s	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+REL_I+BARE	BARE+REL_I+BARE:1	P:1	poldarais:1	1.0	0.0																				
ol+darair+ol	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	poldarairol:1	1.0	0.0
ol+ds	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolds:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolds:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	dolds:1	0.0	0.0
ol+e	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	17	15	14	7	BARE+BOUND_E	BARE+BOUND_E:8;BARE+BOUND_D:7	P:15;C:2	oleey:3;oleeedy:2;oleeey:2;oleedy:2;soleeg:1;oleeam:1;yoleeedy:1;oleealy:1	0.06666666666666667	0.26666666666666666	18	16	14	8	BARE+BOUND_D	BARE+BOUND_D:8;BARE+BOUND_E:7;FREE_A+BARE:1	P:16;C:2	oleeey:3;oleedy:3;oleeedy:2;soleeg:1;olaen:1;oleeam:1;doleed:1;oleealy:1	0.125	0.25	26	24	18	8	BARE+BOUND_E	BARE+BOUND_E:13;BARE+BARE:4;BARE+BOUND_D:3;Q_BARE+BARE:2;Q_BARE+BOUND_D:1;Q_BARE+BOUND_E:1	P:24;C:2	oleeey:3;oleey:3;olee:2;qoley:2;oleee:2;ole:2;oleedy:2;soleeg:1	0.041666666666666664	0.125
ol+e+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+FREE_L	BARE+BOUND_E+FREE_L:1	P:1	toleeshal:1	1.0	0.0	2	2	2	1	BARE+BOUND_E+FREE_L	BARE+BOUND_E+FREE_L:1;Q_BARE+BOUND_E+BOUND_D:1	P:2	toleeshal:1;qoleechedy:1	1.0	0.0	1	1	1	1	BARE+BOUND_E+FREE_L	BARE+BOUND_E+FREE_L:1	P:1	toleeshal:1	1.0	0.0
ol+e+b	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	oleeeb:1	1.0	0.0											1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	oleeeb:1	1.0	0.0
ol+e+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BOUND_E+BOUND_E	BARE+BOUND_E+BOUND_E:1	P:1	oleeckhey:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BOUND_E	BARE+BOUND_E+BOUND_E:1	P:1	oleeckhey:1	0.0	0.0
ol+e+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BARE+FREE_A+REL_I	BARE+FREE_A+REL_I:1	P:1	doleadaiin:1	0.0	0.0
ol+e+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			P:1	olekeey:1	0.0	0.0	2	1	2	2	BARE+BARE+FREE_R	BARE+BARE+FREE_R:1	P:2	olekar:1;olekeey:1	0.0	0.0	2	1	2	2	BARE+BARE+FREE_R	BARE+BARE+FREE_R:1	P:2	olekar:1;olekeey:1	0.0	0.0
ol+e+k+or	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			L:1	olekor:1	0.0	0.0	1	0	1	1			L:1	olekor:1	0.0	0.0	1	0	1	1			L:1	olekor:1	0.0	0.0
ol+e+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	0	1	1			C:1	oleeo:1	0.0	0.0	1	0	1	1			C:1	oleeo:1	0.0	0.0
ol+e+o+er	4	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			L:1	oleoeder:1	0.0	0.0										
ol+e+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	2	1	2	2	BARE+BARE+REL_I	BARE+BARE+REL_I:1	C:1;P:1	oleeody:1;doleodaiin:1	0.0	0.0	1	1	1	1	BARE+BARE+REL_I	BARE+BARE+REL_I:1	P:1	doleodaiin:1	0.0	0.0										
ol+e+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	5	4	5	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3;BARE+BARE+BARE:1	P:4;L:1	oleeol:2;poleeol:1;koleearol:1;oleol:1	0.5	0.25	4	3	4	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3	P:3;L:1	oleeol:2;poleeol:1;koleearol:1	0.3333333333333333	0.3333333333333333	5	4	5	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3;BARE+BARE+BARE:1	P:4;L:1	oleeol:2;poleeol:1;koleearol:1;oleol:1	0.5	0.25
ol+e+t	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			L:1	oletal:1	0.0	0.0	1	0	1	1			L:1	oletal:1	0.0	0.0	1	0	1	1			L:1	oletal:1	0.0	0.0
ol+ed	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	doledy:1	1.0	0.0	5	5	5	2	BARE+BARE	BARE+BARE:5	P:5	oledy:4;soledy:1	0.4	0.2
ol+eedar	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	poleedaran:1	1.0	0.0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	poleedaran:1	1.0	0.0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	poleedaran:1	1.0	0.0
ol+eees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	oleees:2	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	oleees:2	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	oleees:1	0.0	0.0
ol+ees	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			C:1	olees:1	0.0	0.0
ol+ees+e	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oleesey:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oleesey:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	oleesey:1	0.0	0.0
ol+ees+os	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			L:1	soleesos:1	0.0	0.0											1	0	1	1			L:1	soleesos:1	0.0	0.0
ol+es	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	koles:1	0.0	0.0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	koles:1	0.0	0.0
ol+k	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	351	335	74	7	BARE+BOUND_D	BARE+BOUND_D:89;BARE+BOUND_E:76;BARE+REL_I:74;BARE+BARE:25;BARE+FREE_R:18;BARE+FREE_L:14;BARE+FREE_A:12;Q_BARE+BOUND_D:9;Q_BARE+REL_I:7;Q_BARE+BOUND_E:6;Q_BARE+BARE:4;Q_BARE+FREE_R:1	P:335;C:9;L:7	olkeedy:45;olkeey:38;olkain:34;olkaiin:31;olkedy:26;olky:23;olkar:21;olkey:14	0.11940298507462686	0.11940298507462686	339	331	71	7	BARE+BOUND_D	BARE+BOUND_D:90;BARE+BOUND_E:75;BARE+REL_I:73;BARE+BARE:25;BARE+FREE_R:18;BARE+FREE_L:14;BARE+FREE_A:9;Q_BARE+BOUND_D:8;Q_BARE+REL_I:7;Q_BARE+BOUND_E:7;Q_BARE+BARE:4;Q_BARE+FREE_R:1	P:331;L:5;C:2;R:1	olkeedy:42;olkeey:40;olkain:33;olkaiin:31;olkedy:27;olky:22;olkar:19;olkey:12	0.12386706948640483	0.10876132930513595	356	341	76	7	BARE+BOUND_E	BARE+BOUND_E:108;BARE+REL_I:70;BARE+BOUND_D:63;BARE+BARE:24;BARE+FREE_R:17;BARE+FREE_L:14;BARE+FREE_A:13;Q_BARE+BOUND_E:11;Q_BARE+BOUND_D:9;Q_BARE+REL_I:7;Q_BARE+BARE:4;Q_BARE+FREE_R:1	P:341;C:8;L:7	olkeey:39;olkain:33;olkaiin:30;olkeedy:30;olky:20;olkar:20;olkee:19;olkedy:16	0.11730205278592376	0.11436950146627566
