locus	page	section	currier	hand	kind	readings_present	reading_status	exact_surface_all	exact_root_sequence_all	exact_role_sequence_all	word_counts	stable_core_atoms	union_core_atoms	stable_confirmed_edges	union_confirmed_edges	minimum_core34_word_coverage	minimum_hybrid95_word_coverage
f80v.31	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:9	H;k;oii;ok;ol	H;k;l;oii;ok;ol		W5>W6:BOUND_D>Q_REL_I;W6>W7:BOUND_D>Q_REL_I	1.0	0.875
f80v.32	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:8	H;air;ar;k;ol;or	H;air;ar;e;k;ol;or;s			1.0	0.875
f80v.33	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:8;IT2a:8;RF1b:8	H;Hcth;k;l;o;ok;ol	H;Hcth;k;l;o;ok;ol	W4>W5:BOUND_D>Q_BOUND_E	W4>W5:BOUND_D>Q_BOUND_E	0.875	0.875
f80v.34	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:9;IT2a:9;RF1b:9	H;Hcth;Hd;cth;k;l;ol	H;Hcth;Hd;cth;k;l;ol			0.8888888888888888	1.0
f80v.35	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:11;IT2a:11;RF1b:11	H;ai;d;k;l;ol;t	H;ai;d;k;l;ol;t			0.9090909090909091	0.9090909090909091
f80v.36	f80v	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:10;IT2a:10;RF1b:10	H;al;l;ok;ol;or	H;al;l;ok;ol;or			0.9	1.0
f80v.37	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:4;IT2a:4;RF1b:4	H;Hd;Hk;ok;ol	H;Hd;Hk;ok;ol			1.0	1.0
f80v.38	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:11	H;ckh;cth;k;l;ol;ot;r	H;ckh;cth;ed;k;l;ol;ot;r		W6>W7:BOUND_E>Q_BARE;W7>W8:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BARE	1.0	1.0
f80v.39	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;Hckh;Hd;aii;ar;ok;ol	H;Hckh;Hd;aii;al;ar;ok;ol			0.9	1.0
f80v.4	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;ok;ol	H;cth;ok;ol	W4>W5:BOUND_D>Q_BARE	W4>W5:BOUND_D>Q_BARE;W7>W8:BOUND_E>Q_BARE	1.0	1.0
f80v.40	f80v	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:10;IT2a:10;RF1b:10	H;ok;ol;or;ot	H;l;ok;ol;or;ot			1.0	1.0
f80v.41	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:11	H;Hckh;ar;k;l;ok;ol;ot	H;Hckh;ar;k;l;ok;ol;or;ot		W7>W8:BOUND_D>Q_REL_I;W8>W9:BOUND_D>Q_REL_I	1.0	1.0
f80v.42	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:12	H;aii;al;d;k;l;ok;ol	H;Hd;aii;al;ar;d;k;l;ok;ol;r	W6>W7:BOUND_D>Q_BARE	W6>W7:BOUND_D>Q_BARE	1.0	1.0
f80v.43	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:9	H;Hk;Hok;ai;al;ok;or	H;Hk;Hok;ai;al;ar;e;ok;or			1.0	1.0
f80v.44	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	ok;ol;or	ok;ol;or			1.0	1.0
f80v.5	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;Hckh;k;ok;ol;ot	H;Hckh;k;o;ok;ol;ot			0.875	0.875
f80v.6	f80v	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;ai;ok;ol;ot	H;ai;e;ed;ok;ol;ot	W5>W6:BOUND_D>Q_REL_I	W5>W6:BOUND_D>Q_REL_I	1.0	1.0
f80v.7	f80v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:8;IT2a:8;RF1b:8	H;al;ok;ol;ot;t	H;al;ok;ol;ot;t	W2>W3:BOUND_E>Q_BARE;W4>W5:BOUND_D>Q_BARE	W2>W3:BOUND_E>Q_BARE;W4>W5:BOUND_D>Q_BARE	1.0	1.0
f80v.8	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;Hd;ok;ol;t	H;Hd;ok;ol;ot;t	W1>W2:BOUND_D>Q_REL_I	W1>W2:BOUND_D>Q_REL_I;W3>W4:BOUND_D>Q_REL_I	0.875	1.0
f80v.9	f80v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:13	H;Hd;al;cth;d;l;ok;ol	H;Hckh;Hcth;Hd;ai;al;cth;d;l;ok;ol			1.0	1.0
f81r.1	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:7	H;o;ok;ol	H;Hd;Ho;o;ok;ol			1.0	1.0
f81r.10	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:6;IT2a:6;RF1b:6	H;ai;l;ot	H;ai;l;ot			1.0	1.0
f81r.11	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:5	ckh;k;ol;t	H;ckh;e;k;ol;t			1.0	1.0
f81r.12	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:6;IT2a:6;RF1b:6	H;ed;l;ok;ol	H;ed;l;ok;ol	W4>W5:BOUND_D>Q_BOUND_E	W4>W5:BOUND_D>Q_BOUND_E	1.0	1.0
f81r.13	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:7;RF1b:6	H;ol;ot	H;ed;ol;ot;r;t		W2>W3:BOUND_D>Q_BOUND_D	0.8333333333333334	0.8333333333333334
f81r.14	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:7	H;ar;o;ok;ol;or	H;ai;ar;e;o;ok;ol;or		W1>W2:BOUND_D>Q_BARE;W1>W2:BOUND_E>Q_BARE	1.0	1.0
f81r.15	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:5;IT2a:5;RF1b:5	H;ai;ok;ol;ot	H;ai;ok;ol;ot	W3>W4:BOUND_D>Q_BOUND_D	W3>W4:BOUND_D>Q_BOUND_D	1.0	1.0
f81r.16	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:7	H;o;ol;or	H;Hd;o;ok;ol;or;s			0.8333333333333334	0.8333333333333334
f81r.17	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:6;IT2a:6;RF1b:6	H;cth;o;ok;ol	H;cth;o;ok;ol			1.0	1.0
f81r.18	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:6	H;o;ok;ol;or	H;o;ok;ol;or			1.0	1.0
f81r.19	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:6	H;ok;ol;ot	H;a;ok;ol;ot	W3>W4:BOUND_D>Q_BOUND_D	W3>W4:BOUND_D>Q_BOUND_D	1.0	1.0
f81r.2	f81r	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:8;IT2a:8;RF1b:8	H;l;ok;ol;ot	H;al;l;ok;ol;ot	W3>W4:BOUND_D>Q_BARE	W3>W4:BOUND_D>Q_BARE	0.875	0.875
f81r.20	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:7;IT2a:7;RF1b:7	H;al;o;od;ok;ol;r	H;al;o;od;ok;ol;r	W1>W2:BOUND_D>Q_BARE;W3>W4:BOUND_D>Q_BOUND_E	W1>W2:BOUND_D>Q_BARE;W3>W4:BOUND_D>Q_BOUND_E	1.0	1.0
f81r.21	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;k;l;ok;ol;ot	H;k;l;ok;ol;ot			1.0	1.0
f81r.22	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:9;IT2a:9;RF1b:9	H;aii;ol;ot	H;aii;ol;ot	W2>W3:BOUND_D>Q_BARE	W2>W3:BOUND_D>Q_BARE	1.0	1.0
f81r.23	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:6;IT2a:6;RF1b:6	H;ckh;l;oii;ok	H;ckh;l;oii;ok			1.0	1.0
f81r.24	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:8	H;ar;cph;od;ol;ot	H;ar;cph;d;od;ol;ot			1.0	1.0
f81r.25	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:8	H;ok;ol;ot	H;ar;ok;ol;ot;r;s		W2>W3:BOUND_D>Q_BARE;W3>W4:BOUND_D>Q_BARE	0.8571428571428571	1.0
f81r.26	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:7	H;ok;ol;ot	H;ok;ol;or;ot	W1>W2:BOUND_D>Q_BOUND_E;W6>W7:BOUND_D>Q_BARE	W1>W2:BOUND_D>Q_BOUND_E;W6>W7:BOUND_D>Q_BARE	0.8571428571428571	0.8571428571428571
f81r.27	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:7	H;k;ok;ol	H;al;k;l;ok;ol;s		W2>W3:BOUND_D>Q_BOUND_D;W3>W4:BOUND_E>Q_BOUND_E	1.0	1.0
f81r.28	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;aii;l;ok;ot	H;aii;l;ok;ot			0.7142857142857143	0.7142857142857143
f81r.29	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:7;RF1b:8	H;Hcth;ar;k;l;ol	H;Hcth;ar;k;l;ol			1.0	0.8571428571428571
f81r.3	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:7;RF1b:8	H;k;l;ok;ol;ot	H;k;l;ok;ol;ot			0.8571428571428571	0.8571428571428571
f81r.30	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:7;RF1b:8	k;l;ok;ol;or	H;Hd;aii;e;k;l;ok;ol;or		W2>W3:BOUND_D>Q_BOUND_D	0.875	0.875
f81r.31	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:11;IT2a:11;RF1b:11	H;ar;k;l;ol;or	H;ar;k;l;ol;or			0.9090909090909091	1.0
f81r.4	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Hcth;al;e;ok;ol	H;Hcth;al;e;ok;ol	W1>W2:BOUND_D>Q_REL_I	W1>W2:BOUND_D>Q_REL_I	1.0	1.0
f81r.5	f81r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;ok;ol;or	H;ai;aii;ok;ol;or			1.0	1.0
f81r.6	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;ar;ok;ol;ot	H;ar;ok;ol;ot			0.8571428571428571	0.8571428571428571
f81r.7	f81r	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:5;IT2a:5;RF1b:5	Hcth;ok;ot	Hcth;ok;ot			0.8	1.0
f81r.8	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:6;IT2a:6;RF1b:6	H;ok;ol;ot	H;ok;ol;ot		W1>W2:BOUND_D>Q_BOUND_E;W1>W2:BOUND_E>Q_BOUND_E	1.0	1.0
f81r.9	f81r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:4;IT2a:4;RF1b:4	ok;ot	ok;ot			0.5	1.0
f81v.1	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:12;RF1b:11	H;al;ar;e;k;o;ol	H;ai;al;ar;e;k;o;ol			0.9090909090909091	0.9090909090909091
f81v.10	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;air;o;ok;ol;ot	H;a;air;o;ok;ol;ot	W6>W7:BOUND_D>Q_BARE	W2>W3:BOUND_D>Q_BARE;W2>W3:BOUND_E>Q_BARE;W6>W7:BOUND_D>Q_BARE	0.875	0.875
f81v.11	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:9;RF1b:10	H;d;e;k;ok;ol	H;d;e;k;l;o;ok;ol	W1>W2:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BARE	W1>W2:BOUND_E>Q_BOUND_E;W5>W6:BOUND_E>Q_BARE	0.8888888888888888	0.8888888888888888
f81v.12	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	H;Hd;e;ed;k;l;ok;ol;t	H;Hd;e;ed;k;l;ok;ol;ot;t		W4>W5:BOUND_D>Q_BOUND_D	1.0	1.0
f81v.13	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:9	ar;e;ed;ok;ot	H;ar;cph;e;ed;ok;ot			0.8	0.7777777777777778
f81v.14	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;aii;e;k;l;ok	H;aii;e;k;l;ok	W5>W6:BOUND_D>Q_BOUND_D	W5>W6:BOUND_D>Q_BOUND_D	0.75	0.75
f81v.15	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:9;IT2a:9;RF1b:9	H;al;l;o;ok;ol;r;t	H;al;l;o;ok;ol;r;t			0.8888888888888888	0.8888888888888888
f81v.16	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:12	H;Hd;ar;l;o;ol;or;r	H;Hd;ar;l;o;ol;or;r		W2>W3:BOUND_D>Q_BOUND_D;W3>W4:BOUND_D>Q_BOUND_E	1.0	1.0
f81v.17	f81v	B	B	2	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;Hd;Hk;l;ok;ol;r	H;Hckh;Hd;Hk;ckh;l;ok;ol;r	W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_REL_I	W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_REL_I	1.0	0.8888888888888888
f81v.18	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;Hckh;k;ok;ol	H;Hckh;Hd;k;ok;ol		W6>W7:BOUND_D>Q_BOUND_D;W6>W7:BOUND_D>Q_BOUND_E	1.0	1.0
f81v.19	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;ed;k;ok;ol	H;Hckh;ckh;ed;k;ok;ol;s			0.9	1.0
f81v.2	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:12;IT2a:12;RF1b:12	ai;air;al;ar;k;l;ok;ol;r	ai;air;al;ar;k;l;ok;ol;r			1.0	1.0
f81v.20	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;cth;d;k;l;o;ok;ol;ot;t	H;Hod;cth;d;k;l;o;ok;ol;ot;t		W3>W4:BOUND_D>Q_BOUND_D;W3>W4:BOUND_D>Q_BOUND_E;W7>W8:BOUND_D>Q_REL_I	1.0	1.0
f81v.21	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:9;IT2a:9;RF1b:9	H;Ho;k;l;ok;ol;ot	H;Ho;k;l;ok;ol;ot	W5>W6:BOUND_D>Q_BARE;W7>W8:BOUND_D>Q_BARE	W5>W6:BOUND_D>Q_BARE;W7>W8:BOUND_D>Q_BARE	1.0	1.0
f81v.22	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:8	H;al;l;oii;ok;ol;t	H;al;l;oii;ok;ol;t			0.7777777777777778	0.7777777777777778
f81v.23	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:10	H;aii;e;k;ok;ol;r	H;aii;e;k;ok;ol;r;t		W5>W6:BOUND_D>Q_BARE	0.8888888888888888	0.8888888888888888
f81v.24	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:10;IT2a:10;RF1b:10	H;Hd;al;e;l;ok;ol	H;Hd;al;e;l;ok;ol	W4>W5:BOUND_E>Q_BARE	W4>W5:BOUND_E>Q_BARE	1.0	1.0
f81v.25	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:11;RF1b:11	H;Hd;o;ok;ol;ot	H;Hd;o;ok;ol;ot	W1>W2:BOUND_D>Q_BOUND_D;W7>W8:BOUND_E>Q_BARE	W1>W2:BOUND_D>Q_BOUND_D;W7>W8:BOUND_E>Q_BARE	0.9090909090909091	1.0
f81v.26	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:10	H;al;k;ok;ol	H;al;ar;e;k;oii;ok;ol;t			0.9	0.9
f81v.27	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Hckh;ed;k;ol	H;Hckh;ed;k;ol			0.8571428571428571	1.0
f81v.28	f81v	B	B	2	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:2	k;ol	ai;k;ol;ot			0.5	0.5
f81v.3	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:10	H;Hd;aii;al;d;k;ok;ol	H;Hd;aii;al;d;e;k;ok;ol			1.0	1.0
f81v.4	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;ai;aii;k;ok;ol	H;Hckh;Hcth;ai;aii;k;ok;ol			1.0	1.0
f81v.5	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:9	Hckh;aii;ar;ok;ot	Hckh;aii;ar;ok;ot		W5>W6:BOUND_D>Q_BARE;W5>W6:BOUND_E>Q_BARE	1.0	1.0
f81v.6	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:11;IT2a:10;RF1b:11	H;aii;al;k;l;ok;ol;s	H;aii;al;d;k;l;ok;ol;s			1.0	1.0
f81v.7	f81v	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:9;IT2a:9;RF1b:9	H;Hckh;aii;ckh;ok;ol;or	H;Hckh;aii;ckh;ok;ol;or		W8>W9:BOUND_D>Q_BARE;W8>W9:BOUND_E>Q_BARE	1.0	1.0
f81v.8	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:10;RF1b:10	H;ai;aii;cph;ol;or	H;ai;aii;cph;d;e;k;ol;or		W4>W5:BOUND_D>Q_BARE;W5>W6:BOUND_D>Q_BARE	1.0	1.0
f81v.9	f81v	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:9	H;aii;ar;ckh;ok;ol;or	H;aii;ar;ckh;d;ok;ol;or			1.0	1.0
f82r.1	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;Hckh;aii;ok;ol;or	H;Hckh;aii;e;o;ok;ol;or		W1>W2:BOUND_D>Q_BOUND_E	0.875	0.875
f82r.10	f82r	B	B	2	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:2;RF1b:2	ol;or	ai;air;ol;or			0.0	0.0
f82r.11	f82r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:8;IT2a:8;RF1b:8	H;Hd;Ho;a;o;ok;ol;or;ot	H;Hd;Ho;a;o;ok;ol;or;ot			1.0	1.0
f82r.12	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:7	H;ar;o;od;ok;ol;ot	H;ar;ckh;l;o;od;ok;ol;ot		W1>W2:BOUND_D>Q_BARE;W1>W2:BOUND_E>Q_BARE	0.7777777777777778	0.875
f82r.13	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:9;RF1b:8	H;l;ok;ol;ot	H;al;ar;l;ok;ol;ot	W2>W3:BOUND_D>Q_BOUND_D	W2>W3:BOUND_D>Q_BOUND_D	1.0	1.0
f82r.14	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:10	H;e;ok;ol;r	H;e;l;ok;ol;r		W5>W6:BOUND_D>Q_BOUND_E;W6>W7:BOUND_D>Q_BOUND_E;W7>W8:BOUND_D>Q_BOUND_E	1.0	1.0
f82r.15	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;aii;ed;k;l;ok	H;Hd;aii;ed;k;l;ok	W2>W3:BOUND_D>Q_BOUND_D	W2>W3:BOUND_D>Q_BOUND_D;W5>W6:BOUND_D>Q_REL_I	1.0	1.0
f82r.16	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:10;RF1b:12	H;a;aii;l;ok;ol;r	H;a;aii;l;ok;ol;or;r;s;t	W2>W3:BOUND_D>Q_BOUND_D	W2>W3:BOUND_D>Q_BOUND_D	1.0	1.0
f82r.17	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;l;ok;ot;r;t	H;l;ok;ol;ot;r;t	W1>W2:BOUND_D>Q_BOUND_E;W6>W7:BOUND_D>Q_BOUND_D	W1>W2:BOUND_D>Q_BOUND_E;W3>W4:BOUND_D>Q_BOUND_E;W3>W4:BOUND_E>Q_BOUND_E;W6>W7:BOUND_D>Q_BOUND_D	1.0	1.0
f82r.18	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:10;RF1b:11	H;al;l;ok;ol;or;ot;s	H;al;ar;e;l;ok;ol;or;ot;s		W6>W7:BOUND_D>Q_BOUND_E	1.0	1.0
f82r.19	f82r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:5;IT2a:5;RF1b:5	H;l;ok	H;l;ok			1.0	1.0
f82r.2	f82r	B	B	2	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:7;IT2a:7;RF1b:7	H;ckh;l;ok;ol	H;ckh;l;ok;ol	W2>W3:BOUND_D>Q_REL_I	W1>W2:BOUND_D>Q_BARE;W1>W2:BOUND_E>Q_BARE;W2>W3:BOUND_D>Q_REL_I	1.0	1.0
f82r.20	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:8	H;cph;e;k;l;ok;ol;os	H;cph;e;k;l;ok;ol;os		W7>W8:BOUND_E>Q_BARE;W8>W9:BOUND_D>Q_BARE	1.0	1.0
f82r.21	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;aii;al;k;l;ok;ol	H;aii;al;k;l;ok;ol;r	W6>W7:BOUND_E>Q_BARE;W8>W9:BOUND_D>Q_BOUND_E	W6>W7:BOUND_E>Q_BARE;W8>W9:BOUND_D>Q_BOUND_E	1.0	1.0
f82r.22	f82r	B	B	2	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:9;RF1b:8	H;Hckh;ok;ol;or;r	H;Hckh;e;k;ok;ol;or;r;s	W5>W6:BOUND_E>Q_BARE	W5>W6:BOUND_E>Q_BARE;W6>W7:BOUND_D>Q_BOUND_E;W7>W8:BOUND_D>Q_BOUND_E	1.0	1.0
