left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
ok	e+t+H	0		1	1	1	BOUND_E>BARE:1					1	1	1	BOUND_E>BARE:1
ok	e+t+Hd	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
ok	e+u	0		1	1	1	Q_REL_I>BOUND_D:1					1	1	1	Q_REL_I>BOUND_D:1
ok	ed	1		14	13	3	Q_BOUND_D>BARE:5;Q_BARE>BARE:2;BOUND_D>BARE:2;BARE>BARE:1;Q_BOUND_E>BARE:1;Q_BOUND_D>Q_BARE:1;BOUND_E>FREE_A:1;BOUND_E>BARE:1	15	14	3	Q_BOUND_D>BARE:5;BOUND_D>BARE:3;Q_BARE>BARE:2;BARE>BARE:1;Q_BOUND_E>BARE:1;REL_I>Q_REL_I:1;BOUND_E>FREE_A:1;BOUND_E>BARE:1	21	16	5	Q_FREE_L>BARE:4;Q_REL_I>BARE:3;Q_BOUND_E>BARE:3;Q_BOUND_D>BARE:3;BOUND_E>BARE:3;BOUND_D>BARE:2;Q_FREE_R>BARE:1;Q_BARE>BARE:1;BOUND_E>FREE_A:1
ok	ed+ol	0		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1				
ok	ed+x	1		1	1	1	BOUND_D>FREE_R:1	1	1	1	BOUND_D>FREE_R:1	1	1	1	BOUND_D>FREE_R:1
ok	ees	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
ok	er	0										1	1	1	BOUND_D>BARE:1
ok	es	0										1	1	1	BOUND_E>BARE:1
ok	es+e	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	i	0										1	1	1	Q_BARE>BARE:1
ok	i+thh	0						1	1	1	BOUND_D>BARE:1				
ok	ii	0										4	4	3	Q_BARE>BARE:2;BARE>BARE:2
ok	k	1		6	6	3	Q_BOUND_D>BARE:1;BOUND_D>FREE_L:1;FREE_R>BARE:1;Q_BOUND_E>BARE:1;REL_I>REL_I:1;BOUND_D>REL_I:1	7	7	3	Q_BOUND_D>BARE:1;BOUND_D>FREE_L:1;FREE_R>BARE:1;Q_BOUND_E>BARE:1;Q_BARE>BOUND_D:1;REL_I>REL_I:1;BOUND_D>REL_I:1	8	8	3	Q_BOUND_D>BARE:1;Q_BOUND_E>REL_I:1;BOUND_E>FREE_L:1;FREE_R>BARE:1;Q_BOUND_E>BARE:1;Q_BARE>BOUND_D:1;REL_I>REL_I:1;BOUND_E>REL_I:1
ok	l	1		26	15	4	Q_BOUND_E>BARE:8;BOUND_E>BARE:6;Q_BOUND_E>REL_I:2;Q_BOUND_D>BARE:2;REL_I>REL_I:1;BARE>BARE:1;BARE>FREE_R:1;Q_FREE_L>BARE:1;Q_FREE_A>BARE:1;Q_BOUND_D>REL_I:1;BOUND_E>FREE_R:1;BOUND_E>REL_I:1	13	12	4	Q_BOUND_E>BARE:4;BOUND_E>BARE:2;REL_I>REL_I:1;Q_BOUND_E>REL_I:1;Q_FREE_L>BARE:1;Q_BOUND_D>REL_I:1;BOUND_E>FREE_R:1;Q_BOUND_D>BARE:1;BOUND_E>REL_I:1	45	30	5	Q_BARE>BARE:11;Q_BOUND_E>BARE:10;BOUND_E>BARE:7;BARE>BARE:4;REL_I>BARE:2;Q_BOUND_E>REL_I:2;FREE_R>BARE:1;Q_BOUND_E>FREE_R:1;REL_I>REL_I:1;BARE>FREE_R:1;Q_FREE_L>BARE:1;Q_BOUND_D>REL_I:1;BOUND_E>FREE_R:1;Q_REL_I>BARE:1;BOUND_E>REL_I:1
ok	l+H	1		60	26	3	Q_BOUND_D>BARE:21;Q_BOUND_E>BARE:18;BOUND_E>BARE:9;BOUND_D>BARE:5;Q_BARE>BARE:3;Q_FREE_L>BARE:2;Q_FREE_R>BARE:1;FREE_L>BARE:1	62	27	3	Q_BOUND_D>BARE:23;Q_BOUND_E>BARE:19;BOUND_E>BARE:9;BOUND_D>BARE:5;Q_BARE>BARE:3;Q_FREE_R>BARE:1;FREE_L>BARE:1;Q_FREE_L>BARE:1	62	27	3	Q_BOUND_E>BARE:26;Q_BOUND_D>BARE:15;BOUND_E>BARE:12;Q_BARE>BARE:3;Q_REL_I>BARE:2;Q_FREE_R>BARE:1;BOUND_D>BARE:1;FREE_L>BARE:1;Q_FREE_L>BARE:1
ok	l+H+ckh	1		3	2	1	Q_BOUND_D>BARE:1;Q_FREE_L>BARE:1;Q_BOUND_E>BARE:1	3	2	1	Q_BOUND_D>BARE:1;Q_FREE_L>BARE:1;Q_BOUND_E>BARE:1	2	1	1	Q_FREE_L>BARE:1;Q_BOUND_E>BARE:1
ok	l+H+ol	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	l+H+or	0		1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1				
ok	l+H+t	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	l+Har	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
ok	l+Hchd	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	l+Hd	1		5	4	3	BOUND_D>BARE:1;Q_BOUND_E>BARE:1;Q_REL_I>BARE:1;Q_BARE>BARE:1;Q_BOUND_D>BARE:1	4	4	3	BOUND_D>BARE:1;Q_BOUND_E>BARE:1;Q_BARE>BARE:1;Q_BOUND_D>BARE:1	4	4	3	BOUND_E>BARE:1;Q_BOUND_E>BARE:1;Q_BARE>BARE:1;Q_BOUND_D>BARE:1
ok	l+Hd+o	0						1	1	1	Q_REL_I>BARE:1				
ok	l+Ho	0		1	1	1	Q_BOUND_D>BARE:1								
ok	l+Hsl	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	l+d	1		6	6	3	BOUND_D>BARE:2;Q_BARE>BARE:1;Q_BOUND_D>BARE:1;BOUND_E>BARE:1;REL_I>BARE:1	6	6	3	BOUND_D>BARE:2;Q_BARE>BARE:1;Q_BOUND_D>BARE:1;BOUND_E>BARE:1;REL_I>BARE:1	6	6	4	FREE_L>BARE:2;Q_BARE>BARE:1;Q_BOUND_E>BARE:1;BOUND_D>BARE:1;REL_I>FREE_L:1
ok	l+dr	0		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1				
ok	l+e+ckh	0										1	1	1	Q_BOUND_D>BARE:1
ok	l+eees	1		1	1	1	Q_BARE>BARE:1	1	1	1	Q_BARE>BARE:1	1	1	1	Q_BARE>BARE:1
ok	l+k	1		50	27	3	Q_BOUND_E>BARE:12;Q_BOUND_D>BARE:10;BOUND_E>BARE:10;BOUND_D>BARE:8;Q_REL_I>BARE:4;BARE>BARE:2;FREE_L>BARE:2;Q_BARE>BARE:1;Q_FREE_L>BARE:1	54	26	3	BOUND_E>BARE:13;Q_BOUND_E>BARE:13;Q_BOUND_D>BARE:9;BOUND_D>BARE:8;Q_REL_I>BARE:4;BARE>BARE:2;FREE_L>BARE:2;BOUND_D>Q_BARE:1;Q_BARE>BARE:1;Q_FREE_L>BARE:1	51	28	3	Q_BOUND_E>BARE:16;BOUND_E>BARE:13;Q_BOUND_D>BARE:6;BOUND_D>BARE:6;Q_REL_I>BARE:4;BARE>BARE:3;FREE_L>BARE:2;Q_FREE_L>BARE:1
ok	l+k+H	1		6	5	1	BOUND_E>BARE:2;Q_BOUND_E>BARE:2;FREE_R>BARE:2	7	6	1	BOUND_E>BARE:3;Q_BOUND_E>BARE:2;FREE_R>BARE:2	6	5	1	BOUND_E>BARE:2;Q_BOUND_E>BARE:2;BOUND_D>BARE:1;FREE_R>BARE:1
ok	l+k+e	0						1	1	1	BOUND_D>BARE:1				
ok	l+k+ed	0		1	1	1	BOUND_E>BARE:1					1	1	1	BOUND_E>BARE:1
ok	l+k+o	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	2	2	1	Q_BOUND_E>BARE:2
ok	l+k+od	1		2	2	1	Q_BOUND_E>BARE:1;REL_I>BARE:1	3	3	1	Q_BOUND_E>BARE:1;REL_I>BARE:1;BOUND_E>BARE:1	2	2	1	REL_I>BARE:1;BOUND_E>BARE:1
ok	l+k+ol	0		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1				
ok	l+k+ol+d	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	l+k+or	1		1	1	1	Q_BARE>BARE:1	2	2	2	Q_BARE>BARE:1;Q_BOUND_D>BARE:1	1	1	1	Q_BARE>BARE:1
ok	l+k+s	0		1	1	1	Q_BOUND_D>BARE:1					1	1	1	Q_BOUND_E>BARE:1
ok	l+k+tar+t	0										1	1	1	Q_BARE>BARE:1
ok	l+kees	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
ok	l+kl	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
ok	l+o	1		2	2	2	Q_BOUND_D>BARE:1;Q_BOUND_E>BARE:1	3	3	2	Q_BOUND_D>BARE:2;Q_BOUND_E>BARE:1	3	3	2	Q_BOUND_D>BARE:2;Q_BOUND_E>BARE:1
ok	l+o+H	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	l+od	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	l+oii	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
ok	l+ok	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
ok	l+ol	1		8	7	2	Q_BOUND_D>BARE:4;Q_BOUND_E>BARE:3;BOUND_D>BARE:1	8	6	2	Q_BOUND_D>BARE:4;Q_BOUND_E>BARE:3;BOUND_D>BARE:1	7	6	2	Q_BOUND_E>BARE:4;Q_BOUND_D>BARE:2;BOUND_D>BARE:1
ok	l+ol+H	0		1	1	1	Q_BOUND_D>BARE:1					1	1	1	Q_BOUND_D>BARE:1
ok	l+ol+s	0						1	1	1	Q_BOUND_D>BARE:1				
ok	l+or	1		5	5	2	Q_BOUND_E>BARE:1;Q_BOUND_D>BARE:1;Q_FREE_L>BARE:1;Q_REL_I>BARE:1;BOUND_E>BARE:1	6	6	2	Q_BOUND_E>BARE:2;Q_BOUND_D>BARE:1;Q_FREE_L>BARE:1;Q_REL_I>BARE:1;BOUND_E>BARE:1	4	4	1	Q_BOUND_E>BARE:1;Q_FREE_L>BARE:1;Q_REL_I>BARE:1;BOUND_E>BARE:1
ok	l+or+ol	1		1	1	1	Q_BOUND_D>FREE_R:1	1	1	1	Q_BOUND_D>FREE_R:1	1	1	1	Q_BOUND_D>FREE_R:1
ok	l+ot	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	l+s	1		2	2	1	Q_BOUND_D>BARE:1;Q_BARE>BARE:1	2	2	1	BARE>FREE_A:1;Q_BARE>BARE:1	2	2	1	Q_BOUND_E>BARE:1;Q_BARE>BARE:1
ok	l+s+or	0						1	1	1	BOUND_E>BARE:1				
ok	l+t	1		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	l+t+or	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	l+x	0										1	1	1	Q_BOUND_D>BARE:1
ok	l+x+or	0		1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1				
ok	lr	1		2	2	1	BOUND_E>BARE:2	3	3	2	BOUND_E>BARE:2;Q_BOUND_D>BARE:1	2	2	1	BOUND_E>BARE:2
ok	o	1	BOUND_D>Q_BOUND_D;BOUND_E>Q_BOUND_E	41	35	6	Q_REL_I>BARE:5;FREE_L>BARE:3;REL_I>BARE:3;BOUND_E>Q_BOUND_E:2;Q_BOUND_E>Q_REL_I:2;FREE_R>FREE_R:2;Q_BOUND_D>Q_BOUND_D:2;FREE_R>Q_BOUND_D:2;Q_BOUND_E>BARE:2;REL_I>Q_BARE:1;BOUND_E>BARE:1;BOUND_D>Q_REL_I:1;BOUND_D>Q_BOUND_D:1;BOUND_D>Q_BARE:1;Q_BOUND_D>Q_FREE_L:1;Q_BARE>BARE:1;Q_BOUND_E>Q_BOUND_E:1;Q_FREE_L>BOUND_D:1;Q_BARE>Q_REL_I:1;Q_FREE_R>REL_I:1;Q_BOUND_D>REL_I:1;FREE_L>REL_I:1;Q_FREE_L>FREE_A:1;BOUND_E>Q_BARE:1;Q_BOUND_D>BARE:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_D>Q_REL_I:1	36	28	6	Q_BOUND_E>BARE:3;FREE_L>BARE:2;BOUND_E>Q_BOUND_E:2;REL_I>BARE:2;Q_BOUND_E>Q_REL_I:2;FREE_R>FREE_R:2;Q_BOUND_D>Q_BOUND_D:2;FREE_R>Q_BOUND_D:2;BOUND_D>Q_REL_I:1;BOUND_D>Q_BOUND_D:1;REL_I>FREE_R:1;Q_BOUND_D>Q_FREE_L:1;Q_BOUND_D>Q_FREE_R:1;Q_BOUND_E>Q_BOUND_E:1;Q_BARE>BARE:1;Q_FREE_L>BOUND_D:1;Q_BARE>Q_REL_I:1;Q_FREE_R>REL_I:1;BOUND_E>BARE:1;Q_BOUND_D>REL_I:1;FREE_L>REL_I:1;Q_BOUND_E>REL_I:1;Q_FREE_L>FREE_A:1;BOUND_E>Q_REL_I:1;Q_BOUND_D>BARE:1;Q_BOUND_D>BOUND_E:1;Q_BOUND_D>Q_REL_I:1	38	31	6	BOUND_E>Q_BOUND_E:3;FREE_L>BARE:2;BOUND_E>BARE:2;Q_BOUND_E>Q_REL_I:2;FREE_R>FREE_R:2;REL_I>FREE_R:2;Q_FREE_R>BARE:2;Q_BOUND_E>BARE:2;BOUND_E>Q_REL_I:1;Q_REL_I>BARE:1;BOUND_D>Q_BOUND_D:1;Q_BOUND_D>Q_FREE_L:1;Q_BOUND_D>Q_BOUND_D:1;Q_BOUND_E>Q_BOUND_E:1;Q_BOUND_D>Q_BOUND_E:1;Q_FREE_L>BOUND_E:1;REL_I>BARE:1;Q_FREE_L>BARE:1;Q_FREE_R>REL_I:1;Q_BOUND_E>BOUND_D:1;FREE_L>REL_I:1;FREE_R>BARE:1;Q_FREE_L>FREE_A:1;BOUND_E>Q_BARE:1;Q_BOUND_D>BARE:1;Q_BOUND_D>Q_BARE:1;Q_BOUND_D>BOUND_E:1;FREE_R>Q_BOUND_D:1;Q_BOUND_E>Q_BARE:1
ok	o+H	1	BOUND_D>Q_BARE	28	21	4	Q_BOUND_E>BARE:4;Q_BOUND_D>BARE:4;Q_BOUND_D>Q_BARE:4;BOUND_D>Q_BARE:3;REL_I>BARE:2;Q_REL_I>BARE:2;Q_FREE_R>BARE:2;BOUND_D>BARE:1;FREE_R>BARE:1;FREE_R>Q_BARE:1;Q_BOUND_E>Q_BARE:1;Q_REL_I>REL_I:1;FREE_L>BARE:1;Q_BOUND_D>Q_BOUND_E:1	27	20	4	Q_BOUND_E>BARE:4;Q_BOUND_D>BARE:4;Q_BOUND_D>Q_BARE:4;BOUND_D>Q_BARE:3;Q_REL_I>BARE:3;Q_FREE_R>BARE:2;BOUND_D>BARE:1;REL_I>BARE:1;FREE_R>Q_BARE:1;Q_BOUND_E>Q_BARE:1;Q_REL_I>REL_I:1;FREE_L>BARE:1;Q_BOUND_D>Q_BOUND_E:1	27	21	4	Q_BOUND_D>BARE:4;Q_BOUND_E>BARE:3;BOUND_D>Q_BARE:3;Q_BOUND_E>Q_BARE:3;REL_I>BARE:2;Q_BOUND_D>Q_BARE:2;Q_REL_I>BARE:2;Q_FREE_R>BARE:2;BOUND_D>BARE:1;FREE_R>BARE:1;FREE_R>Q_BARE:1;Q_REL_I>REL_I:1;FREE_L>BARE:1;Q_BOUND_E>Q_BOUND_E:1
ok	o+H+ol	1		3	3	2	Q_BOUND_D>Q_BARE:1;Q_REL_I>BARE:1;FREE_L>Q_BARE:1	3	3	2	Q_BOUND_D>Q_BARE:1;Q_REL_I>BARE:1;FREE_L>Q_BARE:1	3	3	2	Q_BOUND_D>Q_BARE:1;Q_REL_I>BARE:1;FREE_L>Q_BARE:1
ok	o+H+or	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
ok	o+Hd	1		1	1	1	Q_FREE_L>BARE:1	1	1	1	Q_FREE_L>BARE:1	2	2	1	Q_BARE>BARE:1;Q_FREE_L>BARE:1
ok	o+Hedl+H	0										1	1	1	Q_REL_I>BARE:1
ok	o+ckh	1		3	3	2	BOUND_E>Q_BARE:1;FREE_L>Q_BARE:1;FREE_R>BARE:1	2	2	1	FREE_L>Q_BARE:1;FREE_R>BARE:1	4	4	2	REL_I>BARE:1;BOUND_E>Q_BARE:1;FREE_L>Q_BARE:1;FREE_R>BARE:1
ok	o+ckh+o	0										1	1	1	Q_REL_I>BARE:1
ok	o+ckh+od	0		1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1				
ok	o+ckho	0		1	1	1	Q_BARE>Q_BARE:1					1	1	1	Q_BARE>Q_BARE:1
ok	o+cth	1		2	2	1	Q_REL_I>BARE:1;FREE_R>BARE:1	2	2	1	Q_REL_I>BARE:1;FREE_R>BARE:1	2	2	1	Q_REL_I>BARE:1;FREE_R>BARE:1
ok	o+cth+ol	1		1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1
ok	o+k	1		1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
ok	o+o+ckh	1		1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1	1	1	1	Q_REL_I>BARE:1
ok	o+o+ol	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
ok	o+ok	0						1	1	1	Q_BOUND_E>BARE:1	1	1	1	Q_BOUND_E>BARE:1
ok	o+ol	1	BOUND_E>Q_BOUND_E	2	2	1	BOUND_E>Q_BOUND_E:1;Q_BOUND_E>Q_BOUND_E:1	3	3	2	Q_BARE>BARE:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_E>Q_BOUND_E:1	3	3	2	Q_BARE>BARE:1;BOUND_E>Q_BOUND_E:1;Q_BOUND_E>Q_BOUND_E:1
ok	o+or	1		3	3	2	Q_BOUND_E>Q_BOUND_E:1;FREE_R>FREE_A:1;Q_REL_I>FREE_L:1	3	3	2	Q_BOUND_E>Q_BOUND_E:1;FREE_R>FREE_A:1;Q_REL_I>FREE_L:1	3	3	2	Q_BOUND_E>Q_BOUND_E:1;FREE_R>FREE_A:1;Q_REL_I>FREE_L:1
ok	o+ot	0		1	1	1	Q_BOUND_D>BARE:1								
ok	o+ot+oiii	0						1	1	1	Q_BOUND_D>BARE:1	1	1	1	Q_BOUND_D>BARE:1
ok	oar	0		1	1	1	Q_BOUND_E>FREE_R:1					1	1	1	Q_BOUND_E>FREE_R:1
ok	od	1		26	23	6	Q_BOUND_E>BARE:2;Q_REL_I>REL_I:2;REL_I>REL_I:1;BOUND_D>BARE:1;Q_BARE>BARE:1;BOUND_E>BARE:1;REL_I>Q_BARE:1;Q_FREE_L>Q_REL_I:1;BARE>BARE:1;Q_REL_I>BARE:1;BOUND_D>FREE_R:1;Q_BOUND_E>REL_I:1;Q_BOUND_D>Q_REL_I:1;Q_REL_I>Q_REL_I:1;Q_BARE>FREE_L:1;Q_FREE_R>REL_I:1;Q_BOUND_E>Q_FREE_R:1;Q_FREE_L>BARE:1;Q_FREE_R>FREE_L:1;Q_FREE_R>FREE_R:1;FREE_R>BARE:1;REL_I>Q_REL_I:1;Q_FREE_L>FREE_R:1;BOUND_E>REL_I:1	25	23	6	Q_BOUND_E>BARE:3;Q_REL_I>REL_I:3;REL_I>REL_I:2;BOUND_D>BARE:1;BOUND_E>BARE:1;REL_I>Q_BARE:1;Q_FREE_L>Q_REL_I:1;BARE>BARE:1;Q_REL_I>BARE:1;BOUND_D>FREE_R:1;Q_BOUND_E>REL_I:1;Q_BOUND_D>Q_REL_I:1;Q_REL_I>Q_REL_I:1;Q_FREE_R>REL_I:1;Q_BOUND_E>Q_FREE_R:1;Q_FREE_L>BARE:1;Q_FREE_R>FREE_L:1;FREE_L>BARE:1;Q_FREE_R>FREE_R:1;Q_FREE_L>FREE_R:1	22	21	5	Q_REL_I>REL_I:3;BOUND_E>BARE:2;Q_BOUND_E>BARE:1;REL_I>REL_I:1;Q_BARE>BARE:1;REL_I>Q_BARE:1;Q_FREE_L>Q_REL_I:1;BARE>BARE:1;BOUND_D>FREE_R:1;Q_BOUND_E>REL_I:1;Q_BOUND_E>Q_REL_I:1;Q_FREE_R>BARE:1;Q_REL_I>Q_REL_I:1;Q_BOUND_E>Q_FREE_R:1;REL_I>BARE:1;Q_FREE_R>FREE_R:1;FREE_R>BARE:1;REL_I>Q_REL_I:1;Q_FREE_L>FREE_R:1
ok	od+k	1		1	1	1	Q_BOUND_D>Q_BARE:1	1	1	1	Q_BOUND_D>Q_BARE:1	1	1	1	Q_BOUND_D>Q_BARE:1
ok	od+or	0		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1				
ok	oeees	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
ok	oi	0		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1				
ok	oi+ees	0		1	1	1	BOUND_E>BARE:1					1	1	1	BOUND_E>BARE:1
ok	oi+s	0										1	1	1	BOUND_E>Q_BARE:1
ok	oii	1		1	1	1	Q_BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BARE>BARE:1
ok	oiii	0										1	1	1	BOUND_E>BARE:1
ok	oir	1		2	2	2	Q_BOUND_D>BARE:1;Q_BOUND_E>Q_REL_I:1	1	1	1	Q_BOUND_E>Q_REL_I:1	2	2	2	Q_BOUND_E>BARE:1;Q_BOUND_E>Q_REL_I:1
