source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
215	f525c8c6-18e1-4e05-be72-89c6f9442a46	443025949e59e8bef403b054132e8d284afa4490bc4351d41566fff681b0ca28	Wheel of Fortune	Additional 47682, f. 1v	c. 1300-1350 AD	Wheel of Fortune	Ethics	A full-page of a Wheel of Fortune, represented only by Fortuna (goddess of chance, luck and fate) and a king. At the top of the wheel is a seated king, represented with his crown and scepter. When turning the wheel, it is inevitable that the king will be upside down, his crown will come off his head and he will have to let go of the scepter to be able to cling to the wheel with both hands. By turning the wheel even further, the king will end up falling, having been unable to remain clinged to the wheel, given his weight and the speed with which it can rotate. In these tribulations, the king also loses his footwear. Later, he will be able to find the strength to cling the wheel again and take advantage of its upward movement to thereby go up with it, showing, with his left arm raised, that he is already in possession of his crown. Lady Fortuna watches him.	1	0	0	0	0
216	42707626-7fad-4860-82e5-9edd0446bd4b	2e80dee90e41ebe6ccc626c51090210f6b3936fcc3dc3d68890e5d65c86fffa1	Quadrivium	Harley 2637, f. 30v	c. 0850-900 AD	Liberal Arts	Philosophy	Diagram of a colorful dog from whose four paws come the divisions that would become the 'Quadrivium' of medieval liberal arts: arithmetic, music, geometry and astronomy. These are the subdivisions of mathematics ('divisio mathematicae'), since them all are related to the study of number: arithmetic is number in the abstract, music is number in time, geometry is number in space, and astronomy is number both in space and time.	0	0	0	0	0
217	82514a7b-206e-4dcb-be6d-ffdb8d222a34	38bdc70bf0cb2a5fd46738b17aa94e4473c3aa641ba825bd7cc4a8c20f9e2c4c	Phases of the Moon	MS R.15.32, f. 5v	c. 1000-1050 AD		Astronomy | Computistics	Diagram of the phases of the Moon as it rotates the Earth, on folio 5v of a computistical miscellany codex that includes texts by Abbo, Capella, Higinus, Helperic and more. The diagram is composed of a large circle around which the Moon circulates, divided horizontally into northern and southern hemispheres. Reading anti-clockwise, the sun occupies the place of the new moon on the right of the horizontal axis, and the full moon occupies the opposite side. The first moon shape after the sun is the waxing crescent (monoides), then the first quarter (diatomos), on top, also contains the corresponding numeral/day (VIII), then the waxing gibbous at luna XII (amphicirtos), full moon on phase XV (panselenos), waning gibbous (luna XVIII), second quarter (XXII) and finally the waning crescent (XXVII).	1	0	0	0	0
218	8474d90c-2878-464d-9d83-93d91a7c2c11	d8622b10130ea5892e8ca6e5042fa28283369b7d2ec85c0a29ad33e75edcf476	Musical Intervals	MS. Auct. F. 3. 15, f.20r	c. 1100 AD		Music Theory	This diagram is part of a composite manuscript from the 12th century. It is the last folio (f. 20r) of a translation of Plato's Timaeus by Calcidius, and it precedes a treatise on computus. The Timaeus was an indispensable work for the philosophy of music in the Middle Ages (and Calcicius' partial translation from Greek had a significant impact); scales had not only a mathematical meaning, but also a metaphysical relationship to beauty and order. The study of musical harmony was taught in the quadrivium in conjunction with astronomy because it was considered intimately connected to the movements of astral bodies and even with personality traits (idiotetes). Diagrams of musical intervals normally contain depictions of distances (numeric, between notes), types (tones and semitones) and harmonics (notes played at the same time) on a scale. They have been used in Music Theory since classical times (the first account of the relationship between precise distances in pitch can be traced to Pythagoras) and assumed two main visual representations: triangles (called Lambda Diagrams) and spheres; assuming a direct relationship to philosophical concepts - namely natural philosophy - and, during the Middle Ages, they conveyed also religious exegeses. In this case, we have a laid down triangle containing information related to Pythagorean number series on the inside (chosen by Calcidius to illustrate density of sound), and musical intervals on the outside, positioned as orthogonal labels, such as diapente (every fifth) or diapason (octave).	0	0	0	1	0
219	88814a6f-7714-43c8-8e73-4c2b6ab8ecfe	c8d6464e16dfba8170f0bc1bdcd0fd4837f6564e3b288d53f792ae13ab6edf86	Harmony	Cod. Sang. 248, p. 56	c. 0850-0900 AD	Harmony (World Soul)	Music Theory | Natural Philosophy	Diagrammatic representation of proporcional (harmonic and consonant) relationships in Geometry and Arithmetics, neatly arranged inside four rectangles, drawn in red and light brown ink and written in a Carolingian hand, on the last folio of Boethius' De arithmetica libri duo. This work is part of a compilation of works on Natural Philosophy, produced in northern France (found in St Gallen a few years after its production.	0	0	0	0	0
220	8981b90e-eb3c-4044-a489-697900ee5049	e095154e293eafae2a2670ffa883df82ea306076e31befb502234c565227f56f	The Intellect Scale	SUB Göttingen: HG-MAG, 8 PHIL II, 73	1512 AD	Tree of Science | Tree of Knowledge	Philosophy	The “Liber de ascensu et descensu intellectus” (Book of the Ascent and Descent of the Mind) was written circa 1305 and, in its first printed edition (1512, Valencia, p. 143), it features the “Ladder of Ascent and Descent of the Mind”, a diagram of the “scala intellectus” depicted as an eight-step staircase in the following sequence of labelled forms, from lowest to highest: stones (“lapis”), fire (“flamma”), plants (“planta”), brute animals (“brutum”), man (“homo”), and lastly, in heaven (“coelum”), angels (“angelus”) and God (“Deus”). The ladder represents the theory of knowledge: the acquisition of knowledge (“sapientia”) of the world – by the external senses, the imagination and the higher faculties of the soul in the intellect – is gradual and is explained by a scale. The human soul can traverse a twofold process or two paths: it can ascend the ladder and understand superior beings through the principles and, vice-versa, descend the ladder and recognize the principles through other corporeal beings which are less abstract and complex (a movement going from the universal to the particular).	0	0	0	0	0
221	898cd19f-8a05-431e-96c5-8e2ad9d87226	051299790d45d6a398c4f19d555d4f06a9c380a543b9a83bece9ef35706776c1	Lunar Eclipse	VadSlg Ms. 427, f. 119v	c. 1400-1450 AD		Astronomy	"Illustration of the lunar eclipse on folio 119v of a copy of the manuscript De Figura Seu Imagine Mundi, by Louis de Langle, produced late in the fifthteen century. The codex is a treatise of astronomy and geography, which contains a large variety of multi-coloured illustrations of constellations, zodiac signs, starts maps, world maps and climate tables, based on the 1456 manuscript (BNE MSS/9267), with some rearrangements and additions, and original drawings of the characters used to illustrate the subdivisions the twelve signs of the zodiac. It is written in two columns in a very legible bastarda hand. This diagram presents a schematic position of the sun, moon and earth, showing how the shadow of the earth obscures the moon and is accompanied by a second diagram on folio 120v describing the solar eclipse: ""Cuius figura ut melius intelligatur es[s]e ista que sequitur"". In many of De Spherae treatises one can find very similar illustrations of eclipses, such as in British Library Royal MS 12 C XVII or Harley MS 531, both by Sacrobosco. Lunar and solar eclipses were historically associated with important events, especially with memorable battles; this made it relevant to devise charts and diagrams capable of explaining the phenomenon and predicting their occurrence."	0	0	0	0	0
222	221915f0-dc11-4095-afde-4c5f37915634	15a257d08eb4e4dcc9713be561eef29253bec7fe07ebac917ee4e08dc6b9059b	God creating the Universe	Vienna 2554, f. Iv.	c. 1200-1250 AD		Religion	The Bibles moralisées were created to interpret and explain scripture. From one of those, the Vienna 2554 frontispiece is famous. Selecting passages from the Biblical text, the moralized Bible shows in this illustration God's figure bent while in the work of creation, shaping the universe with the aid of a compass in his right hand, drawing and defining it. Above the top border of the frontispiece, the following is written: 'Ici crie Dex ciel et terre soliel et lune et toz elemenz' (Here God creates the heavens and the earth, the sun and the moon, and all the elements). And within the perfect circle already created are the spherical sun and moon, some stars/planets represented and unformed matter (green, black and yellow chaos and waves of blue water) that will become the Earth once God applies mathematic wisdom to it. God’s left hand holds the disk (the cosmos) and He seems to be in the process of putting it into motion. God is represented with His right foot placed outside of the constraints of the frame, remembering His immateriality although the creator of matter (the primordial universe). This image of God creating the universe shows a view influenced by both Plato’s account of creation in Timaeus and Church.	1	0	1	0	0
223	8fa3044a-3dc5-44f3-bea0-9f228578456f	597932507a9b55bdc6fcdbcbf4850e1124602c288ada8ee6aca5a80eee4d9be7	Eye, light and refraction	Royal 7 F VIII, f. 54v	c. 1250-1300 AD		Optics	In 'De Scientia Perspectivae', the fifth part of the 'Opus maius', Bacon addresses the physiology of eyesight, the anatomy of the eye in relation to the brain, the light, the phenomena of reflection and refraction, mirrors, and lenses. According to Bacon, the radiation of light follows the geometrical principles of rectilinear propagation, reflection, and refraction, and these geometrical diagrams demonstrate how external rays enter the eye (at the top) and are refracted when they strike the crystalline humour (at the centre of the eye). To explain the propagation of light and vision, Bacon applies mathematics and his doctrine of the multiplication of species, and his visual theory remained the standard explanation until Kepler’s work.	0	0	0	0	0
224	903fb77e-b9cd-4572-9c71-79d821525c55	6cddc72d3c7e33084aecc765d1ed66a1265caaad64ba400c1990b4b098f32087	Eclipse of the sun	Egerton 844, f. 21r	c. 1300-1350 AD		Astronomy	Diagram labelled 'Eclipse of the sun', which illustrates how the eclipse occurs. The earth is in the centre and the sun in the outer orbit and, in a solar eclipse, the moon passes between earth and the sun and intercepts some or all of the sun’s light from reaching earth. In sum: the moon casts its shadow on the earth. The cause of the solar eclipse is explained, and Sacrobosco ends the treatise by noting that the solar eclipse which occurred at the time of Christ's Passion must have been miraculous, since it occurred at full moon.	0	0	0	0	0
225	2d744953-5698-4fc6-b837-83df362a4bbe	424a6094942ba1ceab42ff4ba21fcbb662cefe6f2f7b4446d71585eda2b45e11	Comet trajectory	NQ.16.200, p. 498	1687 AD		Cosmography	Printed on a folded leaf, inserted between pages 498 and 499 of the 1687 edition of Newton's Mathematical Principles of Natural Philosophy, an influential work for the history of science, there is a diagram of a model of comets' trajectories and the visibility of comet tails as they approach and then leave the Sun's influence.	0	0	0	0	0
226	35a8e7a8-85aa-4d5f-a609-bed4dd874dcb	cd597c8d126bfba16894916b3c39d395bcf7f57028b5121a6db0546fd7e7114f	Wheel of Fortune	Harley 4431, f. 129	c. 1400-1450 AD	Wheel of Fortune	Literature	Miniature of the Wheel of Fortune, in “L'Épître Othéa”. Christine de Pisan’s “Epître Othéa” is an allegorical reading of different Ovidian tales. The goddess Fortuna is depicted as a blindfolded lady randomly turning her large wheel, in which one can see six human figures: three richly dressed and comfortably seated on it (a crowned king is one of these figures) and three having real trouble trying hard to keep the balance and not fall from it. “Rota Fortunae” represents what happens in personal life and life events, commanded by an unseen and blind force – destiny and fate: the positions of human beings are always changing, and sometimes what happens benefits them and other times it is a misfortune. The Wheel of Fortune reminds mankind of the continuous and unpredictable change of fate and how human power is fragile and ephemeral.	1	1	0	0	0
227	96814d9d-957c-411f-8a29-235780843972	374b75786a462b54b91daac1a66df705b531d4bcf267da58c1b366ab85bf6265	Hand Prostheses	RES 8-TE37-2, p. 121	1564 AD		Medicine	Diagram of a hand prostheses mechanism, developed by Paré (a surgeon to the King of France) as part of the seventh book of his medical series of anatomy and surgical instruments, present on page 121 of the 1564 re-edition. The image is labelled as Main de Fer (or 'portrait of the artificial hand' in some editions), and commonly known as 'Le Petit Lorrain'. It contains the depiction of a mechanism to be inserted inside the skin of the hand along with written descriptions of the relevant mechanical parts, such as catches and springs, numbered from 1 to 9, on the following page. It was first put to the test in 1550 for the French army, and is said to have functioned properly.	0	0	0	0	0
228	369ea3d3-7771-4eda-a1e4-a07310a2810b	74ff42b2f82916213a7ea9ce8ec60d32a911e19f54b510abf4faf0ac4d5a3ba6	Musical Beast	MSR-05	c. 1100 AD		Music Theory	Full page illustration from a vellum manuscript of Boethius 'De Musica', sized 211x144mm. It represents the mathematical ratios in music, or musical proportions, as the body of a zoomorphic beast figure, resembling a dragon. Its colour scheme includes two shades of yellow and green for the arches that display the genres and tones and red to highlight the linear musical scale in the middle of the composition, it illustrates the musical intervals between each alphabetical notation: G K N A F H D L B M E C. It is written in what seems a protogothic script of romanesque style. This kind of diagrammatical visual communication strategy was and continued to be used for many centuries in musical treatizes. In De institutione Musica, Boethius combines the Pythagorian view of the relationship between music and mathmatics, with the Platonic belief of a connection between music and society, conceived as part of the instroduction movement of the quadrivium as the main educational paradigm of the time.	0	0	0	0	0
229	3d54a142-5c7a-4be6-b09b-f04c88395e2d	cce0bc0d56414a68dafad647e22069a6d3f288065b994bd50a0e69ca89a0ac33	Wheel of the Ten Ages of Man	Arundel 83 II, f. 126v	c. 1300 AD	Ages of Man	Theology	Miniature of the Wheel of the Ten Ages of Man, showing the human life cycle, possibly from the year 1310 AD. The wheel has at its centre the image of Christ (reminding the universal judgment to which every person will be subject after life), and in its corners figures representing the Infancy (infantia), Youth (iuventus), Old Age (senectus), and Decrepitude (decrepitus). Ten golden spokes come from the centre and terminate in circular medallions illustrating the different stages of life. For instance, the first image, representing birth or puerile age, is of a woman holding a baby on her lap and seeming to prepare a meal over a bonfire. From this image on and in some intervals of years happen stages of life seen as ascending: maturity is reached by the age of fifty and it is represented by a king. Then, the descending steps start, being a man capable of walking but already with a cane, an old man bent over back being led by a child, diseases appear more (being a man attended by a doctor), death happens (represented by the funeral mass), being the last image the tomb where lies the body.	1	0	0	0	0
230	9883d561-460a-4a09-a482-98dd43ec65ec	5c177fd03b6e47387aef51b285f0807e4f762b277333da1c23474bae24bf6dcc	Door opened in Heaven	Royal 15 D II, f. 117v	c. 1300 AD	Ladder of Jacob | Ladder of Divine Ascent	Theology	Full-page miniature inspired in passages of the Book of Revelation of the Bible, with Christ in the centre sitting on his throne within a mandorla, having in one hand the ends of the earth and the other raised making the gesture of blessing. His holiness is shown by the halo, the crown in gold, and in it three arms of a cross are drawn, which is a clear allusion to the salvific dimension. Moreover, Jesus Christ is surrounded by the Twenty-Four Elders, the four animals at the corners (the traditional symbols of the Evangelists), there is also a sea and located below in the image the door to enter in Heaven, opened and accessible by a ladder. The Twenty-Four Elders are sitted, clothed in white raiment and wearing crowns of gold. In roundels and representing the four Evangelists are Sts Matthew (having the face of a man), John (being an eagle), Luke (having the appearance of a calf), and Mark (being a lion), each depicted with six wings all covered in eyes, suggesting that they are alert, keeping their eyes on their Majesty. Below, St John is climbing a ladder for reaching the door of Heaven and at the top is an angel prepared to receive him. The ladder extends beyond the border of the miniature that is a vision of Heaven, pointing out that there is an earthly path to travel to reach the Heaven.	0	0	0	0	0
231	9ba3c27e-0eaf-460d-bbd8-7f9c5041c5ea	bc8985c881164ef7e5628519423b3fb499513674f0cb704332298a3d635bf87b	Astronomical table	Arundel 66, f. 19v	1490 AD		Astronomy | Computistics	The manuscript contains several Astronomical Tables, very elaborately drawn up, produced by Merton College astronomer and mathematician John Killingworth’s (Chillingworth). From Oxford almanac tables, these tables provide formulae for calculating the phases of the moon and movement of the sun and they were a way of mapping the heavens, providing the true positions of the sun and moon.	0	0	0	0	0
232	9ccbce7a-7797-4c63-a88f-462923eba4d7	92e1594935b8d151656a4ae331d2bd0da7cbcec34cb6021e653f767eb02bb95e	The Centre of the Sphere	IL. 156//1, p. 46	1673 AD		Cosmography	The manuscript copy of 'Practice of the Art of Sailing,' composed by the cosmographer Luís S. Pimentel (professor at the 'Aula de Fortificação e Arquitectura Militar'), is a manual containing cartographical maps of the Portuguese and Brazilian cost lines, declination tables and other diagrams related to the art of navigation, highlighting the importance of astronomical knowledge and teaching how to find one's position using the stars to calculate height, longitude and latitude, how to use a compass (agulha de marear) for varied circumstances, trigonometry, and other pertinent information/calculations related to the use of celestial coordinate systems. On folio 45r, Pimentel presents a diagram (and its description) on the topic of celestial spheres: in this case, the author explains why the Earth is composed of the spheres of land and water and both have the same centre. This particular subject had been debated for centuries, and although this work refers to the most recent changes in navigation knowledge, it is still presenting remnants of astronomical classical theories.	0	0	0	0	0
233	9cf4ccdd-0298-4d58-afe4-c417ca113894	b499284abc822db36af42f6651ee20c67d48f5606969b0a021135cfdefe01b62	Geocentric System	ALC. 285//4, f. 21r	c. 1450-1500 AD		Astronomy	The diagram of the celestial spheres is the opening illustration for this partial copy of the compendium 'Tractatus de Sphaera', a didactic work on astronomy. by the monk Sacrobosco. It represents the Polomaic geocentric system, with the sphere of the Earth in the centre, then the sphere of the elements, then Moon, Mercury, Venus, Sun, Mars, Jupiter and Saturn, then the firmament, and finally the 'primum mobile'. This work became popular for the four hundred years following its publication in c. 1230.	0	0	1	0	0
234	a44f3cbb-13e2-491f-95d4-200bb5444978	9a32d943b396ffa638329b987355878b7a68bcde2222cacbf7ae56e2ec09bed3	Apsides diagram	MSS/9605, f. 12r	1026 AD	Apsides	Astronomy	Beginning with De compoto lunae by Helperic de Gradual, this manuscript compilation with around 120 folios also contains an excerpt from Pliny the Elder. In it there are five diagrams, two of which were very popular: the longitudes and latitudes. These diagrams took different forms of presenting the information about the position of the planets in the sky (in regard to the ecliptic). The longitudes (or apsides: the farthest points of the orbit regarding the object around witch it moves) diagram tries to lay out the orbits of the planets as they were described by Pliny the Elder; in the particular case of this manuscript, the scribe (or illustrator) was more concerned with designing a symmetrical figure and creating a codified reading of the image than with using the data in the text about distances and variations of the orbits during the year.	0	0	0	0	0
235	50e10c25-315c-4c96-8d38-ee3db2f1f1ea	7b4a2d049b3a1f9f72e246f549ee374f9a4786792e63951b8277e2fddec87bba	Diagram with the position of the winds and the manner of determining the North Pole from the Polar Star	Royal 20 E IX, f. 4r	1542 AD	Classical Winds | Wind Rose	Astronomy | Cartography	Jean Rotz was a 16th-century cartographer whose work was greatly influenced by the expedition experiences in which he participated (probably from Dieppe to Sumatra in 1529-30, and to Guinea and Brazil in 1539). This highly decorative diagram, in colours and gold, shows the position of the winds and the manner of determining the North Pole from the Polar Star. The human sense of geographic orientation and direction has been associated with winds since the ancient Greeks and Romans, and there are eight main winds. The pattern of wind roses presented here is the 8-wind rose. The Polar Star is directly above the North Pole of the earth and it remains very nearly in the same spot, so Polaris became an important navigational star to track the positioning of the geographic North Pole, the northernmost point on the planet, and Polaris is thus the “North Star”.	0	0	0	0	0
236	53d496c7-f44d-45b4-bf01-9feba4d2fda5	0127b85ddb6c8aa9fa6e5b210fd39281fa3a6ced81817dfc12e8e38a98a89251	Types of Musical Scales	Latin 18514, f. 14v	c. 1300 AD		Music Theory	"The illustration depicts types of musical scales. Greeks and medieval theorists conceived scales and musical modes by grouping tetrachords, organized in three genera: diatonic, chromatic and enharmonic. The diatonic, chromatic and enharmonic are due to the pattern with which the distance between the notes is organized and the arrangement of the four-note units. The diatonic, chromatic and enharmonic and the sequences of four notes that they produced were called tetrachords (""four strings"", as one sees in the image). The Diatonicum proceeds by a tone, tone and semitone (tonus, tonus, semitonus); the Chromaticum proceeds by a trihemitone, a semitone and semitone (trihemitonum, semitonum, semitonum); the Harmonia or Enarmonium proceeds by a ditone, a diesis and diesis (ditonum, diesis, diesis)."	0	0	0	0	0
237	a81192d7-2225-4513-affb-9a6c62e80545	6a961a11648af77b527cf6e0b47fa7159fc0df32a503e7e093967e29952fe46d	Harrowing of Hell	Harley 1892, f. 108v	c. 1500 AD		Christian Doctrine	Depiction of 'the descent of Christ into Hell' showing the Devil holding the gate with one arm and with the other hand trying to hit those who come out of Hell, with a piece of wood torn from the gate. The Devil is also seen prostrate on the ground, with Christ's feet on him, and pieces of a broken lock and chain strewn about. Christ thus represents the triumph of life over death (bringing also the cross symbol) and evil. Christ is also seen to hold Adam's hand, having Eve beside him, arm in arm and holding the forbidden fruit and, in addition to these, other people of the Old Testament period (Abraham, David, etc.) that Christ wanted to save, allowing their souls to ascend to Heaven.	0	0	0	0	0
238	a9a0e134-9a21-47b7-818b-c7058cd6b425	53eb8c83f00619c9c30460ab6322d61e2900407e5be335d2173b833255ae9424	Earth and the Heavens	MS. Arab. c. 90, f. 2b-3a	c. 1200 AD	Aratea | Zodiac	Astronomy	Diagram of celestial appearances in the sky throughout the year, occupying two facing sheets (folios 2b and 3a) with marginal text, in red and black ink. It is a circular diagram with four layers: a) in the centre is the Earth and seven climates, b) surrounding the earth are twenty eight sections with visible stars and corresponding images (red dots in different number for each), c) the third layer contains 36 constellations and corresponding number of visible stars (?) and d) the outer layer associates this diagram with a precise passing of time by including twelve sections of the zodiac, with marginal labels for east and west (horizontal axis). This diagram is part of the first book of this large manuscript, pertaining to celestial matters.	1	0	0	1	0
239	aa255c9f-34dd-42a9-aef1-224a89cac36e	5be45e1c364688b434a33c161db4f888b3634bb6ffdf8320cd6dd567660d24cb	The latitude of forms	Tractatus de latitudinibus formarum, f. 1.	1486 AD		Geometry	'Formarum quia latitudines multipliciter variantur, multiplices varietates difficillime discernuntur, nisi ad figuras geometricas': for the sake of clarity, Oresme conceived the idea of visualizing the quality intensity variability, or accidental form, by geometrical representation. 'Latitude' was the name given by natural philosophers to the range of degrees (the degree of a certain quality at each point) that the intensities of a quality might have and Oresme uses a method of figuring out the latitude of forms. A quality has a latitudo and a longitudo: the intensity of the quality is represented by lines (called latitudes) erected perpendicular to a base line segment called longitude of the same quality. So, there is only one longitude with an infinite number of latitudes. The end points of the latitudes form the graph, the summit line. Oresme uses the concept of uniformity and difformity and the possibilities of these terms are illustrated by several diagrams in On the Latitude of Forms.	0	0	0	1	0
240	63a649a5-2f2e-4ca3-a219-eb53dfe51255	12e5784626c67f68de8978200184f27b0c64f5ec43597320fcc91171b023e6f9	Musical Neumes and Miniature	Harley MS 4951, f. 299v	c. 1100 AD		Music Theory | Theology	In the Tonary of the Gradual from St Etienne cathedral in Toulouse, an appendix to it, some folios have small coloured drawings of human figures (such as musicians, a juggler, a dancer) creating the suggestion of movement to the melodies. In this folio, there is a miniature of a man holding a set of ten bells, as a personification of the fourth musical mode. In this parchment, music is written in Aquitanian notation (one of the French neume varieties): musical neumes (the graphic signs) are placed in a relatively exact way above the text to show particular pitches, as if plotted on a graph. The simplest neumes were the 'punctum' (point) and the 'virga' (rod). Both denote pitches, downwards and upwards respectively: 'punctum' standing for a relatively low pitch, and 'virga' for a relatively high tone.	0	1	0	0	0
241	722c688c-40ab-44e9-8c3d-5d042124d2ea	2bca61ca5f90787450ea3393471b71bc608d9a2ab21313575d9a49e117ef393a	The theory of figurate numbers	Latin 14064, f. 44r	c. 0950-1000 AD		Mathematics	The illustration shows a part of the geometric arithmetic, the one related to the triangular numbers (the numbers 1, 3, 6, 10, 15, 21, 28, 36, 45 and 55 represented as triangles). In the Pythagorean arithmetic, numbers could be shown as triangular, square, pentagonal, hexagonal and heptagonal. The doctrine of polygonal numbers states that the sum of any number of successive terms of a series of natural numbers in arithmetic progression, beginning from 1, would produce a figurate number. Here 6, for example, is the sum of 1+2+3 and could be thought of in the triangular arrangement. Each 1 is considered as being the polygonal number in question in potency, while all others are actually such numbers.	0	0	0	1	0
242	07825516-43ab-439d-b282-536b1042f4c8	f14cc499002a498f5e29050302a01d25178f84377d958bdf11e104093ec858f0	Cautery Points	Harley 1585, f. 8v	c. 1150-1200 AD		Medicine	Miniature of cautery points, with eight patients showing various ailments described in the captions above the figures. The last drawing, for example, is a standing nude man with cautery points marked (by large dots) immediately below the shoulder blades and immediately above the buttocks, in specific positions, in which the physician just has to apply a cautery to someone who is suffering from kidney pain (“Ad renum dolorem”). When the four humours (fluids) of the body became unbalanced or there was a blockage in their flow and it caused illness, cautery could be considered: by applying hot irons – which had variable shapes (round, square, or polygonal) – to the skin, specific humours (1) could be drawn from one place in the body to another or (2) they could be controllably drained if they were sick or excessive (passing through the open wound created for this purpose by destroying tissue through burning).	0	0	1	1	0
243	ba615f43-ff60-4491-bbe7-a3c293b66497	ed0ef0343e531543b4c37bae376638ffae16716b9c1dbea30f16b9efdb6c446d	God and the Devil	Egerton 845, f. 15r	c. 1500-1550 AD		Theology	Unfinished drawing with God wearing a crown above, Lucifer – as a beautiful, dressed angel – being worshipped by two angels (centre), and fallen from heaven – depicted as a naked figure with a tail, horned and with cloven hooves instead of hands and feet – getting stretched out and with his ankles and wrists bound (below). Lucifer rebelled against God and fell from grace.	0	0	0	0	0
244	c2fa4082-18a1-4fd1-a9d4-37c2d251c4f5	4690bc2cb00b7cc01cb359885af324dd0809b9c091872749df78e24a00fc7e0d	River Indus	MS. Arab. c. 90, f. 43b	c. 1200 AD		Cartography	"The Book of Curiosities of the Sciences and Marvels for the Eyes is a copy of an older manuscript, made in paper, in the turn of the 13th century. It is an exquisite book, for its numerous astronomical and geographical illustrations. This is a diagrammatical representation of the River Indus, occupying the whole folio 43b, it is part of a set of original maps of the Muslim commercial centres found on Book Two of this codex. The River Indus springs on a mountain painted in red ink, it descends towards the sea designing a ""2"" shape, in dark green, with stylised affluents, and major cities/communities (marked as red spots)."	0	0	0	1	0
245	22fcf61d-4699-41f6-bb44-5e8df9417078	b47f5345e7db7a1481e0db3d9a76a38009e7b015959adecd3c114d8b91a1ec3e	Homo venorum	Egerton 2572, f. 50r	c. 1450-1500 AD	Vein Man | Phlebotomy Man	Medicine | Astrology	“Homo venorum” (vein man) is a chart of phlebotomy, more specifically, a guide to bloodletting that was an important reference tool for medical practitioners. Prescribing this widespread practice in medieval times, they could help patients by curing diseases or alleviating the discomfort of their symptoms. Bloodletting could be used not only as treatment but also with prophylactic purposes (as is the case with the need to balance the humours). To treat specific health problems, particular points on the human body could lead to the solutions: by incising (cutting) a vein and just letting the blood flow into a container. The drawing of a naked man shows the location of the major blood vessels in the human body, the appropriate points for bloodletting, and more information is given by summaries highlighted in circular diagrams connected to those points by red lines. For instance, from the left hand one reads (but written in Middle English and mixed with Latin): “It is good to bleed on the left hand for the passione and diseases of the multiplos membris.”	1	0	0	0	0
246	ca612c5d-71d7-4d61-8111-f2068be3b52e	b540a540fc928ecbb1030424c57ecb26df8fbe8a70ae7a637a40b16b58180d41	Area Democriti	12 . 1. C . 27, p. 50	1591 AD		Cosmology	Atomist iconography appears at the end of the sixteenth century and by the hands of Giordano Bruno, who, with his woodcuts, engraves the first images of the atom in De triplici minimo et mensura. Area Democriti is one of them and gives form to a set of philosophical doctrines. In it, one sees a sphere surrounded by six others of the same diameter and each of them has a nucleus drawn in its centre. It illustrates cosmic growth: the minimum (or atom) gives rise to all that exists for its endless self-replication - Giordano Bruno is a defender of the infinite conception of the universe -, being a vital principle. This growth is structurally geometric (beginning with the geometric point - note in the image) and the form of the minimum of matter does not cease to reappear in the form of the maximum: from the point to the physical atom and from this to the Heavens, as the image also alludes to with the representation of the six-pointed stars and, again, with the central nucleus. In addition, the agglomeration of the circles creates a hexagon and a larger circle. From this larger circle, imagine then six other circles added around it, as first, and so on. For the philosopher, this would be the invisible scheme of the expansion of matter that would continually emanate from the monad-atoms.	1	0	0	0	0
247	d3b9c029-c162-4a92-a760-a6d972dffc4b	1cdc449b2c71fe6152ae79897fe149d96633cf6d5198323a9d03f1d556145a94	Musical Scale	Latin 18514, f. 14	c. 1300 AD		Music Theory	The illustration shows a representation of the musical scale in a cithara, with the names of the strings and their distribution: proslambanosmenos, hypatehypaton, perhypatehypaton, licanoshypaton, perhypatemeson, licanosmeson, mese, paramese, tritediezeumenon, peranetediezeumenon, netediezeugmenon, trytehyperboleon, peranetehyperboleon, netehyperboleon. The proslambamenos, together with the nete hyperboleon, makes the bis diapason consonance. The proslambamenos pairs with the mese to sound the diapason consonance and with the lichanos hypaton to sound the diatessaron consonance. The lichanos hypaton, in turn, joins the mese for the diapente consonance. The mese joins the nete diezeugmenon to make a diapente consonance and the nete diezeugmenon with the nete hyperboleon for the diatessaron consonance. The mese and the nete hyperboleon make the diapason consonance.	0	0	0	0	0
248	d4288a4c-69b4-4fbb-b42c-9759bc3f37ca	812c119841e765d92d6a096069c81056ff51f8578ab54d73baba3ab85067ceff	Iris	Additional 22332, f. 148r	c. 1550-1600 AD		Botany	Full-page framed watercolour painting of an Iris completely highlighted on a background of a landscape of a small village and few people on the mountain paths: one on a horse and four walking, all of them carrying objects. Many birds flutter in the sky and the village houses are surrounded by vegetation. The details of the «Irios» plant are very well represented, namely its rhizome, fully exposed.	0	0	0	0	0
249	5c4bf25f-7251-44a5-87bf-72149d8d338b	7cff3e71ceb719b2b8a68edac408671098fc12df36092da08351298040b51c88	Vortex	RES-R-974, p. 92	1644 AD		Physics	This is the first of 25 diagrams of Descartes' vortices illustrations. They refer to the theory of colliding particles based on Cartesian cosmology, demonstrating the processes by which matter (filling all existing space) is set in motion in the universe, on defined paths, and they are used to explain celestial phenomena or events. This diagram is found on the 1644 publication of the Principles of Philosophy, a book on physics and metaphysics, although his vortex theory had already been formulated on Treatise on the World, written in 1633. The vortices diagrams are constructed upon the three-dimensional space of Euclidean geometry, and each geographical cluster (or globule) is affected by the proximity of another, showing also coordinates, speed and distance formulas.	0	0	0	0	0
